N	4gram	Vygotskiy_	Literetu
1	в то же время	2	21
2	состоит в том что	1	8
3	с этой точки зрения	5	5
4	бы то ни было	1	4
5	какого бы то ни	1	3
6	с одной стороны и	1	3
7	в том числе и	1	3
8	до тех пор пока	2	2
9	дело в том что	1	2
10	поскольку речь идет о	1	2
11	то же самое можно	1	2
12	и в самом деле	3	2
13	состоит в том чтобы	2	2
14	искусства с точки зрения	1	2
15	одно и то же	1	2
16	либо изучалась психология творца	1	1
17	не что иное как	2	1
18	из двух направлений либо	1	1
19	с таким расчетом чтобы	2	1
20	которые не могут быть	1	1
21	направлений либо изучалась психология	1	1
22	расчетом чтобы вызвать эстетическую	1	1
23	и тем не менее	2	1
24	в том что искусство	1	1
25	произведения искусства с точки	1	1
26	механизм действия художественного произведения	1	1
27	искусства всегда производилось в	1	1
28	и не может быть	1	1
29	производилось в одном из	1	1
30	потому не может быть	2	1
31	в том что в	1	1
32	в том что при	1	1
33	одного и того же	1	1
34	исследование искусства всегда производилось	1	1
35	в такой же мере	1	1
36	и потому не может	1	1
37	двух направлений либо изучалась	1	1
38	всегда производилось в одном	1	1
39	организованных с таким расчетом	1	1
40	либо изучалось переживание зрителя	1	1
41	в том что он	1	1
42	таким расчетом чтобы вызвать	2	1
43	самый механизм действия художественного	1	1
44	изучалось переживание зрителя читателя	1	1
45	не в том чтобы	2	1
46	во всяком случае в	2	1
47	одном из двух направлений	1	1
48	в одном из двух	1	1
49	приводит к тому что	1	1
50	одним и тем же	1	1
51	психологическое исследование искусства всегда	1	1
52	чтобы вызвать эстетическую реакцию	1	1
