N	2gram	Vygotskiy_	Myslijsy
1	потому что	26	182
2	и в	47	121
3	может быть	20	107
4	в том	38	103
5	то что	40	83
6	в слове	11	78
7	для нас	4	75
8	что в	23	73
9	и не	27	73
10	только в	24	72
11	не только	36	67
12	а не	7	67
13	таким образом	38	64
14	в этом	47	59
15	но и	19	59
16	том что	28	59
17	так как	25	59
18	то же	16	56
19	не в	7	54
20	если бы	8	53
21	в себе	14	53
22	по себе	5	52
23	не может	23	52
24	того что	27	47
25	в сознании	11	46
26	было бы	12	45
27	в нем	6	45
28	не есть	4	42
29	как и	19	42
30	так что	8	39
31	вместе с	19	39
32	что и	4	38
33	мы не	10	38
34	при этом	4	37
35	как в	7	37
36	так и	8	37
37	тогда когда	12	36
38	что мы	14	36
39	точно так	3	35
40	тем что	14	33
41	и что	14	32
42	по отношению	10	30
43	а в	3	30
44	что не	2	29
45	между тем	2	29
46	но не	13	29
47	вовсе не	3	28
48	мы можем	7	28
49	для него	6	28
50	есть только	3	28
51	с этим	5	27
52	могут быть	7	27
53	не было	1	26
54	независимо от	1	26
55	и т	1	26
56	то и	5	26
57	отношению к	9	26
58	языка и	6	25
59	этого слова	5	25
60	в то	10	24
61	с тем	8	23
62	как бы	13	23
63	того как	6	23
64	от того	6	23
65	а потому	1	22
66	по мере	10	22
67	что слово	2	22
68	с другой	7	22
69	не имеет	6	22
70	только тогда	1	22
71	но в	9	22
72	и потому	3	21
73	не менее	6	21
74	мысль о	1	20
75	в одном	4	20
76	это не	6	20
77	в ней	5	20
78	мысли и	13	19
79	и как	7	19
80	но это	4	19
81	сказать что	18	19
82	с ним	5	19
83	того же	7	19
84	тем не	4	19
85	что это	7	19
86	и то	10	19
87	из этих	6	19
88	о том	5	19
89	заключает в	2	19
90	тем самым	14	19
91	должно быть	3	19
92	есть не	3	19
93	в самом	15	18
94	в таком	2	18
95	для того	24	18
96	по поводу	3	18
97	в мысли	7	18
98	не могут	9	18
99	очевидно что	6	18
100	бы не	1	18
101	в каком	2	18
102	для меня	1	18
103	что я	1	18
104	еще не	5	18
105	точки зрения	39	17
106	слова и	10	17
107	заметить что	1	17
108	что оно	9	17
109	уже в	3	17
110	в его	7	17
111	во всяком	2	17
112	слова в	7	17
113	не можем	4	17
114	только что	7	16
115	и на	4	16
116	к тому	13	16
117	так же	26	16
118	в своем	3	16
119	нашей мысли	3	16
120	в которой	16	16
121	а только	2	16
122	в них	3	16
123	слово есть	1	16
124	если б	1	16
125	есть нечто	1	16
126	что если	2	16
127	и наоборот	1	16
128	на то	5	16
129	быть может	1	15
130	в этих	2	15
131	уже не	1	15
132	только как	2	15
133	с одной	7	15
134	с другими	5	15
135	и тем	10	15
136	и по	6	15
137	что он	13	15
138	в свою	3	15
139	прежде всего	9	15
140	в ряду	3	15
141	думать что	1	15
142	тому как	2	15
143	на деле	2	14
144	все же	7	14
145	в одно	1	14
146	в котором	6	14
147	в действительности	3	14
148	свою очередь	3	14
149	то в	4	14
150	связи с	4	14
151	так сказать	1	14
152	во всех	9	14
153	когда мы	2	14
154	столь же	2	14
155	там где	7	14
156	должны быть	5	14
157	сам по	2	14
158	в истории	1	14
159	мысли то	1	14
160	же время	1	14
161	и без	2	14
162	мысли в	12	14
163	мы должны	7	14
164	само по	1	14
165	те же	1	13
166	например в	5	13
167	языка в	2	13
168	как на	8	13
169	из них	2	13
170	что все	6	13
171	в смысле	9	13
172	и все	5	13
173	том смысле	2	13
174	зависит от	3	13
175	смысле этого	4	13
176	образом в	5	13
177	и может	2	13
178	значение слова	16	13
179	и его	14	13
180	одно из	6	12
181	другой стороны	3	12
182	до сих	6	12
183	мысли о	1	12
184	это последнее	1	12
185	никогда не	7	12
186	и при	2	12
187	хотя и	4	12
188	и вместе	2	12
189	в чем	5	12
190	под влиянием	1	12
191	сих пор	6	12
192	в каждом	3	12
193	оно не	3	12
194	всяком случае	1	12
195	что же	3	12
196	себе представить	1	12
197	относится к	5	12
198	друг друга	9	12
199	только потому	3	12
200	что такое	2	12
201	все это	5	12
202	возможно только	4	12
203	есть в	5	12
204	тем более	1	12
205	как мы	24	12
206	что на	5	12
207	все что	7	11
208	в первом	6	11
209	только для	1	11
210	которые мы	4	11
211	только на	5	11
212	и это	2	11
213	к нему	5	11
214	в состоянии	4	11
215	его в	7	11
216	и притом	4	11
217	подобно тому	2	11
218	в силу	21	11
219	речи и	36	11
220	мы видели	10	11
221	сравнительно с	2	11
222	того чтобы	26	11
223	быть не	1	11
224	к ней	2	11
225	той же	13	11
226	со словом	1	11
227	что для	3	11
228	если не	1	11
229	и вообще	3	11
230	к одному	1	11
231	и только	7	11
232	другими словами	1	11
233	на мысль	1	11
234	и их	7	11
235	же в	1	11
236	и с	5	10
237	одной стороны	7	10
238	одной и	5	10
239	что мысль	1	10
240	находится в	3	10
241	представить себе	5	10
242	мы видим	10	10
243	и мы	1	10
244	а и	2	10
245	что при	4	10
246	это слово	1	10
247	и следовательно	8	10
248	что как	2	10
249	в других	2	10
250	бы в	7	10
251	мысль что	2	10
252	если же	2	10
253	тем и	2	10
254	что только	1	10
255	и от	6	10
256	и есть	4	10
257	он не	5	10
258	то время	8	10
259	мы говорим	2	10
260	в словах	1	10
261	том как	2	10
262	тех пор	1	10
263	слово с	1	10
264	если мы	6	10
265	тем же	8	10
266	и для	5	10
267	развития мысли	2	10
268	слова есть	2	10
269	и другое	4	10
270	и понимания	2	10
271	только по	5	10
272	тому что	14	10
273	и того	3	9
274	то не	1	9
275	ко всем	6	9
276	и даже	3	9
277	вопрос о	9	9
278	связь между	10	9
279	до того	2	9
280	на него	1	9
281	что она	8	9
282	есть представление	2	9
283	зрения и	1	9
284	поэзии и	2	9
285	только от	1	9
286	могли бы	10	9
287	о происхождении	1	9
288	в нее	1	9
289	во время	2	9
290	одного и	3	9
291	от нее	3	9
292	один из	3	9
293	известно что	3	9
294	самом деле	6	9
295	никто не	2	9
296	но оно	1	9
297	этим последним	1	9
298	с точки	31	9
299	слова для	1	9
300	это было	2	9
301	разница между	1	9
302	и других	5	9
303	до тех	1	9
304	далеко не	1	9
305	но вместе	2	9
306	в целом	7	9
307	и о	4	9
308	можно сказать	9	9
309	языка с	2	9
310	язык в	2	9
311	таким же	3	9
312	во всем	4	8
313	которые не	1	8
314	бы невозможно	1	8
315	говорить о	1	8
316	не как	1	8
317	но все	2	8
318	от одного	3	8
319	мы называем	2	8
320	слова с	5	8
321	именно в	9	8
322	что по	2	8
323	их в	2	8
324	в более	1	8
325	и слово	4	8
326	так например	1	8
327	перестает быть	1	8
328	была бы	3	8
329	что они	11	8
330	только не	14	8
331	мы в	3	8
332	от них	1	8
333	одним словом	2	8
334	одно и	3	8
335	для мысли	1	8
336	что есть	2	8
337	не так	1	8
338	с и	1	8
339	отношений между	11	8
340	одно слово	1	8
341	в которых	3	8
342	между ними	8	8
343	внимание на	4	8
344	и тогда	3	8
345	при помощи	1	8
346	и той	5	8
347	в глазах	1	8
348	нельзя сказать	2	8
349	не из	2	8
350	в самой	3	8
351	этом случае	15	8
352	на вопрос	6	8
353	на самом	3	8
354	слова не	1	8
355	все равно	2	8
356	или в	2	8
357	и более	2	8
358	словом и	10	8
359	на все	1	8
360	языке и	2	7
361	самого себя	1	7
362	с этой	5	7
363	в разных	6	7
364	язык как	1	7
365	но что	2	7
366	на основании	2	7
367	связь с	1	7
368	все эти	7	7
369	слово может	1	7
370	к другим	11	7
371	в собственном	4	7
372	но мы	5	7
373	в данном	7	7
374	не существует	1	7
375	самого начала	13	7
376	языка как	1	7
377	к этому	2	7
378	на котором	4	7
379	к языку	1	7
380	что у	4	7
381	несмотря на	2	7
382	судить о	1	7
383	к мысли	5	7
384	из одного	2	7
385	своей мысли	1	7
386	на себе	1	7
387	деятельности и	4	7
388	но как	3	7
389	в своих	2	7
390	она не	7	7
391	не были	1	7
392	и тот	1	7
393	за пределы	2	7
394	этом смысле	2	7
395	значение и	2	7
396	чем более	3	7
397	а как	1	7
398	во втором	5	7
399	за ним	3	7
400	его с	3	7
401	для себя	24	7
402	в другой	4	7
403	находятся в	2	7
404	в памяти	2	7
405	себя и	2	7
406	о котором	1	7
407	слове и	1	7
408	развития и	4	7
409	и теперь	1	7
410	то все	1	7
411	и во	5	7
412	понятия о	2	7
413	том же	7	7
414	мысли не	1	7
415	дает нам	1	7
416	которое мы	4	7
417	слова но	3	7
418	сама по	1	7
419	как она	6	7
420	его к	2	7
421	с самого	13	7
422	образом мы	2	7
423	не с	3	7
424	восприятий и	1	7
425	на это	1	7
426	место в	1	7
427	мысли есть	2	7
428	и к	11	6
429	для всех	2	6
430	самого предмета	1	6
431	нас в	4	6
432	в виду	5	6
433	вопрос об	1	6
434	каким образом	3	6
435	в речи	6	6
436	его на	1	6
437	а именно	1	6
438	в своей	4	6
439	ряду других	2	6
440	есть то	4	6
441	между двумя	5	6
442	не имеем	1	6
443	как оно	2	6
444	себе в	5	6
445	к ним	1	6
446	к которому	3	6
447	слово не	4	6
448	связанное с	1	6
449	она есть	2	6
450	и значением	6	6
451	после того	1	6
452	восприятия и	3	6
453	слов в	1	6
454	в ее	7	6
455	у него	2	6
456	но он	3	6
457	прежде чем	3	6
458	что его	2	6
459	представляется нам	3	6
460	эти последние	2	6
461	слова то	1	6
462	к слову	14	6
463	мы уже	5	6
464	хотя в	1	6
465	же самое	12	6
466	заставляет нас	1	6
467	главным образом	1	6
468	друг другу	5	6
469	оно есть	5	6
470	показывает что	6	6
471	и сами	1	6
472	и самое	2	6
473	например что	1	6
474	принять что	1	6
475	в сущности	16	6
476	никак не	5	6
477	что поэзия	1	6
478	с таким	3	6
479	заключается в	14	6
480	с прежним	1	6
481	как при	1	6
482	которые могут	1	6
483	может стать	2	6
484	друг от	3	6
485	ничего общего	1	6
486	явлений и	1	6
487	новое слово	2	6
488	и уже	1	6
489	лишь в	3	6
490	не могло	3	6
491	в этой	7	6
492	и до	3	6
493	как например	1	6
494	мог бы	6	6
495	при котором	2	6
496	слово и	10	6
497	но если	5	6
498	то тем	1	6
499	мысли с	1	6
500	но на	3	6
501	что с	7	6
502	у нас	3	6
503	представлений и	1	6
504	в их	4	6
505	в виде	2	6
506	от друга	3	6
507	и слова	6	6
508	в стороне	1	6
509	при таком	2	6
510	что между	2	6
511	на его	3	6
512	в каждой	4	6
513	об этом	4	6
514	предположить что	1	6
515	все более	2	6
516	как он	1	6
517	в один	1	6
518	понятия и	5	6
519	от мысли	5	6
520	в той	7	5
521	были бы	5	5
522	даже в	2	5
523	в отдельном	1	5
524	всех остальных	2	5
525	и значение	5	5
526	не обнаруживает	3	5
527	времени и	1	5
528	предмета и	3	5
529	начнем с	1	5
530	природы в	1	5
531	внутренней связи	1	5
532	к другой	6	5
533	входит в	3	5
534	но даже	2	5
535	состоит в	3	5
536	но эти	2	5
537	образом что	1	5
538	значительной степени	1	5
539	конечно не	2	5
540	на ней	2	5
541	с другим	3	5
542	вообще и	1	5
543	том чтобы	1	5
544	в нашем	6	5
545	понятие о	1	5
546	лишь тогда	1	5
547	что то	4	5
548	время и	1	5
549	на том	2	5
550	из того	7	5
551	только при	1	5
552	в живой	2	5
553	а с	3	5
554	отношения между	8	5
555	чем в	5	5
556	во внимание	1	5
557	одним из	3	5
558	одна из	2	5
559	о которых	3	5
560	о предмете	2	5
561	полагает что	2	5
562	и у	1	5
563	рядом с	2	5
564	содержание слова	1	5
565	оно и	1	5
566	время когда	1	5
567	можно было	7	5
568	но только	5	5
569	этот вопрос	2	5
570	нет но	1	5
571	к первому	1	5
572	если это	1	5
573	оно имеет	2	5
574	мысль в	1	5
575	за другим	2	5
576	в процессе	12	5
577	если в	6	5
578	отличное от	1	5
579	время как	7	5
580	все то	1	5
581	из которого	3	5
582	к другому	5	5
583	известной степени	2	5
584	перед нами	3	5
585	смотреть как	1	5
586	о человеке	2	5
587	оба эти	10	5
588	о языке	1	5
589	мы его	1	5
590	для нее	3	5
591	отношении к	4	5
592	слов и	6	5
593	переход от	5	5
594	ее не	1	5
595	на этот	2	5
596	общего с	1	5
597	и здесь	5	5
598	ответ на	3	5
599	слова так	1	5
600	они не	2	5
601	мы имеем	3	5
602	а это	2	5
603	на которой	1	5
604	без слов	1	5
605	бы для	1	5
606	то к	1	5
607	за тем	1	5
608	в какой	6	5
609	со значением	1	5
610	и таким	1	5
611	в области	5	5
612	что эти	3	5
613	человека в	1	5
614	а к	1	5
615	такие же	1	5
616	но при	1	5
617	нужно было	4	5
618	этого не	1	5
619	как слово	2	5
620	в начале	6	5
621	как не	1	5
622	как же	1	5
623	при других	1	5
624	с понятием	1	5
625	не по	7	5
626	отношение к	8	5
627	в представлении	1	5
628	как увидим	2	5
629	не к	1	5
630	быть названы	1	5
631	вытекают из	1	5
632	различия в	1	4
633	еще более	1	4
634	свою мысль	2	4
635	этой последней	2	4
636	это определение	1	4
637	что чем	1	4
638	вывести из	1	4
639	иначе как	10	4
640	отношения понятий	1	4
641	мы только	1	4
642	зависят от	2	4
643	значение не	2	4
644	а нечто	1	4
645	более как	1	4
646	в какие	1	4
647	не имели	1	4
648	нам не	1	4
649	служит только	1	4
650	имеет в	4	4
651	в другом	3	4
652	предметов и	1	4
653	чего не	1	4
654	содержание в	2	4
655	не что	1	4
656	некоторое время	1	4
657	содержание мысли	1	4
658	что различные	1	4
659	при виде	1	4
660	без которой	1	4
661	что иное	1	4
662	не мог	2	4
663	но так	2	4
664	кажется нам	1	4
665	эти отношения	7	4
666	все признаки	1	4
667	к общему	4	4
668	видели что	3	4
669	в образовании	2	4
670	все его	1	4
671	сравнение и	1	4
672	положение что	1	4
673	есть такая	1	4
674	внутреннее единство	2	4
675	не знает	3	4
676	не говорит	1	4
677	но совершенно	2	4
678	мысли к	11	4
679	в понятии	5	4
680	в связи	1	4
681	одно только	3	4
682	без которого	1	4
683	следовательно и	1	4
684	от этого	3	4
685	с его	1	4
686	не иначе	6	4
687	работа мысли	1	4
688	на этом	4	4
689	что происходит	1	4
690	мы думаем	1	4
691	тех и	4	4
692	в наше	1	4
693	эти слова	1	4
694	на другой	1	4
695	ту же	4	4
696	бы они	1	4
697	чем больше	1	4
698	не могла	2	4
699	и затем	1	4
700	и мыслью	1	4
701	он в	1	4
702	его как	1	4
703	апперципирующих масс	1	4
704	в общих	1	4
705	если оно	2	4
706	ничего не	2	4
707	из этого	4	4
708	собственном смысле	4	4
709	та же	2	4
710	мысль не	4	4
711	относятся к	1	4
712	бы мы	1	4
713	имеет место	4	4
714	ни в	3	4
715	это есть	6	4
716	том и	3	4
717	этой точки	4	4
718	в наших	8	4
719	ее с	1	4
720	живой речи	1	4
721	отношения к	5	4
722	к которым	1	4
723	в выражении	1	4
724	все они	1	4
725	здесь как	2	4
726	только одно	2	4
727	одним и	2	4
728	которого в	1	4
729	в понятие	1	4
730	в значении	2	4
731	не потому	1	4
732	между людьми	1	4
733	начиная с	1	4
734	его только	1	4
735	нам и	1	4
736	он может	1	4
737	языка но	2	4
738	что во	1	4
739	в деятельности	1	4
740	только о	3	4
741	он должен	1	4
742	мы могли	15	4
743	ему в	1	4
744	смысле что	3	4
745	данном случае	5	4
746	по этому	4	4
747	этой мысли	2	4
748	этом отношении	7	4
749	и предмета	1	4
750	между этими	3	4
751	как нечто	1	4
752	но с	4	4
753	себе что	3	4
754	б мы	1	4
755	что к	1	4
756	но эта	2	4
757	дело в	1	4
758	из двух	3	4
759	существует для	1	4
760	от слова	7	4
761	виде в	1	4
762	к своему	1	4
763	по своему	11	4
764	в такой	6	4
765	остановимся на	1	4
766	мы находим	3	4
767	приблизительно так	1	4
768	и оно	1	4
769	бы совершенно	1	4
770	перейти к	6	4
771	это так	1	4
772	мы тем	1	4
773	на них	1	4
774	в строении	2	4
775	он говорит	1	4
776	к значению	1	4
777	но она	1	4
778	другим и	3	4
779	есть и	1	4
