N	3gram	Trubetskoy	Analitik
1	в том что	7	25
2	не может быть	4	19
3	по отношению к	1	18
4	в то же	10	16
5	о том что	2	15
6	в данном случае	3	14
7	то же время	10	14
8	той или иной	3	14
9	к тому же	1	13
10	того или иного	2	9
11	в свою очередь	1	9
12	в том чтобы	1	9
13	по крайней мере	1	9
14	состоит в том	1	8
15	с точки зрения	9	8
16	в этом отношении	1	8
17	во всяком случае	6	7
18	тем не менее	1	6
19	одного и того	1	6
20	в полной мере	1	6
21	и того же	1	6
22	в этом случае	3	5
23	лишь в том	2	4
24	до известной степени	1	4
25	в самом деле	1	4
26	для того чтобы	6	4
27	тех или иных	1	4
28	и тем самым	2	4
29	и не может	3	4
30	и в этом	1	4
31	в значительной степени	1	4
32	у него на	1	4
33	сама по себе	2	4
34	быть не может	1	3
35	и как бы	1	3
36	и то что	3	3
37	в том числе	1	3
38	как бы не	1	3
39	бы то ни	4	3
40	речь идет о	1	3
41	а в том	1	3
42	то ни было	1	3
43	в связи с	1	3
44	то же самое	1	3
45	в противном случае	1	3
46	и все же	1	3
47	дело в том	1	3
48	тот или иной	1	3
49	что он не	2	2
50	не только к	2	2
51	в применении к	1	2
52	отнюдь не является	1	2
53	более или менее	4	2
54	можно было бы	3	2
55	совершенно очевидно что	1	2
56	друг с другом	14	2
57	до сих пор	5	2
58	смысле этого слова	1	2
59	и прежде всего	1	2
60	к тому что	2	2
61	по этому пути	1	2
62	таит в себе	1	2
63	в борьбе с	1	2
64	в том и	2	2
65	на то что	4	2
66	в противоречие с	2	2
67	заключается в том	1	2
68	в единое целое	1	2
69	того и другого	1	2
70	тем более что	1	2
71	а между тем	5	2
72	на этот вопрос	1	2
73	в борьбе за	1	2
74	но в то	1	2
75	с самим собой	2	2
76	на первый взгляд	1	2
77	же время в	1	2
78	прежде всего в	1	2
79	внутренней и внешней	1	2
80	первый и второй	1	1
81	должны были бы	1	1
82	себе еще не	1	1
83	не подлежит никакому	1	1
84	только для того	1	1
85	во всех этих	1	1
86	несмотря на то	1	1
87	в мире есть	1	1
88	точки зрения в	1	1
89	ни у кого	1	1
90	в том же	1	1
91	таким же образом	2	1
92	между нами и	1	1
93	с ним в	1	1
94	и не будет	2	1
95	по отношению ко	1	1
96	друг от друга	2	1
97	и следовало ожидать	1	1
98	таком взгляде на	1	1
99	в том случае	4	1
100	на точку зрения	1	1
101	они принадлежат к	2	1
102	сказанное относится не	1	1
103	или иной культурной	1	1
104	может и должно	1	1
105	в конце концов	3	1
106	по себе еще	1	1
107	между собой и	1	1
108	не только для	1	1
109	всяком случае не	1	1
110	и вместе с	2	1
111	и таким образом	1	1
112	очевидно что такой	1	1
113	вряд ли может	1	1
114	в этой роли	1	1
115	только то что	1	1
116	перед нами не	1	1
117	при таком взгляде	1	1
118	и в том	2	1
119	с другом в	1	1
120	то все они	1	1
121	аспекта одного и	1	1
122	том случае если	3	1
123	является не только	1	1
124	вместе с тем	3	1
125	и должно быть	1	1
126	к чему не	1	1
127	в большинстве случаев	2	1
128	но при этом	1	1
129	именно вследствие этого	1	1
130	тот факт что	2	1
131	точно так же	2	1
132	к одному из	1	1
133	но и к	2	1
134	но как бы	1	1
135	все что может	2	1
136	только в том	2	1
137	жизни но и	1	1
138	то и другое	1	1
139	и не требуется	1	1
140	его можно было	1	1
141	одной из этих	1	1
142	и к ее	1	1
143	вопрос о том	1	1
144	свою очередь является	1	1
145	относится не только	1	1
146	на самом деле	6	1
147	ли может быть	1	1
148	и должно было	1	1
149	ни одна из	2	1
150	и в частности	1	1
151	и во всем	1	1
152	всех этих случаях	1	1
153	как и следовало	1	1
154	того чтобы их	1	1
155	как бы ни	1	1
156	прежде всего с	1	1
157	содержат в себе	1	1
158	человека а в	1	1
159	то есть не	1	1
160	о себе самом	1	1
161	или хотя бы	1	1
162	ни к чему	2	1
163	самим собой и	2	1
164	ко всему этому	1	1
165	надо признать что	2	1
166	между прочим и	1	1
167	в том виде	1	1
168	том числе и	1	1
169	но и для	1	1
