N	2gram	Propp_Isto	Sotsiolo
1	все это	4	7
2	в том	13	5
3	в этом	25	5
4	не только	28	3
5	как же	1	3
6	не в	9	3
7	и в	43	3
8	и только	6	3
9	более чем	1	3
10	в его	7	3
11	для нас	6	3
12	их между	1	2
13	что в	29	2
14	то что	20	2
15	таким образом	15	2
16	том что	12	2
17	или даже	1	2
18	дело не	3	2
19	как бы	5	2
20	было бы	5	2
21	как будто	2	2
22	в частности	6	2
23	но и	24	2
24	может быть	22	2
25	по существу	3	2
26	она может	2	2
27	главным образом	3	2
28	и что	6	2
29	это и	4	2
30	по отношению	2	2
31	как только	2	2
32	отношению к	2	2
33	должна быть	2	2
34	далеко не	3	2
35	тем более	1	2
36	только в	8	2
37	к которому	6	2
38	только как	1	2
39	то же	11	2
40	еще не	15	2
41	не успела	1	1
42	а в	13	1
43	что он	17	1
44	образом в	2	1
45	столь же	1	1
46	даже в	4	1
47	в таких	3	1
48	в целом	4	1
49	в силу	2	1
50	вряд ли	1	1
51	на этот	1	1
52	это значит	1	1
53	все эти	8	1
54	не один	2	1
55	не было	2	1
56	сказать и	1	1
57	когда мы	1	1
58	у которых	1	1
59	связи с	9	1
60	кто не	1	1
61	только то	1	1
62	в своей	4	1
63	где же	2	1
64	во всяком	2	1
65	в мире	1	1
66	и потому	2	1
67	дает нам	3	1
68	не можно	1	1
69	все же	13	1
70	что это	4	1
71	или не	3	1
72	от друга	1	1
73	и голова	3	1
74	на ней	5	1
75	можно будет	1	1
76	дело конечно	1	1
77	с другой	10	1
78	мы понимаем	1	1
79	мы должны	9	1
80	это же	1	1
81	с ним	1	1
82	право на	2	1
83	ремесла но	1	1
84	между тем	2	1
85	и более	3	1
86	но как	2	1
87	в этой	7	1
88	в свои	1	1
89	и его	10	1
90	перейти к	2	1
91	это по	1	1
92	никак не	1	1
93	в данном	7	1
94	на все	2	1
95	только для	1	1
96	в области	1	1
97	и по	6	1
98	с помощью	1	1
99	же самое	1	1
100	один из	7	1
101	так и	6	1
102	только тогда	2	1
103	в то	2	1
104	полагает что	1	1
105	в котором	5	1
106	как тотчас	1	1
107	и русская	1	1
108	те же	2	1
109	свойств и	1	1
110	именно на	2	1
111	между собой	2	1
112	него и	2	1
113	должно было	2	1
114	же это	1	1
115	отнюдь не	1	1
116	и не	16	1
117	со своими	2	1
118	но она	2	1
119	всяком случае	2	1
120	эти два	3	1
121	хотелось бы	2	1
122	или нет	2	1
123	и о	2	1
124	это вовсе	1	1
125	вступает в	4	1
126	но не	10	1
127	они не	4	1
128	в него	3	1
129	она должна	1	1
130	для этого	1	1
131	их друг	1	1
132	прежде всего	3	1
133	тем что	8	1
134	что она	8	1
135	но сам	1	1
136	он по	2	1
137	связь между	2	1
138	на тех	1	1
139	друг от	1	1
140	нам право	2	1
141	что данный	1	1
142	в чем	4	1
143	не из	1	1
144	что автор	1	1
145	и связь	1	1
146	мы еще	3	1
147	ними в	1	1
148	это происходит	2	1
149	же не	2	1
150	не дает	3	1
151	в область	1	1
152	это наиболее	1	1
153	он говорит	1	1
154	его в	7	1
155	не от	1	1
156	два типа	2	1
157	зависит от	1	1
158	тотчас же	1	1
159	же этот	1	1
160	вовсе не	3	1
161	даже не	2	1
162	может означать	1	1
163	с одной	2	1
164	и наконец	1	1
165	конечно не	3	1
166	о том	4	1
167	мы не	3	1
168	тому что	1	1
169	подняться на	1	1
170	и затем	2	1
171	эти вопросы	1	1
172	в этих	18	1
173	какой же	1	1
174	у него	4	1
175	по себе	3	1
176	могут оказаться	1	1
177	перед нами	4	1
178	бы он	1	1
179	это дает	1	1
180	хотя бы	3	1
181	что на	6	1
182	это не	10	1
183	одной стороны	2	1
184	в связи	5	1
185	бы в	1	1
186	и должно	1	1
187	в виде	2	1
188	именно в	1	1
189	никогда не	9	1
190	и есть	3	1
191	не может	8	1
192	между ними	1	1
193	и как	6	1
194	как и	9	1
195	ничего не	12	1
196	в них	6	1
