N	4gram	Tiupa_Anal	Istorich
1	не что иное как	1	11
2	в тех случаях когда	1	10
3	с другой стороны и	1	5
4	есть не что иное	1	5
5	состоит в том что	1	4
6	но в отличие от	1	3
7	один и тот же	1	3
8	о том что при	1	2
9	в том что он	2	2
10	одной и той же	2	2
11	мы видим что в	1	2
12	и здесь мы имеем	1	2
13	дело в том что	3	2
14	но в таком случае	1	2
15	но это все же	1	1
16	есть на самом деле	1	1
17	во всяком случае не	1	1
18	достигает своего апогея в	1	1
19	не может быть признано	1	1
20	характерно и то что	1	1
21	заключается в том что	1	1
22	мысль о том что	1	1
23	это далеко не единичный	1	1
24	ни жив ни мертв	1	1
25	в полном соответствии с	1	1
26	одни и те же	1	1
27	мы имеем дело не	2	1
28	в данном случае это	1	1
29	а в том что	1	1
30	не говоря уже о	1	1
31	что мы знаем о	1	1
32	случае мы имеем дело	1	1
33	уже по одному этому	1	1
34	мы имеем дело с	1	1
35	но с другой стороны	1	1
36	одна из них не	1	1
37	имеем дело не с	1	1
38	в то же время	7	1
