N	2gram	Tiupa_Narr	Hudozhes
1	в качестве	21	31
2	то есть	19	26
3	в мире	9	24
4	и в	19	23
5	не только	32	20
6	состоит в	13	20
7	в том	18	20
8	при этом	9	19
9	может быть	25	19
10	в частности	14	18
11	и не	20	16
12	тогда как	12	15
13	но и	23	14
14	внутренней речи	1	14
15	художественного текста	2	13
16	а не	12	13
17	в рамках	12	13
18	но не	6	13
19	а в	11	13
20	в тексте	16	13
21	в себе	8	13
22	в этом	17	12
23	то же	4	12
24	такого рода	7	12
25	так и	9	12
26	и его	5	12
27	сводится к	3	11
28	представляет собой	13	11
29	как бы	4	11
30	точки зрения	10	11
31	в его	9	11
32	по отношению	7	10
33	но в	6	10
34	отношению к	6	10
35	своего рода	12	9
36	или иной	5	9
37	том что	14	9
38	с другой	8	9
39	присутствия в	3	9
40	коммуникативного события	12	9
41	не сводится	2	9
42	не в	14	9
43	не может	10	9
44	в принципе	4	8
45	себя в	5	8
46	в области	2	8
47	в то	3	8
48	что в	3	7
49	в самом	1	7
50	только в	4	7
51	в основе	5	7
52	и т.п	8	7
53	же время	4	7
54	в отличие	5	7
55	внутреннего зрения	4	7
56	отличие от	5	7
57	не столько	4	7
58	как это	6	7
59	по своей	3	7
60	лишь в	1	7
61	отношение к	2	7
62	другой стороны	4	6
63	в состав	1	6
64	более или	2	6
65	приводит к	2	6
66	уже не	5	6
67	можно сказать	5	6
68	с ее	3	6
69	с его	6	6
70	мы имеем	2	6
71	в ее	3	6
72	а также	7	6
73	или менее	2	6
74	всего лишь	2	6
75	по сути	2	6
76	в нем	4	6
77	кто говорит	2	5
78	речевая маска	5	5
79	ни в	3	5
80	в виду	1	5
81	не на	2	5
82	мыслится как	1	5
83	не предполагает	5	5
84	конечном счете	2	5
85	что он	6	5
86	в художественном	1	5
87	не менее	3	5
88	не является	8	5
89	со стороны	9	5
90	иначе говоря	6	5
91	как к	2	5
92	для него	2	5
93	того что	2	5
94	прежде всего	4	5
95	картина мира	5	5
96	с другими	1	5
97	в их	1	5
98	а на	1	5
99	в конечном	3	5
100	или иначе	3	5
101	говоря словами	2	5
102	между ними	2	5
103	той или	4	5
104	героя и	4	5
105	и одновременно	2	5
106	высказывания в	6	5
107	тем самым	6	5
108	то что	11	5
109	в ходе	1	5
110	могут быть	3	5
111	место в	1	5
112	во втором	4	4
113	для себя	1	4
114	без исключения	2	4
115	так или	2	4
116	например в	2	4
117	значении этого	3	4
118	отношения к	2	4
119	в слове	1	4
120	для читателя	1	4
121	воспринимающего сознания	1	4
122	еще не	7	4
123	с позиций	1	4
124	в данном	5	4
125	входит в	1	4
126	в другом	1	4
127	сознания в	1	4
128	говорить о	2	4
129	и т.д	7	4
130	сказать что	4	4
131	жизни как	3	4
132	к которому	2	4
133	в своем	2	4
134	к тому	7	4
135	во времени	8	4
136	и то	1	4
137	это не	2	4
138	его в	2	4
139	не знает	1	4
140	и как	5	4
141	личностного присутствия	1	4
142	в себя	6	4
143	креативная компетенция	6	4
144	того или	2	4
145	личности в	2	4
146	между тем	3	4
147	речи и	1	4
148	он не	3	4
149	и тем	4	4
150	в форме	5	4
151	далеко не	5	4
152	однако в	2	4
153	силу своей	1	4
154	в силу	4	4
155	или иного	2	4
156	хотя и	3	4
157	в той	6	3
158	текста в	2	3
159	рамках которого	1	3
160	и к	1	3
161	человеческой жизни	1	3
162	и на	3	3
163	с этой	1	3
164	даже в	2	3
165	говорит и	2	3
166	о чем	2	3
167	подобно тому	2	3
168	я героя	2	3
169	данного текста	1	3
170	если бы	1	3
171	и сам	1	3
172	есть в	2	3
173	а именно	3	3
174	сути дела	2	3
175	это позиция	2	3
176	имеет место	4	3
177	как и	7	3
178	к его	1	3
179	их в	1	3
180	и адресата	1	3
181	никто не	1	3
182	себя и	2	3
183	коммуникативных стратегий	1	3
184	в иной	2	3
185	тем не	3	3
186	культуры в	1	3
187	и того	2	3
188	для автора	2	3
189	сводятся к	1	3
190	в роли	2	3
191	в противоположность	2	3
192	к нему	5	3
193	потому что	1	3
194	одной стороны	7	3
195	направленной на	1	3
196	не обязательно	3	3
197	всех без	1	3
198	другого в	1	3
199	известной степени	1	3
200	текст как	1	3
201	мог бы	3	3
202	как правило	4	3
203	за пределами	1	3
204	во всей	2	3
205	кадров внутреннего	1	3
206	сближение но	1	3
207	в структуре	2	3
208	из этих	3	3
209	текста как	2	3
210	и для	2	3
211	в системе	1	3
212	в притче	3	3
213	к содержанию	3	3
214	таким образом	1	3
215	человека к	1	3
216	с одной	7	3
217	том числе	6	3
218	в произведении	3	3
219	авторской позиции	2	3
220	с точки	2	3
221	композиционных форм	1	3
222	как раз	2	3
223	не слияние	1	3
224	двоякого рода	1	3
225	несет в	1	3
226	читателя в	2	3
227	связи с	4	3
228	но он	1	3
229	и позволяет	1	3
230	искусства как	1	3
231	в таком	2	3
232	как говорит	3	3
233	сказания или	4	3
234	в связи	2	3
235	или даже	2	3
236	текста выступает	1	3
237	по своему	1	3
238	текст и	1	3
239	во всех	1	3
240	в русской	1	3
241	картины мира	5	3
242	м.м бахтина	1	3
243	ценностного центра	2	3
244	как уже	1	3
245	однако если	1	3
246	тому как	2	3
247	в акте	1	3
248	субъекта и	2	3
249	в рассказе	4	3
250	в свою	3	3
251	с языком	1	3
252	не будет	3	3
253	в пределах	2	3
254	этом смысле	1	3
255	того же	1	3
256	человека с	1	3
257	тот или	1	3
258	одного сознания	2	3
259	одного и	1	3
260	слова в	1	3
261	являет собой	2	3
262	и прежде	1	3
263	воспринимающее сознание	1	3
264	чем и	1	3
265	не случайно	2	3
266	в культуре	2	3
267	в целом	1	3
268	и ее	2	3
269	поскольку не	1	2
270	текста характеризующийся	1	2
271	более не	2	2
272	притча не	2	2
273	мире и	1	2
274	образом и	1	2
275	однако с	1	2
276	один из	3	2
277	с иными	1	2
278	речевой деятельности	1	2
279	по бахтину	3	2
280	таковы например	1	2
