N	3gram	Voloshinov	FransuaR
1	то же время	1	55
2	в то же	1	55
3	как мы уже	1	28
4	в том что	4	27
5	до сих пор	3	27
6	с точки зрения	2	20
7	но в то	1	20
8	в этом отношении	1	20
9	о том что	1	17
10	но и в	1	15
11	и прежде всего	1	14
12	не может быть	7	13
13	дело в том	4	13
14	с одной стороны	2	13
15	на самом деле	2	13
16	с другой стороны	2	12
17	мы уже сказали	1	12
18	можно сказать что	5	11
19	самом же деле	1	10
20	как и в	1	10
21	на самом же	1	10
22	в данном случае	2	10
23	в значительной степени	1	10
24	по отношению к	11	9
25	до известной степени	2	9
26	более или менее	1	8
27	в самом деле	1	7
28	в то время	1	7
29	включает в себя	1	7
30	можно было бы	1	7
31	в настоящее время	2	7
32	подобно тому как	1	7
33	к тому же	1	6
34	но все же	1	6
35	имеем в виду	2	6
36	нужно подчеркнуть что	1	6
37	это прежде всего	1	6
38	в приведенном нами	1	6
39	в свою очередь	1	6
40	с самого начала	1	6
41	одной стороны и	2	5
42	это как бы	3	5
43	то же самое	2	5
44	но все это	1	5
45	и в частности	1	5
46	мы имеем в	1	5
47	во всяком случае	1	5
48	и тот же	1	5
49	в том же	1	5
50	только то что	1	5
51	в основе своей	1	5
52	имеет в виду	3	4
53	том что в	1	4
54	но несмотря на	1	4
55	так же как	1	4
56	сказать что и	1	4
57	в нем и	1	4
58	может быть и	3	4
59	вещами и явлениями	1	4
60	но прежде всего	1	4
61	и др все	1	4
62	и не может	3	4
63	один и тот	1	4
64	в литературе и	1	3
65	в нашем примере	7	3
66	между тем как	1	3
67	и др и	1	3
68	со всех сторон	1	3
69	все разобранные нами	1	3
70	все же не	1	3
71	оно ни было	1	3
72	ровно ничего не	1	3
73	существенный момент в	1	3
74	в этом смысле	1	3
75	тех или иных	1	3
76	и не в	3	3
77	бы то ни	3	3
78	и в этом	1	3
79	бы оно ни	1	3
80	все эти три	1	3
81	же время не	1	2
82	мы все время	2	2
83	самом деле в	1	2
84	в коем случае	1	2
85	с ним в	1	2
86	в них и	1	2
87	говорит о том	1	2
88	сам по себе	1	2
89	в условиях буржуазной	1	2
90	и с другой	1	2
91	то ни было	3	2
92	и потому не	1	2
93	в них всегда	1	2
94	сливается с ним	1	2
95	и тем же	1	2
96	отражает в себе	3	2
97	здесь вовсе не	1	2
