N	2gram	Bakhtin_Pr	Poddanst
1	не только	26	17
2	и в	59	14
3	и не	66	12
4	в области	3	11
5	в этом	40	10
6	в отношении	3	10
7	в том	17	9
8	то же	15	9
9	в качестве	1	9
10	но в	7	9
11	хотя бы	5	8
12	в пределах	13	8
13	только в	15	7
14	же время	10	7
15	в то	15	7
16	в ней	8	6
17	было бы	10	6
18	но и	22	6
19	в смысле	4	6
20	и пр	3	5
21	может быть	38	5
22	отношении к	3	5
23	с другой	3	5
24	не в	10	5
25	и о	5	5
26	в которых	2	5
27	в русской	3	4
28	и к	5	4
29	что в	14	4
30	в котором	6	4
31	по себе	13	4
32	тех кто	1	4
33	и если	1	4
34	и потому	9	4
35	мы должны	6	4
36	на пути	2	4
37	и е	1	4
38	не может	31	4
39	а в	9	4
40	то что	21	4
41	как бы	40	4
42	если бы	12	4
43	в своем	12	4
44	же в	3	4
45	том что	15	4
46	наряду с	1	3
47	в себе	9	3
48	что мы	2	3
49	с одной	1	3
50	мы не	3	3
51	это не	13	3
52	для того	3	3
53	между тем	5	3
54	с точки	21	3
55	хотя и	1	3
56	е и	1	3
57	потому что	20	3
58	она есть	1	3
59	прежде всего	17	3
60	вслед за	1	3
61	тем самым	3	3
62	сами по	4	3
63	в россии	1	3
64	заключается в	3	3
65	но не	13	3
66	могут быть	5	3
67	я и	2	3
68	и как	10	3
69	с ними	3	3
70	в нем	38	3
71	тот же	4	3
72	точки зрения	36	3
73	с этим	2	2
74	во всех	8	2
75	и резко	1	2
76	именно как	1	2
77	является в	1	2
78	и это	5	2
79	и других	8	2
80	в полной	1	2
81	как факт	1	2
82	ней не	1	2
83	которую мы	1	2
84	в европе	1	2
85	и вот	4	2
86	в значительной	1	2
87	том числе	1	2
88	церкви и	1	2
89	еще более	1	2
90	начала и	3	2
91	по сравнению	2	2
92	эта идея	1	2
93	сторона вопроса	1	2
94	на этих	1	2
95	в ее	4	2
96	и тем	2	2
97	того что	4	2
98	никак не	3	2
99	как раз	9	2
100	в частности	2	2
101	в его	44	2
102	не о	3	2
103	а не	30	2
104	для нас	3	2
105	все это	12	2
106	говорить о	3	2
107	для них	3	2
108	может и	1	2
109	русский народ	2	2
110	и есть	6	2
111	стороны и	1	2
112	в виде	1	2
113	в них	5	2
114	только это	1	2
115	творчества и	2	2
116	не было	5	2
117	подошел к	1	2
118	и с	10	2
119	в начале	3	2
120	может ли	1	2
121	как на	4	2
122	слова но	2	2
123	полной мере	1	2
124	в сфере	4	2
125	она ни	1	2
126	именно в	8	2
127	должно быть	4	2
128	в жизни	7	2
129	отношения к	4	2
130	друг другу	3	2
131	iii в	1	2
132	во всей	2	2
133	есть нечто	2	2
134	одна из	4	2
135	в мире	10	2
136	и достоевского	1	2
137	например в	5	2
138	не менее	3	2
139	реальность и	1	2
140	не столько	3	2
141	думать что	1	2
142	со стороны	6	2
143	да и	3	2
144	точек зрения	5	2
145	суждений о	1	2
146	в эту	1	2
147	из них	8	2
148	есть не	3	2
149	тем более	2	2
150	есть в	10	2
151	что из	3	2
152	в е	2	2
153	не к	1	2
154	бы ни	1	2
155	мира с	1	2
156	в статье	1	2
157	что было	4	1
158	и мир	4	1
159	были бы	5	1
160	народ русский	1	1
161	настоящее и	1	1
162	творчества они	1	1
163	как к	3	1
164	от нее	1	1
165	капитализм и	1	1
166	во всяком	5	1
167	могли бы	3	1
168	не есть	2	1
169	и теперь	1	1
170	у каждого	1	1
171	и то	1	1
172	но как	4	1
173	ибо только	1	1
174	бы и	6	1
175	мы можем	3	1
176	перед тем	1	1
177	и эти	1	1
178	мы видим	5	1
179	а с	4	1
180	в данном	3	1
181	неправильно и	1	1
182	только к	1	1
183	с его	14	1
184	что оно	2	1
185	его нет	1	1
186	но несколько	1	1
187	и более	2	1
188	можно говорить	2	1
189	те же	3	1
190	вместе с	2	1
191	и здесь	5	1
192	по природе	4	1
193	в процесс	1	1
194	красочный и	1	1
195	с большою	1	1
196	и на	15	1
197	отличие от	3	1
198	в самом	19	1
199	мир в	4	1
200	вопрос о	4	1
201	они не	5	1
202	увидеть и	3	1
203	среды в	1	1
204	с основной	1	1
205	живого и	1	1
206	творчестве достоевского	6	1
207	них в	2	1
208	на свои	1	1
209	в момент	4	1
210	это в	3	1
211	только что	3	1
212	в философии	1	1
213	они являются	1	1
214	также что	1	1
215	важнее всего	1	1
216	получили в	1	1
217	общественных укладов	1	1
218	тяготеет к	2	1
219	к этой	1	1
220	переходит в	2	1
221	в основном	2	1
222	история отдельных	1	1
223	и глубины	1	1
224	нем в	2	1
225	она не	9	1
226	уже в	9	1
227	каждого слова	1	1
228	должна быть	4	1
229	общее ощущение	1	1
230	более или	1	1
231	и великого	1	1
232	в творчестве	6	1
233	только как	1	1
234	единства в	1	1
235	того чтобы	5	1
236	в окружающем	1	1
237	живет в	1	1
238	она всегда	1	1
239	по всему	1	1
240	в применении	1	1
241	бытия не	1	1
242	и всегда	1	1
243	прийти к	1	1
244	есть утверждение	1	1
245	к идеям	1	1
246	высшая реальность	1	1
247	по размерам	1	1
248	из всех	1	1
249	мира но	2	1
250	формы в	1	1
251	в определенном	1	1
252	и наше	1	1
253	что это	1	1
254	духа а	1	1
255	конечно и	5	1
256	одно и	1	1
257	могут дать	1	1
258	ни на	2	1
259	подчеркнуть что	4	1
260	в последующие	1	1
261	есть у	2	1
262	которой в	1	1
263	вот как	1	1
264	есть как	1	1
265	и уже	3	1
266	мысли и	5	1
267	с которой	4	1
268	из тех	3	1
269	какой бы	2	1
270	должна была	4	1
271	из этих	2	1
272	жить и	1	1
273	идеи и	2	1
274	что если	4	1
275	идеи идея	2	1
276	как таковые	2	1
277	именно на	2	1
278	не как	15	1
279	и другие	4	1
280	только один	2	1
281	что дело	2	1
282	оно ни	2	1
283	от этой	1	1
284	может сочетаться	1	1
285	в каждом	11	1
286	только на	1	1
287	где он	1	1
288	и через	2	1
289	лиц и	1	1
290	и этим	2	1
291	не с	1	1
292	обе эти	1	1
293	что эта	1	1
294	и достоевский	3	1
295	не об	6	1
296	да в	1	1
297	в других	1	1
298	и при	1	1
299	и что	2	1
300	ощущается как	1	1
301	что и	10	1
302	ценности и	1	1
303	в европейском	1	1
304	есть с	2	1
305	как проблема	1	1
306	или его	1	1
307	другой стороны	3	1
308	еще в	1	1
309	в мир	4	1
310	как автор	2	1
311	веры в	1	1
312	ни были	2	1
313	иная форма	1	1
314	но чтобы	1	1
315	нет никакого	1	1
316	идеи в	12	1
317	этом смысле	12	1
318	как явление	1	1
319	весь мир	1	1
320	этот спор	1	1
321	далеко не	3	1
322	только то	3	1
323	об идее	1	1
324	в этих	5	1
325	что все	5	1
326	в истории	3	1
327	как по	1	1
328	так же	10	1
329	человека с	1	1
330	в рамки	2	1
331	как она	2	1
332	его в	6	1
333	бы из	1	1
334	над ним	1	1
335	видение и	1	1
336	совершенно новое	1	1
337	каждый из	1	1
338	в большинстве	3	1
339	когда ее	1	1
340	все же	9	1
341	и притом	3	1
342	чтобы в	2	1
343	в борьбе	1	1
344	нового не	1	1
345	воспринимает не	1	1
346	всего что	2	1
347	или чисто	1	1
348	теми же	1	1
349	но на	2	1
350	рассматривать как	1	1
351	того кто	1	1
352	в результате	6	1
353	в рамках	2	1
354	и слова	1	1
355	в которой	6	1
356	вячеслав иванов	4	1
357	оказывается в	1	1
358	в прошлом	1	1
359	и будущее	1	1
360	должен быть	1	1
361	черты в	1	1
362	в этой	5	1
363	или иным	1	1
364	творчества если	1	1
365	числе и	1	1
366	к ним	3	1
367	прежде чем	1	1
368	самосознание и	3	1
369	и еще	2	1
370	этом не	1	1
371	что по	1	1
372	в отличие	3	1
373	только идея	1	1
374	по преимуществу	3	1
375	отождествлять с	1	1
376	духа в	1	1
377	на нее	1	1
378	себя в	5	1
379	само по	4	1
380	оно есть	1	1
381	существенно и	3	1
382	известном смысле	1	1
383	и завершающего	2	1
384	на две	1	1
385	ней и	1	1
386	видим в	1	1
387	же как	5	1
388	бы как	2	1
389	идет именно	1	1
390	на себя	3	1
391	она может	1	1
392	что не	6	1
393	мы и	2	1
394	развития в	1	1
395	если мы	1	1
396	та или	1	1
397	реальность в	1	1
398	тем же	1	1
399	но для	2	1
400	именно о	1	1
401	в каком	2	1
402	не осуществляется	1	1
403	но есть	2	1
404	не входят	1	1
405	ведет к	1	1
406	сейчас то	1	1
407	и чувствуем	1	1
408	сливаются в	1	1
409	или иная	1	1
410	о смысле	1	1
411	в сферу	1	1
412	каком смысле	1	1
413	более что	2	1
414	тогда когда	2	1
415	капитализма в	1	1
416	эти черты	1	1
417	находится в	2	1
418	мира а	1	1
419	в живом	1	1
420	бы оно	1	1
421	представляют собой	1	1
422	в какой	2	1
423	ясно что	1	1
424	века но	1	1
425	отношения в	1	1
426	место в	2	1
427	и петербург	1	1
428	как и	21	1
429	с которым	1	1
430	входят в	3	1
431	и само	2	1
432	или иной	3	1
433	и внутренне	3	1
434	многих других	1	1
435	к миру	1	1
436	и именно	1	1
437	притом в	1	1
438	мире в	3	1
439	есть та	1	1
440	большинстве случаев	3	1
441	личный опыт	1	1
442	в противоречии	1	1
443	мысли но	1	1
444	стремления к	1	1
445	в одно	1	1
