N	3gram	Vinokur_Vv	Psycholo
1	в том что	15	78
2	для того чтобы	22	70
3	в самом деле	6	51
4	и т п	5	37
5	заключается в том	3	36
6	о том что	13	34
7	совершенно ясно что	1	33
8	то же самое	3	31
9	с точки зрения	4	29
10	с одной стороны	4	28
11	все то что	1	23
12	не может быть	10	23
13	до сих пор	7	23
14	и т д	39	22
15	и в самом	3	22
16	к тому что	1	20
17	с другой стороны	5	20
18	в том чтобы	5	20
19	на самом деле	1	17
20	с самого начала	1	16
21	в зависимости от	3	15
22	так же как	1	14
23	во всяком случае	5	14
24	само по себе	4	14
25	в этом отношении	4	14
26	заключает в себе	1	13
27	можно было бы	4	13
28	и в этом	4	13
29	сам по себе	2	12
30	что в этом	2	12
31	этой точки зрения	2	12
32	в конце концов	2	12
33	и той же	2	12
34	одной и той	2	12
35	тот факт что	1	11
36	то что в	1	11
37	по сравнению с	4	11
38	подобно тому как	2	11
39	с этой точки	2	10
40	вместе с тем	3	10
41	только в том	2	10
42	и то что	3	10
43	не в том	2	10
44	том что он	1	10
45	никак не может	1	9
46	потому что в	1	9
47	в отличие от	4	9
48	не то что	1	9
49	потому что он	2	9
50	точно так же	2	9
51	в данном случае	4	9
52	чтобы увидеть что	1	9
53	и то же	2	8
54	смысле этого слова	2	8
55	по этому поводу	3	8
56	с тем что	3	8
57	что в нем	2	8
58	состоит в том	2	7
59	бы сказать что	1	7
60	на этот вопрос	5	7
61	в этом смысле	10	7
62	только то что	1	7
63	в свою очередь	2	7
64	можно сказать что	3	7
65	одно и то	2	7
66	потому что она	1	6
67	так как она	1	6
68	сама по себе	3	6
69	было бы сказать	1	6
70	не что иное	5	6
71	до тех пор	1	6
72	которая существует между	1	6
73	тех пор пока	1	6
74	тем не менее	9	6
75	более или менее	1	6
76	именно потому что	1	6
77	по себе не	1	6
78	и в том	4	6
79	того или иного	1	6
80	и что следовательно	2	6
81	не только в	4	6
82	что иное как	5	6
83	в собственном смысле	3	5
84	в таком случае	1	5
85	приходится иметь дело	1	5
86	сказать что в	1	5
87	как если бы	1	5
88	в целом ряде	2	5
89	как раз наоборот	1	5
90	не было бы	1	5
91	зависимости от того	1	5
92	в том виде	3	5
93	и в результате	1	5
94	показывает что в	1	5
95	в том смысле	1	5
96	потому что все	1	5
97	в лучшем случае	1	5
98	как раз в	1	5
99	в русском языке	1	5
100	потому что они	1	5
101	как будто бы	2	4
102	в применении к	6	4
103	если же мы	1	4
104	при помощи которого	1	4
105	то о чем	1	4
106	а между тем	2	4
107	в настоящее время	1	4
108	и того же	2	4
109	а в том	1	4
110	имеет дело с	2	4
111	ничего не может	1	4
112	то что у	1	4
113	есть не просто	1	4
114	из того что	1	4
115	собственном смысле слова	1	4
116	таким образом мы	1	4
117	вопрос о том	5	4
118	то или иное	1	4
119	вовсе не в	2	4
120	не значит что	1	4
121	одного и того	2	4
122	это не просто	1	4
123	том что в	1	4
124	и никогда не	1	4
125	только тогда когда	1	4
126	внимание на то	1	4
127	что это есть	1	4
128	от того что	1	4
129	же самое что	2	4
130	только потому что	1	4
131	принять во внимание	2	4
132	же самое и	1	4
133	что в ней	1	3
134	в том как	1	3
135	в прямом смысле	4	3
136	не потому что	1	3
137	приходит к выводу	1	3
138	не есть еще	1	3
139	но если бы	1	3
140	а не только	1	3
141	так как в	1	3
142	по отношению к	4	3
143	имел в виду	1	3
144	дело в том	3	3
145	по его словам	1	3
146	того чтобы сделать	1	3
147	не могут быть	2	3
148	с такого же	1	3
149	может быть и	2	3
150	о котором мы	1	3
151	том смысле что	1	3
152	именно на этом	2	3
153	но это только	1	3
154	и в конце	1	3
155	в том или	2	3
156	бы то ни	1	3
157	потому что и	1	3
158	то же время	6	3
159	по тому же	1	3
160	том виде как	1	3
161	том или ином	2	3
162	к выводу что	6	3
163	говорить о том	1	3
164	в то же	6	3
165	может быть не	1	3
166	ответ на этот	2	3
167	в этом случае	6	3
168	то обстоятельство что	1	3
169	обратить внимание на	2	3
170	после того как	2	3
171	мере в какой	6	2
172	одной стороны и	3	2
173	увидим что оно	1	2
174	при помощи разных	1	2
175	с этим и	1	2
176	мы уже знаем	2	2
177	в только что	1	2
178	ответом на вопрос	1	2
179	не в этом	1	2
180	дело не в	1	2
181	т д мы	1	2
182	когда мы говорим	1	2
183	у него в	1	2
184	того чтобы понять	3	2
185	так или иначе	4	2
186	именно в этой	1	2
187	того что в	1	2
188	не иначе как	1	2
189	во многих случаях	1	2
190	в точном смысле	1	2
191	в своих исследованиях	1	2
192	было бы назвать	1	2
193	и все прочие	1	2
194	но в этом	1	2
195	д все это	1	2
196	по самой своей	2	2
197	всего того что	1	2
198	каждой из этих	1	2
199	мы имеем дело	1	2
200	в связи с	2	2
201	т д и	1	2
202	и тем не	3	2
203	вовсе может быть	1	2
204	в самом процессе	1	2
205	т д все	2	2
206	той или иной	3	2
207	и до наших	1	2
208	все зависит от	1	2
209	но и в	1	2
210	по крайней мере	4	2
211	что это только	1	2
212	в чем же	3	2
213	и в особенности	4	2
214	не до конца	2	2
215	может быть в	2	2
216	как один из	1	2
217	и что это	1	2
218	и для того	1	2
219	смотреть как на	1	2
220	нужно принять во	1	2
221	и здесь уже	1	2
222	это еще не	2	2
223	по поводу того	1	2
224	мы имеем в	1	2
225	тем или иным	2	2
226	центр своего внимания	1	2
227	что может быть	3	2
228	в центр своего	1	2
229	и как раз	1	2
230	как она есть	2	2
231	на задний план	2	2
232	потому что это	1	2
233	чтобы понять что	3	2
234	это только одна	1	2
235	не остается ничего	1	2
236	что могло бы	1	2
237	может быть только	1	2
238	все же в	1	2
239	в первом случае	2	2
240	самой своей природе	2	2
241	тех или иных	3	2
242	не только о	1	2
243	есть не что	3	2
244	то ни было	1	2
245	не может не	1	2
246	но вместе с	2	2
247	того чтобы он	2	2
248	тем что в	1	2
249	таким образом совершенно	1	2
250	по себе так	1	2
251	в значительной мере	2	2
252	по своему значению	2	2
253	в большей мере	2	2
254	то для того	1	2
255	если бы оно	1	2
256	если принять во	1	2
257	именно в этом	3	2
258	чем то что	1	2
259	как мы видели	3	2
260	самое что и	1	2
261	имеем в виду	1	2
262	как одна из	1	2
263	и именно в	3	2
264	представление о том	1	2
265	о человеке и	1	2
266	в предисловии к	1	2
267	что не только	1	2
268	имеем дело с	1	2
269	отличие от других	1	1
270	в дополнение к	1	1
271	в известных пределах	1	1
272	этого метода и	1	1
273	в одном и	1	1
274	потому что даже	1	1
275	в той мере	6	1
276	одной из этих	1	1
277	и тогда когда	1	1
278	том что такое	6	1
279	была с самого	1	1
280	она есть не	1	1
281	его и это	1	1
282	влечет за собой	2	1
283	все равно не	1	1
284	литературы и т	1	1
285	бы составить предмет	1	1
286	прямо заявляет что	1	1
287	в достаточной мере	1	1
288	как мы уже	2	1
289	в частности в	1	1
290	вытекает из самого	1	1
291	всегда заключает в	1	1
292	литературное произведение есть	1	1
293	что этот процесс	1	1
294	и надо сказать	1	1
295	в особенности в	1	1
296	в этих науках	1	1
297	чтобы убедиться в	1	1
298	иметь дело со	1	1
299	а потому и	1	1
300	и не нужно	1	1
301	той мере в	6	1
302	виде в каком	1	1
303	каждой из них	2	1
304	не следует понимать	1	1
305	но и как	1	1
306	искусства а не	1	1
307	того о чем	1	1
308	с этой стороны	1	1
309	нужно сказать что	1	1
310	таким образом возникает	2	1
311	и говорить о	1	1
312	ни к какому	1	1
313	но все же	4	1
314	это то же	1	1
315	это однако не	2	1
316	в круг своего	1	1
317	в одном случае	1	1
318	сказывается и в	1	1
319	в каком он	1	1
320	него в этом	1	1
321	со стороны формы	1	1
322	не прямо а	1	1
323	чем говорится в	1	1
324	только в одном	1	1
325	уже о том	1	1
326	науки и техники	1	1
327	а также и	2	1
328	что обе эти	1	1
329	и на других	1	1
330	идет речь о	1	1
331	и могут быть	1	1
332	заключается вовсе не	1	1
333	и том же	1	1
334	которая сама по	1	1
335	с которыми приходится	1	1
336	в каждой из	1	1
337	дело не с	2	1
338	заключены в самом	1	1
339	как мы знаем	1	1
340	точки зрения можно	1	1
341	как это было	1	1
342	же ясно что	1	1
343	таким образом по	2	1
344	как уже было	2	1
345	на том что	2	1
346	так чтобы не	1	1
347	в большей части	2	1
348	действительно по своему	1	1
349	служить материалом для	1	1
350	которая лежит в	1	1
351	в котором они	1	1
352	нечего и говорить	1	1
353	имеет еще и	1	1
354	когда говорил о	1	1
355	связи с этим	1	1
356	что различие между	1	1
357	не вытекает из	1	1
358	признаки и свойства	1	1
359	что он представляет	1	1
360	что стоит в	1	1
361	самого по себе	1	1
362	есть не самоцель	1	1
363	в достаточной степени	1	1
364	должна быть положена	1	1
365	в том факте	1	1
366	этой области знания	1	1
367	которые заключены в	1	1
368	один из крупнейших	1	1
369	которыми приходится иметь	1	1
370	уже и в	1	1
371	отсюда ясно что	1	1
372	природы таким образом	1	1
373	на тему о	1	1
374	того же автора	1	1
375	тому о чем	1	1
376	него следует что	1	1
377	тем что она	1	1
378	и в каждом	1	1
379	ясно что изучение	1	1
380	в широком смысле	7	1
381	в ней есть	1	1
382	самом деле как	2	1
383	она может быть	1	1
384	что она была	2	1
385	та или иная	1	1
386	сам для себя	1	1
387	в нем то	1	1
388	из которых каждый	1	1
389	также и в	3	1
390	не только как	4	1
391	каждом данном случае	1	1
392	от которых не	1	1
393	в каждом данном	2	1
394	и исследования и	1	1
395	ответ на вопрос	2	1
396	не может служить	2	1
397	и в целом	1	1
398	том смысле в	1	1
399	и с изучением	1	1
400	бы и не	1	1
401	из всего сказанного	1	1
402	и сказывается в	1	1
403	этих двух наук	1	1
404	в сущности очень	1	1
405	о чем говорится	3	1
406	однако задача заключается	1	1
407	объяснить его и	1	1
408	так как эти	1	1
409	в средние века	1	1
410	есть только один	1	1
411	что таким путем	1	1
412	но не к	1	1
413	до наших дней	2	1
414	во всех отношениях	1	1
415	в том же	1	1
416	что всякий акт	1	1
417	ответить на этот	1	1
418	таким образом для	1	1
419	в том числе	1	1
420	искусстве и именно	1	1
421	на вопрос о	4	1
422	и наоборот в	1	1
423	связь между языком	1	1
424	самом деле даже	1	1
425	и есть то	1	1
426	а кроме того	1	1
427	человеческой природы и	1	1
428	как мы помним	1	1
429	это состоит в	1	1
430	то что можно	1	1
431	этого понятия в	2	1
432	нужно было бы	1	1
433	после этого уже	1	1
434	не похожи на	1	1
435	сомневаться в том	1	1
436	могут быть названы	2	1
437	но как мы	1	1
438	и прежде всего	1	1
439	нашего времени и	1	1
440	которые не только	1	1
441	именно для того	1	1
442	в нем не	1	1
443	по двум причинам	1	1
444	в нем заключено	1	1
445	том факте что	1	1
446	к ним в	1	1
447	лицом к лицу	1	1
448	в другом месте	2	1
449	с этой целью	1	1
450	точки зрения на	1	1
