N	2gram	Bakhtin_Fr	RusskieA
1	и в	67	79
2	в том	16	64
3	том что	13	59
4	что в	14	57
5	не только	23	41
6	во время	15	38
7	так как	16	34
8	и другие	5	33
9	в этом	27	33
10	как бы	18	31
11	но и	23	31
12	в других	2	30
13	как и	19	28
14	и на	12	28
15	может быть	4	28
16	в этот	3	26
17	этот день	1	25
18	одна из	1	24
19	о том	8	23
20	при этом	5	22
21	там же	3	20
22	это не	5	20
23	а в	4	20
24	как мы	16	20
25	из них	5	19
26	все это	15	18
27	с тем	3	17
28	таким образом	20	17
29	то что	9	17
30	вместе с	5	17
31	об этом	5	17
32	потому что	8	17
33	мы не	6	16
34	или на	2	15
35	один из	6	15
36	в них	12	14
37	и с	18	14
38	не менее	4	14
39	сообщает что	1	14
40	тем не	1	14
41	как это	5	14
42	и что	3	14
43	мы видели	11	14
44	и не	23	14
45	у нас	3	14
46	в день	1	13
47	уже не	1	13
48	к этому	4	13
49	так что	1	13
50	и по	3	13
51	как в	4	13
52	в которых	3	13
53	еще не	5	13
54	не может	9	13
55	тем что	3	12
56	полагает что	1	12
57	в виде	1	12
58	а затем	7	11
59	мы увидим	1	11
60	не имеет	4	11
61	но это	10	11
62	далеко не	6	11
63	что на	3	11
64	все же	7	10
65	так например	3	10
66	его в	10	10
67	между тем	3	10
68	что и	8	10
69	в течение	3	10
70	так и	14	10
71	или в	3	10
72	а также	4	10
73	по существу	4	10
74	и других	2	10
75	то же	18	9
76	о чем	5	9
77	на части	10	9
78	видно что	1	9
79	что они	3	9
80	к жизни	1	9
81	по улицам	2	9
82	и все	18	9
83	данном случае	4	9
84	того как	1	9
85	земли и	1	9
86	на голову	1	9
87	том же	3	9
88	но в	20	9
89	в честь	1	9
90	в г	2	9
91	но не	6	9
92	одно из	2	8
93	что по	3	8
94	так же	13	8
95	связи с	7	8
96	во всех	20	8
97	что это	4	8
98	подобно тому	2	8
99	их в	2	8
100	в россии	1	8
101	того чтобы	9	8
102	того что	4	8
103	ее в	1	8
104	в данном	4	8
105	не все	2	8
106	тому как	2	8
107	для того	8	8
108	в это	1	7
