N	3gram	Losev_Prob	Problema
1	и т п	1	13
2	не может быть	5	11
3	но отнюдь не	4	7
4	с точки зрения	3	6
5	между тем как	1	5
6	в его целом	1	5
7	в данном случае	10	4
8	с другой стороны	7	4
9	в том что	7	3
10	на самом деле	6	3
11	можно было бы	4	3
12	в этом смысле	8	3
13	в самом деле	4	3
14	тем не менее	25	3
15	в основе своей	1	3
16	с одной стороны	4	3
17	бы то ни	2	3
18	как мы увидим	2	3
19	в то же	4	3
20	художественное произведение в	1	3
21	может быть только	2	3
22	так и в	2	2
23	может и не	1	2
24	никогда не может	2	2
25	к нему и	1	2
26	и в частности	3	2
27	в его чисто	1	2
28	той или иной	5	2
29	в том же	1	2
30	то или иное	2	2
31	и тем самым	4	2
32	в какой мере	1	2
33	мы можем говорить	2	2
34	того или иного	6	2
35	не только в	3	2
36	но и в	3	2
37	мы здесь не	2	2
38	не во всех	2	2
39	не могут быть	1	2
40	точки зрения самого	1	2
41	говорить и о	1	2
42	то же самое	9	2
43	сказать и о	3	2
44	для того чтобы	9	2
45	и во всех	1	2
46	можем говорить о	1	2
47	и в них	1	2
48	мы можем сказать	1	2
49	можно сказать что	6	2
50	то есть чисто	2	2
51	на первый план	3	2
52	и в то	1	2
53	не совпадает с	2	2
54	в этом отношении	2	2
55	и не может	1	2
56	мы имеем дело	1	2
57	и т д	12	1
58	в его отличии	1	1
59	хотя и не	2	1
60	сами по себе	5	1
61	что у нас	1	1
62	в нашем случае	1	1
63	в дальнейшем и	1	1
64	не было бы	1	1
65	также и на	3	1
66	то есть только	2	1
67	может быть определен	1	1
68	что бы то	2	1
69	есть перестает быть	1	1
70	его во всей	1	1
71	вообще и не	1	1
72	языка как такового	1	1
73	до сих пор	6	1
74	одной стороны и	2	1
75	в том и	1	1
76	в себе все	2	1
77	и тем не	8	1
78	есть не что	5	1
79	не что иное	5	1
80	другой стороны все	1	1
81	и как бы	2	1
82	мы уже указывали	1	1
83	а между тем	1	1
84	иметь значение только	1	1
85	отнюдь не в	1	1
86	и с точки	1	1
87	то есть в	6	1
88	бы не было	3	1
89	в других областях	1	1
90	не чем иным	2	1
91	дело в том	3	1
92	и как можно	1	1
93	имеют место в	1	1
94	иметь в виду	4	1
95	как говорится в	1	1
96	о том какое	1	1
97	и о других	1	1
98	что все эти	1	1
99	от чего не	1	1
100	ни от чего	2	1
101	подобно тому как	2	1
102	и должно быть	1	1
103	то есть они	1	1
104	том и в	1	1
105	не больше как	1	1
106	о том как	2	1
107	с ним расстаться	1	1
108	и ничего не	2	1
109	если бы мы	1	1
110	слова правда в	1	1
111	до известной степени	1	1
112	в истории философии	2	1
113	но можно ли	2	1
114	что и здесь	1	1
115	на то что	12	1
116	та или иная	1	1
117	как мы это	1	1
118	что иное как	5	1
119	мы вообще не	1	1
120	к выводу что	1	1
121	в определенный час	1	1
122	а имеются только	1	1
123	может иметь значение	1	1
124	и может быть	1	1
125	в области смысла	2	1
126	не есть вещь	1	1
127	не было этого	2	1
128	а в том	1	1
129	и в других	3	1
130	без всякой оглядки	1	1
131	здесь прежде всего	1	1
132	конечно не следует	1	1
133	которой можно было	1	1
134	и в другом	1	1
135	нет а имеются	1	1
136	тем самым и	1	1
137	а вовсе не	1	1
138	хотя бы в	1	1
139	и в том	1	1
140	чем иным как	2	1
141	ни в какой	1	1
142	у нас в	1	1
143	решения вопроса о	1	1
144	всякой оглядки на	1	1
145	несмотря на то	1	1
146	о которых мы	2	1
147	или если угодно	1	1
148	то есть вне	1	1
149	не может обойтись	1	1
150	только в его	1	1
151	не есть ни	8	1
152	как бы они	1	1
153	не выходит за	1	1
154	далеко не все	1	1
155	говоря уже о	5	1
156	во всех отношениях	1	1
157	выходит за пределы	1	1
158	еще не вполне	1	1
159	как и в	1	1
160	в связи с	7	1
161	но в то	1	1
162	то что в	4	1
163	то есть как	1	1
164	то есть перестает	1	1
165	но далеко не	1	1
166	в некоторых случаях	1	1
167	дает нам право	1	1
168	это направление в	1	1
169	и потому в	1	1
170	и для всякой	1	1
171	в известной мере	2	1
172	к тому что	1	1
173	или хотя бы	2	1
174	самом же деле	1	1
175	и в самом	2	1
176	и независимо от	2	1
177	понятие ни слово	1	1
178	и не вполне	1	1
179	есть то на	2	1
180	мы еще не	3	1
181	о котором можно	1	1
182	на самом же	1	1
183	едва ли может	1	1
184	или другими словами	1	1
185	и в его	2	1
186	в таких случаях	2	1
187	именно то что	4	1
188	а следовательно и	1	1
189	хотя бы и	3	1
190	с тем что	2	1
191	не есть ли	1	1
192	вопрос о том	2	1
193	то есть не	1	1
194	во что бы	2	1
195	что не имеет	1	1
196	да и не	1	1
197	но как только	1	1
198	в настоящее время	17	1
199	всего то что	1	1
200	в то время	2	1
201	а также и	2	1
202	только в таком	1	1
203	таким образом в	1	1
204	также и в	2	1
205	бояться того что	1	1
206	то время как	2	1
207	здесь не может	1	1
208	мы ничего не	1	1
209	и как мы	1	1
210	в свои права	1	1
211	как мы уже	2	1
212	то что не	2	1
213	как в его	1	1
214	если бы не	3	1
215	в другом случае	2	1
216	и в этом	5	1
217	в этом последнем	1	1
218	раз и навсегда	1	1
219	то ни стало	2	1
220	едва ли кто-нибудь	3	1
221	не говоря уже	6	1
222	не для того	1	1
223	может быть и	5	1
