N	3gram	Tiupa_Anal	Freidism
1	с точки зрения	2	15
2	не может быть	2	14
3	по отношению к	9	11
4	в самом деле	1	10
5	в том что	12	9
6	во всяком случае	6	8
7	и прежде всего	2	7
8	в то же	7	6
9	то же время	7	6
10	в большинстве случаев	1	5
11	можно сказать что	2	5
12	в свою очередь	7	4
13	тем не менее	3	4
14	сам по себе	2	4
15	на самом деле	1	4
16	в зависимости от	1	4
17	в данном случае	11	4
18	по ту сторону	1	4
19	в таком случае	2	4
20	не могут быть	1	4
21	в этом отношении	3	4
22	и тот же	1	3
23	только то что	1	3
24	отнюдь не является	1	3
25	для того чтобы	1	3
26	о том что	7	3
27	один и тот	1	3
28	до сих пор	1	3
29	что же касается	1	3
30	и той же	2	3
31	далеко не всегда	1	3
32	на этот вопрос	1	3
33	так и в	1	3
34	внутренней и внешней	2	3
35	прежде всего к	1	3
36	одной и той	2	3
37	а потому и	1	3
38	в конечном счете	5	3
39	если бы он	1	3
40	как мы надеемся	1	2
41	в применении к	1	2
42	и может быть	1	2
43	может быть это	1	2
44	в этом смысле	1	2
45	заключается в том	1	2
46	его роли в	1	2
47	обстоит дело и	1	2
48	хотя бы и	1	2
49	в конце концов	1	2
50	а с другой	1	2
51	в таких случаях	1	2
52	чем иным как	1	2
53	и все его	1	2
54	что и в	1	2
55	в отличие от	5	2
56	том что он	2	2
57	таким образом в	1	2
58	в связь с	1	2
59	с одной стороны	3	2
60	как раз и	1	2
61	что он не	2	1
62	сказанное на примере	1	1
63	отношений внешнего мира	1	1
64	в этом случае	1	1
65	и те же	1	1
66	оно и в	1	1
67	но в отличие	1	1
68	того или иного	5	1
69	что она не	1	1
70	той или иной	6	1
71	и в данном	1	1
72	не способен в	1	1
73	до известной степени	3	1
74	и наконец в	1	1
75	больше и больше	1	1
76	в пределах одной	1	1
77	но и в	2	1
78	к себе самому	1	1
79	одни из них	1	1
80	в противоречие с	2	1
81	позицию по отношению	1	1
82	по крайней мере	5	1
83	высшей ценностью и	1	1
84	но и его	1	1
85	в себя и	1	1
86	однако и здесь	1	1
87	мы обратимся к	1	1
88	обратим внимание на	1	1
89	все той же	2	1
90	и является по	1	1
91	одни и те	1	1
92	одной из своих	2	1
93	мы знаем о	1	1
94	как бы в	1	1
95	в целом ряде	1	1
96	могут и должны	1	1
97	и его роли	1	1
98	его в себя	1	1
99	к выводу что	1	1
100	в свое время	4	1
101	всех без исключения	3	1
102	что мы знаем	1	1
103	же мы можем	1	1
104	они не могут	1	1
105	его можно сказать	1	1
106	в то время	1	1
107	обнаруживает себя в	1	1
108	ничего не говорит	1	1
109	уже не может	1	1
110	во многих отношениях	2	1
111	со всех сторон	1	1
112	хотя и не	1	1
113	в одной из	2	1
114	в себе самом	1	1
115	нигде и никогда	1	1
116	не что иное	1	1
117	а между тем	1	1
118	дело в том	3	1
119	в такой же	1	1
120	роль в этом	1	1
121	при этом как	2	1
122	имея в виду	1	1
123	иметь дело с	2	1
124	жизни но эта	1	1
125	это уже не	1	1
126	смысле этого слова	1	1
127	того чтобы их	1	1
128	так и его	2	1
129	в глубине души	2	1
130	картины мира в	1	1
131	из них не	1	1
132	не только не	3	1
133	есть не что	1	1
134	что при таком	1	1
135	всяком случае не	1	1
136	жизни в ее	1	1
137	как и ее	1	1
138	можно с уверенностью	1	1
139	и должны быть	1	1
140	нам известно из	1	1
141	о себе самом	1	1
142	и все же	1	1
143	что иное как	1	1
144	не нуждается в	1	1
145	его речи и	1	1
146	едва ли не	3	1
147	как бы ни	1	1
148	из того что	1	1
149	приходит к выводу	1	1
150	между тем как	1	1
151	тот или иной	3	1
152	можно было бы	1	1
153	в основе своей	2	1
154	произведения во всех	1	1
