N	3gram	Bakhtin_Fr	Freidism
1	с точки зрения	4	15
2	по отношению к	3	11
3	в самом деле	3	10
4	в том что	4	9
5	как мы видели	4	8
6	во всяком случае	1	8
7	и прежде всего	2	7
8	в то же	12	6
9	то же время	12	6
10	в большинстве случаев	9	5
11	с самого начала	1	5
12	как мы уже	4	5
13	в свою очередь	3	4
14	и до конца	4	4
15	мы увидим что	1	4
16	мы уже указывали	2	4
17	сам по себе	2	4
18	на самом деле	1	4
19	в данном случае	1	4
20	по ту сторону	1	4
21	на первый план	2	4
22	в этом отношении	3	4
23	в последнем счете	1	4
24	все то что	3	3
25	мы уже знаем	1	3
26	о том что	4	3
27	до сих пор	3	3
28	что же касается	1	3
29	на этот вопрос	1	3
30	так и в	3	3
31	мы видели что	1	3
32	но в то	3	3
33	не в силах	1	3
34	в следующей главе	6	3
35	это как бы	1	2
36	в применении к	1	2
37	и может быть	1	2
38	в этом смысле	1	2
39	заключается в том	1	2
40	в чем же	2	2
41	в предыдущей главе	2	2
42	в конце концов	5	2
43	обратное влияние на	1	2
44	а следовательно и	2	2
45	с помощью которого	1	2
46	а с другой	1	2
47	при этом совершенно	1	2
48	и с помощью	2	2
49	и связанных с	1	2
50	и все его	1	2
51	что и в	1	2
52	и таким путем	1	2
53	мы полагаем что	1	2
54	и по отношению	2	2
55	том что он	1	2
56	таким образом в	2	2
57	в момент рождения	1	2
58	выходит за пределы	1	2
59	то обстоятельство что	1	2
60	самом же деле	1	2
61	это и есть	1	2
62	в другом месте	3	2
63	на самом же	1	2
64	с одной стороны	3	2
65	в его целом	2	2
66	это прежде всего	3	2
67	связанных с ними	1	2
68	нужно отметить что	1	2
69	а также и	3	2
70	то же самое	1	2
71	в первых двух	2	1
72	в этом легко	1	1
73	как и при	1	1
74	его точка зрения	1	1
75	удивительного в том	1	1
76	всех странах европы	2	1
77	к нему и	1	1
78	из настоящего в	1	1
79	не приходится однако	1	1
80	и др в	1	1
81	той или иной	1	1
82	вместе с ним	1	1
83	вполне понятно что	2	1
84	по аналогии с	1	1
85	и с его	2	1
86	нитью проходят через	1	1
87	он объединяет в	1	1
88	таким образом тема	1	1
89	для нее нет	1	1
90	тот же что	1	1
91	и на все	1	1
92	новых и новых	1	1
93	до известной степени	1	1
94	человек как бы	1	1
95	то что он	1	1
96	в пределах того	1	1
97	но и в	2	1
98	между собой в	1	1
99	одна из разновидностей	1	1
100	в одну плоскость	2	1
101	как возврата в	1	1
102	же что и	2	1
103	и потому постоянно	1	1
104	и все те	1	1
105	во всех его	3	1
106	имеем в виду	2	1
107	и в отношении	2	1
108	можно определить как	1	1
109	в гораздо большей	1	1
110	в себе и	1	1
111	за ними и	1	1
112	как бы в	1	1
113	в целом ряде	1	1
114	обычное явление в	1	1
115	в том же	1	1
116	в тех же	1	1
117	в свое время	2	1
118	конечно не в	2	1
119	и об его	1	1
120	то же нужно	1	1
121	с ним в	1	1
122	и так называемая	1	1
123	уже знакомый нам	1	1
124	гораздо большей степени	1	1
125	в то время	1	1
126	время как бы	1	1
127	на ней мы	1	1
128	поэтому они и	1	1
129	же нужно сказать	1	1
130	же время это	1	1
131	нужно сказать и	1	1
132	говорит о том	1	1
133	а не наоборот	1	1
134	самом деле здесь	1	1
135	конце концов и	1	1
136	ничего удивительного в	1	1
137	также и те	1	1
138	со всех сторон	2	1
139	внимание широких кругов	1	1
140	находит свое выражение	1	1
141	сказать и об	1	1
142	в одной из	1	1
143	в одной плоскости	3	1
144	в себе самом	1	1
145	ничего общего с	1	1
146	не что иное	1	1
147	ведь все эти	1	1
148	мы слышим только	1	1
149	о которой мы	1	1
150	то же что	1	1
151	это так же	1	1
152	дело в том	2	1
153	что находится в	1	1
154	в эту эпоху	1	1
155	как и все	1	1
156	как мы видим	5	1
157	может стать и	2	1
158	оказалось что он	1	1
159	мы не знаем	1	1
160	уже и в	1	1
161	сказать где кончается	1	1
162	связаны с этим	1	1
163	целом ряде других	1	1
164	с помощью каких	1	1
165	это не совсем	1	1
166	это один из	1	1
167	смысле этого слова	1	1
168	было для него	1	1
169	во всех этих	1	1
170	том что в	1	1
171	уже указывали что	2	1
172	никакого отношения к	1	1
173	есть прежде всего	1	1
174	к которой он	1	1
175	все образы этого	1	1
176	с этим не	1	1
177	есть не что	1	1
178	роль в истории	1	1
179	в своем собственном	1	1
180	уже знаем что	1	1
181	так как его	1	1
182	и не могут	1	1
183	кровь от крови	1	1
184	нужно сказать что	3	1
185	здесь нам важно	1	1
186	плоть от плоти	1	1
187	о себе самом	1	1
188	во второй половине	1	1
189	они не имели	1	1
190	по этому вопросу	1	1
191	что иное как	1	1
192	на этом же	1	1
193	но все же	1	1
194	и что он	1	1
195	настоящее время в	1	1
196	мы находим в	2	1
197	во время болезни	1	1
198	в нем и	1	1
199	себе и в	1	1
200	мы имеем в	2	1
201	что в некоторых	1	1
202	от всех других	1	1
203	вступают между собой	1	1
204	нет ничего удивительного	1	1
205	из того что	1	1
206	конечно и в	1	1
207	одно из важнейших	1	1
208	таким образом и	2	1
209	является одним из	1	1
210	нет конечно ни	1	1
211	следующей главе что	1	1
212	во всех странах	2	1
213	о болезни и	1	1
214	яркое выражение в	1	1
215	можно было бы	2	1
216	в основе своей	1	1
217	и потому не	1	1
218	мы уже сказали	2	1
219	начала и до	4	1
220	в настоящее время	1	1
221	несколько слов о	1	1
