N	3gram	Bakhtin_Fr	Komedia
1	в том что	2	29
2	в то же	13	16
3	то же время	13	16
4	до сих пор	6	16
5	о том что	3	13
6	для того чтобы	5	11
7	в то время	1	11
8	в свою очередь	2	10
9	по отношению к	2	9
10	с одной стороны	4	9
11	то время как	1	9
12	с другой стороны	5	8
13	и в самом	1	8
14	бы то ни	1	7
15	в конце концов	3	7
16	то ни было	1	7
17	на этот раз	1	7
18	с самого начала	1	7
19	во всяком случае	2	7
20	в отличие от	3	6
21	в том числе	4	6
22	в связи с	5	6
23	с точки зрения	4	6
24	после того как	1	6
25	о том как	1	5
26	за то что	2	5
27	в этом отношении	4	5
28	и тот же	3	4
29	в одном из	1	4
30	но все же	2	4
31	само собой разумеется	1	4
32	в это время	1	4
33	по сравнению с	2	4
34	можно было бы	2	4
35	во второй половине	1	4
36	что и в	1	4
37	в той же	5	3
38	то что он	1	3
39	и его современников	3	3
40	в том же	3	3
41	более или менее	1	3
42	в высшей степени	1	3
43	сих пор не	1	3
44	на протяжении всего	2	3
45	но и в	4	3
46	в этом же	1	3
47	в чем же	1	3
48	один и тот	3	3
49	таким образом в	1	3
50	в новое время	1	3
51	том числе и	3	3
52	одной стороны и	2	2
53	с полным правом	1	2
54	как будто бы	1	2
55	в конечном счете	1	2
56	в большинстве случаев	3	2
57	сих пор в	1	2
58	мы не найдем	1	2
59	как он был	1	2
60	на протяжении почти	1	2
61	он и не	1	2
62	как и в	2	2
63	так и в	1	2
64	мы встречаем в	2	2
65	в первом случае	1	2
66	и в то	2	2
67	том что в	1	2
68	с тех пор	1	2
69	на первый план	1	2
70	в основе своей	1	2
71	не так давно	1	2
72	для этой цели	1	2
73	в хронологическом порядке	1	2
74	как мы знаем	2	2
75	и в дальнейшем	1	2
76	не всегда можно	1	2
77	под открытым небом	1	2
78	в одной из	1	2
79	таким образом и	2	2
80	подобно тому как	2	2
81	можно судить по	1	2
82	имеем в виду	2	2
83	не только в	3	2
84	мы имеем в	2	2
85	в этом случае	1	2
86	как мы видели	4	2
87	и не удалось	1	2
88	что из них	1	2
89	в этой же	2	2
90	пор не было	1	2
91	но в более	1	1
92	но все эти	1	1
93	и далеко не	1	1
94	но и не	1	1
95	повлек за собой	1	1
96	не могла не	1	1
97	имеет в виду	2	1
98	который в свою	1	1
99	не принимает участия	1	1
100	и с его	2	1
101	во время его	1	1
102	до нас в	1	1
103	не дает нам	2	1
104	весьма значительное место	1	1
105	в применении к	1	1
106	что уже в	1	1
107	не может быть	2	1
108	прямое выражение в	1	1
109	в сущности еще	1	1
110	до конца в	2	1
111	в согласии с	1	1
112	поэтому и в	2	1
113	имеется в виду	1	1
114	можно сказать что	2	1
115	и приобрел в	1	1
116	в собственном смысле	1	1
117	готов отказаться от	1	1
118	да и в	1	1
119	до наших дней	5	1
120	меньше чем в	1	1
121	площадях и улицах	1	1
122	его отношение к	2	1
123	и кончается эта	1	1
124	хотя может быть	1	1
125	за собой и	1	1
126	в коем случае	1	1
127	и во всех	1	1
128	и все прочее	1	1
129	две сцены в	1	1
130	здесь мы видим	1	1
131	еще тем что	1	1
132	как мы уже	8	1
133	но ни в	1	1
134	сказать несколько слов	1	1
135	одного и того	1	1
136	может быть только	1	1
137	слышим мы в	1	1
138	победы над ним	1	1
139	и до того	1	1
140	в том случае	1	1
141	из них в	1	1
142	и не столь	1	1
143	прямое отношение к	1	1
144	по своему характеру	1	1
145	смысле этого слова	2	1
146	ни в коем	1	1
147	таким образом что	1	1
148	что в нем	1	1
149	в другом контексте	1	1
150	и характерную для	1	1
151	во время осады	1	1
152	вместо того чтобы	1	1
153	большей или меньшей	3	1
154	само по себе	1	1
155	каждого из этих	1	1
156	в полной мере	1	1
157	и по своей	2	1
158	задачу не входит	1	1
159	о чем я	1	1
160	и прежде всего	3	1
161	как будто он	1	1
162	в данном случае	3	1
163	в его произведениях	2	1
164	вместе с ними	1	1
165	в своем роде	1	1
166	до нас дошли	1	1
167	мы узнаем что	1	1
168	в этих условиях	1	1
169	и нуждается в	1	1
170	нашу задачу не	1	1
171	и того же	1	1
172	до поры до	1	1
173	что это не	1	1
174	об этом свидетельствует	1	1
175	и не хочет	1	1
176	но как раз	2	1
177	платона и других	1	1
178	это в свою	1	1
179	это вовсе не	2	1
180	не нуждается в	1	1
181	в сущности и	1	1
182	они и в	1	1
183	не только во	1	1
184	лицом к лицу	1	1
185	и это особенно	1	1
186	поры до времени	1	1
187	и во время	1	1
188	имея в виду	1	1
189	сих пор еще	2	1
190	в значительной степени	2	1
191	вследствие чего он	1	1
192	и не может	1	1
193	и в этом	1	1
194	доказательства этому мы	1	1
195	и здесь не	1	1
196	все же в	2	1
197	той или иной	2	1
198	но прежде всего	1	1
199	между людьми и	1	1
200	линии в развитии	1	1
201	и еще в	1	1
202	хотя он и	1	1
203	к нему в	1	1
204	мы еще вернемся	5	1
205	свою роль в	2	1
206	и особенно в	1	1
207	это время и	1	1
208	в одном лице	2	1
209	в том чтобы	1	1
210	же время он	1	1
211	именно в этой	1	1
212	смысле слова мы	1	1
213	другой стороны он	1	1
214	усиливается тем что	1	1
215	и на его	1	1
216	в свое время	1	1
217	уже чем она	1	1
218	на площади и	1	1
219	мы остановимся здесь	1	1
220	то что в	1	1
221	может быть в	2	1
222	приведем несколько примеров	1	1
223	том же году	1	1
224	но никак не	1	1
225	образом и здесь	1	1
226	связи с этим	1	1
227	в настоящее время	2	1
228	еще раз в	1	1
229	усиливается еще тем	1	1
230	для этого он	1	1
231	со всех сторон	1	1
232	так как его	1	1
233	из самых замечательных	1	1
234	и по адресу	1	1
235	с современной ему	1	1
236	когда же дело	1	1
237	и до сих	2	1
238	на одном из	1	1
239	в бытовом плане	1	1
240	не что иное	1	1
241	и в частности	1	1
242	в нашу задачу	2	1
243	в отрыве от	1	1
244	где происходит действие	1	1
245	и все его	1	1
246	ему и не	1	1
247	и все остальные	3	1
248	заимствует у других	1	1
249	же как мы	1	1
250	но прежде чем	1	1
251	как раз в	3	1
252	сих пор остается	1	1
253	не найдем в	1	1
254	и в отношении	1	1
255	он не мог	1	1
256	но это вовсе	1	1
257	тем что он	1	1
258	но только не	1	1
259	том случае если	1	1
260	недошедшей до нас	1	1
261	и в литературе	2	1
262	что иное как	1	1
263	самым существенным образом	1	1
264	женщин и детей	2	1
265	в нем и	1	1
266	большинстве случаев не	1	1
267	всяком случае в	1	1
268	на площадях и	1	1
269	во всех отношениях	1	1
270	несколько слов о	1	1
271	не скупится на	1	1
