N	2gram	Bakhtin_Pr	Sotsiolo
1	истории литературы	1	10
2	все это	11	7
3	в том	22	5
4	в этом	24	5
5	развития литературы	2	4
6	не только	14	3
7	не в	10	3
8	и в	83	3
9	но ведь	3	3
10	в его	15	3
11	литературы и	4	2
12	что в	5	2
13	ведь это	2	2
14	то что	14	2
15	таким образом	9	2
16	том что	9	2
17	или даже	1	2
18	дело не	1	2
19	как бы	27	2
20	в результате	2	2
21	было бы	6	2
22	как будто	3	2
23	историка литературы	1	2
24	в смысле	2	2
25	в частности	1	2
26	нужно было	1	2
27	но и	16	2
28	конце концов	1	2
29	может быть	23	2
30	по существу	7	2
31	она может	1	2
32	главным образом	3	2
33	и что	3	2
34	это и	1	2
35	им не	1	2
36	за пределы	7	2
37	по отношению	6	2
38	и заключается	2	2
39	в конце	5	2
40	как только	1	2
41	отношению к	5	2
42	исторического развития	1	2
43	должна быть	1	2
44	далеко не	4	2
45	тем более	2	2
46	только в	10	2
47	то же	10	2
48	еще не	10	2
49	как то	1	1
50	а в	4	1
51	что он	6	1
52	глубоко проникли	1	1
53	несколько упрощенно	1	1
54	образом в	2	1
55	столь же	1	1
56	даже в	3	1
57	бы о	1	1
58	литературы некоторые	1	1
59	в таких	1	1
60	в целом	3	1
61	в силу	1	1
62	вряд ли	2	1
63	и самые	2	1
64	на этот	1	1
65	жизни он	1	1
66	все эти	9	1
67	не было	5	1
68	представить себе	1	1
69	остается в	2	1
70	связи с	1	1
71	положения в	3	1
72	точке зрения	1	1
73	любой области	1	1
74	не мешает	1	1
75	в своей	5	1
76	во всяком	2	1
77	в мире	8	1
78	и потому	6	1
79	переходим к	1	1
80	все же	3	1
81	что это	2	1
82	еще и	4	1
83	приводной ремень	1	1
84	от друга	2	1
85	по крайней	2	1
86	единство не	1	1
87	с другой	4	1
88	ни на	1	1
89	мы должны	4	1
90	это же	1	1
91	с ним	3	1
92	между тем	2	1
93	собой не	1	1
94	и более	3	1
95	но как	2	1
96	в этой	3	1
97	вопросов в	1	1
98	время в	2	1
99	и его	13	1
100	два или	2	1
101	не должна	2	1
102	перейти к	2	1
103	ли не	1	1
104	нашей работы	3	1
105	в данном	1	1
106	на все	4	1
107	исторической поэтики	4	1
108	в области	6	1
109	и по	5	1
110	с помощью	4	1
111	может развиваться	1	1
112	же самое	1	1
113	этом не	2	1
114	один из	7	1
115	так и	9	1
116	в то	8	1
117	темы и	4	1
118	развиваться в	2	1
119	слова но	3	1
120	в котором	8	1
121	те же	1	1
122	именно на	2	1
123	между собой	1	1
124	него и	1	1
125	вокруг этих	1	1
126	мы переходим	1	1
127	и не	41	1
128	литературы на	1	1
129	выходит за	1	1
130	но она	3	1
131	всяком случае	1	1
132	эти два	3	1
133	с социальной	1	1
134	же по	1	1
135	он ни	1	1
136	или нет	1	1
137	и о	3	1
138	это вовсе	1	1
139	и должны	1	1
140	вступает в	1	1
141	но не	9	1
142	может служить	2	1
143	жанра и	3	1
144	они не	5	1
145	в те	1	1
146	в него	4	1
147	благодаря этому	1	1
148	она должна	1	1
149	этой области	2	1
150	для этого	2	1
151	их друг	1	1
152	прежде всего	20	1
153	тем что	2	1
154	что она	2	1
155	тем же	1	1
156	литературе о	2	1
157	но сам	1	1
158	стиля как	1	1
159	в каждом	5	1
160	литературного развития	1	1
161	в строгом	3	1
162	на тех	1	1
163	и благодаря	1	1
164	друг от	2	1
165	в чем	1	1
166	а с	1	1
167	мы еще	4	1
168	происходит не	1	1
169	еще недостаточно	3	1
170	а между	3	1
171	же не	2	1
172	но только	2	1
173	не дает	3	1
174	мы думаем	1	1
175	в сущности	15	1
176	в область	2	1
177	он говорит	1	1
178	его в	4	1
179	совокупность приемов	1	1
180	в наше	1	1
181	крайней мере	2	1
182	в процессе	4	1
183	между собою	2	1
184	автор не	2	1
185	я и	2	1
186	новое и	1	1
187	этого и	1	1
188	вовсе не	12	1
189	даже не	1	1
190	не меняет	1	1
191	и наконец	4	1
192	конечно не	11	1
193	о том	3	1
194	мы не	7	1
195	и понимает	3	1
196	тому что	1	1
197	в заключение	4	1
198	но именно	4	1
199	и затем	1	1
200	наше время	1	1
201	в этих	8	1
202	ровно ничего	2	1
203	сама по	2	1
204	у него	5	1
205	по себе	3	1
206	могут оказаться	2	1
207	перед нами	17	1
208	бы он	1	1
209	в любой	1	1
210	литературе и	1	1
211	все то	4	1
212	хотя бы	6	1
213	же время	8	1
214	наконец в	3	1
215	что на	2	1
216	это не	10	1
217	в серьезных	1	1
218	область литературы	1	1
219	в связи	2	1
220	бы в	2	1
221	работы в	1	1
222	стало быть	1	1
223	именно в	3	1
224	никогда не	10	1
225	и есть	1	1
226	не может	18	1
227	между ними	14	1
228	и как	1	1
229	что все	3	1
230	литературе мы	1	1
231	место в	3	1
232	для наших	1	1
233	как и	13	1
234	ничего не	8	1
235	в них	4	1
