N	2gram	Bakhtin_Pr	Stilisti
1	и в	83	42
2	как бы	27	30
3	не только	14	28
4	и т.п	42	25
5	прежде всего	20	22
6	и т.д	5	21
7	хотя бы	6	18
8	то же	10	16
9	но и	16	16
10	и не	41	14
11	может быть	23	13
12	не может	18	13
13	как и	13	12
14	что мы	2	11
15	мы уже	9	11
16	точки зрения	17	11
17	в этом	24	10
18	в себе	10	10
19	и как	1	10
20	мы должны	4	10
21	как мы	12	10
22	мы не	7	9
23	при этом	6	9
24	все же	3	9
25	то что	14	9
26	для того	1	9
27	в то	8	9
28	таким образом	9	8
29	так как	12	8
30	и это	3	8
31	слово как	1	8
32	в ней	8	8
33	тем самым	2	8
34	с его	4	8
35	ничего не	8	8
36	и на	27	7
37	так и	9	7
38	слов и	1	7
39	мы можем	9	7
40	только в	10	7
41	в которой	2	7
42	зависимости от	3	7
43	и его	13	7
44	потому что	9	7
45	и тем	4	7
46	же время	8	7
47	было бы	6	7
48	и той	4	7
49	той же	6	7
50	и от	4	7
51	в зависимости	3	7
52	а не	19	7
53	никогда не	10	7
54	во всех	15	6
55	в его	15	6
56	не в	10	6
57	в нем	21	6
58	в конце	5	6
59	в процессе	4	6
60	но ведь	3	6
61	и так	4	6
62	на его	4	6
63	бы в	2	6
64	точкой зрения	1	6
65	в свою	1	6
66	речи и	3	6
67	с помощью	4	6
68	если б	7	6
69	одно и	1	6
70	в форме	6	6
71	или как	1	6
72	в этой	3	6
73	точку зрения	1	6
74	слова в	3	6
75	мы будем	3	6
76	или иной	2	6
77	язык в	1	6
78	в области	6	6
79	в той	2	5
80	в самом	7	5
81	связанных с	2	5
82	то есть	86	5
83	уже в	3	5
84	и их	6	5
85	с точки	13	5
86	те же	1	5
87	не является	1	5
88	в живом	1	5
89	все время	2	5
90	но все	1	5
91	и с	10	5
92	но в	12	5
93	тому что	1	5
94	вместе с	5	5
95	точек зрения	1	5
96	своей жизни	3	5
97	а с	1	5
98	мы увидим	1	5
99	и следовательно	1	5
100	слова и	5	5
101	как это	2	5
102	и является	1	5
103	а в	4	5
104	же самое	1	5
105	в сознании	2	5
106	и то	2	5
107	же мы	1	5
108	независимо от	1	5
109	и наконец	4	5
110	мы видели	2	5
111	одной и	1	4
112	всего в	1	4
113	были бы	1	4
114	и к	13	4
115	мы видим	2	4
116	один из	7	4
117	слов в	1	4
118	что это	2	4
119	на него	2	4
120	все это	11	4
121	в качестве	1	4
122	в одном	4	4
123	влияние на	14	4
124	его в	4	4
125	слова как	1	4
126	если бы	1	4
127	и все	14	4
128	с самого	4	4
129	в слове	2	4
130	так сказать	8	4
131	к своему	4	4
132	у нас	2	4
133	в словах	2	4
134	да и	3	4
135	как только	1	4
136	на другого	1	4
137	уже не	5	4
138	к тому	2	4
139	о том	3	4
140	связаны с	3	4
141	и без	4	4
142	вопроса о	1	4
143	той или	2	4
144	самого начала	5	4
145	в каждом	5	4
146	можно сказать	12	4
147	если мы	5	4
148	и пр	1	4
149	языка и	1	4
150	не существует	1	4
151	так называемой	1	4
152	с определенной	1	4
153	части высказывания	1	4
154	не что	1	4
155	можно было	2	4
156	на это	1	4
157	так же	4	4
158	лишь в	1	4
159	в целом	3	4
160	себя в	1	4
161	тем же	1	4
162	речь и	1	4
163	слово не	1	4
164	не знаем	1	4
165	что именно	2	4
166	тех или	2	4
167	точка зрения	1	4
168	не просто	1	4
169	которой мы	3	4
170	того что	1	4
171	не к	3	4
172	что было	2	3
173	представить себе	1	3
174	этом случае	1	3
175	видели что	2	3
176	общества и	1	3
177	и здесь	4	3
178	та же	1	3
179	зрения на	1	3
180	совершенно не	4	3
181	и вот	1	3
182	в том	22	3
183	или иных	2	3
184	несмотря на	3	3
185	для него	1	3
186	хотя и	10	3
187	в разных	4	3
188	ни на	1	3
189	в ее	3	3
190	и внешней	1	3
191	авторской речью	2	3
192	из которых	2	3
193	мы в	2	3
194	то мы	1	3
195	на самом	2	3
196	и уже	2	3
197	что и	4	3
198	в виду	3	3
199	не учитывая	1	3
200	между ними	14	3
201	и само	1	3
202	с генералом	1	3
203	связи с	1	3
204	и даже	5	3
