N	2gram	Voloshinov	Komedia
1	и в	32	77
2	и не	42	47
3	в том	13	44
4	том что	12	42
5	о том	4	33
6	но и	17	32
7	может быть	50	30
8	из них	3	29
9	таким образом	29	29
10	в то	7	28
11	и его	33	28
12	в этом	27	27
13	потому что	2	27
14	что он	5	26
15	к тому	8	26
16	тому же	2	25
17	не только	18	25
18	вместе с	2	25
19	так как	5	24
20	как и	19	23
21	ни в	7	23
22	что в	5	23
23	в самом	14	22
24	что и	5	22
25	если бы	12	22
26	то же	19	21
27	ясно что	6	21
28	в конце	5	21
29	так и	21	21
30	а в	5	21
31	в его	10	20
32	к этому	10	19
33	во время	2	19
34	со стороны	2	19
35	в этой	3	18
36	тем что	3	17
37	же время	7	17
38	в нем	17	17
39	и здесь	9	17
40	еще не	7	17
41	при этом	13	16
42	все же	13	16
43	не менее	5	16
44	у него	2	16
45	сих пор	10	16
46	до нас	1	16
47	он не	5	16
48	до сих	10	16
49	тот же	4	16
50	не в	13	15
51	в своем	3	15
52	точки зрения	48	15
53	его в	7	15
54	в которой	4	15
55	на себя	1	15
56	между тем	8	15
57	и на	8	15
58	было бы	8	15
59	прежде всего	19	15
60	и с	4	14
61	на протяжении	2	14
62	столь же	2	14
63	к нему	5	14
64	в свою	6	14
65	все это	4	14
66	ли не	2	14
67	только что	2	13
68	самом деле	18	13
69	о чем	1	13
70	в одном	2	13
71	что она	1	13
72	того же	11	13
73	как раз	5	13
74	мы можем	6	13
75	в двух	4	13
76	так что	2	13
77	то что	12	13
78	того чтобы	9	13
79	но в	13	13
80	в котором	6	12
81	для того	8	12
82	так же	10	12
83	с другой	6	12
84	несмотря на	1	12
85	хотя и	1	12
86	в качестве	4	12
87	как это	2	12
88	из которых	2	12
89	как в	5	12
90	уже в	3	12
91	в истории	5	12
92	не по	1	12
93	нового времени	2	12
94	в начале	7	12
95	не может	40	12
96	но не	2	12
97	и даже	4	11
98	с тем	1	11
99	по отношению	10	11
100	что его	1	11
101	с ним	1	11
102	должны были	1	11
103	речь идет	1	11
104	как мы	26	11
105	на этот	3	11
106	и для	15	11
107	в их	5	11
108	в частности	2	11
109	к ней	1	11
110	одного из	3	11
111	с этим	6	10
112	он был	2	10
113	свою очередь	5	10
114	на него	1	10
115	с одной	2	10
116	в чем	2	10
117	как бы	31	10
118	и что	2	10
119	в отношении	7	10
120	и все	8	10
121	на основании	1	10
122	одной из	5	10
123	с его	6	10
124	ничего не	9	10
125	мы не	6	10
126	тем более	3	10
127	еще в	2	10
128	отношение к	1	10
129	же в	1	10
130	в целом	2	10
131	но все	4	9
132	в своей	5	9
133	одной стороны	2	9
134	говорить о	2	9
135	тому что	6	9
136	только в	14	9
137	друг друга	10	9
138	в тех	1	9
139	и по	1	9
140	независимо от	3	9
141	в образе	1	9
142	ответ на	3	9
143	того как	1	9
144	вовсе не	15	9
145	отличие от	7	9
146	в ней	5	9
147	и особенно	2	9
148	отношению к	9	9
149	с этой	2	8
150	другой стороны	7	8
151	такого рода	1	8
152	не было	6	8
153	не знает	4	8
154	бы в	4	8
155	во всех	13	8
156	то ни	12	8
157	можно было	2	8
158	что для	1	8
159	первую очередь	1	8
160	если не	1	8
161	да и	1	8
162	тех пор	2	8
163	связи с	22	8
164	и других	3	8
165	с самого	9	8
166	как он	3	8
167	идет о	1	8
168	и ее	4	8
169	место в	5	8
170	и к	3	7
171	в результате	9	7
172	в этих	2	7
173	равно как	1	7
174	во всяком	8	7
175	в первую	1	7
176	вопрос о	6	7
177	хотя бы	8	7
178	в другом	5	7
179	самого начала	9	7
180	по которым	2	7
181	бы то	11	7
182	что они	1	7
183	ни было	15	7
184	в связи	12	7
185	и это	6	7
186	в других	1	7
187	так или	2	7
188	и тот	4	7
189	в себе	5	7
190	к его	4	7
191	не имеет	6	7
192	не является	11	7
193	из этих	3	7
194	и поэтому	1	7
195	мы знаем	7	7
196	целый ряд	3	7
197	и во	2	7
198	до конца	6	7
199	но если	2	7
200	всяком случае	4	7
201	и вот	2	7
202	или иначе	3	7
203	само собой	1	7
204	отнюдь не	14	7
205	конце концов	3	7
206	говоря уже	1	6
207	еще более	1	6
208	его от	1	6
209	в виду	2	6
210	в своих	2	6
211	в дальнейшем	3	6
212	уже о	1	6
213	и он	4	6
214	с точки	31	6
215	не хочет	1	6
216	что не	4	6
217	о которых	1	6
218	не дает	4	6
219	и тем	4	6
220	не приходится	3	6
221	могут быть	4	6
222	в силу	1	6
223	всего в	1	6
224	с и	1	6
225	на ее	1	6
226	в сущности	17	6
227	в другой	1	6
228	как из	2	6
229	в середине	1	6
230	а не	15	6
231	в отличие	7	6
232	нет и	4	6
233	главным образом	2	6
234	в области	3	6
235	тем не	3	6
236	том числе	3	6
237	здесь в	5	6
238	когда же	1	6
239	или в	4	6
240	в какой	5	6
241	и как	8	6
242	на то	4	6
243	это было	2	6
244	не говоря	1	6
245	на которые	1	6
246	человека в	3	6
247	до тех	2	6
248	когда он	1	6
249	а по	1	6
250	для всех	2	5
251	из всех	1	5
252	в первом	3	5
253	из двух	1	5
254	именно в	6	5
255	его на	1	5
256	роль в	1	5
257	первое место	1	5
258	в это	1	5
259	со своей	1	5
260	в действительности	3	5
261	с помощью	11	5
262	из своего	1	5
263	а на	1	5
264	к ним	1	5
265	сказать что	7	5
266	все время	1	5
267	от них	1	5
268	тем же	4	5
269	себя в	2	5
270	никогда не	7	5
271	представить себе	1	5
272	в ее	9	5
273	после этого	1	5
274	но он	1	5
275	одним из	4	5
276	также в	1	5
277	между собой	3	5
278	в каждом	8	5
279	все остальные	3	5
280	не могла	2	5
281	ни одной	2	5
282	друг другу	2	5
283	в первой	2	5
284	и от	6	5
285	в ответ	1	5
286	от нее	2	5
287	не так	2	5
288	что это	3	5
289	здесь нет	2	5
290	из того	1	5
291	за пределы	8	5
292	приводит к	3	5
293	ему и	1	5
294	конечно не	9	5
295	и если	2	5
296	же самое	9	5
297	той же	5	5
298	что я	1	5
299	в сознании	2	5
300	здесь и	1	5
301	этом отношении	4	5
302	это не	5	5
303	он и	2	5
304	же не	2	5
305	по существу	1	5
306	и без	1	5
307	к своему	2	5
308	и я	1	5
309	ему не	1	5
310	речи о	3	5
311	отказаться от	1	5
312	от того	4	5
313	жизни и	4	5
314	для этого	1	5
315	в той	6	4
316	каждой из	1	4
317	следует что	7	4
318	него в	1	4
319	требует от	1	4
320	не столько	5	4
321	в духе	2	4
322	новое время	1	4
323	например в	2	4
324	их в	1	4
325	всякого рода	1	4
326	и дают	1	4
327	может служить	1	4
328	перед ним	1	4
329	его не	2	4
330	одна из	6	4
331	к этим	3	4
332	все его	1	4
333	в обеих	1	4
334	в состоянии	1	4
335	этой же	1	4
336	к которому	1	4
337	аналогии с	1	4
338	одно из	1	4
339	это слово	1	4
340	там и	3	4
341	не о	1	4
342	прежде чем	1	4
343	не остается	2	4
344	между ними	6	4
345	же как	2	4
346	выражение в	8	4
347	и речи	4	4
348	здесь мы	7	4
349	можно сделать	1	4
350	что эта	1	4
351	по своей	1	4
352	в достаточной	3	4
353	образом в	1	4
354	из этого	2	4
355	которые он	2	4
356	был бы	1	4
357	когда в	1	4
358	не на	2	4
359	стороны и	2	4
360	бы не	2	4
361	сравнению с	1	4
362	нет ничего	4	4
363	что мы	1	4
364	внешней политики	1	4
365	по сравнению	1	4
366	что же	5	4
367	и там	1	4
368	чуть ли	2	4
369	или к	2	4
370	в более	3	4
371	что с	1	4
372	и другие	2	4
373	у нас	4	4
374	чем же	7	4
