N	2gram	Voloshinov	Istorich
1	и в	42	181
2	может быть	13	115
3	не только	28	114
4	что он	2	111
5	мы имеем	2	102
6	что в	1	90
7	но и	16	85
8	в этом	10	81
9	так как	8	75
10	то что	9	73
11	таким образом	8	72
12	вместе с	5	71
13	и не	14	67
14	мы видим	4	65
15	все же	9	65
16	в этих	2	64
17	еще не	3	63
18	не может	13	61
19	так же	4	57
20	то же	16	56
21	никогда не	7	56
22	в том	3	53
23	том что	3	53
24	а в	5	52
25	с другой	1	52
26	потому что	7	52
27	и что	1	51
28	и здесь	3	51
29	что и	3	51
30	мы видели	5	49
31	а не	7	48
32	о том	4	48
33	связь с	2	47
34	его в	4	47
35	не в	6	47
36	другой стороны	1	46
37	превращается в	1	45
38	и пр	4	44
39	мы должны	10	44
40	но в	5	44
41	это не	3	43
42	и его	7	43
43	в нем	6	42
44	только в	7	42
45	как в	3	42
46	или в	2	39
47	тем что	2	38
48	и на	7	38
49	в его	6	38
50	для нас	3	38
51	как и	12	37
52	уже не	4	37
53	мы уже	11	37
54	он не	2	37
55	так и	7	37
56	мы увидим	5	36
57	мы можем	7	36
58	с тем	8	35
59	мы не	9	35
60	здесь мы	3	35
61	все эти	3	35
62	не всегда	2	34
63	связи с	3	34
64	но не	2	34
65	у него	1	34
66	во время	1	34
67	что это	4	34
68	видим что	2	34
69	представления о	1	33
70	же как	1	33
71	там где	1	33
72	об этом	3	33
73	сих пор	2	32
74	в качестве	4	32
75	один из	4	31
76	прежде всего	22	31
77	представляет собой	2	31
78	ничего не	8	31
79	с этим	2	30
80	в русской	1	30
81	до сих	1	30
82	к нему	2	30
83	этот мотив	1	30
84	при помощи	1	30
85	этом случае	3	29
86	но все	5	29
87	как мы	10	29
88	но это	2	29
89	и другие	1	28
90	в иной	1	28
91	и с	5	28
92	например в	1	28
93	так что	1	27
94	того что	4	27
95	как он	1	27
96	как это	5	26
97	на него	4	26
98	предположить что	1	26
99	в ней	8	26
100	вопрос о	2	25
101	в дальнейшем	2	25
102	и он	2	25
103	не менее	1	24
104	к этому	2	24
105	было бы	7	24
106	того как	1	24
107	в виде	1	24
108	если бы	4	24
109	что мы	11	24
110	их в	3	23
111	как бы	30	23
112	и это	8	23
113	тем не	1	23
114	в этой	6	23
115	имеем в	1	23
116	не будем	1	23
117	все это	4	23
118	когда он	1	23
119	в частности	3	23
120	и по	1	22
121	с ним	2	22
122	при этом	9	22
123	связано с	2	21
124	в другом	1	21
125	в одном	4	21
126	сказать что	3	21
127	в связи	2	21
128	связан с	1	21
129	должны были	2	21
130	здесь не	2	21
131	с появлением	4	21
132	к тому	4	21
133	ее в	1	21
134	из них	3	20
135	из этих	2	20
136	она не	1	20
137	наряду с	1	20
138	одна из	1	20
139	в силу	1	20
140	видели что	3	20
141	другими словами	7	20
142	а затем	1	19
143	с собой	2	19
144	так например	1	19
145	что у	3	19
146	в тех	3	19
147	в другой	1	19
148	не совсем	1	19
149	все еще	1	19
150	на то	1	19
151	и как	10	19
152	в то	9	18
153	что этот	1	18
154	вовсе не	2	18
155	по существу	1	17
156	дело не	1	17
157	во всех	6	16
158	этот вопрос	2	16
159	возможно что	1	16
160	всех этих	1	16
161	то мы	3	16
162	в котором	3	16
163	между двумя	2	16
164	и действительно	1	16
165	и все	4	16
166	со стороны	1	16
167	перед нами	3	16
168	даже в	1	15
169	в пределах	2	15
170	увидим что	2	15
171	что при	1	15
172	в особенности	1	15
173	уже знаем	1	15
174	и то	5	15
175	в своей	2	15
176	в которых	2	15
177	его и	3	15
178	в одной	1	15
179	и эти	1	15
180	как будто	1	15
181	и даже	3	15
182	на его	6	15
183	и тем	7	15
184	он в	1	15
185	друг друга	2	15
186	в целом	4	15
187	с этой	1	14
188	но мы	2	14
189	по отношению	2	14
190	в исторической	1	14
191	можно было	4	14
192	в него	2	14
193	одной из	2	14
194	на вопрос	1	14
195	у нас	4	14
196	образом мы	1	14
197	но они	1	14
198	и есть	1	14
199	из которых	3	14
200	с ней	2	14
201	увидим ниже	1	14
202	такое же	1	14
203	должен был	1	14
204	уже видели	3	14
205	отношение к	2	14
206	отношению к	2	14
207	на себя	1	14
208	и наконец	5	14
209	или на	1	13
210	двумя мирами	1	13
211	в своем	1	13
212	по себе	1	13
213	пребывание в	1	13
214	и для	3	13
215	в себе	10	13
216	в таких	1	13
217	все что	1	13
218	не просто	4	13
219	на этом	1	13
220	в форме	6	13
221	и от	7	13
222	с ними	1	13
223	к своему	4	13
224	в руки	1	13
225	его не	2	13
226	и если	1	13
227	что иное	2	13
228	таким же	2	13
229	кроме того	2	12
230	хотя бы	18	12
231	утверждать что	1	12
232	в основном	1	12
233	ответ на	3	12
234	о нем	1	12
235	в их	2	12
236	как только	4	12
237	не знает	3	12
238	одним из	1	12
239	ни один	2	12
240	чаще всего	3	12
241	за ним	1	12
242	в более	1	12
243	случаях когда	2	12
244	это происходит	1	12
245	и их	5	12
246	герой получает	1	11
247	к которому	2	11
248	точки зрения	11	11
249	ясно что	2	11
250	я не	1	11
251	от этого	1	11
252	эту связь	1	11
253	должны быть	1	11
254	главным образом	3	11
255	связанные с	2	11
256	иное как	2	11
257	уже в	5	11
258	же в	1	11
259	по мере	1	11
260	если он	3	11
261	но уже	1	11
262	не что	4	11
263	тех случаях	2	11
264	хотя и	3	11
265	должно было	3	11
266	же мы	5	11
267	относится к	2	11
268	но оно	1	11
269	дает нам	1	11
270	и вот	3	11
271	человека в	2	11
272	и к	4	10
273	не как	1	10
274	к ним	1	10
275	о связи	1	10
276	не было	2	10
277	в которой	7	10
278	за собой	1	10
279	а с	5	10
280	почти всегда	1	10
281	вслед за	1	10
282	еще один	1	10
283	связанных с	5	10
284	что же	8	10
285	но если	1	10
286	связаны с	4	10
287	о чем	2	10
288	говорит о	1	10
289	не должен	2	10
290	приходит к	1	10
291	не мог	3	10
292	себя в	4	10
293	в состоянии	1	10
294	в ее	3	10
295	эта форма	1	10
296	но как	2	10
297	ни в	1	10
298	если не	3	10
299	ли он	2	10
300	только одна	2	10
301	не знаем	4	10
302	он может	1	10
303	а на	2	10
304	что эти	3	10
305	что эта	1	10
306	не можем	1	10
307	более или	1	9
308	на первый	2	9
309	только на	3	9
310	себе в	2	9
311	является и	1	9
312	но для	3	9
313	дома в	1	9
314	в чем	1	9
315	не будет	3	9
316	социальной жизни	3	9
317	тогда когда	1	9
318	и так	6	9
319	зависимости от	7	9
320	это и	1	9
321	в течение	1	9
322	в свою	6	9
323	целый ряд	3	9
324	на этот	2	9
325	тот же	2	9
326	он должен	3	9
327	зависит от	2	9
328	случай когда	2	9
329	бы мы	3	9
330	которой он	1	9
331	за него	1	9
332	не могут	1	9
333	в себя	1	9
334	и вновь	1	9
335	здесь нет	1	9
336	в основе	3	9
337	в истории	1	9
338	с его	8	9
339	ему в	1	9
340	или менее	1	9
341	это так	1	9
342	жизни и	3	9
343	этот материал	1	8
344	и сам	2	8
345	именно в	1	8
346	конечно не	3	8
347	превратился в	1	8
348	с другими	2	8
349	большинстве случаев	1	8
350	мы будем	6	8
351	не так	3	8
352	та же	3	8
353	также что	1	8
354	только тогда	2	8
355	у них	3	8
356	независимо от	5	8
357	смысле этого	2	8
358	ту же	2	8
359	или даже	2	8
360	и потому	2	8
361	в приведенных	2	8
362	не с	3	8
363	оказывается что	1	8
364	тем самым	8	8
365	но вместе	1	8
366	же самое	5	8
367	которые в	2	8
368	для этого	2	8
369	одно из	1	8
370	роль в	3	8
371	можно сказать	4	8
372	в зависимости	7	8
373	что его	1	8
374	здесь же	1	8
375	в тридесятом	1	8
376	я тебе	1	8
377	его с	1	8
378	что такое	4	8
379	здесь в	1	8
380	и эта	3	8
381	вообще не	1	8
382	не имеют	1	8
383	должен быть	2	8
384	он говорит	2	8
385	тому как	1	8
386	в жизни	2	8
387	от того	3	8
388	на это	4	8
389	первый взгляд	2	7
390	и когда	2	7
391	ключ к	1	7
392	этот момент	1	7
393	будто бы	1	7
394	тому что	5	7
395	не есть	2	7
396	между собой	2	7
397	между тем	3	7
398	если в	1	7
399	и при	2	7
400	самом деле	5	7
401	к которым	1	7
402	нет в	1	7
403	что оно	3	7
404	на самом	3	7
405	образом в	1	7
406	он взял	1	7
407	но эта	2	7
408	уже только	1	7
409	иногда и	1	7
410	в начале	3	7
411	еще в	1	7
412	в области	6	7
413	те же	5	7
414	всякого рода	1	7
415	в каких	1	7
416	связь между	3	7
417	указать на	1	7
418	это мы	1	7
419	в конце	6	7
420	себе и	2	7
421	того же	1	7
422	когда мы	6	7
423	однако в	2	7
424	не то	1	7
425	был бы	2	7
426	тогда он	1	7
427	не противоречит	1	7
428	состоит из	1	7
429	совершенно не	3	7
430	то он	3	7
431	тех же	1	7
432	такой случай	1	7
433	того чтобы	7	7
434	если мы	4	7
435	что я	1	7
436	этого слова	3	7
437	для него	3	7
438	руки и	1	7
439	с самого	4	7
440	в какой	2	7
441	думать что	1	7
442	в большинстве	1	7
443	и часто	1	7
444	со своими	1	7
445	одного из	1	7
446	и о	1	7
447	есть не	2	7
448	же и	1	6
449	между ними	3	6
450	но что	3	6
451	из всего	2	6
452	на эту	2	6
453	дело с	1	6
454	теперь к	2	6
455	именно так	1	6
456	той же	7	6
457	не происходит	1	6
458	все его	1	6
459	как можно	1	6
460	из приведенных	1	6
461	с одним	1	6
462	как говорит	1	6
463	если я	1	6
464	чтобы он	1	6
465	не могла	1	6
466	только о	1	6
467	равно как	2	6
468	его как	1	6
469	оно может	1	6
470	должны будем	1	6
471	к сожалению	1	6
472	с миром	1	6
473	нет ничего	2	6
474	одна сторона	1	6
475	связь и	3	6
476	это еще	1	6
477	этого вопроса	1	6
478	это конечно	1	6
479	также и	2	6
480	для того	9	6
481	он является	1	6
482	самого начала	4	6
483	до того	3	6
484	то в	1	6
485	можно привести	1	6
486	тому же	2	6
487	к чему	2	6
488	себе не	1	6
489	даже не	1	6
490	превратилась в	1	6
491	были бы	4	6
492	отношения к	3	6
493	борьбы с	1	6
494	к которой	1	6
495	или как	6	6
496	со всех	2	6
497	и тогда	2	6
498	в середине	2	6
499	заметить что	3	6
500	мог бы	1	6
501	же он	1	6
502	ничем не	2	6
503	из которого	1	6
504	с той	1	6
505	этой стадии	1	6
506	и оно	1	6
507	на ту	1	6
508	и уже	3	6
509	в виду	3	5
510	в своих	2	5
511	бы в	6	5
512	только как	1	5
513	к своей	1	5
514	или наоборот	1	5
515	мы легко	3	5
516	или не	1	5
517	в сторону	1	5
518	эти слова	9	5
519	по своей	2	5
520	для наших	3	5
521	или иное	4	5
522	могла бы	1	5
