N	3gram	Vygotskiy_	KulturaY
1	и т п	7	93
2	и т д	6	42
3	для того чтобы	17	38
4	с точки зрения	11	36
5	в том что	20	33
6	в самом деле	29	29
7	можно было бы	6	25
8	во всяком случае	6	19
9	то обстоятельство что	1	19
10	с другой стороны	5	17
11	в зависимости от	1	16
12	в русском языке	1	15
13	до сих пор	6	14
14	в том чтобы	2	14
15	и в самом	15	11
16	не может быть	3	11
17	в этом отношении	1	11
18	о том что	8	10
19	вместе с тем	3	9
20	того или иного	2	9
21	не в том	2	8
22	на самом деле	3	8
23	в этом случае	1	8
24	тех пор пока	2	7
25	мере в какой	1	7
26	в том случае	4	7
27	до тех пор	2	7
28	а с другой	1	7
29	в свою очередь	3	7
30	только в том	5	7
31	с одной стороны	6	7
32	в отличие от	1	6
33	к тому же	2	6
34	этой точки зрения	2	6
35	было бы сказать	2	6
36	то или иное	1	5
37	дело не в	1	5
38	с этой точки	2	5
39	потому что он	3	5
40	речь идет о	5	5
41	более или менее	1	5
42	в данном случае	5	5
43	и в этом	6	5
44	но все же	1	5
45	не потому что	1	5
46	на этот вопрос	1	5
47	как мы видели	2	5
48	хотя бы в	1	5
49	в конечном счете	1	4
50	что все эти	2	4
51	так или иначе	1	4
52	сам по себе	2	4
53	том что он	3	4
54	в первом случае	1	4
55	смысле этого слова	5	4
56	и того же	1	4
57	а в том	1	4
58	к тому что	5	4
59	состоит в том	2	4
60	одного и того	1	4
61	в том и	2	4
62	на то что	16	4
63	бы сказать что	1	4
64	заключается в том	10	4
65	только то что	3	4
66	точно так же	3	4
67	так же как	2	4
68	именно в том	1	4
69	о том как	3	3
70	в той же	2	3
71	все той же	1	3
72	в таком случае	1	3
73	совершенно ясно что	10	3
74	вместо того чтобы	3	3
75	и вместе с	3	3
76	потому что не	1	3
77	того что в	1	3
78	в наше время	2	3
79	с тем что	3	3
80	не то что	4	3
81	те или иные	1	3
82	в тех случаях	1	3
83	в силу того	1	3
84	от того что	1	3
85	в том смысле	2	3
86	ни в какой	2	3
87	и что на	1	3
88	мы увидим что	9	3
89	сплошь и рядом	1	3
