N	3gram	Tiupa_Hudo	KulturaY
1	для того чтобы	5	38
2	с точки зрения	3	36
3	в том что	8	33
4	в самом деле	2	29
5	тем не менее	3	19
6	с другой стороны	6	17
7	в зависимости от	1	16
8	в русском языке	1	15
9	по отношению к	10	13
10	по крайней мере	1	13
11	в связи с	3	12
12	и в самом	3	11
13	не может быть	4	11
14	в этом смысле	3	10
15	о том что	1	10
16	того или иного	4	9
17	в этом случае	1	8
18	мере в какой	1	7
19	в той мере	1	7
20	той мере в	1	7
21	в том случае	1	7
22	а с другой	2	7
23	в свою очередь	2	7
24	с одной стороны	3	7
25	в отличие от	7	6
26	к тому же	1	6
27	то же время	7	6
28	той или иной	5	6
29	этой точки зрения	2	6
30	в то же	7	6
31	в первую очередь	1	6
32	в свое время	1	6
33	то или иное	1	5
34	можно говорить о	1	5
35	дело не в	1	5
36	с этой точки	2	5
37	речь идет о	1	5
38	более или менее	6	5
39	в соответствии с	1	5
40	в данном отношении	1	5
41	в конечном счете	5	4
42	мы говорим о	1	4
43	так или иначе	4	4
44	том что он	2	4
45	в иных случаях	1	4
46	и того же	3	4
47	а в том	1	4
48	к тому что	2	4
49	к вопросу о	1	4
50	состоит в том	5	4
51	одного и того	3	4
52	в том и	2	4
53	и потому что	1	4
54	заключается в том	1	4
55	только то что	1	4
56	точно так же	1	4
57	так же как	1	4
58	тот или иной	3	4
59	в таком случае	2	3
60	тех или иных	2	3
61	точки зрения в	1	3
62	в известном смысле	2	3
63	сама по себе	2	3
64	в виду не	3	3
65	в настоящее время	1	3
66	в то время	1	3
67	в противном случае	2	3
68	в лучшем случае	1	3
69	состоит не в	1	3
70	при этом что	1	3
71	не могут быть	1	3
72	в таких случаях	1	3
73	том случае если	1	3
74	эти могут быть	1	3
75	что он не	1	2
76	в той или	2	2
77	и прежде всего	2	2
78	только о том	1	2
79	в том числе	3	2
80	друг от друга	1	2
81	и то же	3	2
82	иметь в виду	1	2
83	и в то	2	2
84	на наших глазах	2	2
85	а не с	1	2
86	что даже в	1	2
87	бы то ни	2	2
88	задолго до того	1	2
89	из того что	1	2
90	и в том	1	2
91	быть не может	1	2
92	но он не	2	2
93	и тем же	1	2
94	в данный момент	2	2
95	так и не	4	2
96	том или ином	1	2
97	прежде всего в	1	2
98	можно сказать что	3	2
99	в стилистическом отношении	2	2
100	не более чем	1	2
101	не что иное	1	2
102	одним и тем	1	2
103	вследствие того что	1	2
104	мы имеем в	3	2
105	тем или иным	2	2
106	по большей части	2	2
107	языка но и	1	2
108	что иное как	1	2
109	едва ли не	1	2
110	может быть и	2	2
111	лингвистической точки зрения	1	1
112	отношению к которому	1	1
113	уст в уста	1	1
114	может быть это	1	1
115	себе в этом	1	1
116	с совершенно иными	1	1
117	что говоря о	1	1
118	все то что	1	1
119	в сочетании с	1	1
120	внимание не на	1	1
121	себе еще не	1	1
122	является как бы	1	1
123	а всего лишь	1	1
124	но только для	1	1
125	этом смысле можно	1	1
126	языка на котором	1	1
127	войне и мире	2	1
128	том отношении что	1	1
129	и характерное для	1	1
130	в рамках одного	1	1
131	а на деле	2	1
132	между прочим что	1	1
133	сказать что для	1	1
134	которые лежат в	1	1
135	в нашем языковом	1	1
136	а в ее	1	1
137	могла бы послужить	1	1
138	она могла бы	1	1
139	для себя и	1	1
140	в коем случае	2	1
141	речи с ее	1	1
142	в силу своей	4	1
143	лежащей в основании	1	1
144	который может быть	1	1
145	при этом в	1	1
146	прошлом и тем	1	1
147	том что она	1	1
148	во втором случае	1	1
149	но у нас	1	1
150	том и состоит	2	1
151	и роман и	1	1
152	в особенности в	1	1
153	именно потому что	1	1
154	а также в	1	1
155	лишь в самом	1	1
156	есть не что	1	1
157	ни в коем	2	1
158	по себе еще	1	1
159	искусства тем что	1	1
160	и может рассматриваться	1	1
161	того что составляет	1	1
162	а тем более	1	1
163	и тем самым	1	1
164	в том или	1	1
165	к нам не	1	1
166	не в качестве	1	1
167	виду не только	3	1
168	здесь как бы	1	1
169	то ни было	2	1
170	исходит из того	1	1
171	то же самое	1	1
172	значении этого слова	2	1
173	на время в	1	1
174	это своего рода	2	1
175	первого из этих	1	1
176	на этом пути	1	1
177	в одном случае	1	1
178	это необходимо для	1	1
179	одном и том	1	1
180	все без исключения	1	1
181	в значительной степени	2	1
182	и в этой	1	1
183	я думаю что	1	1
184	может и не	1	1
185	в этих случаях	1	1
186	и том же	1	1
187	лежат в основе	1	1
188	и для других	1	1
189	как будто по	1	1
190	позицию по отношению	1	1
191	если мы имеем	1	1
192	имеем в виду	3	1
193	в последние десятилетия	1	1
194	которая выше была	1	1
195	не только такие	1	1
196	ту или иную	2	1
197	в себе и	1	1
198	в каждом человеке	1	1
199	отчет в том	1	1
200	как и в	1	1
201	какой бы то	1	1
202	к одному из	1	1
203	он мог бы	1	1
204	в статье о	1	1
205	в узком и	1	1
206	как впрочем и	1	1
207	существенно разнится от	1	1
208	не говорит что	1	1
209	связи с этим	1	1
210	здесь сводится к	1	1
211	областями духовной культуры	1	1
212	с легкой руки	2	1
213	в войне и	2	1
214	в одной из	1	1
215	и в частности	1	1
216	именно в этом	1	1
217	одно и то	3	1
218	нашем языковом сознании	1	1
219	приводит к тому	2	1
220	в одном и	1	1
221	однако и в	1	1
222	уже не просто	1	1
223	та или иная	1	1
224	в этой фразе	1	1
225	если он не	1	1
226	они ни были	1	1
227	с ними и	2	1
228	имеет в своем	1	1
229	и в слове	1	1
230	говорить о разных	1	1
231	а через посредство	1	1
232	или иной форме	1	1
233	которые в совокупности	1	1
234	тогда как в	1	1
235	еще и потому	1	1
236	в том отношении	1	1
237	но в силу	1	1
238	из уст в	1	1
239	то что они	1	1
240	и состоит что	1	1
241	по содержанию своему	1	1
242	в виду что	1	1
243	что несмотря на	1	1
244	это было бы	1	1
