N	2gram	Tiupa_Anal	StatiiOP
1	в и	1	145
2	и в	36	103
3	в том	16	89
4	том что	19	77
5	в этом	19	76
6	что в	15	74
7	пушкина в	2	70
8	не только	40	60
9	и т	1	51
10	о том	9	47
11	у пушкина	3	46
12	но и	26	46
13	то что	5	44
14	что он	5	42
15	в его	12	42
16	и не	14	41
17	для пушкина	3	39
18	может быть	19	38
19	что пушкин	3	37
20	т е	2	33
21	пушкина и	3	33
22	было бы	6	32
23	в этой	10	31
24	вовсе не	2	31
25	тем что	3	29
26	все это	5	29
27	таким образом	4	28
28	в г	1	28
29	а в	17	27
30	а не	16	27
31	но в	8	26
32	что это	1	25
33	так и	19	25
34	этом отношении	3	24
35	и его	18	24
36	все же	6	23
37	точки зрения	3	23
38	не в	9	23
39	так что	2	23
40	потому что	1	23
41	для того	1	22
42	в которой	1	22
43	как в	9	22
44	пушкина к	1	22
45	того что	4	22
46	прежде всего	7	22
47	у нас	1	22
48	пушкиным в	1	21
49	того чтобы	1	21
50	до сих	1	20
51	это не	4	20
52	в своей	12	19
53	сих пор	1	19
54	в то	8	19
55	только в	9	19
56	с другой	10	18
57	пушкина на	1	18
58	он не	9	18
59	об этом	3	18
60	не может	3	18
61	в самом	7	17
62	в году	5	17
63	как на	1	17
64	между прочим	1	17
65	в русской	9	17
66	самом деле	2	17
67	как бы	14	17
68	в данном	12	17
69	пушкина не	2	17
70	в этих	2	16
71	с этим	4	16
72	сказать что	2	16
73	можно было	2	16
74	в статье	1	16
75	если бы	2	16
76	самого пушкина	5	16
77	в ней	2	16
78	другой стороны	7	15
79	с тем	2	15
80	как и	27	15
81	по поводу	5	15
82	из этих	4	15
83	у него	2	15
84	я не	3	15
85	пушкина с	1	15
86	и на	5	15
87	например в	2	15
88	в отношении	2	15
89	как раз	8	15
90	для него	8	15
91	то же	7	14
92	к тому	10	14
93	с точки	2	14
94	между тем	8	14
95	и что	2	14
96	в течение	1	14
97	в сцене	2	14
98	в той	3	13
99	именно в	4	13
100	во всяком	6	13
101	в своем	7	13
102	из них	4	13
103	в качестве	22	13
104	а с	2	13
105	в конце	6	13
106	в нем	3	13
107	вместе с	3	13
108	со стороны	12	13
109	всяком случае	6	13
110	но это	3	13
111	дело в	3	13
112	что касается	5	13
113	жизни и	2	13
114	в своих	3	12
115	не менее	9	12
116	хотя бы	1	12
117	что у	3	12
118	в первой	10	12
119	пушкин писал	1	12
120	что они	3	12
121	в тексте	16	12
122	в них	4	11
123	в другом	3	11
124	никогда не	7	11
125	не было	3	11
126	и с	1	11
127	и по	3	11
128	своего рода	17	11
129	из его	1	11
130	у шекспира	1	11
131	того как	1	11
132	вопрос о	1	11
133	все эти	2	11
134	это было	2	11
135	на то	1	11
136	не столько	4	10
137	в виду	1	10
138	связь с	3	10
139	речь идет	3	10
140	так же	1	10
141	отметить что	1	10
142	в целом	8	10
143	что такое	1	10
144	что и	10	10
145	но он	1	10
146	во всех	4	10
147	в истории	1	10
148	же время	7	10
149	ничего не	3	10
150	ответ на	3	10
151	на самом	1	10
152	по словам	1	10
153	но не	13	10
154	во второй	8	10
155	в частности	19	10
156	в начале	10	10
157	и к	7	9
158	с этой	1	9
159	говорит о	3	9
160	интересно что	1	9
161	можно сказать	5	9
162	он был	3	9
163	в одном	4	9
164	говорит что	1	9
165	внимание на	4	9
166	несмотря на	2	9
167	в чем	2	9
168	в каждом	4	9
169	и тем	3	9
170	во время	2	9
171	вряд ли	1	9
172	не является	5	9
173	такого рода	11	9
174	времени и	1	9
175	что же	1	9
176	и для	4	9
177	для нас	1	9
178	что мы	2	9
179	там где	2	9
180	по этому	1	9
181	место в	4	9
182	но ведь	1	8
183	и об	1	8
184	в результате	6	8
185	и даже	12	8
186	по его	4	8
187	еще более	1	8
188	к которому	2	8
189	что она	3	8
190	к этому	3	8
191	связи с	1	8
192	одним из	1	8
193	и др	1	8
194	могут быть	4	8
195	в общем	4	8
196	должен был	2	8
197	заключается в	1	8
198	евгения онегина	1	8
199	не имеет	1	8
200	тем не	3	8
201	совершенно не	3	8
202	и более	1	8
203	мы имеем	5	8
204	той же	7	8
205	подчеркнуть что	1	8
206	в их	7	8
207	а также	5	8
208	дело не	3	8
209	по мнению	1	8
210	отношение к	2	8
211	и о	1	8
212	такой же	2	8
213	с которыми	1	7
214	о чем	5	7
215	по себе	6	7
216	отличается от	1	7
217	в это	1	7
218	а а	5	7
219	и сейчас	1	7
220	уже о	2	7
221	пушкина что	3	7
222	не мог	4	7
223	того же	7	7
224	гораздо более	3	7
225	на почве	3	7
226	в ее	5	7
227	что все	1	7
228	в эту	2	7
229	как это	7	7
230	из этого	1	7
231	во втором	4	7
232	то в	4	7
233	и то	2	7
234	то время	1	7
235	еще не	7	7
236	еще и	4	7
237	другое дело	2	7
238	что здесь	1	7
239	одной из	6	7
240	на этот	1	7
241	данном случае	11	7
242	уже в	5	7
243	но с	3	7
244	что этот	1	7
245	тем более	3	7
246	не все	1	7
247	конце концов	1	7
248	факт что	1	7
249	лишь в	9	7
250	отношению к	9	7
251	вплоть до	5	7
252	случае в	1	6
253	на его	3	6
254	одно из	3	6
255	и сам	8	6
256	в жизни	2	6
257	в письме	1	6
258	говорить о	6	6
259	по отношению	9	6
260	и пушкин	1	6
261	даже в	6	6
262	ни одного	1	6
263	в отдельных	1	6
264	крайней мере	5	6
265	только не	3	6
266	в повестях	11	6
267	же как	1	6
268	одном из	1	6
269	должно было	1	6
270	о которых	2	6
271	в устах	1	6
272	этом смысле	1	6
273	этот вопрос	1	6
274	его как	3	6
275	в себе	7	6
276	в особенности	4	6
277	и здесь	4	6
278	из которых	2	6
279	б в	1	6
280	и все	3	6
281	времени не	1	6
282	в известном	2	6
283	в стихах	2	6
284	по крайней	5	6
285	языка и	1	6
286	идет о	2	6
287	в свет	1	6
288	обратить внимание	1	6
289	тем же	1	6
290	и во	1	6
291	с его	15	6
292	что с	1	6
293	мы не	4	6
294	независимо от	1	6
295	по существу	1	6
296	но я	1	6
297	и я	3	6
298	в новом	5	6
299	в одной	2	6
300	действующие лица	1	6
301	и вообще	1	6
302	этих двух	2	6
303	его не	3	6
304	что на	3	6
305	при этом	19	5
306	как говорит	4	5
307	не как	3	5
308	далее в	2	5
309	по пути	4	5
310	целый ряд	1	5
311	давно уже	1	5
312	на эту	2	5
313	уже не	9	5
314	одной стороны	3	5
315	во многих	2	5
316	но они	2	5
317	до того	1	5
318	и далее	2	5
319	том чтобы	2	5
320	пушкина он	1	5
321	евгений онегин	1	5
322	после того	1	5
323	с одной	3	5
324	хотя и	4	5
325	пушкин по	1	5
326	его в	4	5
327	не о	2	5
328	на себя	5	5
329	что не	3	5
330	же касается	1	5
331	в сторону	2	5
332	не был	1	5
333	в уста	1	5
334	если не	1	5
335	в тех	2	5
336	в москве	1	5
337	занимает в	1	5
338	столь же	7	5
339	или иного	5	5
340	всех этих	1	5
341	не так	2	5
342	утверждать что	1	5
343	один из	6	5
344	для себя	2	5
345	ср с	1	5
346	о которой	2	5
347	поэтому в	2	5
348	не на	1	5
349	оно не	2	5
350	судить по	1	5
351	в слове	5	5
352	свое время	4	5
353	и если	2	5
354	не могло	1	5
355	не совсем	1	5
356	ее в	2	5
357	но если	1	5
358	в мировой	2	5
359	текста в	8	5
360	в свое	4	5
361	это и	4	5
362	в прозе	1	5
363	раз в	1	5
364	в сущности	5	5
365	на нее	1	5
366	пушкина а	2	5
367	нас к	2	5
368	является не	1	5
369	и потому	3	5
370	того или	6	5
371	и только	1	5
372	не по	1	5
373	тот факт	1	5
374	которых в	1	5
375	в предисловии	1	5
376	к ней	1	5
377	одного из	4	5
378	как будто	1	5
379	что было	1	4
380	и другие	1	4
381	все что	2	4
382	в применении	1	4
383	и без	3	4
384	в первом	2	4
385	из двух	1	4
386	этой поэмы	1	4
387	что по	4	4
388	а именно	1	4
389	свою собственную	1	4
390	казалось бы	4	4
391	обращает на	1	4
392	было не	1	4
393	не могли	1	4
394	которыми он	1	4
395	применении к	1	4
396	не всегда	4	4
397	и те	1	4
398	на него	1	4
399	во времена	1	4
400	который в	4	4
401	времена пушкина	1	4
402	или иным	2	4
403	мы видим	1	4
404	и он	4	4
405	статье о	1	4
406	как можно	1	4
407	тому же	7	4
408	будто бы	1	4
409	во внимание	1	4
410	очевидно что	2	4
411	в таком	2	4
412	в связи	1	4
413	одна из	6	4
414	на этом	2	4
415	не могут	2	4
416	и у	1	4
417	могло бы	1	4
418	пребывания в	1	4
419	но как	4	4
420	очень часто	1	4
421	должны быть	1	4
422	и тот	1	4
423	русской поэзии	2	4
424	с которым	1	4
425	за пределы	3	4
426	а потому	1	4
427	я уже	2	4
428	в последнем	1	4
429	то есть	15	4
430	если в	3	4
431	и вполне	1	4
432	в форме	2	4
433	так или	5	4
434	они не	2	4
435	в романе	3	4
436	обращается к	1	4
437	как о	3	4
438	и так	1	4
439	нет не	1	4
440	от его	2	4
441	да и	3	4
442	по своей	5	4
443	хотел бы	1	4
444	нет в	1	4
445	все они	2	4
446	бы и	2	4
447	в основе	2	4
448	ни у	1	4
449	более чем	2	4
450	совпадает с	4	4
451	в значительной	3	4
452	связана с	1	4
453	как известно	3	4
454	и тогда	1	4
455	тех пор	2	4
456	не знает	2	4
457	состоит в	14	4
458	не для	2	4
459	начиная с	1	4
460	с нею	2	4
461	значительной степени	3	4
462	царском селе	1	4
463	этого слова	3	4
464	естественно что	1	4
465	бы на	1	4
466	как у	3	4
467	чем он	1	4
468	смысле этого	1	4
469	а на	2	4
470	или в	4	4
471	или иначе	5	4
472	места в	1	4
473	как драматург	1	4
474	за свою	1	4
475	более что	1	4
476	случае не	1	4
477	есть в	2	4
478	в такой	1	4
479	в царском	1	4
480	в каждой	1	4
481	мере в	2	4
482	в стиле	1	4
483	каждая из	1	4
484	выхода в	1	4
485	а по	1	4
486	и их	3	4
487	тем или	2	4
488	как мы	4	4
489	для этого	1	4
490	люди которые	1	3
491	от него	1	3
492	является в	1	3
493	говоря уже	1	3
494	русской литературе	6	3
495	к числу	4	3
496	а у	1	3
497	прижизненных изданиях	1	3
498	а затем	2	3
499	его от	1	3
500	лирической поэзии	1	3
501	или иной	9	3
502	из нее	1	3
503	в пушкинском	2	3
504	их в	1	3
505	в одно	2	3
506	ни для	2	3
507	себе в	1	3
508	при всей	2	3
509	и дело	1	3
510	к этой	2	3
511	не должен	2	3
512	представляет собой	7	3
513	искусства и	1	3
514	с помощью	1	3
515	и литературная	1	3
516	о них	1	3
517	может служить	2	3
518	для которого	1	3
519	за рамки	1	3
520	его собственной	1	3
521	я с	7	3
522	с именем	1	3
523	быть в	1	3
524	как я	1	3
525	во всей	1	3
526	или из	2	3
527	от них	1	3
528	которой в	1	3
529	ему не	1	3
530	карамзина и	1	3
531	произведения и	2	3
532	не говоря	1	3
533	разного рода	1	3
534	что при	2	3
535	повестях по	1	3
536	для своего	3	3
537	х годов	1	3
538	шесть лет	1	3
539	была известна	1	3
540	можно судить	1	3
541	как его	1	3
542	я и	6	3
543	и до	2	3
544	от этого	1	3
545	особенно в	1	3
546	вопроса о	2	3
547	бы в	1	3
548	не сумел	1	3
549	до нас	1	3
550	то ни	1	3
551	совсем не	1	3
552	в рассказе	1	3
553	не будет	3	3
554	в системе	1	3
555	не могла	2	3
556	в остальных	1	3
557	тем и	1	3
558	этой темы	1	3
559	к первому	2	3
560	известном смысле	2	3
561	о русском	1	3
562	что во	2	3
563	образом в	1	3
564	за себя	1	3
565	себя внимание	1	3
566	в один	1	3
567	что до	1	3
568	чем у	1	3
569	однако и	3	3
570	будто в	1	3
571	это уже	1	3
572	из того	1	3
573	бы ни	1	3
574	со всеми	2	3
575	с политической	1	3
576	оказывается в	2	3
577	отношения к	6	3
578	к его	2	3
579	воспоминания в	1	3
580	себя и	2	3
581	бы не	1	3
582	который не	2	3
583	о котором	2	3
584	в словах	1	3
585	перед нами	7	3
586	вытекает из	1	3
587	в свою	9	3
588	наконец в	3	3
589	на основе	1	3
590	у меня	1	3
591	в стихотворении	4	3
592	слова с	1	3
593	быть это	1	3
594	связанных с	1	3
595	только при	1	3
596	здесь не	8	3
597	действующего лица	2	3
598	он должен	1	3
599	судя по	2	3
600	как к	2	3
601	этом случае	1	3
602	попадает в	1	3
603	то я	1	3
604	сколько в	1	3
605	поэтического слова	1	3
606	так в	4	3
607	он и	4	3
608	неудивительно что	1	3
609	в полном	2	3
610	в заключительной	4	3
611	них и	1	3
612	главы евгения	1	3
613	но эта	2	3
614	к печати	1	3
615	б с	1	3
616	с той	3	3
617	и как	5	3
618	в сей	1	3
619	при таком	1	3
620	к своему	1	3
621	к истории	1	3
622	степени является	1	3
623	на них	1	3
624	она не	3	3
625	когда он	2	3
626	в трех	1	3
627	писал в	1	3
628	разумеется в	1	3
629	в книге	1	3
630	в плане	1	3
631	и ее	3	3
632	этом и	1	3
633	в голову	1	3
634	и других	1	3
635	все более	1	3
636	ведь и	2	3
637	пять лет	1	3
638	слова в	2	3
639	и наконец	1	3
640	для всех	5	2
641	работой над	1	2
642	мы и	1	2
643	в момент	3	2
644	которая в	2	2
645	дело с	3	2
646	здесь является	1	2
647	в разных	1	2
648	тем как	1	2
649	или нет	1	2
650	какой бы	1	2
651	те же	3	2
652	точно так	1	2
653	в драматическом	1	2
654	пушкинского текста	1	2
655	делает в	1	2
656	как драматический	1	2
657	жизнь в	2	2
658	мысль о	3	2
659	а того	1	2
660	из самых	1	2
661	зато в	1	2
662	каждом отдельном	2	2
663	принадлежат к	1	2
664	в прижизненных	1	2
665	меня в	1	2
666	стороны в	1	2
667	с не	2	2
668	одновременно и	1	2
669	роль в	5	2
670	его личной	1	2
671	требует как	1	2
672	ли не	5	2
673	тем в	2	2
674	литературы в	1	2
675	по тем	1	2
676	которой он	1	2
677	самим автором	2	2
678	входит в	4	2
679	стих в	1	2
680	это его	1	2
681	второй половины	1	2
682	из жизни	1	2
683	и другой	1	2
684	втором случае	2	2
685	слов о	1	2
686	на пути	2	2
687	связь между	1	2
688	а между	1	2
689	превращается в	3	2
690	а только	1	2
691	свою очередь	7	2
692	то его	1	2
693	убедиться в	1	2
