N	2gram	Vygotskiy_	Vladivir
1	и в	55	116
2	то что	69	71
3	и не	19	67
4	у него	9	65
5	не только	24	65
6	в этом	30	53
7	в том	50	52
8	том что	46	51
9	что в	43	48
10	но и	16	47
11	в конце	10	41
12	в его	8	40
13	и с	3	39
14	то есть	16	37
15	и даже	4	36
16	сказать что	14	36
17	также и	1	36
18	там же	1	35
19	учение о	1	35
20	так что	8	35
21	потому что	48	33
22	что он	30	32
23	еще и	1	32
24	не может	15	31
25	о том	24	30
26	только в	12	30
27	как мы	6	29
28	никогда не	15	29
29	для него	5	29
30	вовсе не	8	27
31	а в	7	27
32	не было	2	26
33	в себе	13	25
34	но в	7	25
35	в то	6	25
36	и то	12	25
37	и его	10	25
38	а также	1	24
39	даже и	2	24
40	точки зрения	15	23
41	он не	10	23
42	может быть	34	23
43	что же	1	23
44	кроме того	1	22
45	он был	3	22
46	ни в	5	22
47	так как	20	22
48	в виде	3	22
49	об этом	5	22
50	в своей	8	21
51	вместе с	16	21
52	и что	45	20
53	в своем	12	20
54	для нас	9	20
55	прежде всего	6	20
56	не менее	1	19
57	и вообще	2	19
58	по поводу	6	19
59	как раз	19	19
60	таким образом	35	19
61	в течение	2	19
62	так и	6	19
63	и потому	8	19
64	как и	9	18
65	не мог	1	18
66	не в	12	18
67	не был	1	18
68	хотя и	1	18
69	как это	16	18
70	с его	6	18
71	в письме	2	17
72	то это	6	17
73	что и	11	17
74	в этой	15	17
75	едва ли	3	17
76	и если	13	17
77	а не	16	17
78	у нас	7	17
79	все же	11	16
80	уже не	1	16
81	к тому	12	16
82	не есть	4	16
83	совсем не	3	16
84	и все	15	16
85	было бы	15	16
86	того что	12	16
87	в котором	5	16
88	и к	5	15
89	то же	16	15
90	в своих	9	15
91	к этому	5	15
92	в эти	1	15
93	несмотря на	5	15
94	письме к	1	15
95	иной раз	1	15
96	до конца	7	15
97	но это	2	15
98	это было	4	15
99	того же	5	14
100	все эти	5	14
101	тут же	1	14
102	его жизни	1	14
103	мы уже	7	14
104	и на	12	14
105	уже в	7	14
106	и как	10	14
107	во всем	3	13
108	в результате	6	13
109	с тем	10	13
110	можно сказать	4	13
111	так же	19	13
112	те времена	1	13
113	не просто	6	13
114	на этот	7	13
115	и от	2	13
116	что это	15	13
117	то время	4	13
118	да и	4	13
119	дело в	4	13
120	жизни и	8	13
121	по себе	13	12
122	только на	4	12
123	и это	13	12
124	и у	1	12
125	в нем	13	12
126	то в	1	12
127	если не	2	12
128	всяком случае	1	12
129	ничего не	4	12
130	во всяком	2	12
131	есть только	3	12
132	связи с	2	12
133	учения о	3	12
134	мы сейчас	4	12
135	при этом	11	11
136	него в	1	11
137	но что	3	11
138	более или	1	11
139	в данном	4	11
140	хотя бы	5	11
141	тому же	4	11
142	в которой	4	11
143	на то	27	11
144	и здесь	11	11
145	никак не	10	11
146	в отношении	2	11
147	это есть	3	11
148	еще в	2	11
149	все это	8	11
150	то он	2	11
151	или менее	1	11
152	мы должны	10	11
153	и о	5	11
154	конце концов	6	11
155	в самом	18	10
156	даже в	2	10
157	вот что	2	10
158	что все	12	10
159	с точки	5	10
160	в качестве	2	10
161	что его	2	10
162	можно было	6	10
163	что для	6	10
164	к нему	1	10
165	с ним	4	10
166	в россии	1	10
167	еще не	6	10
168	которую он	2	10
169	в истории	1	10
170	здесь не	1	10
171	о нем	3	10
172	в ней	5	10
173	но не	9	10
174	о чем	4	9
175	и сам	1	9
176	именно в	9	9
177	с этим	4	9
178	смысле слова	2	9
179	и психологии	1	9
180	с другой	12	9
181	мы знаем	4	9
182	но он	6	9
183	и можно	2	9
184	а только	1	9
185	но как	3	9
186	а с	7	9
187	не будет	3	9
188	этом смысле	4	9
189	мы будем	3	9
190	из этого	7	9
191	в начале	1	9
192	оно есть	2	9
193	это время	1	9
194	отношения к	2	9
195	что мы	12	9
196	что если	9	9
197	это не	9	9
198	же время	2	9
199	по существу	4	9
200	что касается	4	9
201	в целом	7	9
202	с этой	5	8
203	это значит	2	8
204	не столько	1	8
205	в этих	3	8
206	тем что	8	8
207	в это	2	8
208	которой он	1	8
209	конечно не	3	8
210	себя в	4	8
211	и он	7	8
212	это мы	2	8
213	в смысле	1	8
214	в чем	1	8
215	как в	4	8
216	со стороны	3	8
217	должно быть	6	8
218	как бы	33	8
219	и для	13	8
220	тот же	5	8
221	течение всей	1	8
222	когда он	10	8
223	из этих	4	8
224	отношение к	1	8
225	мы и	2	7
226	к этой	2	7
227	в одном	5	7
228	в них	7	7
229	но все	5	7
230	к ней	3	7
231	на первый	2	7
232	нам представляется	2	7
233	что этот	3	7
234	но даже	1	7
235	с в	2	7
236	в нашем	3	7
237	и мы	28	7
238	выше мы	1	7
239	себе и	4	7
240	за пределы	1	7
241	даже не	1	7
242	о его	1	7
243	и есть	7	7
244	мы видели	2	7
245	здесь мы	2	7
246	если бы	21	7
247	к его	2	7
248	не имеет	2	7
249	в каком	7	7
250	ничего общего	1	7
251	бы и	1	7
252	и вот	7	7
253	того чтобы	43	7
254	из его	4	7
255	при помощи	5	7
256	но если	3	7
257	нисколько не	3	7
258	на его	4	7
259	первый план	3	7
260	в таком	4	7
261	то и	1	7
262	другими словами	1	7
263	и ни	4	7
264	как он	6	7
265	мы бы	1	7
266	по этому	5	7
267	нас выше	1	7
268	же в	3	7
269	и очень	5	6
270	тому что	11	6
271	мысли и	1	6
272	те же	3	6
273	в виду	5	6
274	другой стороны	8	6
275	уже на	1	6
276	его на	2	6
277	здесь у	1	6
278	для того	45	6
279	то как	1	6
280	в отличие	3	6
281	на него	4	6
282	он сам	1	6
283	если мы	24	6
284	той же	6	6
285	указать на	1	6
286	по мнению	6	6
287	его в	2	6
288	чем в	3	6
289	том же	1	6
290	не говорит	1	6
291	что она	10	6
292	время как	5	6
293	под влиянием	3	6
294	в москву	8	6
295	и речи	1	6
296	но только	3	6
297	по своей	1	6
298	не раз	2	6
299	почему же	1	6
300	главным образом	3	6
301	взгляд на	2	6
302	не с	2	6
303	и из	3	6
304	должен был	7	6
305	учении о	3	6
306	и теперь	2	6
307	что здесь	3	6
308	данном случае	4	6
309	мы не	8	6
310	которых он	3	6
311	и всегда	1	6
312	здесь в	2	6
313	по своему	1	6
314	по его	5	6
315	не говоря	1	6
316	жизнь и	2	6
317	ко всему	1	6
318	тем более	1	6
319	отличие от	3	6
320	в жизни	2	6
321	от того	6	6
322	такой же	2	6
323	само по	3	6
324	и наконец	5	6
325	что на	6	6
326	есть не	7	6
327	тех кто	1	5
328	еще более	2	5
329	говорит о	5	5
330	весь этот	1	5
331	и до	4	5
332	на эту	1	5
333	но мы	4	5
334	не прямо	1	5
335	вопрос о	6	5
336	в каких	2	5
337	говорит что	13	5
338	как на	15	5
339	без всякого	3	5
340	него не	1	5
341	быть в	1	5
342	понятие о	1	5
343	из них	7	5
344	бы то	1	5
345	что они	11	5
346	во всех	6	5
347	что у	7	5
348	и за	4	5
349	для своего	2	5
350	эти три	3	5
351	того и	1	5
352	для его	2	5
353	то ни	1	5
354	и тем	6	5
355	и глубоко	1	5
356	он в	3	5
357	с которым	5	5
358	в очень	1	5
359	с с	1	5
360	во время	4	5
361	в частности	6	5
362	один из	9	5
363	утверждает что	6	5
364	сводится к	7	5
365	все то	6	5
366	и так	4	5
367	нет ничего	1	5
368	в свою	3	5
369	мы имеем	10	5
370	заметить что	1	5
371	начиная с	1	5
372	по преимуществу	2	5
373	только при	1	5
374	друг друга	1	5
375	он как	2	5
376	он называет	1	5
377	что с	8	5
378	ее в	2	5
379	где он	1	5
380	не содержит	1	5
381	со своим	2	5
382	на одной	1	5
383	в их	3	5
384	мы находим	2	5
385	а то	1	5
386	и без	1	5
387	он никогда	1	5
388	на все	2	5
389	есть все	1	5
390	но уже	2	5
391	но его	2	5
392	только к	1	5
393	с самого	5	5
394	эти последние	1	5
395	она не	1	5
396	но она	3	5
397	далеко не	4	5
398	только то	1	5
399	и часто	1	5
400	еще на	1	5
401	во многом	1	5
402	которое в	2	5
403	и прежде	1	5
404	свидетельствуют о	1	5
405	в области	2	5
406	и только	5	5
407	которой мы	1	5
408	не к	1	5
409	с которыми	1	4
410	и другие	3	4
411	и называет	1	4
412	только что	11	4
413	которые не	2	4
414	нас в	2	4
415	все дело	1	4
416	представление о	1	4
417	их в	4	4
418	отца и	2	4
419	не имели	1	4
420	мы с	3	4
421	не могли	4	4
422	мы увидим	11	4
423	о которых	3	4
424	уже о	1	4
425	не что	2	4
426	в глаза	2	4
427	пока еще	1	4
428	наряду с	1	4
429	том чтобы	7	4
430	с большим	1	4
431	с этими	1	4
432	что даже	3	4
433	она есть	2	4
434	крайней мере	1	4
435	не то	4	4
436	сам по	4	4
437	только не	5	4
438	что иное	2	4
439	с одной	15	4
440	самое большее	1	4
441	в теории	2	4
442	мы можем	8	4
443	нет и	2	4
444	не о	1	4
445	но для	1	4
446	и всю	1	4
447	в последние	1	4
448	ясно что	10	4
449	уже давно	4	4
450	больше всего	1	4
451	если оно	1	4
452	на этом	11	4
453	чтобы он	2	4
454	кажется что	2	4
455	в тех	3	4
456	очень мало	1	4
457	когда мы	10	4
458	я в	1	4
459	всю жизнь	1	4
460	независимо от	1	4
461	нам кажется	6	4
462	эту тему	1	4
463	вплоть до	1	4
464	в особенности	3	4
465	не так	4	4
466	и сейчас	5	4
467	с и	11	4
468	которых мы	5	4
469	в сущности	14	4
470	о которой	1	4
471	что сам	1	4
472	не на	1	4
473	не могут	4	4
474	с ней	1	4
475	заключается в	13	4
476	в нас	15	4
477	есть нечто	3	4
478	и просто	3	4
479	и т	12	4
480	себя и	3	4
481	года и	1	4
482	по крайней	1	4
483	он мог	3	4
484	перед нами	5	4
485	только одно	1	4
486	это и	7	4
487	ни к	1	4
488	совершенно не	11	4
489	и более	1	4
490	с которой	2	4
491	для нее	1	4
492	всего на	1	4
493	знаем что	5	4
494	как например	2	4
495	то мы	2	4
496	есть просто	1	4
497	мог бы	3	4
498	и во	2	4
499	со своими	1	4
500	одной из	2	4
501	в свой	1	4
502	т д	6	4
503	только с	3	4
504	у них	1	4
505	этом письме	1	4
506	уверенность в	1	4
507	как к	1	4
508	после этого	1	4
509	тем самым	1	4
510	всех этих	3	4
511	бы на	2	4
512	этом отношении	3	4
513	как у	1	4
514	на самом	9	4
515	как именно	1	4
516	больше чем	3	4
517	этом не	1	4
518	и вовсе	1	4
519	в такой	1	4
520	вопросе о	1	4
521	не все	3	4
522	уже сказали	1	4
523	он говорит	5	4
524	одной стороны	15	4
525	оказывается что	2	4
526	что можно	1	4
527	же самое	13	4
528	него и	1	4
529	это можно	1	4
530	и других	2	4
531	так в	4	4
532	и эта	2	4
533	толстого в	2	4
534	иное как	2	4
535	от него	5	3
536	все что	1	3
537	здесь же	2	3
538	в последнее	1	3
539	которая в	1	3
540	через несколько	2	3
541	к такому	3	3
542	очень много	1	3
543	в разных	1	3
544	строго говоря	2	3
545	не как	3	3
546	не хочет	1	3
547	его от	1	3
548	часто даже	1	3
549	что по	3	3
550	но когда	1	3
551	является для	1	3
552	отличается от	4	3
553	эти мысли	2	3
554	когда в	2	3
555	так например	5	3
556	казалось бы	11	3
557	не существует	3	3
558	и который	1	3
559	это последнее	1	3
560	в противоположность	3	3
561	но во	2	3
562	в другом	3	3
563	но то	1	3
564	во многих	1	3
565	самого начала	5	3
566	свою очередь	1	3
567	находится в	2	3
568	здравого смысла	1	3
569	для понимания	3	3
570	который в	1	3
571	вернее сказать	3	3
572	на котором	1	3
573	к этим	2	3
574	точка зрения	4	3
575	он считал	1	3
576	в заключение	1	3
577	гораздо более	3	3
578	здесь нет	1	3
579	первых двух	1	3
580	это будет	2	3
581	время и	1	3
582	в состоянии	3	3
583	то для	1	3
584	и кажется	2	3
585	не больше	3	3
586	к жизни	2	3
587	в следующем	1	3
588	ума и	1	3
589	куда он	1	3
590	не была	1	3
591	будто бы	3	3
592	одним из	1	3
593	что не	5	3
594	как говорит	6	3
595	в изображении	1	3
596	между ними	2	3
597	и она	1	3
598	по одному	1	3
599	же как	4	3
600	на земле	1	3
601	так сказать	1	3
602	больше и	1	3
603	в сторону	2	3
604	что их	2	3
605	бы в	7	3
606	оно не	2	3
607	пишет о	1	3
608	человека как	1	3
609	этих трех	1	3
610	таков был	1	3
611	только потому	1	3
612	он стал	1	3
613	одно и	3	3
614	не были	1	3
615	не могла	2	3
616	иметь в	3	3
617	и хотя	3	3
618	ни о	2	3
619	которая с	1	3
620	и выше	1	3
621	как известно	1	3
622	заставляет нас	6	3
623	и никогда	1	3
624	бы его	3	3
625	и др	2	3
626	что есть	3	3
627	из множества	1	3
628	в силу	3	3
629	мы теперь	1	3
630	с каким	1	3
631	которого мы	3	3
632	остановиться на	1	3
633	и нельзя	1	3
634	и ее	1	3
635	от нее	2	3
636	и действительно	2	3
637	и этот	2	3
638	также что	1	3
639	жизни а	2	3
640	был бы	8	3
641	с такой	5	3
642	и при	3	3
643	была бы	4	3
644	от нас	2	3
645	он жил	1	3
646	для них	1	3
647	себе не	2	3
648	том и	3	3
649	за границей	1	3
650	самом деле	17	3
651	с таким	2	3
652	если это	4	3
653	хотели бы	1	3
654	с ними	1	3
655	в которых	4	3
656	без которых	1	3
657	хотел бы	2	3
658	сейчас же	16	3
659	этому поводу	4	3
660	котором все	1	3
661	бы с	1	3
662	в стихотворении	1	3
663	не понимает	1	3
664	и вся	4	3
665	не могло	2	3
666	значение для	2	3
667	не меньше	1	3
668	это же	2	3
669	жизни по	1	3
670	не говорится	1	3
671	общего с	1	3
672	только о	2	3
673	это делает	3	3
674	нет ни	4	3
675	этой области	1	3
676	что такое	2	3
677	ее на	1	3
678	сам он	1	3
679	того как	4	3
680	с вами	1	3
681	ни на	3	3
682	без всяких	1	3
683	на несколько	1	3
684	но эта	1	3
685	всегда есть	1	3
686	с теми	3	3
687	вот это	1	3
688	указывает на	8	3
689	в какой	5	3
690	последнее время	1	3
691	один и	1	3
692	бы мы	7	3
693	ему не	1	3
694	в полной	2	3
695	его не	2	3
696	быть и	2	3
697	это была	1	3
698	кто не	1	3
699	в трех	5	3
700	говоря о	1	3
701	к которой	4	3
702	думать что	3	3
703	мы сказали	2	3
704	которые в	2	3
705	бы он	1	3
706	как будто	7	3
707	том случае	1	3
708	тех пор	2	3
709	это в	5	3
710	которое мы	3	3
711	даже больше	1	3
712	больше того	3	3
713	в той	3	2
714	является в	2	2
715	в душе	2	2
716	окончательном виде	1	2
717	еще раз	2	2
718	ней не	1	2
719	чем оно	1	2
720	или по	1	2
721	дело с	5	2
722	любовь к	1	2
723	к числу	1	2
724	что дело	3	2
725	и говорить	1	2
726	очень плохо	1	2
727	время не	1	2
728	и которые	1	2
729	не помешала	1	2
730	мне кажется	3	2
731	что весь	3	2
732	или на	2	2
733	если он	2	2
734	например в	2	2
735	и другим	2	2
736	вот с	1	2
737	в собственном	2	2
738	есть тот	1	2
739	только для	2	2
740	же после	4	2
741	почти все	3	2
742	которое не	2	2
743	что оба	1	2
744	даже с	1	2
745	всем его	1	2
746	время с	1	2
747	говорится о	2	2
748	и того	2	2
749	ними и	1	2
750	все и	2	2
751	ответить на	1	2
752	это с	1	2
753	на этой	1	2
754	вероятно не	1	2
755	в действительности	2	2
756	пор пока	2	2
757	имеет в	1	2
758	в англию	2	2
759	было ничего	1	2
760	бы если	4	2
761	сила и	1	2
762	заключается что	2	2
763	в себя	2	2
764	одному тому	1	2
765	говорить о	1	2
766	не имеем	2	2
767	на пути	1	2
768	о самой	2	2
769	несколько дней	2	2
770	если иметь	1	2
771	в вопросе	1	2
772	его точки	1	2
773	ни одного	5	2
774	именно его	1	2
775	вообще и	1	2
776	как я	1	2
777	нигде не	2	2
778	одна из	6	2
779	и всякого	1	2
780	не понял	1	2
781	с ее	1	2
782	но так	1	2
783	думается что	4	2
784	чем это	4	2
785	то о	2	2
786	на втором	1	2
787	жизни с	3	2
788	о ней	2	2
789	в некоторых	2	2
790	этого и	1	2
791	вот эта	2	2
792	подойти к	1	2
793	и понятно	1	2
794	после того	1	2
795	которое он	2	2
796	на том	4	2
797	в произведении	1	2
798	она в	1	2
799	но еще	3	2
800	внимание на	4	2
801	к себе	1	2
802	обратить внимание	2	2
803	первый раз	1	2
804	и совершенно	8	2
805	ссылается на	1	2
806	образом если	2	2
807	к истине	1	2
808	в ее	3	2
809	которого он	2	2
810	чем у	3	2
811	состояние в	1	2
812	именно здесь	1	2
813	во внимание	5	2
814	xviii века	1	2
815	обстоятельство что	2	2
816	рядом с	6	2
817	ни слова	1	2
818	от этого	1	2
819	в двух	9	2
820	по необходимости	1	2
821	могло бы	4	2
822	но к	1	2
823	сих пор	9	2
824	той или	2	2
825	чтобы понять	3	2
826	очень легко	6	2
827	в русской	1	2
828	истинный смысл	1	2
829	это вполне	1	2
830	который является	1	2
831	называет его	1	2
832	личности и	1	2
833	не из	2	2
834	которые и	1	2
835	и вы	1	2
836	или же	1	2
837	в ответ	2	2
838	однако эта	2	2
839	должны быть	1	2
840	или иные	1	2
841	относились к	1	2
842	содержания и	4	2
843	что эта	8	2
844	не приходится	1	2
845	хотя в	1	2
846	и является	2	2
847	и тот	2	2
848	где же	1	2
849	этого факта	1	2
850	тем и	1	2
851	и третье	1	2
852	смысла и	1	2
853	ко времени	1	2
854	истории и	1	2
855	этого нужно	1	2
856	он хотел	2	2
857	конца и	2	2
858	что всякая	5	2
859	однако в	1	2
860	что во	1	2
861	оно имеет	1	2
862	и философской	1	2
863	его как	1	2
864	кажется ему	1	2
865	что только	1	2
866	существу дела	1	2
867	в первой	1	2
868	образом в	3	2
869	если они	1	2
870	же мы	3	2
871	вот вам	1	2
872	и толстой	1	2
873	это совершенно	4	2
874	за себя	1	2
875	впечатление и	1	2
876	на это	3	2
877	почему он	1	2
878	против этого	1	2
879	и может	3	2
880	жизни но	3	2
881	в окончательном	1	2
882	до сих	9	2
883	ни малейшего	1	2
884	та же	6	2
885	за ним	3	2
886	учением о	1	2
887	и свою	1	2
888	если в	1	2
889	почти не	2	2
890	которые он	4	2
891	должна быть	2	2
892	тогда когда	1	2
893	уже знаем	1	2
894	целого ряда	1	2
895	в другой	1	2
896	из которых	5	2
897	здесь с	1	2
898	как воплощение	1	2
899	пор не	1	2
900	разобраться в	1	2
901	от другого	1	2
902	однако он	1	2
903	то с	1	2
904	такого же	2	2
905	и самая	1	2
906	поэтому и	1	2
907	семейной жизни	1	2
908	я имею	1	2
909	этого письма	1	2
910	нам в	1	2
911	совершенно разные	3	2
912	однако что	1	2
913	вместо этого	1	2
914	любовь и	1	2
915	какая же	1	2
916	просто в	2	2
917	но дело	1	2
918	так вот	2	2
919	здесь дело	2	2
920	можно назвать	1	2
921	как не	1	2
922	в одно	1	2
923	бывает с	1	2
924	и затем	2	2
925	может не	1	2
926	он прямо	1	2
927	о котором	9	2
928	том как	1	2
929	своего отца	1	2
930	что свои	1	2
931	знает что	2	2
932	во сне	1	2
933	на другие	1	2
934	то здесь	2	2
935	к той	1	2
936	кратко и	1	2
937	но оно	1	2
938	все они	2	2
939	его и	2	2
940	не является	3	2
941	в основе	9	2
942	тот кто	1	2
943	тотчас же	1	2
944	и заключается	6	2
945	относится к	2	2
946	это то	1	2
947	во мне	1	2
948	и поэтому	4	2
949	а может	1	2
950	а через	1	2
951	есть оно	1	2
952	и никак	2	2
953	и уже	4	2
954	работе о	1	2
955	те или	1	2
956	со всей	4	2
957	нет никакой	2	2
958	не потому	2	2
959	к делу	2	2
960	что такая	1	2
961	чем не	2	2
962	я хотел	1	2
963	еще один	2	2
964	он дает	2	2
965	известной степени	1	2
966	речи в	1	2
967	он все	2	2
968	ни было	1	2
969	виде и	2	2
970	но именно	1	2
971	в глазах	2	2
972	нас важно	1	2
973	говорил что	2	2
974	яснее и	2	2
975	был глубоко	2	2
976	и самым	2	2
977	легко может	1	2
978	этого слова	1	2
979	здесь и	1	2
980	это просто	1	2
981	в самой	1	2
982	часто и	1	2
983	сомнения в	1	2
984	цит по	1	2
985	они были	3	2
986	литературы и	2	2
987	из этой	2	2
988	уже с	2	2
989	подход к	1	2
990	природы и	1	2
991	этом случае	2	2
992	ответ на	5	2
993	отрицать существование	1	2
994	которым он	1	2
995	они не	3	2
996	богом и	1	2
997	раз из	1	2
998	в первый	1	2
999	не для	4	2
1000	возражал против	1	2
1001	прямое выражение	1	2
1002	что каждый	1	2
1003	же не	2	2
1004	имел в	1	2
1005	в русском	1	2
1006	все равно	3	2
1007	и постоянно	1	2
1008	зрения того	1	2
1009	в г	1	2
1010	он конечно	1	2
1011	что ни	4	2
1012	самые разнообразные	1	2
1013	которые мы	1	2
1014	и которая	1	2
1015	перед смертью	1	2
1016	с той	2	2
1017	это очень	2	2
1018	сейчас увидим	3	2
1019	но по	1	2
