N	2gram	Vygotskiy_	TeoriaLi
1	в качестве	2	33
2	не только	24	24
3	и в	55	24
4	в частности	6	23
5	то есть	16	22
6	состоит в	3	22
7	может быть	34	22
8	при этом	11	20
9	в том	50	20
10	я в	1	18
11	и не	19	17
12	а в	7	15
13	но и	16	14
14	а не	16	14
15	так и	6	14
16	в себе	13	14
17	представляет собой	2	13
18	но не	9	13
19	в этом	30	12
20	сводится к	7	12
21	произведение искусства	10	12
22	но в	7	12
23	в его	8	12
24	то же	16	12
25	том что	46	11
26	точки зрения	15	11
27	и его	10	11
28	что в	43	10
29	по отношению	3	10
30	как это	16	10
31	отношению к	2	10
32	в душе	2	9
33	только в	12	9
34	в данном	4	9
35	с другой	12	9
36	в искусстве	12	9
37	не в	12	9
38	в то	6	9
39	в своей	8	8
40	же время	2	8
41	как бы	33	8
42	по своей	1	8
43	не может	15	8
44	в самом	18	7
45	не столько	1	7
46	или иной	2	7
47	и т.п	1	7
48	в отличие	3	7
49	в своем	12	7
50	себя в	4	7
51	мы имеем	10	7
52	а также	1	7
53	отличие от	3	7
54	отношение к	1	7
55	однако в	1	7
56	в области	2	7
57	в нем	13	7
58	другой стороны	8	6
59	в состав	3	6
60	более или	1	6
61	конечном счете	2	6
62	как и	9	6
63	не менее	1	6
64	приводит к	2	6
65	еще не	6	6
66	в основе	9	6
67	то что	69	6
68	со стороны	3	6
69	художественного впечатления	1	6
70	уже не	1	6
71	с его	6	6
72	в ее	3	6
73	в конечном	2	6
74	между ними	2	6
75	или менее	1	6
76	героя и	9	6
77	в русской	1	6
78	того или	1	6
79	тем самым	1	6
80	в первой	1	6
81	или иного	1	6
82	ни в	5	5
83	в виду	5	5
84	как в	4	5
85	в художественном	4	5
86	можно сказать	4	5
87	не является	3	5
88	того чтобы	43	5
89	для того	45	5
90	жизни как	1	5
91	за пределами	1	5
92	иначе говоря	1	5
93	как к	1	5
94	по преимуществу	2	5
95	данном случае	4	5
96	для него	5	5
97	того что	12	5
98	в себя	2	5
99	между тем	4	5
100	он не	10	5
101	и тем	6	5
102	в пределах	3	5
103	и о	5	5
104	могут быть	8	5
105	художественного произведения	3	5
106	искусства в	7	5
107	в отношении	2	4
108	не на	1	4
109	и сам	1	4
110	в этих	3	4
111	отношения к	2	4
112	что он	30	4
113	для читателя	2	4
114	совпадает с	1	4
115	в другом	3	4
116	говорить о	1	4
117	и т.д	1	4
118	сказать что	14	4
119	в нашем	3	4
120	к тому	12	4
121	этого слова	1	4
122	во времени	2	4
123	никогда не	15	4
124	искусства но	2	4
125	и того	2	4
126	это не	9	4
127	хотя и	1	4
128	слова в	1	4
129	говоря словами	1	4
130	в их	3	4
131	его в	2	4
132	читателя в	1	4
133	эстетический объект	3	4
134	но он	6	4
135	не знает	2	4
136	или даже	1	4
137	так в	4	4
138	по своему	1	4
139	в воображении	3	4
140	а только	1	4
141	произведения искусства	2	4
142	личности и	1	4
143	речи и	2	4
144	в свою	3	4
145	и что	45	4
146	в форме	2	4
147	далеко не	4	4
148	того же	5	4
149	одного и	2	4
150	в силу	3	4
151	в стихотворении	1	4
152	с ее	1	4
153	в целом	7	4
154	и ее	1	4
155	и к	5	3
156	к действительности	1	3
157	и составляет	4	3
158	в таком	4	3
159	с этой	5	3
160	искусства это	1	3
161	даже в	2	3
162	была бы	4	3
163	о чем	4	3
164	только не	5	3
165	подобно тому	1	3
166	если бы	21	3
167	оказывается в	1	3
168	все эти	5	3
169	в романе	2	3
170	именно в	9	3
171	например в	2	3
172	в жизни	2	3
173	имеет место	3	3
174	к его	2	3
175	их в	4	3
176	никто не	4	3
177	в лирике	1	3
178	из которого	1	3
179	перед нами	5	3
180	области искусства	3	3
181	свою очередь	1	3
182	между собой	2	3
183	в противоположность	3	3
184	потому что	48	3
185	одной стороны	15	3
186	искусства и	8	3
187	в одном	5	3
188	вслед за	3	3
189	не обязательно	1	3
190	имеем в	1	3
191	известной степени	1	3
192	читателя зрителя	1	3
193	на две	1	3
194	художественное произведение	5	3
195	мог бы	3	3
196	не все	3	3
197	от себя	2	3
198	понятие о	1	3
199	из этих	4	3
200	и для	13	3
201	о ней	2	3
202	к содержанию	1	3
203	таким образом	35	3
204	и то	12	3
205	с одной	15	3
206	и вот	7	3
207	в произведении	1	3
208	и потому	8	3
209	с точки	5	3
210	ни к	1	3
211	как раз	19	3
212	прежде всего	6	3
213	несет в	1	3
214	а на	1	3
215	связи с	2	3
216	или в	6	3
217	без остатка	1	3
218	одним из	1	3
219	в эстетический	1	3
220	в контексте	1	3
221	как говорит	6	3
222	и как	10	3
223	его текст	1	3
224	в сторону	2	3
225	вовсе не	8	3
226	той или	2	3
227	во всех	6	3
228	а с	7	3
229	тому как	3	3
230	в которой	4	3
231	не будет	3	3
232	он должен	8	3
233	не с	2	3
234	говоря о	1	3
235	этом смысле	4	3
236	в этой	15	3
237	что можно	1	3
238	и др	2	3
239	в узком	1	3
240	столь же	3	3
241	зрителя слушателя	1	3
242	в той	3	2
243	более не	1	2
244	и другие	3	2
245	на деле	9	2
246	образом и	3	2
247	однако с	1	2
248	один из	9	2
249	и здесь	11	2
250	и на	12	2
251	русской литературе	1	2
252	если в	1	2
253	жизни а	2	2
254	которая в	1	2
255	и который	1	2
256	к числу	1	2
257	строго говоря	2	2
258	на этом	11	2
259	из которых	5	2
260	а затем	2	2
261	мы в	3	2
262	по себе	13	2
263	не могут	4	2
264	в них	7	2
265	оно не	2	2
266	и даже	4	2
267	этой точки	3	2
268	эстетической деятельности	1	2
269	здесь мы	2	2
270	самом деле	17	2
271	героя как	1	2
272	заключается в	13	2
273	имеет дело	4	2
274	обращается к	1	2
275	ясно говорит	1	2
276	из тех	1	2
277	в одно	1	2
278	с ними	1	2
279	вместе с	16	2
280	себя и	3	2
281	говоря и	1	2
282	отличается от	4	2
283	ни для	1	2
284	в известном	2	2
285	в следующей	1	2
286	в каком	7	2
287	жизни на	1	2
288	к другому	2	2
289	о том	24	2
290	казалось бы	11	2
291	в стихе	4	2
292	это и	7	2
293	еще и	1	2
294	ними и	1	2
295	во внешнем	2	2
296	в прозе	2	2
297	вытекает из	2	2
298	и состоит	1	2
299	введено в	1	2
300	к нему	1	2
301	в значительной	1	2
302	имеет в	1	2
303	но во	2	2
304	воздействия на	1	2
305	не могло	2	2
306	только на	4	2
307	вступает в	1	2
308	может служить	1	2
309	речь идет	1	2
310	говорит что	13	2
311	и это	13	2
312	превращается в	2	2
313	времени и	5	2
314	и наоборот	2	2
315	перед ним	2	2
316	в глаза	2	2
317	видим в	2	2
318	если мы	24	2
319	тем же	3	2
320	произведении искусства	1	2
321	места для	1	2
322	что отличает	1	2
323	имеем дело	1	2
324	всякий раз	6	2
325	что она	10	2
326	искусство есть	6	2
327	для понимания	3	2
328	который в	1	2
329	до известной	1	2
330	здесь не	1	2
331	в структуре	1	2
332	на котором	1	2
333	глаза в	1	2
334	не просто	6	2
335	в самой	1	2
336	только о	2	2
337	чем это	4	2
338	для такого	1	2
339	к внутреннему	1	2
340	жизни но	3	2
341	истории литературы	1	2
342	бы то	1	2
343	то в	1	2
344	что они	11	2
345	к герою	1	2
346	основе своей	1	2
347	большей части	1	2
348	в поэзии	5	2
349	не принадлежит	1	2
350	в последней	3	2
351	одной из	2	2
352	что сама	1	2
353	несмотря на	5	2
354	но от	1	2
355	ни было	1	2
356	внешнем мире	1	2
357	для искусства	1	2
358	что такое	2	2
359	ее в	2	2
360	все это	8	2
361	мы легко	5	2
362	двоякого рода	3	2
363	что и	11	2
364	у нас	7	2
365	что каждый	1	2
366	к жизни	2	2
367	у него	9	2
368	внешнего мира	1	2
369	возможность иного	1	2
370	от всех	1	2
371	искусства если	2	2
372	дело в	4	2
373	этих двух	8	2
374	каждая из	1	2
375	не могли	4	2
376	искусства как	5	2
377	в конце	10	2
378	сама по	3	2
379	тому что	11	2
380	в какой	5	2
381	данный момент	1	2
382	зрения и	1	2
383	первой части	1	2
384	это было	4	2
385	в чем	1	2
386	об этом	5	2
387	должен быть	3	2
388	тем более	1	2
389	как система	1	2
390	в катарсисе	7	2
391	а для	1	2
392	из виду	1	2
393	могли бы	6	2
394	но как	3	2
395	принадлежит только	1	2
396	определенным образом	1	2
397	как уже	1	2
398	то ни	1	2
399	видов искусства	1	2
400	в рассказе	2	2
401	есть как	2	2
402	быть и	2	2
403	однако эта	2	2
404	но она	3	2
405	одно и	3	2
406	и является	2	2
407	и эстетической	1	2
408	за пределы	1	2
409	ослабляет и	1	2
410	это может	2	2
411	но напротив	1	2
412	во мне	1	2
413	полагал что	2	2
414	идет о	1	2
415	могла бы	4	2
416	так же	19	2
417	что может	2	2
418	тот кто	1	2
419	это делает	3	2
420	о его	1	2
421	с чем	3	2
422	и прежде	1	2
423	как будто	7	2
424	события в	3	2
425	может и	2	2
426	случае это	1	2
427	могло быть	2	2
428	в особенности	3	1
429	с которыми	1	1
430	это на	2	1
431	не ту	1	1
432	приводящей к	1	1
433	к такому	3	1
434	и меньше	1	1
435	от него	5	1
436	является в	2	1
437	тем оно	1	1
438	все что	1	1
439	первой и	1	1
440	вовсе может	1	1
441	жизни всегда	1	1
442	каждой из	1	1
443	вступить в	1	1
444	случае в	1	1
445	и эпизод	1	1
446	за ним	3	1
447	между этим	1	1
448	и конечно	3	1
449	здесь именно	1	1
450	этот закон	4	1
451	героев и	1	1
452	есть точка	1	1
453	и свою	1	1
454	также что	1	1
455	на первой	1	1
456	тех кто	1	1
457	его с	2	1
458	вишневый сад	3	1
459	этой художественной	1	1
460	на ее	1	1
461	таком понимании	2	1
462	эстетическим объектом	1	1
463	дело с	5	1
464	образа и	1	1
465	можно назвать	1	1
466	и дает	3	1
467	его за	1	1
468	оказывается не	1	1
469	иллюзии и	1	1
470	представляют собой	2	1
471	никакого определенного	2	1
472	что это	15	1
473	с ним	4	1
474	это уже	1	1
475	тем как	2	1
476	говорится у	1	1
477	человеком который	1	1
478	в сущности	14	1
479	оно становится	2	1
480	никак не	10	1
481	какой бы	3	1
482	в другой	1	1
483	говорит о	5	1
484	те же	3	1
485	не как	3	1
486	первых двух	1	1
487	из того	4	1
488	смыслу и	1	1
489	и другими	2	1
490	в портрете	1	1
491	первых же	1	1
492	находятся между	1	1
493	в результате	6	1
494	то с	1	1
495	героя о	2	1
496	в объективную	1	1
497	быть может	1	1
498	противоречие с	2	1
499	не бывает	1	1
500	целом ряде	2	1
501	с собой	3	1
502	том и	3	1
503	в плоскости	1	1
504	искусство имеет	2	1
505	и первый	2	1
506	в центре	2	1
507	должен был	7	1
508	их не	2	1
509	же я	1	1
510	в интенсивности	1	1
511	искусства к	1	1
512	не меньшими	1	1
513	к искусству	6	1
514	все то	6	1
515	делает в	1	1
516	до этого	1	1
517	литературы но	1	1
518	от одного	2	1
