N	3gram	Vygotskiy_	SlovoVZh
1	по отношению к	3	11
2	не может быть	5	7
3	можно сказать что	1	5
4	в том что	41	4
5	так как если	1	4
6	как если бы	2	4
7	то ни было	1	3
8	до сих пор	3	3
9	этой точки зрения	4	3
10	бы то ни	1	3
11	имеет в виду	2	3
12	тем не менее	6	3
13	никогда не сможем	1	2
14	только в процессе	1	2
15	ни на один	1	2
16	в какой степени	2	2
17	и для других	2	2
18	одной стороны и	1	2
19	то же самое	9	2
20	мы можем сказать	1	2
21	одно и то	6	2
22	в данном случае	1	2
23	мы никогда не	3	2
24	в зависимости от	6	2
25	с одной стороны	8	2
26	с другой стороны	5	2
27	и то же	6	2
28	с точки зрения	11	2
29	но тем не	1	2
30	в такой же	2	2
31	и менее всего	1	1
32	все же не	2	1
33	в своем значении	1	1
34	остается при этом	1	1
35	сам по себе	2	1
36	является то что	4	1
37	отношению к которому	1	1
38	сами по себе	4	1
39	и таким образом	1	1
40	о том что	3	1
41	не совпадают с	1	1
42	каковы бы они	1	1
43	ни в какой	5	1
44	включает в себя	2	1
45	все эти моменты	1	1
46	бы они ни	1	1
47	мы обратимся к	4	1
48	в самом деле	4	1
49	один и тот	6	1
50	если мы обратимся	4	1
51	мы таким образом	1	1
52	совершенно ясно что	1	1
53	имеет дело с	2	1
54	все более и	1	1
55	в высшей степени	11	1
56	в свою очередь	3	1
57	ничего общего с	2	1
58	и тот же	6	1
59	по себе не	1	1
60	и значение этой	1	1
61	и та же	1	1
62	что мы имеем	1	1
63	как и в	3	1
64	все это вместе	1	1
65	таким образом не	1	1
66	как мы уже	3	1
67	отношение его к	1	1
68	вопросу о том	1	1
69	сама по себе	1	1
70	он имеет в	1	1
71	в том же	1	1
72	не переходя в	1	1
73	речи так как	1	1
74	в так называемой	1	1
75	во всяком случае	10	1
76	никогда не бывает	2	1
77	она не может	1	1
78	имеем дело с	1	1
79	сказать что и	1	1
80	как уже сказано	7	1
81	не остается места	1	1
82	и в истории	1	1
83	только то что	1	1
84	и тем же	4	1
85	только на основе	1	1
86	подобно тому как	1	1
87	как это делает	1	1
88	мы увидим что	1	1
89	с самого начала	6	1
90	с помощью которой	3	1
91	в конечном счете	1	1
92	же как и	6	1
93	одна и та	1	1
94	то что мы	2	1
95	тогда когда он	1	1
96	по аналогии с	1	1
97	с ним в	1	1
98	этих моментов в	1	1
99	можно было бы	8	1
100	в этом отношении	9	1
101	тому же самому	1	1
102	так же как	9	1
103	если бы оно	1	1
104	с первого же	1	1
105	далеко не всегда	1	1
106	между тем как	4	1
107	тех или иных	1	1
108	отнюдь не совпадает	1	1
109	вместе с его	1	1
110	того что это	1	1
111	более или менее	3	1
112	но и в	1	1
113	более и более	1	1
114	в значительной степени	1	1
115	то время как	5	1
116	речью со всей	1	1
117	одному и тому	5	1
118	том что в	3	1
119	так как в	2	1
120	и в этом	2	1
121	здесь мы должны	1	1
122	и тогда когда	1	1
123	все эти три	1	1
124	в то время	5	1
125	в этом смысле	7	1
126	прежде всего тем	1	1
127	в виду не	1	1
128	внутренней речью со	1	1
129	но все же	1	1
130	и тому же	5	1
131	и здесь мы	1	1
132	слова и его	1	1
133	убедиться в этом	1	1
134	одним и тем	4	1
135	отнюдь не является	1	1
136	они ни были	1	1
137	друг к другу	1	1
138	к вопросу о	1	1
