N	2gram	Vygotskiy_	Poddanst
1	не только	29	17
2	и в	37	14
3	и не	15	12
4	в области	4	11
5	в этом	32	10
6	в отношении	14	10
7	в том	47	9
8	то же	12	9
9	в качестве	12	9
10	но в	9	9
11	хотя бы	7	8
12	в пределах	1	8
13	только в	8	7
14	же время	2	7
15	с к	1	7
16	в то	7	7
17	в ней	2	6
18	быть может	1	6
19	было бы	12	6
20	но и	23	6
21	в смысле	2	6
22	и пр	2	5
23	может быть	19	5
24	отношении к	1	5
25	с другой	16	5
26	не в	9	5
27	и о	1	5
28	в которых	6	5
29	и к	9	4
30	что в	25	4
31	в котором	6	4
32	по себе	9	4
33	и если	4	4
34	и потому	3	4
35	мы должны	11	4
36	не может	16	4
37	а в	4	4
38	то что	32	4
39	как бы	16	4
40	если бы	10	4
41	а также	1	4
42	в своем	10	4
43	том что	42	4
44	наряду с	3	3
45	в себе	8	3
46	что мы	9	3
47	с одной	14	3
48	мы не	13	3
49	это не	5	3
50	одной стороны	15	3
51	для того	19	3
52	между тем	10	3
53	с точки	34	3
54	хотя и	2	3
55	с тем	8	3
56	потому что	11	3
57	прежде всего	12	3
58	вслед за	3	3
59	сводится к	1	3
60	тем самым	8	3
61	в настоящий	1	3
62	заключается в	12	3
63	но не	6	3
64	могут быть	5	3
65	я и	1	3
66	и т	1	3
67	и как	7	3
68	столь же	8	3
69	в нем	2	3
70	и без	1	3
71	тот же	7	3
72	точки зрения	49	3
73	с этим	8	2
74	во всех	4	2
75	к началу	1	2
76	именно как	1	2
77	в проблеме	1	2
78	является в	1	2
79	и это	3	2
80	и других	4	2
81	и мы	3	2
82	которую мы	6	2
83	и вот	3	2
84	в значительной	2	2
85	том числе	3	2
86	не будем	1	2
87	теперь в	2	2
88	еще более	1	2
89	по сравнению	10	2
90	эта идея	1	2
91	сторона вопроса	1	2
92	так называемые	1	2
93	для тех	1	2
94	в ее	3	2
95	и тем	8	2
96	того что	28	2
97	никак не	1	2
98	как раз	8	2
99	в частности	8	2
100	в его	16	2
101	а не	5	2
102	нужно было	1	2
103	для нас	4	2
104	все это	9	2
105	говорить о	4	2
106	в тот	1	2
107	для них	1	2
108	заключает в	1	2
109	и есть	2	2
110	стороны и	3	2
111	в виде	3	2
112	в них	5	2
113	только это	1	2
114	не было	1	2
115	к чему	1	2
116	и с	10	2
117	из важнейших	2	2
118	в начале	2	2
119	как на	5	2
120	слова но	1	2
121	в общем	5	2
122	в сфере	4	2
123	главным образом	2	2
124	она ни	1	2
125	именно в	8	2
126	должно быть	4	2
127	в жизни	2	2
128	отношения к	3	2
129	друг другу	4	2
130	во всей	8	2
131	есть нечто	2	2
132	в силу	8	2
133	одна из	1	2
134	между прочим	1	2
135	например в	1	2
136	не менее	1	2
137	в ряду	1	2
138	не столько	4	2
139	думать что	1	2
140	отнюдь не	2	2
141	с с	2	2
142	со стороны	4	2
143	да и	1	2
144	точек зрения	1	2
145	в эту	4	2
146	из них	4	2
147	но к	1	2
148	есть не	3	2
149	тем более	7	2
150	что из	1	2
151	переход от	5	2
152	не к	3	2
153	ранее в	1	1
154	что было	1	1
155	к сожалению	2	1
156	чем к	2	1
157	этих двух	4	1
158	и мир	1	1
159	были бы	2	1
160	представить себе	5	1
161	ли они	1	1
162	как к	1	1
163	ее части	1	1
164	исключает всякую	1	1
165	во всяком	6	1
166	тем в	1	1
167	и тех	1	1
168	могли бы	10	1
169	значительная часть	1	1
170	ни к	1	1
171	не есть	1	1
172	собственном смысле	8	1
