N	4gram	Tiupa_Anal	TeoriaLi
1	в то же время	7	8
2	присутствия я в мире	1	6
3	состоит в том что	6	5
4	одного и того же	2	4
5	в виду не только	1	3
6	имеем в виду не	1	3
7	не следует смешивать с	1	3
8	мы имеем в виду	1	3
9	в том числе и	1	2
10	ни в коем случае	2	2
11	с этой точки зрения	2	2
12	и в самом деле	1	2
13	совокупность факторов художественного впечатления	2	2
14	в коем случае не	2	2
15	в том что он	2	2
16	одно и то же	2	2
17	имеет в своем составе	1	2
18	бы то ни было	3	2
19	субъектной организации художественного произведения	1	2
20	случае не следует смешивать	1	2
21	как совокупность факторов художественного	2	2
22	лишь в самом начале	1	2
23	коем случае не следует	1	2
24	но в то же	2	2
25	приводит к тому что	1	2
26	узкое и сосредоточенное в	1	1
27	личность как внутреннее единство	1	1
28	созерцания оказывается эстетическим объектом	1	1
29	длиной ритмического ряда и	1	1
30	характера социального поведения в	1	1
31	субъектной кто говорит и	1	1
32	и жизни однако все	1	1
33	отношение между ними могут	1	1
34	недоступна между тем художественная	1	1
35	специфическая целостность феноменов человеческого	1	1
36	плотность акцентуации количество ударных	1	1
37	ходе последовательного наращивания текста	1	1
38	сознания менталитетов жизненных позиций	1	1
39	на ее полные розовые	1	1
40	субъектная организация литературного произведения	2	1
41	художественных значимостей являются наиболее	1	1
42	между несколькими голосами то	1	1
43	количество ударных слогов относительно	1	1
44	ее взаимоналожениях и взаимодействиях	1	1
45	говорящего иначе говоря помимо	1	1
46	искусство в том числе	1	1
47	опыт внутреннего личностного присутствия	1	1
48	углом они сопоставлены или	1	1
49	субъект и то или	1	1
50	общеязыковом отношении художественному восприятию	1	1
51	которую облекается в данный	1	1
52	место лишь в самом	1	1
53	субъектом речи последний получает	1	1
54	литературного произведения состоит в	1	1
55	прозе ближайшие к паузам	1	1
56	в осмысленном и конкретном	1	1
57	с субъектом речи последний	1	1
58	наиболее очевидная граница между	1	1
59	основе весьма простых текстовых	1	1
60	ряду образующие ритмические зачины	1	1
61	времени в поле зрения	1	1
62	ни убавить ни изменить	1	1
63	т.п крайними пределами этой	1	1
64	ценностное уплотнение воображаемого мира	1	1
65	никакому логическому познанию тайна	1	1
66	политические входят в состав	1	1
67	текста наиболее значимы при	1	1
68	лишь поименованное в тексте	1	1
69	генерализацию текста поскольку подводит	1	1
70	эффект распределенности текста между	1	1
71	мы имеем дело не	1	1
72	жизненных позиций может быть	1	1
73	между тем объектом эстетического	1	1
74	составе персонажей появление исчезновение	1	1
75	в конечном счете искусство	1	1
76	той мере в какой	2	1
77	изображающей и изображенной речи	1	1
78	исходном значении этого слова	1	1
79	к какому-нибудь объекту речи	1	1
80	специфически человеческий способ существования	1	1
81	движется один отдельный кадр	1	1
82	или менее насыщенный деталями	1	1
83	являются неслиянными и нераздельными	1	1
84	измеряемой числом слогов между	1	1
85	слов избранных для обозначения	1	1
86	глядя на ее полные	1	1
87	объектом только в присутствии	1	1
88	устанавливает задаваемый читателю ракурс	1	1
89	социальные политические входят в	1	1
90	и прозрачнее чем это	1	1
91	прибавить ни убавить ни	1	1
92	литературным произведением лишь подвергаясь	1	1
93	слогов между двумя паузами	3	1
94	художественного восприятия все прочие	1	1
95	обращена непосредственно к внутреннему	1	1
96	тривиальная в общеязыковом отношении	1	1
97	поле зрения читателя находится	1	1
98	общее всем знакомее и	1	1
99	анакрусы и ритмические концовки	1	1
100	всякое я уникально и	1	1
101	равнопротяженный тексту слой факторов	1	1
102	и быстрых движений бенвенист	1	1
103	произведении искусства но факультативные	1	1
104	доверенной его романному герою	1	1
105	и ритмические концовки клаузулы	1	1
106	составе столько голосов сколько	1	1
107	представленных в тексте может	1	1
108	при этом особенно если	1	1
109	взаимоналожениях и взаимодействиях с	1	1
110	но иностранцы узнают себя	1	1
111	трагическое есть рассказ о	1	1
112	некоторая возможность выбора лингвистических	1	1
113	ни прибавить ни убавить	1	1
114	распределенности текста между несколькими	1	1
115	целое текста смыслосообразно скомпонованное	1	1
116	родственные ему люди но	1	1
117	во времени или переменой	1	1
118	незаместимое место в событии	1	1
119	такого знания является специфическая	1	1
120	каждый малый отрезок времени	1	1
121	речевую генерализацию текста поскольку	1	1
122	в различных речевых жанрах	1	1
123	поверхностные психологические социальные политические	1	1
124	но в таком случае	1	1
125	объектной и субъектной организации	1	1
126	диалогическим углом по отношению	1	1
127	точка пересечения трех фундаментальных	1	1
128	отношению к иного рода	1	1
129	соседних эпизодов знаменуется переносом	1	1
130	их создает эффект распределенности	1	1
131	способа высказывания смена субъекта	1	1
132	воображаемого мира вокруг я	1	1
133	исключительных лицах не только	1	1
134	к своему собственному я	1	1
135	высказывание принадлежит какому-нибудь речевому	1	1
136	обозначения объектных деталей а	1	1
137	бы место лишь в	1	1
138	какое-то утверждение о жизни	1	1
139	взаимоотношений изображающей и изображенной	1	1
140	а не ее оболочек	1	1
141	и не наступает вместо	1	1
142	упорядоченности лексических синтаксических и	1	1
143	тихая добродушная жалостливая барышня	1	1
144	ему известную цельность как	1	1
145	и объект эстетического отношения	1	1
146	всей своей полноте и	1	1
147	и трагическое есть рассказ	1	1
148	субъект и объект эстетического	1	1
149	некое событие индивидуальный характер	1	1
150	ритм манифестирован ударениями чем	1	1
151	порядок фокусирующих восприятие определений	1	1
152	кадры читательского восприятия в	1	1
153	медленных и быстрых движений	1	1
154	казалось бы место лишь	1	1
155	преимуществу внешнюю полноту и	1	1
156	своих героях воображая что	1	1
157	находится или движется один	1	1
158	характеризует говорящего иначе говоря	1	1
159	фраза текста даже самая	1	1
160	в каждый малый отрезок	1	1
161	как это происходит в	1	1
162	крайними пределами этой субсистемы	1	1
163	было последовательно осуществлено и	1	1
164	художественно значимые исключения столь	1	1
165	всякий сдвиг текста абзац	1	1
166	соотносительности слов избранных для	1	1
167	которой обладают некое событие	1	1
168	следует смешивать с гносеологическими	1	1
169	варваризмы неологизмы и т.п	1	1
170	не что иное как	5	1
171	акцентуации количество ударных слогов	1	1
172	случае мы имеем дело	1	1
173	мягким взглядом очень здоровая	1	1
174	же время узкое и	1	1
175	сочетаться подобно кубикам то	1	1
176	оказывается эстетическим объектом только	1	1
177	что все люди такие	1	1
178	границы эпизодов служат абзацы	1	1
179	том под каким диалогическим	1	1
180	отношении художественному восприятию задана	1	1
181	души вдруг заслоняется крупным	1	1
182	состоит в нелингвистической упорядоченности	1	1
183	это какое-то утверждение о	1	1
184	с абзацем это правило	1	1
185	и способа высказывания смена	1	1
186	восприятия все прочие обобщения	1	1
187	ни изменить ничего нельзя	1	1
188	художественного впечатления он состоит	1	1
189	иностранцы узнают себя свою	1	1
190	ее оболочек психологии характера	1	1
191	а не все что	1	1
192	тем художественная реальность героя	1	1
193	ними могут мыслиться раздельно	1	1
