N	3gram	Losev_Dial	TeoriaLi
1	в том что	12	10
2	в то же	3	8
3	то же время	3	8
4	в отличие от	1	7
5	того или иного	3	6
6	в конечном счете	1	6
7	с другой стороны	3	6
8	более или менее	1	6
9	не может быть	12	5
10	для того чтобы	1	5
11	так или иначе	2	5
12	в данном случае	3	5
13	той или иной	2	3
14	с точки зрения	25	3
15	в этом смысле	1	3
16	имеем в виду	1	3
17	тем не менее	10	3
18	можно сказать что	1	3
19	подобно тому как	5	3
20	тех или иных	2	3
21	мы имеем в	1	3
22	в связи с	3	3
23	с одной стороны	3	3
24	тот или иной	2	3
25	в нашем случае	1	2
26	в данный момент	2	2
27	этой точки зрения	4	2
28	с этой точки	4	2
29	как и в	3	2
30	в самом деле	6	2
31	в коем случае	4	2
32	и то же	2	2
33	в таком случае	11	2
34	ни в коем	4	2
35	включает в себя	1	2
36	одно и то	2	2
37	но в то	1	2
38	– это тоже	1	2
39	в этом мире	1	2
40	и в то	2	2
41	во всей его	1	2
42	не только не	7	2
43	что в основе	1	2
44	мы имеем дело	1	2
45	то ни было	1	2
46	не могут быть	3	2
47	сама по себе	11	2
48	к тому что	2	2
49	то что они	1	2
50	бы то ни	2	2
51	ту или иную	1	2
52	коем случае не	4	2
53	в основе своей	1	2
54	может и не	1	1
55	и религии миф	1	1
56	не сама жизнь	1	1
57	а только лишь	1	1
58	не что иное	6	1
59	– все это	2	1
60	что говоря о	1	1
61	не может зависеть	1	1
62	но прежде всего	1	1
63	а не ее	1	1
64	иметь в виду	3	1
65	и прежде всего	6	1
66	по себе а	2	1
67	при условии что	2	1
68	ни к чему	1	1
69	еще не есть	1	1
70	при всем своем	1	1
71	к чему не	1	1
72	личности как это	1	1
73	проявляет себя в	1	1
74	легко может быть	1	1
75	мы видим в	1	1
76	не содержит в	1	1
77	по крайней мере	10	1
78	заключается в том	1	1
79	в себя и	1	1
80	вопрос что такое	1	1
81	в сравнении с	5	1
82	не в состоянии	1	1
83	своем отношении к	1	1
84	это было возможно	1	1
85	о том что	6	1
86	то или иное	4	1
87	в мире без	1	1
88	чем собственно говоря	1	1
89	с другой –	1	1
90	в свое время	1	1
91	дело не в	1	1
92	как бы в	1	1
93	в чем собственно	1	1
94	точки зрения в	2	1
95	не менее чем	1	1
96	это и есть	4	1
97	из этих двух	1	1
98	художественное произведение и	1	1
99	связи с этим	1	1
100	друг от друга	1	1
101	что он должен	1	1
102	собственно говоря и	1	1
103	отношении к нему	1	1
104	и как бы	2	1
105	одной стороны и	1	1
106	только при условии	1	1
107	личности а не	1	1
108	того что не	2	1
109	перед нами не	1	1
110	со всех сторон	1	1
111	имеем дело не	1	1
112	несмотря на свою	1	1
113	о своем отношении	1	1
114	не просто о	1	1
115	субъекта и объекта	4	1
116	у нее нет	1	1
117	и в частности	2	1
118	не сама по	1	1
119	именно в этом	1	1
120	в то время	6	1
121	таким образом что	1	1
122	– это и	1	1
123	а не сама	2	1
124	речь идет о	1	1
125	может и должен	1	1
126	содержит в себе	2	1
127	в лучшем случае	2	1
128	в зависимости от	3	1
129	субъект мыслится как	1	1
130	гоголевский хома брут	1	1
131	из того что	2	1
132	точно так же	3	1
133	так же как	2	1
134	в себе никакого	1	1
135	их никто не	1	1
136	уже не просто	1	1
137	можно говорить о	1	1
138	ни от кого	1	1
139	если он не	1	1
140	к тому же	2	1
141	чисто познавательного логического	1	1
142	не только на	1	1
143	есть не что	3	1
144	том что в	1	1
145	как особого рода	2	1
146	возможна только в	1	1
147	имеет место в	1	1
148	исходит из того	1	1
149	в романе достоевского	1	1
150	то же самое	1	1
151	но только не	1	1
152	та или иная	3	1
153	что иное как	6	1
154	только то что	1	1
155	субъект и объект	2	1
156	а не только	2	1
157	миф – это	1	1
158	в виду что	2	1
159	и в этой	1	1
160	это ведет к	1	1
161	в чистом виде	1	1
162	это было бы	3	1
163	я думаю что	1	1
