N	3gram	Vygotskiy_	OGranits
1	с точки зрения	12	5
2	не может быть	4	4
3	одно и то	1	3
4	по отношению к	19	3
5	и т.п и	1	3
6	есть прежде всего	1	3
7	в том что	33	2
8	и не является	1	2
9	ничего общего с	3	2
10	не что иное	2	2
11	того или иного	1	2
12	в зависимости от	2	2
13	в данном случае	3	2
14	и то же	1	2
15	есть не что	2	2
16	слов и их	1	2
17	в самом деле	6	2
18	что иное как	2	2
19	с одной стороны	10	2
20	с другой стороны	8	2
21	с самого начала	8	2
22	и т.д и	2	1
23	тесно связана с	1	1
24	само собой разумеется	1	1
25	не было бы	1	1
26	на самом деле	3	1
27	собственном смысле слова	1	1
28	здесь и там	1	1
29	таким образом мы	2	1
30	так же точно	1	1
31	те же самые	4	1
32	и тот же	5	1
33	и как бы	1	1
34	на всем протяжении	5	1
35	включает в себя	2	1
36	чуть ли не	1	1
37	мы можем установить	1	1
38	наметить хотя бы	1	1
39	есть одно и	1	1
40	те же слова	1	1
41	равно как и	1	1
42	подобно тому как	6	1
43	не может иметь	1	1
44	это и не	1	1
45	мы в другом	1	1
46	не имеет и	1	1
47	в одном ряду	1	1
48	так же как	9	1
49	тех или иных	2	1
50	на то что	5	1
51	для того чтобы	20	1
52	том что в	2	1
53	но мы должны	2	1
54	и никогда не	1	1
55	все эти три	2	1
56	а не как	2	1
57	собой разумеется что	1	1
58	еще долгое время	1	1
59	тому что он	4	1
60	хотя бы в	2	1
61	в собственном смысле	2	1
62	что в этом	1	1
63	вывод к которому	1	1
64	тех случаях когда	1	1
65	один и тот	5	1
66	в другом месте	4	1
67	в отличие от	3	1
68	этой точки зрения	7	1
69	и письменной речи	4	1
70	в связи с	6	1
71	то же самое	7	1
72	теперь мы можем	1	1
73	ориентироваться не на	1	1
74	то что в	1	1
75	к тому что	5	1
76	тем не менее	1	1
77	за пределы только	1	1
78	только то что	2	1
79	эту точку зрения	1	1
80	во всей полноте	1	1
81	только с помощью	1	1
82	один из наиболее	1	1
83	только в связи	1	1
84	в этом отношении	7	1
85	и в их	1	1
86	и находит свое	1	1
87	точки зрения и	1	1
88	более или менее	1	1
89	в то же	1	1
90	само по себе	2	1
91	в достаточной мере	1	1
92	прежде всего в	1	1
93	и в области	2	1
94	с этой точки	7	1
95	можно было бы	8	1
96	те или иные	1	1
97	мы не можем	2	1
98	остановиться на нем	1	1
99	и подобно тому	2	1
100	в тех случаях	1	1
101	и вместе с	1	1
102	состоит в том	7	1
103	и не может	3	1
104	тот же самый	1	1
