N	3gram	Tiupa_Narr	Morfolog
1	и т д	1	60
2	в этих случаях	1	14
3	не может быть	6	9
4	в связи с	3	9
5	по отношению к	5	7
6	с точки зрения	2	6
7	тем не менее	6	6
8	связи с этим	1	5
9	подобно тому как	4	5
10	как мы увидим	1	5
11	с другой стороны	1	5
12	а также и	1	5
13	в том что	11	4
14	на самом деле	1	4
15	к тому что	4	4
16	но все же	1	4
17	на то что	2	3
18	в большинстве случаев	1	3
19	о том что	3	3
20	как и в	1	3
21	для того чтобы	4	3
22	в то время	1	3
23	бы то ни	1	3
24	состоит в том	5	3
25	прежде всего следует	1	3
26	в том случае	1	3
27	в первом случае	3	3
28	на первый взгляд	1	3
29	то время как	1	3
30	более или менее	2	2
31	друг на друга	2	2
32	том случае если	1	2
33	хотя и не	2	2
34	в обоих случаях	1	2
35	можно было бы	1	2
36	точно так же	2	2
37	в данном случае	12	2
38	которое может быть	1	2
39	и в других	1	2
40	то ни было	1	2
41	действующих лиц не	1	2
42	не входит в	1	2
43	во всяком случае	2	2
44	что иное как	1	2
45	с этого момента	1	2
46	с одной стороны	5	2
47	в этом отношении	5	2
48	может быть и	1	2
49	в свою очередь	2	1
50	и тот же	1	1
51	в форме рассказа	1	1
52	к тому или	1	1
53	в глаза что	1	1
54	мы уже знаем	1	1
55	и даже не	1	1
56	как один из	1	1
57	к нему в	1	1
58	до известной степени	1	1
59	но и здесь	1	1
60	здесь также не	1	1
61	могут прилагаться к	1	1
62	то что не	1	1
63	они и не	2	1
64	самом деле в	1	1
65	один и тот	1	1
66	в первый раз	1	1
67	с этой точки	1	1
68	что я за	1	1
69	из этих двух	2	1
70	можно сказать что	5	1
71	будет зависеть от	1	1
72	между тем не	1	1
73	далеко не всегда	1	1
74	потому что в	1	1
75	в этом и	3	1
76	здесь мы имеем	1	1
77	в то же	7	1
78	но они не	1	1
79	и то же	2	1
80	на этот вопрос	1	1
81	хотя они и	1	1
82	в таком случае	1	1
83	же можно сказать	1	1
84	может быть определено	1	1
85	и как будто	1	1
86	в противном случае	1	1
87	друг с другом	1	1
88	до сих пор	3	1
89	так как это	1	1
90	не означает что	1	1
91	ни одна из	1	1
92	как это обычно	1	1
93	иметь в виду	1	1
94	одно и то	2	1
95	таким образом что	1	1
96	той или иной	6	1
97	сомневаться в том	1	1
98	бросается в глаза	1	1
99	вместо того чтобы	1	1
100	ему в голову	1	1
101	это было сделано	1	1
102	это уже не	1	1
103	его реакции на	1	1
104	в том или	1	1
105	если же в	1	1
106	противном случае он	1	1
107	к чему мы	1	1
108	она может быть	1	1
109	будет сказано ниже	1	1
110	из них не	1	1
111	в русской в	1	1
112	есть на самом	1	1
113	в е годы	2	1
114	но в этом	1	1
115	а во втором	2	1
116	этой точки зрения	1	1
117	для героев для	1	1
118	они не являются	1	1
119	мы имеем две	1	1
120	одна из них	1	1
121	как бы в	2	1
122	один из наиболее	1	1
123	во втором случае	1	1
124	то же время	7	1
125	не то что	1	1
126	уже не только	1	1
127	мы не можем	1	1
128	он идет по	1	1
129	он не может	1	1
130	ответ на него	1	1
