N	4gram	Propp_Isto	Psycholo
1	в то время как	4	13
2	с этой точки зрения	3	10
3	в том что он	1	7
4	образом мы видим что	3	5
5	один и тот же	1	5
6	все больше и больше	2	5
7	так же как и	1	5
8	в зависимости от того	1	4
9	то же самое и	1	4
10	состоит в том что	1	4
11	одна и та же	1	4
12	точно так же как	1	4
13	и вместе с тем	2	3
14	таким образом мы видим	2	3
15	и то и другое	2	3
16	же как и в	1	3
17	друг с другом и	1	3
18	ответ на этот вопрос	1	3
19	мысль о том что	1	3
20	с другой стороны мы	1	3
21	и здесь мы видим	1	2
22	с другой стороны и	2	2
23	во всяком случае в	1	2
24	с другой стороны он	2	2
25	с одной стороны и	1	2
26	сами по себе не	1	2
27	вместе с тем и	1	2
28	и не может быть	1	2
29	видим таким образом что	1	2
30	и т д и	1	2
31	в том что на	1	2
32	мы видим таким образом	1	2
33	бы то ни было	1	2
34	с одной стороны он	1	2
35	но вместе с тем	2	2
36	может быть дано только	1	2
37	ссылается на то что	1	2
38	образом и здесь мы	1	1
39	той обстановки в которой	1	1
40	с достаточной ясностью что	1	1
41	как бы в том	1	1
42	даже там где он	1	1
43	с другой стороны к	1	1
44	то это значит что	2	1
45	достигает своего апогея в	1	1
46	то время как он	1	1
47	с другой стороны она	1	1
48	мы уже знаем что	4	1
49	на вопрос о том	1	1
50	в данном случае в	1	1
51	все же не может	1	1
52	в этом все дело	1	1
53	как мы увидим ниже	1	1
54	но для наших целей	1	1
55	что у него есть	2	1
56	он склонен думать что	1	1
57	о том что такое	1	1
58	но как только мы	1	1
59	можно было бы продолжить	1	1
60	мы с одной стороны	1	1
61	мы видим что и	1	1
62	он ссылается на то	1	1
63	совершенно так же как	1	1
64	даже в тех случаях	2	1
65	о том как в	1	1
66	что между героем и	1	1
67	есть вместе с тем	1	1
68	это означало бы что	1	1
69	ничего не может и	1	1
70	в этом случае есть	1	1
71	ту же роль что	1	1
72	вместе с тем очень	1	1
73	не нуждается ни в	1	1
74	таким образом оказывается что	1	1
75	и т д то	1	1
76	то это означало бы	1	1
