N	3gram	Bakhtin_Fr	Literetu
1	в том что	2	21
2	в то же	13	21
3	то же время	13	21
4	по отношению к	2	12
5	с одной стороны	4	12
6	не может быть	2	11
7	в данном случае	3	11
8	в отличие от	3	11
9	в конечном счете	1	10
10	о том что	3	10
11	в этом отношении	4	10
12	с точки зрения	4	8
13	с другой стороны	5	7
14	в том числе	4	6
15	подобно тому как	2	6
16	не только в	3	6
17	в том чтобы	1	5
18	в связи с	5	5
19	прежде всего в	1	5
20	и прежде всего	3	4
21	то ни было	1	4
22	бы то ни	1	4
23	и то что	1	4
24	одной стороны и	2	3
25	в том же	3	3
26	той или иной	2	3
27	в свою очередь	2	3
28	на самом деле	5	3
29	но и не	1	3
30	том же году	1	3
31	и культуры в	1	3
32	в одном из	1	3
33	он и сам	2	3
34	во всяком случае	2	3
35	и в частности	1	3
36	том числе и	3	3
37	в этой системе	2	2
38	в целом как	1	2
39	же время не	1	2
40	имеется в виду	1	2
41	в xix веке	3	2
42	в первый раз	2	2
43	для того чтобы	5	2
44	не так как	1	2
45	в его лице	1	2
46	все же в	2	2
47	между тем как	1	2
48	и вместе с	1	2
49	к этой книге	1	2
50	тех или иных	2	2
51	для своего времени	1	2
52	может быть названа	1	2
53	потому что не	1	2
54	только то что	2	2
55	в другом месте	1	2
56	в значительной степени	2	2
57	книге о рабле	1	2
58	за то что	2	2
59	но и в	4	2
60	и в самом	1	2
61	в свое время	1	2
62	в полной мере	1	2
63	дело в том	2	2
64	можно было бы	2	2
65	это прежде всего	1	2
66	в этом случае	1	2
67	не менее важным	1	2
68	тем что он	1	2
69	во второй половине	1	2
70	на эту тему	1	2
71	одно из них	1	2
72	они входят в	1	1
73	войне и мире	1	1
74	в той или	2	1
75	в области художественного	1	1
76	все то что	2	1
77	как будто бы	1	1
78	это как бы	1	1
79	что уже в	1	1
80	что в ней	1	1
81	в большинстве случаев	3	1
82	того что они	1	1
83	на том что	1	1
84	а не так	1	1
85	однако и здесь	1	1
86	то что в	1	1
87	хотя бы и	1	1
88	как он был	1	1
89	был по преимуществу	1	1
90	в году когда	1	1
91	так и от	1	1
92	за собой и	1	1
93	об умирающем и	1	1
94	более или менее	1	1
95	вместе с ними	1	1
96	но даже и	2	1
97	его принадлежности к	1	1
98	именно в этом	1	1
99	до сих пор	6	1
100	все более и	1	1
101	а также в	1	1
102	что ему нужно	1	1
103	в конце концов	3	1
104	он же и	1	1
105	и не было	2	1
106	мы все время	1	1
107	и в то	2	1
108	том что в	1	1
109	по ту сторону	1	1
110	и того же	1	1
111	обнаруживает в своем	1	1
112	и т.п и	1	1
113	в высшей степени	1	1
114	как раз и	1	1
115	и там где	1	1
116	в сущности только	3	1
117	с тех пор	1	1
118	не нуждается в	1	1
119	но все же	2	1
120	о том как	1	1
121	одного и того	1	1
122	некоторые из них	3	1
123	xix и xx	1	1
124	имея в виду	1	1
125	для этой цели	1	1
126	но это не	1	1
127	еще и в	1	1
128	жизни как и	1	1
129	и в этом	1	1
130	в этом последнем	1	1
131	и потому не	1	1
132	а также и	4	1
133	может быть только	1	1
134	xx века в	1	1
135	по собственному признанию	1	1
136	другое гораздо более	1	1
137	после того как	1	1
138	то есть их	1	1
139	стороны и к	1	1
140	не только для	1	1
141	и тем же	1	1
142	ему же принадлежит	1	1
143	в году и	1	1
144	в самую гущу	1	1
145	как мы знаем	2	1
146	именно там где	1	1
147	же время он	1	1
148	но дело в	1	1
149	и в особенности	1	1
150	и на его	1	1
151	с глубокой древности	1	1
152	в это время	1	1
153	в этом же	1	1
154	в культуре и	1	1
155	может быть в	2	1
156	какой бы то	1	1
157	в контексте романа	1	1
158	не что иное	1	1
159	более и более	1	1
160	при этом и	1	1
161	еще раз в	1	1
162	в xviii веке	11	1
163	между прочим и	1	1
164	в своей основе	1	1
165	для этого он	1	1
166	нельзя не согласиться	1	1
167	легенде и в	1	1
168	в одной из	1	1
169	всяком случае в	1	1
170	на одном из	1	1
171	то есть когда	1	1
172	ему в том	1	1
173	одним и тем	1	1
174	тому как в	1	1
175	но в то	7	1
176	и во всей	2	1
177	как мы видели	4	1
178	как раз в	3	1
179	такова же и	1	1
180	не подлежит сомнению	2	1
181	исторической значимости в	1	1
182	не подозревая что	1	1
183	другой стороны он	1	1
184	во всех этих	1	1
185	он и не	1	1
186	с самого начала	1	1
187	он не мог	1	1
188	и в сущности	1	1
189	для него как	1	1
190	в мире и	1	1
191	и в литературе	2	1
192	что может быть	1	1
193	что иное как	1	1
194	и др на	1	1
195	же году в	1	1
196	встречаются и в	1	1
197	мы уже не	1	1
198	как одной из	1	1
199	и не может	1	1
200	это и есть	2	1
201	и своего рода	1	1
202	само по себе	1	1
203	нет и не	1	1
204	этой книге с	1	1
205	но и для	1	1
206	в чем дело	1	1
207	случае в его	1	1
208	в основе своей	1	1
209	более широкого и	1	1
210	может быть и	2	1
