N	4gram	Voloshinov	Vvedenie
1	в то же время	7	6
2	не что иное как	1	5
3	в широком смысле слова	1	4
4	с одной стороны и	1	3
5	дело в том что	1	3
6	но в то же	6	3
7	для того чтобы понять	2	3
8	с этой точки зрения	1	2
9	то же самое что	1	2
10	как мы уже знаем	2	2
11	одно и то же	3	2
12	одной и той же	2	2
13	одного и того же	9	2
14	именно для того чтобы	2	1
15	тем не менее совершенно	1	1
16	в самом деле даже	1	1
17	же самое что история	1	1
18	в истории языка и	1	1
19	до сих пор и	1	1
20	смысле этого слова как	1	1
21	той или иной степени	2	1
22	и прежде всего в	1	1
23	может быть и речи	4	1
24	но во всяком случае	1	1
25	по отношению к нему	1	1
26	в том что он	3	1
27	отчет в том что	1	1
28	в соответствии с этим	1	1
29	так как если бы	2	1
30	до тех пор пока	2	1
31	в связи с этим	3	1
32	но как мы уже	1	1
33	бы то ни было	11	1
34	говоря уже о том	1	1
35	так а не иначе	1	1
36	в большей или меньшей	1	1
37	в собственном смысле слова	2	1
38	или иной степени в	1	1
39	тех пор пока не	1	1
40	в той или иной	3	1
41	что и эта черта	1	1
42	слова для того чтобы	1	1
43	не может быть и	4	1
44	уже о том что	1	1
45	какой бы то ни	3	1
46	этот вопрос о конкретных	1	1
47	не говоря уже о	1	1
48	здесь как и везде	1	1
49	на этот вопрос мы	2	1
50	кажется само собой разумеющимся	1	1
51	на то или иное	1	1
