N	3gram	Potebnia_M	formyVre
1	и т п	4	32
2	то же время	3	21
3	в то же	3	18
4	в связи с	2	15
5	с точки зрения	3	15
6	для того чтобы	4	12
7	но и в	4	12
8	не только в	3	11
9	до сих пор	5	10
10	и того же	6	9
11	одного и того	6	9
12	в большинстве случаев	1	8
13	и т д	6	7
14	не может быть	11	7
15	в отличие от	1	7
16	в этом отношении	1	7
17	друг от друга	3	6
18	и в этом	7	6
19	во всех этих	1	6
20	с одной стороны	6	6
21	в том что	18	5
22	одной стороны и	2	5
23	то есть не	3	5
24	в то время	3	5
25	то есть в	1	5
26	как и в	3	5
27	времени и пространства	1	5
28	и не только	1	5
29	по отношению к	13	4
30	и во всех	2	4
31	о которых мы	1	4
32	не для того	1	4
33	и в других	1	4
34	как если бы	1	4
35	друг на друга	2	4
36	но все же	2	4
37	с другой стороны	7	4
38	бы ни были	1	4
39	во всяком случае	7	4
40	то время как	1	4
41	но все эти	1	3
42	и как бы	4	3
43	все то что	2	3
44	о том как	1	3
45	по сравнению с	1	3
46	от прикосновения к	2	3
47	может быть только	2	3
48	сами по себе	8	3
49	но при этом	1	3
50	друг за другом	1	3
51	между этими двумя	1	3
52	а не в	1	3
53	в нем в	1	3
54	во все стороны	1	3
55	вместе с тем	1	3
56	а следовательно и	1	3
57	о том что	1	3
58	так же как	1	3
59	как бы ни	4	3
60	с самого начала	5	3
61	так и в	5	3
62	друг к другу	1	3
63	место и в	1	2
64	между ними нет	1	2
65	вместе с этим	1	2
66	то есть именно	1	2
67	важную роль в	1	2
68	человек чувствует себя	1	2
69	все более и	2	2
70	как мы видим	1	2
71	могут быть названы	3	2
72	что в таком	2	2
73	и проч и	1	2
74	это значит что	1	2
75	зрения на мир	1	2
76	все без исключения	1	2
77	в свою очередь	8	2
78	не только для	2	2
79	не было бы	3	2
80	имеет существенное значение	1	2
81	здесь как и	1	2
82	что есть в	1	2
83	жизни но и	1	2
84	более и более	2	2
85	дело в том	3	2
86	к тому что	2	2
87	и во всей	1	2
88	все что есть	1	2
89	с ним по	1	2
90	с тем что	4	2
91	и не могло	1	2
92	что и в	4	2
93	если бы он	1	2
94	между собою не	1	1
95	то что на	1	1
96	как и во	3	1
97	определенное место в	1	1
98	их и не	1	1
99	себя и других	2	1
100	в одном и	3	1
101	о которой мы	2	1
102	же время не	1	1
103	это как бы	1	1
104	том что все	1	1
105	в себе в	1	1
106	не могло бы	2	1
107	на природу и	1	1
108	в применении к	3	1
109	только для того	1	1
110	этих условиях не	1	1
111	точки зрения но	1	1
112	на том что	1	1
113	и тогда когда	1	1
114	в этом смысле	4	1
115	в нем мысли	1	1
116	мы говорим о	1	1
117	только в том	7	1
118	во всех отношениях	1	1
119	с этой точки	2	1
120	между словом и	1	1
121	если они не	1	1
122	он вовсе не	1	1
123	тем не менее	10	1
124	иначе если бы	2	1
125	с нею в	1	1
126	могло бы быть	1	1
127	более или менее	6	1
128	можно видеть в	1	1
129	то есть только	1	1
130	вовсе не может	1	1
131	в себе самом	1	1
132	только в них	1	1
133	мы можем сказать	1	1
134	а есть только	1	1
135	в языке в	1	1
136	с тем и	1	1
137	все эти предметы	1	1
138	себе и на	1	1
139	и для самого	2	1
140	есть одно из	1	1
141	по себе они	1	1
142	в разные времена	2	1
