N	2gram	Losev_Prob	Dialekti
1	не есть	3	181
2	и не	29	120
3	и т	2	82
4	по себе	5	79
5	а не	7	78
6	и в	48	77
7	т д	1	75
8	точки зрения	17	72
9	может быть	11	71
10	не только	28	66
11	значит что	3	61
12	то что	26	59
13	и есть	4	55
14	это значит	3	54
15	ничего не	3	54
16	не может	6	53
17	и даже	24	47
18	с точки	13	46
19	что это	4	46
20	есть нечто	1	46
21	так как	10	46
22	потому что	21	45
23	не просто	12	44
24	стало быть	1	44
25	как бы	10	43
26	и что	9	42
27	ни в	17	42
28	не имеет	3	41
29	вовсе не	18	41
30	в том	25	40
31	в этом	31	39
32	то же	6	39
33	что такое	1	39
34	что она	2	38
35	это есть	2	38
36	в себе	7	38
37	что он	12	37
38	том что	29	37
39	прежде всего	15	37
40	так что	18	36
41	это не	8	36
42	что в	12	34
43	в нем	8	34
44	и все	12	33
45	того что	8	33
46	но и	21	32
47	ясно что	11	31
48	все это	8	31
49	сказать что	13	30
50	отнюдь не	14	30
51	и как	10	30
52	было бы	12	29
53	так и	15	29
54	как и	10	28
55	никогда не	7	27
56	в виду	3	26
57	крайней мере	8	26
58	не в	16	26
59	по крайней	8	26
60	сама по	2	26
61	учение о	4	25
62	и то	6	25
63	есть только	4	25
64	есть ни	1	24
65	мифологии и	2	24
66	но это	7	24
67	если бы	2	24
68	таким образом	20	23
69	в то	6	23
70	это и	4	23
71	что оно	2	23
72	и вот	1	23
73	или от	1	22
74	я не	3	22
75	что не	3	21
76	в чем	3	21
77	личности и	1	21
78	она не	1	21
79	и с	10	20
80	о том	17	20
81	что и	8	20
82	что все	1	20
83	в таком	4	20
84	только в	21	20
85	в каком	1	20
86	совершенно не	1	20
87	только тогда	3	20
88	уже не	12	20
89	как раз	7	20
90	и вообще	11	20
91	в самом	7	19
92	не менее	8	19
93	в своем	16	19
94	и притом	8	19
95	и это	3	19
96	как это	5	19
97	тогда когда	4	19
98	что мы	4	19
99	и его	11	19
100	же время	1	18
101	хотя бы	11	18
102	не что	3	18
103	с другой	8	18
104	что иное	3	18
105	ни на	2	18
106	мифа и	3	18
107	жизни и	7	18
108	иное как	3	18
109	в особенности	1	17
110	можно сказать	10	17
111	в сущности	1	17
112	той или	5	17
113	должно быть	1	17
114	он есть	1	17
115	кроме того	5	16
116	то это	1	16
117	к нему	3	16
118	только не	1	16
119	тем не	8	16
120	сам по	3	16
121	в своей	29	16
122	да и	5	16
123	нет ничего	3	16
124	конечно не	2	16
125	мы не	7	16
126	об этом	11	16
127	другими словами	3	16
128	же и	2	15
129	только что	2	15
130	все же	12	15
131	так же	7	15
132	то в	4	15
133	и мы	1	15
134	несмотря на	7	15
135	мы уже	2	15
136	но только	5	15
137	не мешает	2	15
138	самом деле	3	15
139	хотя и	10	15
140	сознания и	1	15
141	в виде	25	15
142	также и	21	15
143	быть и	1	15
144	и о	9	15
145	на то	2	15
146	или нет	1	14
147	а именно	12	14
148	даже и	11	14
149	с ним	4	14
150	что тут	1	14
151	не было	4	14
152	и ее	2	14
153	ни с	4	14
154	таком случае	2	14
155	жизнь и	6	14
156	на свете	1	14
157	и потому	4	14
158	и только	4	14
159	же это	1	14
160	и к	9	13
161	говорит о	9	13
162	другой стороны	8	13
163	что именно	2	13
164	не то	4	13
165	что они	4	13
166	время как	4	13
167	и следовательно	1	13
168	в смысле	8	13
169	он не	4	13
170	в силу	6	13
171	с ее	1	13
172	ни о	1	13
173	но в	17	13
174	мы находим	9	13
175	не могу	1	13
176	в ней	4	13
177	вы не	1	13
178	собственно говоря	1	13
179	именно в	11	12
180	и нет	4	12
181	с этим	3	12
182	вопрос о	2	12
183	миф и	1	12
184	нет никакого	6	12
185	но как	3	12
186	но тогда	1	12
187	но не	12	12
188	даже не	1	12
189	могут быть	2	12
190	иной раз	4	12
191	никак не	10	12
192	не могут	3	12
193	перед нами	14	12
194	еще не	4	12
195	и если	2	12
196	и тогда	4	12
197	и тут	4	12
198	все равно	1	12
199	все эти	12	12
200	тем более	2	12
201	и ни	4	12
202	и жизни	2	12
203	а в	8	12
204	что если	1	11
205	в них	5	11
206	от всего	1	11
207	как только	1	11
208	в данном	6	11
209	только на	2	11
210	что я	1	11
211	не о	2	11
212	и тем	4	11
213	из них	4	11
214	тех или	2	11
215	не значит	1	11
216	можно только	1	11
217	от того	1	11
218	ничем не	1	11
219	мы имеем	3	11
220	или в	7	11
221	есть в	6	11
222	нисколько не	7	11
223	его не	3	11
224	мы должны	1	11
225	во всем	5	10
226	в душе	1	10
227	с этой	4	10
228	одно из	2	10
229	в результате	11	10
230	в жизни	4	10
231	к тому	7	10
232	во всяком	7	10
233	только как	1	10
234	для того	4	10
235	можно ли	2	10
236	на себе	1	10
237	это будет	1	10
238	то или	1	10
239	в ее	6	10
240	не больше	2	10
241	от этого	4	10
242	а потом	4	10
243	только потому	1	10
244	и для	11	10
245	или иное	1	10
