N	4gram	Vygotskiy_	Literetu
1	в то же время	1	21
2	состоит в том что	3	8
3	с этой точки зрения	1	5
4	бы то ни было	1	4
5	какого бы то ни	1	3
6	с одной стороны и	3	3
7	в том числе и	3	3
8	дело в том что	2	2
9	в том что его	1	2
10	и в самом деле	1	2
11	даже по отношению к	1	2
12	состоит в том чтобы	1	2
13	одно и то же	2	2
14	то же время не	1	2
15	не удивительно поэтому что	5	1
16	вопрос о том как	1	1
17	прежде всего в том	1	1
18	как раз в том	1	1
19	все более и более	3	1
20	когда речь идет о	1	1
21	в том что в	1	1
22	одной стороны и к	1	1
23	только на то что	1	1
24	в том что только	1	1
25	и в то же	1	1
26	нас в данном случае	1	1
27	всего в том что	1	1
28	в такой же мере	3	1
29	одно из величайших открытий	1	1
30	в данном случае не	1	1
31	как раз и является	1	1
32	в том что он	1	1
33	той или иной мере	1	1
34	с предшествующим и последующим	1	1
35	в том что этот	1	1
36	он не может быть	1	1
37	в той или иной	1	1
38	в первую очередь на	1	1
39	в том что для	1	1
40	приводит к тому что	1	1
41	как и во всей	1	1
42	не вмешивается в ход	1	1
