N	3gram	Vygotskiy_	PoTuStor
1	с точки зрения	12	6
2	на самом деле	3	4
3	с самого начала	8	4
4	до сих пор	3	3
5	не может быть	4	3
6	в этом смысле	5	3
7	по сравнению с	9	3
8	во всяком случае	2	3
9	можно сказать что	7	3
10	так же как	9	2
11	и может быть	1	2
12	мы можем теперь	1	2
13	по аналогии с	2	2
14	о том что	7	2
15	не могут быть	3	2
16	в самом деле	6	2
17	почти совершенно не	1	2
18	не нуждается в	1	2
19	нет никаких оснований	2	2
20	друг на друга	2	2
21	мы говорили что	2	1
22	в каком отношении	1	1
23	так и в	1	1
24	что в этой	1	1
25	мы и попытались	1	1
26	в том что	33	1
27	друг с другом	10	1
28	в известных пределах	1	1
29	мы знаем что	2	1
30	так и с	1	1
31	нечто третье что	1	1
32	не имеет места	2	1
33	может быть совершенно	1	1
34	при этом неизбежно	1	1
35	мы не можем	2	1
36	не что иное	2	1
37	что иное как	2	1
38	в этом и	2	1
39	первый и основной	2	1
40	той или иной	1	1
41	вместе с тем	4	1
42	только в этой	1	1
43	но вместе с	3	1
44	подобно тому как	6	1
45	том что мы	1	1
46	период полового созревания	1	1
47	в применении к	1	1
48	можно было бы	8	1
49	этих двух групп	1	1
50	и таким образом	1	1
51	но мы знаем	1	1
52	в данном случае	3	1
53	мы имеем в	1	1
54	и в известной	1	1
55	в том смысле	1	1
56	шаг за шагом	1	1
57	позволяет нам сделать	1	1
58	есть прежде всего	1	1
59	и ту же	1	1
60	в себя и	1	1
61	ничего не говорит	1	1
62	может быть даже	1	1
63	не может иметь	1	1
64	же как и	2	1
65	и связанная с	1	1
66	сделать это в	1	1
67	то ни было	1	1
68	имеем в виду	1	1
69	и того же	8	1
70	что он прежде	1	1
71	нельзя сказать о	1	1
72	и т.п и	1	1
73	на один шаг	1	1
74	мы сталкиваемся с	1	1
75	этой точки зрения	7	1
76	в высшей степени	3	1
77	в свое время	2	1
78	мы увидим что	1	1
79	с этой точки	7	1
80	их так как	1	1
81	его отношение к	3	1
82	то же самое	7	1
83	жизни таким образом	1	1
84	как один из	1	1
85	точки зрения обоих	1	1
86	для того чтобы	20	1
87	есть в сущности	1	1
88	совершенно так же	1	1
89	никогда не утверждал	1	1
90	а с другой	3	1
91	с одной стороны	10	1
92	на первый план	2	1
93	то что я	1	1
94	именно то что	3	1
95	в период полового	1	1
96	в этом отношении	7	1
97	в немногих словах	1	1
98	и основной вопрос	1	1
99	связи с этим	1	1
100	на вопрос о	4	1
101	таким образом и	1	1
102	вообще не может	2	1
103	во всех областях	1	1
104	бы то ни	1	1
105	имеем дело с	1	1
106	если бы он	1	1
107	одного и того	8	1
108	в связи с	6	1
