N	2gram	Trubetskoy	Analitik
1	не только	10	71
2	тогда как	6	67
3	и в	24	66
4	в качестве	1	61
5	но и	11	57
6	в том	31	52
7	может быть	17	52
8	в этом	13	51
9	в частности	2	51
10	как и	10	50
11	и не	9	48
12	а не	1	42
13	при этом	9	40
14	том что	20	40
15	то есть	2	35
16	так и	10	35
17	в мире	6	31
18	состоит в	1	30
19	отнюдь не	2	29
20	как бы	10	29
21	не может	18	29
22	а в	3	28
23	в его	5	27
24	и его	2	27
25	не в	9	26
26	но не	3	26
27	в себе	5	24
28	не случайно	1	24
29	иначе говоря	4	23
30	что в	9	22
31	и даже	1	22
32	к тому	8	22
33	в этой	7	22
34	лишь в	5	21
35	о том	7	20
36	я в	2	20
37	в самом	8	19
38	то же	4	19
39	в своей	1	19
40	по отношению	11	19
41	с его	1	19
42	но в	5	19
43	в данном	3	18
44	произведения в	1	18
45	в то	6	18
46	отношению к	11	18
47	тем самым	3	17
48	с другой	6	17
49	только в	6	17
50	со стороны	1	17
51	или иной	1	17
52	в целом	5	17
53	что и	7	16
54	могут быть	1	16
55	то что	18	16
56	и на	6	15
57	не есть	4	15
58	между тем	12	15
59	уже не	1	15
60	прежде всего	3	15
61	в сущности	2	15
62	в их	4	15
63	в принципе	1	14
64	не менее	7	14
65	того же	9	14
66	я и	1	14
67	в себя	2	14
68	же время	2	14
69	данном случае	3	14
70	столь же	5	14
71	отличие от	3	14
72	далеко не	5	14
73	точки зрения	14	13
74	тому же	6	13
75	он не	4	13
76	этого слова	2	13
77	ничего не	1	13
78	для него	2	13
79	в начале	3	13
80	и к	5	12
81	и сам	2	12
82	никогда не	4	12
83	сводится к	2	12
84	как в	1	12
85	еще не	6	12
86	есть не	1	12
87	даже в	3	11
88	по своей	7	11
89	в свою	2	11
90	той же	2	11
91	это не	3	11
92	и как	1	11
93	не следует	2	11
94	именно в	5	10
95	все же	15	10
96	с одной	3	10
97	в конце	4	10
98	было бы	3	10
99	однако в	1	10
100	отношения к	1	10
101	здесь не	1	10
102	со своей	2	10
103	и самого	1	10
104	один из	1	10
105	на себя	1	10
106	говорить о	2	9
107	в результате	9	9
108	другой стороны	5	9
109	и того	3	9
110	одной стороны	2	9
