N	2gram	Tiupa_Teor	formyVre
1	и в	24	148
2	в этом	12	73
3	то есть	22	70
4	в романе	3	58
5	в нем	7	51
6	прежде всего	3	46
7	и не	17	37
8	в его	12	36
9	и его	11	36
10	вовсе не	3	35
11	но и	14	33
12	то же	12	32
13	частной жизни	2	32
14	не только	24	32
15	в литературе	4	32
16	но в	12	31
17	жизни и	1	31
18	так и	14	29
19	времени в	2	27
20	может быть	22	27
21	не в	9	26
22	как мы	1	26
23	как и	6	25
24	как бы	8	25
25	человеческой жизни	3	24
26	точки зрения	11	24
27	только в	9	23
28	в то	9	23
29	времени и	2	23
30	в том	20	22
31	то что	6	22
32	связи с	3	21
33	во всех	3	21
34	жизни в	2	21
35	же время	8	21
36	все эти	3	21
37	в своем	7	19
38	и др	3	19
39	и на	2	19
40	и для	3	19
41	таким образом	3	18
42	у него	2	18
43	еще не	6	18
44	по существу	1	18
45	при этом	20	17
46	те же	1	17
47	с этим	1	17
48	в особенности	1	17
49	так как	1	17
50	в пределах	5	17
51	человека и	2	17
52	все же	1	16
53	в условиях	1	16
54	в связи	3	16
55	того же	4	16
56	в основе	6	16
57	и их	1	16
58	не может	8	16
59	в одном	3	15
60	в них	2	15
61	никогда не	4	15
62	с точки	3	15
63	с его	6	15
64	в пространстве	2	15
65	вместе с	2	15
66	лишь в	10	15
67	и как	3	14
68	так же	2	14
69	в конце	2	14
70	его жизни	1	14
71	а не	14	14
72	как раз	3	14
73	все это	2	14
74	в самом	7	13
75	в котором	1	13
76	для того	5	13
77	с ним	1	13
78	как в	5	13
79	роль в	3	13
80	в их	4	13
81	в частности	23	13
82	того чтобы	5	13
83	а в	15	13
84	же в	1	13
85	и до	1	12
86	время в	1	12
87	не было	1	12
88	он не	5	12
89	отнюдь не	3	12
90	что в	10	12
91	потому что	3	12
92	в истории	1	12
93	но не	13	12
94	из них	1	11
95	хотя и	4	11
96	его в	4	11
97	между ними	6	11
98	ни в	5	11
99	мира и	4	11
100	и другие	2	10
101	уже не	6	10
102	и того	4	10
103	входит в	4	10
104	в ее	6	10
105	также и	1	10
106	со смертью	1	10
107	на основе	2	10
108	здесь не	2	10
109	тот же	1	10
110	этом мире	2	10
111	в большинстве	2	10
112	и даже	2	9
113	их в	3	9
114	с другой	9	9
115	должно быть	1	9
116	и это	2	9
117	могут быть	5	9
118	отношения к	4	9
119	оно не	2	9
120	том что	11	9
121	в самой	2	9
122	для него	5	9
123	есть в	3	9
124	жизнь и	1	9
125	одного и	4	9
126	мира в	3	9
127	и к	3	8
128	в результате	1	8
129	в виду	5	8
130	в этих	4	8
131	к тому	4	8
132	и т.п	7	8
133	с одной	3	8
134	в произведении	3	8
135	что и	2	8
136	рядом с	1	8
137	в мире	26	8
138	героя и	6	8
139	здесь мы	2	8
140	и по	3	8
141	один из	2	8
142	в жизни	3	8
143	для себя	3	8
144	со всеми	1	8
145	если бы	3	8
146	большинстве случаев	1	8
147	хронотоп в	3	8
148	в хронотопе	1	8
149	до конца	1	8
150	здесь и	1	8
151	жизни но	2	8
152	и то	3	8
153	значение в	1	8
154	том числе	3	8
155	это не	4	8
156	и прежде	2	8
157	а также	7	8
158	на фоне	2	8
159	и потому	3	8
160	отношение к	7	8
161	отношению к	10	8
162	или иной	7	8
163	себе самому	1	8
164	в целом	4	8
165	в той	2	7
166	для всех	2	7
167	не как	1	7
168	имеет место	3	7
169	этого типа	1	7
170	между собой	3	7
171	этого мира	1	7
172	к ним	1	7
173	из этих	3	7
174	в себе	14	7
175	но он	4	7
176	не знает	4	7
177	в которой	3	7
178	в себя	5	7
179	в форме	4	7
180	с ее	4	7
181	героев и	1	7
182	например в	3	7
183	то время	1	7
184	себя и	2	7
185	было бы	1	7
186	не могло	2	7
187	в эпизоде	3	7
188	в отличие	7	7
189	том же	1	7
190	того что	5	7
191	ее в	2	7
192	для других	1	7
193	отличие от	7	7
194	во времени	4	7
195	место в	7	7
196	все что	1	6
197	с самим	1	6
198	именно в	3	6
199	с тем	1	6
200	индивидуальной жизни	1	6
201	на первый	1	6
202	о том	2	6
203	с помощью	1	6
204	между двумя	3	6
205	в различных	1	6
206	сказать что	4	6
207	входят в	1	6
208	во всей	3	6
209	характерно что	1	6
210	и временных	1	6
211	время и	1	6
212	в качестве	33	6
213	xviii века	1	6
214	в таком	3	6
215	здесь как	1	6
216	до нас	1	6
217	ту же	1	6
218	за пределы	2	6
219	одной стороны	3	6
220	бы ни	1	6
221	пространственных и	1	6
222	и ее	4	6
223	человеческое тело	1	6
224	в сущности	1	6
225	в отношении	4	6
226	мы видим	1	6
227	не могут	2	6
228	друг от	1	6
229	своей жизни	2	6
230	не является	5	6
231	тех же	1	6
232	автора и	2	6
233	лежат в	1	6
234	слова и	1	6
235	в совершенно	1	6
236	имеем в	3	6
237	одной из	2	6
238	все они	1	6
239	в широком	1	6
240	от друга	1	6
241	в присутствии	2	6
242	но эта	1	6
243	только и	2	6
244	особенно в	1	6
245	самой жизни	1	6
246	могло быть	2	6
247	есть не	1	6
248	более того	1	6
249	с этой	3	5
250	о чем	3	5
251	одно из	1	5
252	тем что	1	5
253	в порядке	3	5
254	в своей	8	5
255	в это	1	5
256	было и	1	5
257	только на	2	5
258	что все	1	5
259	по преимуществу	5	5
260	и через	1	5
261	xix века	2	5
262	с другими	6	5
263	человек в	1	5
264	от этого	1	5
265	той или	3	5
266	как человек	1	5
267	так что	1	5
268	одно и	2	5
269	и является	2	5
270	по своей	8	5
271	в этой	3	5
272	и от	1	5
273	чаще всего	1	5
274	в него	1	5
275	самим собою	2	5
276	мире и	2	5
277	что они	2	5
278	не на	4	5
279	с ними	2	5
280	далеко не	4	5
281	жизни поколений	1	5
282	они не	1	5
283	не имеет	1	5
284	да и	1	5
285	единство места	1	5
286	ни были	1	5
287	той же	1	5
288	он должен	3	5
289	мы имеем	7	5
290	но на	2	5
291	или в	3	5
292	места в	1	5
293	в соседстве	1	5
294	об этом	2	5
295	в ряду	1	5
296	нового времени	3	5
297	стороны и	1	5
298	числе и	2	5
299	и только	1	5
300	от него	1	4
301	же и	1	4
302	даже в	3	4
303	а затем	2	4
304	другой стороны	6	4
305	по себе	2	4
306	в своих	1	4
307	в одно	2	4
308	соседстве со	1	4
309	жизни на	2	4
310	и со	1	4
311	при всей	2	4
312	европейского романа	1	4
313	в данном	9	4
314	раз и	1	4
315	в другом	4	4
316	существенное значение	1	4
317	в эпосе	1	4
318	по отношению	10	4
319	и те	1	4
320	в глаза	2	4
321	не становится	1	4
322	вопросу о	1	4
323	затем в	1	4
324	в нашем	4	4
325	момент в	1	4
326	жизни как	5	4
327	и становится	1	4
328	несмотря на	2	4
329	иного рода	3	4
330	к жизни	2	4
331	весь мир	1	4
332	человеческая жизнь	1	4
333	что не	1	4
334	между этими	1	4
335	с жизнью	1	4
336	к вопросу	1	4
337	себе и	1	4
338	в чем	2	4
339	совсем не	1	4
340	в историческом	1	4
341	в новое	1	4
342	своего значения	1	4
343	друг другу	1	4
344	и вот	3	4
345	связей с	1	4
346	из того	1	4
347	с мотивом	1	4
348	что он	4	4
349	вследствие этого	2	4
350	перед нами	3	4
351	это и	2	4
352	и более	1	4
353	языка и	1	4
354	сливается с	1	4
355	своей собственной	1	4
356	совершенно иной	2	4
357	и т.д	4	4
358	же самое	1	4
359	принадлежит к	3	4
360	игра с	2	4
361	друг друга	1	4
362	и историческом	1	4
363	этом случае	1	4
364	не для	1	4
365	жизни поэтому	1	4
366	как у	1	4
367	у нас	2	4
368	раз в	1	4
369	века и	1	4
370	так в	4	4
371	со своей	4	4
372	на его	1	4
373	целого и	1	4
374	в одной	1	4
375	тем более	2	4
376	времени то	1	4
377	связаны с	1	4
378	быть и	2	4
379	всей его	2	4
380	в тексте	19	4
381	и о	5	4
382	которыми он	1	4
383	включает в	2	4
384	и совершенно	1	4
385	с которыми	1	3
386	в центре	1	3
387	тому что	2	3
388	строго говоря	2	3
389	для восприятия	1	3
