N	2gram	Voloshinov	Marksizm
1	точки зрения	7	69
2	может быть	8	64
3	и в	13	63
4	и не	8	55
5	как бы	6	53
6	косвенной речи	1	51
7	прямая речь	1	49
8	не может	8	47
9	с точки	5	46
10	и пр	7	42
11	и его	12	41
12	в этом	2	39
13	таким образом	6	38
14	абстрактного объективизма	10	37
15	в процессе	5	33
16	второго направления	1	31
17	языка и	5	31
18	в пределах	3	31
19	несобственная прямая	1	30
20	лишь в	4	30
21	не только	6	29
22	речи в	1	29
23	то же	4	28
24	в нем	2	28
25	языка как	3	27
26	но и	3	27
27	в языке	2	26
28	связи с	1	25
29	речи и	1	25
30	самом деле	3	25
31	в самом	2	24
32	как и	3	24
33	прежде всего	9	24
34	только в	6	23
35	так и	3	23
36	и т.п	7	23
37	в том	2	22
38	то что	6	22
39	а не	2	22
40	при этом	2	20
41	первого направления	1	20
42	для него	2	20
43	не в	3	19
44	если бы	2	19
45	том что	2	19
46	в его	7	19
47	языка в	1	18
48	в ее	3	18
49	внутренней речи	1	18
50	и для	3	18
51	но в	4	18
52	вовсе не	2	18
53	все же	5	17
54	по отношению	3	16
55	речь в	1	16
56	слова и	2	16
57	социального общения	6	16
58	и как	1	16
59	в то	1	16
60	с помощью	2	15
61	в связи	2	15
62	отнюдь не	1	15
63	что он	1	15
64	высказывания и	1	15
65	же время	1	15
66	отношению к	3	15
67	в данном	2	14
68	хотя бы	5	14
69	в контексте	1	14
70	в своей	4	13
71	так же	2	13
72	что в	3	13
73	и здесь	1	13
74	индивидуалистического субъективизма	1	13
75	не является	4	13
76	того чтобы	1	13
77	было бы	4	13
78	мы не	4	13
79	для того	1	12
80	того же	1	12
81	выражение в	1	12
82	между тем	2	12
83	в основе	1	12
84	является не	1	12
85	а в	2	12
86	монологическое высказывание	3	11
87	не столько	3	11
88	речевого взаимодействия	1	11
89	на материале	1	11
90	к нему	1	11
91	мы уже	2	11
92	и что	1	11
93	как система	1	11
94	и все	3	11
95	как в	2	11
96	еще не	1	11
97	так как	3	11
98	на самом	1	11
99	все эти	2	11
100	в ней	2	11
101	самого начала	2	10
102	с другой	2	10
103	сказать что	1	10
104	к этому	1	10
105	никогда не	3	10
106	в своем	1	10
107	его в	1	10
108	одна из	1	10
109	в каждом	4	10
110	здесь мы	3	10
111	системе языка	1	10
112	конечно не	1	10
113	в отличие	1	10
114	с его	1	10
115	с самого	2	10
116	отличие от	1	10
117	более того	2	10
118	быть и	1	9
119	к тому	2	9
120	только на	1	9
121	общения и	2	9
122	в себе	3	9
123	и следовательно	2	9
124	и это	1	9
125	а как	2	9
126	не имеет	2	9
127	и более	1	9
128	в истории	1	9
129	о языке	2	9
130	одной из	1	9
131	и эта	5	9
132	же самое	1	9
133	мысли и	1	8
134	не как	3	8
135	другой стороны	2	8
136	но что	1	8
137	не было	1	8
138	тому что	1	8
139	мы можем	4	8
140	или же	1	8
141	за пределы	3	8
142	столь же	1	8
143	в отношении	2	8
144	сводится к	1	8
145	к другому	1	8
146	чем же	2	8
147	этого слова	1	8
148	с этим	3	8
149	в их	3	8
150	и их	7	8
151	в науке	1	8
152	и т.д	5	8
153	языковых форм	2	8
154	и ее	2	8
155	на то	1	8
156	от него	1	7
157	языковой формы	1	7
158	социальной группы	4	7
159	общественной психологии	2	7
160	не существует	1	7
161	те же	2	7
162	бы в	2	7
163	как системы	3	7
164	в этой	1	7
165	могут быть	2	7
166	оно может	1	7
167	там где	2	7
168	же является	1	7
169	с ними	2	7
170	может стать	2	7
171	данной социальной	1	7
172	вполне понятно	4	7
173	на основе	1	7
174	по себе	1	7
175	до конца	1	7
176	общения в	1	7
177	является лишь	1	7
178	конечно в	2	7
179	в начале	1	7
180	далеко не	1	7
181	науки о	1	6
182	по мере	1	6
183	от одного	1	6
184	теперь мы	1	6
185	входит в	2	6
186	одной стороны	2	6
187	в другом	2	6
188	в различных	1	6
189	для понимания	1	6
190	с одной	2	6
191	из одного	1	6
192	должны быть	1	6
193	философия языка	1	6
194	этот вопрос	1	6
195	с ее	1	6
196	смысле слова	2	6
197	от своего	2	6
198	зависимости от	2	6
199	ничего общего	3	6
200	в организме	1	6
201	не имеют	1	6
202	лингвистического мышления	1	6
203	что же	3	6
204	тот же	2	6
205	он и	1	6
206	все это	4	6
207	сознания и	2	6
208	слово в	3	6
209	лишь с	1	6
210	вопрос о	1	6
211	мы должны	6	6
212	лишь как	1	6
213	речи во	1	5
214	монологического высказывания	1	5
215	в одном	3	5
216	в виду	1	5
217	что слово	1	5
218	она является	2	5
219	понимания и	1	5
220	не менее	2	5
221	понятно что	3	5
222	истории языка	2	5
223	в лингвистике	2	5
224	на язык	2	5
225	должно быть	1	5
226	необходимо чтобы	1	5
227	что такое	1	5
228	как же	1	5
229	все время	1	5
230	от этого	2	5
231	в двух	4	5
232	и у	1	5
233	в целях	2	5
234	и тем	2	5
235	и является	2	5
236	в конце	1	5
237	язык есть	1	5
238	следовательно не	1	5
239	этой проблемы	2	5
240	для себя	2	5
241	в материале	5	5
242	интонации в	2	5
243	вместе с	1	5
244	да и	3	5
245	и вот	1	5
246	ее в	2	5
247	связана с	3	5
248	данного языка	1	5
249	из него	1	5
250	точку зрения	3	5
251	формы и	1	5
252	форм и	2	5
253	этом отношении	1	5
254	то мы	1	5
255	или в	1	5
256	и всякое	1	5
257	но не	1	5
258	менее всего	1	5
259	в условиях	1	5
260	тем более	1	5
261	к одному	3	5
262	в данную	1	5
263	контекста и	1	5
264	индивидуального организма	1	5
265	данную эпоху	1	5
266	в особенности	1	5
267	в языковом	2	5
268	и к	2	4
269	психической жизни	1	4
270	только что	1	4
271	в них	2	4
272	связь с	1	4
273	слове в	1	4
274	тем что	2	4
275	в жизненной	2	4
276	языкового творчества	1	4
277	и иных	1	4
278	proton pseudos	1	4
279	в зависимости	2	4
280	во всей	2	4
281	едва ли	1	4
282	переходим к	1	4
283	что они	2	4
284	и он	1	4
285	она и	1	4
286	о слове	1	4
287	узком смысле	1	4
288	несмотря на	2	4
289	не знает	1	4
290	в которой	3	4
291	одним из	1	4
292	что она	1	4
293	но для	3	4
294	но ведь	5	4
295	находит свое	1	4
296	разрыв между	2	4
297	ведь в	1	4
298	и речи	1	4
299	но при	1	4
300	в тех	2	4
301	и тот	1	4
302	его к	1	4
303	и особенно	1	4
304	индивидуальной психики	1	4
305	со всеми	1	4
306	подхода к	1	4
307	языковую форму	1	4
308	нормативная тождественность	1	4
309	нет ничего	2	4
310	автора и	1	4
311	речи не	2	4
312	слов и	4	4
313	и до	1	4
314	нет и	1	4
315	мог бы	2	4
316	и то	3	4
317	только с	1	4
318	данное слово	1	4
319	уже в	2	4
320	это и	1	4
321	или даже	1	4
322	в одной	1	4
323	чужого языка	1	4
324	другими словами	1	4
325	может идти	1	4
326	как выражение	1	4
327	и вне	1	4
328	выражения в	1	4
329	в узком	1	4
330	социальной среде	1	4
331	в области	2	4
332	нуждается в	2	4
333	системой языка	1	3
334	языке и	1	3
335	зрения своего	1	3
336	в нашу	1	3
337	в своих	2	3
338	ко всем	1	3
339	языкового сознания	1	3
340	роль в	2	3
341	является для	1	3
342	так в	1	3
343	отражается в	1	3
344	нашу задачу	1	3
345	в дальнейшем	1	3
346	ориентируется на	1	3
347	в действительности	2	3
348	даже и	1	3
349	в этот	2	3
350	в руках	2	3
351	говорить о	3	3
352	каждое слово	2	3
353	мы полагаем	1	3
354	представители абстрактного	1	3
355	же слова	1	3
356	науке о	1	3
357	в системе	1	3
358	мы видим	2	3
359	изолированное монологическое	2	3
360	жизненной речи	2	3
361	здесь нет	1	3
362	тем не	1	3
363	лежит в	1	3
364	в живом	1	3
365	физическое тело	1	3
366	более или	1	3
367	как это	1	3
368	что эта	2	3
369	одно и	3	3
370	не приходится	1	3
371	оценка и	2	3
372	по своей	1	3
373	общего с	3	3
374	и др	2	3
375	в достаточной	1	3
376	памятник как	1	3
377	вне этого	1	3
378	и есть	1	3
379	и этот	2	3
380	в последнем	1	3
381	тесно связана	1	3
382	если он	1	3
383	как к	1	3
384	и стиль	2	3
385	слово для	1	3
386	и при	2	3
387	родного языка	1	3
388	учение о	2	3
389	в другой	1	3
390	имеет место	2	3
391	данной группы	1	3
392	не на	2	3
393	можно было	1	3
394	все то	1	3
395	еще в	2	3
396	в которых	1	3
397	еще и	4	3
398	его и	1	3
399	то он	1	3
400	поэтому не	1	3
401	потому что	1	3
402	путем абстракции	1	3
403	этого общения	1	3
404	к двум	1	3
405	и определяют	1	3
406	но если	1	3
407	но это	1	3
408	подойти к	2	3
409	понять и	1	3
410	литературного языка	2	3
411	находятся в	1	3
412	они не	1	3
413	того как	1	3
414	экспрессивной интонации	3	3
415	с их	1	3
416	вне этой	1	3
417	объективизма в	1	3
418	взаимодействия и	1	3
419	и стилистики	1	3
420	всякое высказывание	1	3
421	говорить об	2	3
422	к единству	3	3
423	на все	1	3
424	один и	1	3
425	только и	4	3
426	в виде	1	3
427	или менее	1	3
428	индивидуальный акт	1	3
429	мысли в	1	3
430	того или	2	3
431	и других	1	3
432	как ни	1	3
433	ту или	1	3
434	высказыванию как	1	3
435	также и	1	3
436	с языком	1	3
437	в значительной	1	3
438	в нашей	1	3
439	или как	1	3
440	сказал что	1	3
441	социальных оценок	1	3
442	и о	1	3
443	этой школы	1	3
444	само собой	1	3
445	интонации и	1	3
446	эта проблема	1	3
447	в целом	2	3
448	и тогда	1	3
449	во всем	2	2
450	для всех	1	2
451	мы это	1	2
452	существует лишь	1	2
453	в последнее	1	2
454	его за	1	2
455	есть прежде	3	2
456	с этой	2	2
457	в разных	1	2
458	этот момент	1	2
459	тем как	1	2
460	мы оказались	1	2
461	т.е является	1	2
462	исследовательского пути	2	2
463	из нее	1	2
464	к более	1	2
465	превращается в	3	2
466	например в	1	2
467	между индивидуальными	1	2
468	его на	2	2
469	в собственном	1	2
470	их в	1	2
471	явления языка	1	2
472	г в	3	2
473	во все	1	2
474	у такого	1	2
475	идеологического преломления	1	2
476	социальную ситуацию	1	2
477	отсюда и	1	2
478	этом мы	1	2
479	уже у	1	2
480	мы все	1	2
481	для данного	1	2
482	школы фосслера	1	2
483	привела к	1	2
484	не вполне	1	2
485	не что	2	2
486	момента в	1	2
487	содержания в	1	2
488	теперь к	1	2
489	соприкасается с	1	2
490	него не	1	2
491	по которым	1	2
492	слово не	1	2
493	стороны оно	1	2
494	та сторона	1	2
495	и синтаксические	1	2
496	этой системы	1	2
497	что едва	1	2
498	является необходимым	1	2
499	своего развития	1	2
500	всего в	1	2
501	ее и	1	2
502	дифференциации и	1	2
503	что язык	1	2
504	шаблонов и	1	2
505	есть его	1	2
506	социологическое значение	1	2
507	или иную	1	2
508	для них	1	2
509	бы что	1	2
510	связи со	1	2
511	помимо этого	2	2
512	нет переживания	1	2
513	эти три	1	2
514	и именно	1	2
515	же как	1	2
516	и являются	1	2
517	зрения и	1	2
518	должно было	1	2
519	социальной ситуацией	1	2
520	в чем	2	2
521	звука и	1	2
522	только путем	3	2
523	героя и	2	2
524	стиля в	1	2
525	эти слова	1	2
526	ту же	1	2
527	совсем не	1	2
528	уже к	1	2
529	здесь она	1	2
530	необходимо учитывать	1	2
531	общего не	1	2
532	бенедетто кроче	1	2
533	совершенно справедливо	1	2
534	мы здесь	1	2
535	когда мы	1	2
536	найти в	1	2
537	лингвистики в	2	2
538	речь может	1	2
539	он пытается	1	2
540	в общем	2	2
541	и законченное	1	2
542	нам придется	1	2
543	или иного	2	2
544	и неизменных	1	2
545	фосслера и	1	2
546	слушателя и	1	2
547	собственном смысле	1	2
548	всеми ее	1	2
549	тонких и	1	2
550	тождественность языковой	1	2
551	социальных взаимоотношений	1	2
552	видели как	1	2
553	быть сведены	1	2
554	только они	1	2
555	этого процесса	1	2
556	мы понимаем	2	2
557	школы и	2	2
558	ни о	1	2
559	заключается в	1	2
560	одно слово	1	2
561	превращаются в	1	2
562	времени не	1	2
563	же слово	2	2
564	как о	1	2
565	никто не	1	2
566	явлений и	2	2
567	себя и	1	2
568	метода в	5	2
569	этого материала	1	2
570	и порядок	1	2
571	перейти в	1	2
572	где нет	1	2
573	внутренней интонации	1	2
574	что мы	1	2
575	и если	1	2
576	быть не	1	2
577	тех пор	4	2
578	систему как	1	2
579	высказывание и	2	2
580	вступает в	1	2
581	мы получим	2	2
582	которую он	1	2
583	в совершенно	1	2
584	каждый из	1	2
585	материале и	1	2
586	не совсем	1	2
587	впервые в	1	2
588	значение имеет	1	2
589	в сознании	4	2
590	это является	1	2
591	вопрос в	1	2
592	является уже	2	2
593	знаков не	1	2
594	в самой	1	2
595	моменты в	1	2
596	эта динамика	2	2
597	чуть ли	1	2
598	самое слово	1	2
599	грамматических и	1	2
600	данном случае	2	2
601	интонация не	1	2
602	на изолированное	1	2
603	в художественной	1	2
604	в целое	1	2
605	к истории	1	2
606	полагаем что	1	2
607	с системой	1	2
608	побочно и	1	2
609	в широком	1	2
610	же не	1	2
611	возможно только	1	2
612	в г	2	2
613	существует как	1	2
614	в эпоху	1	2
615	виду что	1	2
616	в определении	1	2
617	между собою	2	2
618	форм но	2	2
619	последнее время	1	2
620	ли не	1	2
621	своего идеологического	1	2
622	общей лингвистики	1	2
623	которого только	1	2
624	разумеется что	2	2
625	рождения и	1	2
626	значение так	1	2
627	до тех	4	2
628	например у	1	2
629	то не	1	2
630	пор пока	3	2
631	важна не	1	2
632	и помимо	2	2
633	к анализу	2	2
634	речи она	1	2
635	они-то и	1	2
636	всех исторических	1	2
637	и часто	1	2
638	как из	1	2
639	как их	1	2
640	в понимании	1	2
641	иное как	2	2
642	и самый	1	2
643	само по	1	2
644	и наконец	5	2
645	что данное	1	2
646	сведены к	1	2
647	фигурирует в	1	2
648	конкретного явления	1	1
649	перед двумя	1	1
650	особенности и	1	1
651	абстрактно выделенным	1	1
652	представителей этой	1	1
653	можно говорить	1	1
654	этого необходимо	1	1
655	наложила свой	1	1
656	применения категорий	1	1
657	соссюр и	1	1
658	социальной оценкой	2	1
659	которые не	1	1
660	или только	1	1
661	языка что	1	1
662	за исключением	1	1
663	является важнейшим	1	1
664	углубляться в	1	1
665	о выражении	1	1
666	под ним	1	1
667	превращения его	1	1
668	ее мы	1	1
669	примыкает к	1	1
670	в некоторых	1	1
671	но тем	1	1
672	его proton	1	1
673	не нашел	1	1
674	одно из	1	1
675	его социальной	1	1
676	пример такой	1	1
677	собой разумеется	1	1
678	абстрактно выделенных	1	1
679	проблемы не	1	1
680	ни одна	1	1
681	равно как	1	1
682	памятник является	1	1
683	те способы	1	1
684	что побочно	1	1
685	не смогут	1	1
686	или на	1	1
687	в интонациях	1	1
688	представление о	1	1
689	конечном счете	1	1
690	к другим	1	1
691	систему и	1	1
692	форме в	1	1
693	психологизма и	1	1
694	и философия	1	1
695	двух разных	2	1
696	и выбор	1	1
697	лингвистике но	1	1
698	и резкого	1	1
699	сложнее его	1	1
700	на эту	1	1
701	язык еще	1	1
702	и социально	2	1
703	собою разумеется	1	1
704	в природе	1	1
705	сознание филолога	1	1
