N	2gram	Vygotskiy_	RusskieA
1	и в	55	79
2	в том	50	64
3	том что	46	59
4	что в	43	57
5	не только	24	41
6	во время	4	38
7	так как	20	34
8	и другие	3	33
9	в этом	30	33
10	состоит в	3	32
11	как бы	33	31
12	но и	16	31
13	в других	1	30
14	как и	9	28
15	и на	12	28
16	может быть	34	28
17	одна из	6	24
18	о том	24	23
19	с в	2	23
20	и т	12	23
21	при этом	11	22
22	т д	6	21
23	там же	1	20
24	это не	9	20
25	а в	7	20
26	как мы	6	20
27	из них	7	19
28	представляют собой	2	18
29	все это	8	18
30	с тем	10	17
31	таким образом	35	17
32	то что	69	17
33	вместе с	16	17
34	об этом	5	17
35	показывает что	3	17
36	потому что	48	17
37	во многих	1	16
38	мы не	8	16
39	или на	2	15
40	будто бы	3	15
41	один из	9	15
42	в них	7	14
43	и с	3	14
44	не менее	1	14
45	как это	16	14
46	и что	45	14
47	мы видели	2	14
48	и не	19	14
49	для нас	9	14
50	у нас	7	14
51	в день	1	13
52	уже не	1	13
53	к этому	5	13
54	в некоторых	2	13
55	так что	8	13
56	в землю	1	13
57	как в	4	13
58	в которых	4	13
59	еще не	6	13
60	не может	15	13
61	тем что	8	12
62	между собой	2	12
63	полагает что	9	12
64	этом случае	2	12
65	мы имеем	10	12
66	в виде	3	12
67	а затем	2	11
68	мы увидим	11	11
69	следующим образом	2	11
70	не имеет	2	11
71	но это	2	11
72	а на	1	11
73	далеко не	4	11
74	что на	6	11
75	все же	11	10
76	так например	5	10
77	представляет собой	2	10
78	том чтобы	7	10
79	его в	2	10
80	между тем	4	10
81	что и	11	10
82	в течение	2	10
83	так и	6	10
84	или в	6	10
85	а также	1	10
86	по существу	4	10
87	и других	2	10
88	то же	16	9
89	о чем	4	9
90	что они	11	9
91	к жизни	2	9
92	с ней	1	9
93	и все	15	9
94	данном случае	4	9
95	того как	4	9
96	том же	1	9
97	но в	7	9
98	в русском	1	9
99	в г	1	9
100	но не	9	9
101	одно из	1	8
102	в этих	3	8
103	представление о	1	8
