N	3gram	Bakhtin_Fr	DiskursI
1	в том что	2	28
2	в отличие от	3	26
3	по отношению к	2	17
4	с одной стороны	4	14
5	не может быть	2	12
6	в данном случае	3	12
7	то же время	13	10
8	той или иной	2	10
9	о том что	3	9
10	в то же	13	8
11	в этом отношении	4	8
12	как и в	2	7
13	в конечном счете	1	6
14	так и в	1	6
15	с точки зрения	4	6
16	в основе своей	1	6
17	одной стороны и	2	5
18	с другой стороны	5	5
19	в значительной степени	2	5
20	в свою очередь	2	5
21	дело в том	2	5
22	не только в	3	5
23	подобно тому как	2	5
24	до известной степени	1	4
25	можно сказать что	2	4
26	одного и того	1	4
27	в полной мере	1	4
28	и прежде всего	3	4
29	и т.п но	1	4
30	и того же	1	4
31	и не может	1	4
32	в свое время	1	4
33	в этом случае	1	4
34	как будто бы	1	3
35	в том числе	4	3
36	в своей основе	1	3
37	более или менее	1	3
38	в том случае	1	3
39	том числе и	3	3
40	в одной из	1	3
41	и в частности	1	3
42	том что в	1	3
43	во всяком случае	2	3
44	также и в	1	3
45	это прежде всего	1	3
46	бы то ни	1	2
47	все то что	2	2
48	в большинстве случаев	3	2
49	на том что	1	2
50	как и его	1	2
51	из них в	1	2
52	большей или меньшей	3	2
53	и в то	2	2
54	для своего времени	1	2
55	что в них	1	2
56	то ни было	1	2
57	лицом к лицу	1	2
58	точки зрения на	1	2
59	в новое время	1	2
60	и т.п то	1	2
61	жизнью и смертью	3	2
62	в одном из	1	2
63	в мире и	1	2
64	и тем же	1	2
65	дело не с	1	2
66	но и в	4	2
67	в том чтобы	1	2
68	и в особенности	1	2
69	только то что	2	2
70	все же не	1	2
71	и той же	2	2
72	одним и тем	1	2
73	между жизнью и	3	2
74	включает в себя	1	2
75	как и все	5	2
76	как мы видели	4	2
77	одной и той	2	2
78	с самого начала	1	2
79	и состоит что	1	2
80	и то что	1	2
81	тем что он	1	2
82	том случае если	1	2
83	а также и	4	2
84	прежде всего в	1	2
85	хвала и брань	2	1
86	в том именно	1	1
87	но в более	1	1
88	в той или	2	1
89	но все эти	1	1
90	ведущую роль в	1	1
91	в области художественного	1	1
92	и смертью в	2	1
93	имеет в виду	2	1
94	наших дней в	1	1
95	до нас в	1	1
96	о том как	1	1
97	в применении к	1	1
98	в согласии с	1	1
99	играть ведущую роль	1	1
100	по сравнению с	2	1
101	о чем мы	1	1
102	уже во второй	1	1
103	и в другом	1	1
104	с большей или	1	1
105	они и не	1	1
106	в xix веке	3	1
107	со свойственной ему	1	1
108	так например в	1	1
109	хотя бы и	1	1
110	так и от	1	1
111	для того чтобы	5	1
112	в виду как	1	1
113	содержащий в себе	1	1
114	некоторые из них	3	1
115	свидетельствует о том	1	1
116	в строгом смысле	1	1
117	и вообще в	2	1
118	особое отношение к	1	1
119	во втором случае	1	1
120	об этом так	1	1
121	к общему количеству	1	1
122	именно в этой	1	1
123	то что может	1	1
124	до сих пор	6	1
125	своего значения и	1	1
126	отличие от современной	1	1
127	может быть названа	1	1
128	особое внимание на	1	1
129	приводит его в	1	1
130	для правильного понимания	2	1
131	но прежде всего	1	1
132	между тем как	1	1
133	но для этого	1	1
134	и далеко не	1	1
135	тех или иных	2	1
136	даже и в	2	1
137	но также и	1	1
138	с ним у	1	1
139	что они не	1	1
140	есть не что	1	1
141	отношения к этому	1	1
142	и т.п и	1	1
143	как раз и	1	1
144	в связи с	5	1
145	на этот раз	1	1
146	сказочного и реального	1	1
147	и т.п в	1	1
148	и там где	1	1
149	в себе оба	1	1
150	для характеристики этих	1	1
151	но все же	2	1
152	в другом месте	1	1
153	же время они	1	1
154	все дело в	1	1
155	или во всяком	1	1
156	имея в виду	1	1
157	но это не	1	1
158	том именно и	1	1
159	говорит об этом	2	1
160	еще и в	1	1
161	и в этом	1	1
162	в этом последнем	1	1
163	прежде всего на	1	1
164	о мире как	1	1
165	с его существованием	1	1
166	жизни то есть	1	1
167	и не к	1	1
168	во второй половине	1	1
169	или меньшей степени	2	1
170	как своего рода	1	1
171	за то что	2	1
172	клятвы и проклятия	1	1
173	стороны и к	1	1
174	между ними здесь	1	1
175	событие в жизни	1	1
176	именно и состоит	1	1
177	его своего рода	1	1
178	в этом же	1	1
179	его таким образом	1	1
180	заключается в том	1	1
181	то есть все	1	1
182	существенно связаны с	1	1
183	имеют дело с	1	1
184	в это время	1	1
185	на ранних стадиях	1	1
186	отличие от большинства	1	1
187	то что в	1	1
188	может быть в	2	1
189	а также в	1	1
190	к одному из	1	1
191	и в них	1	1
192	быть и не	2	1
193	и даже с	1	1
194	всей этой системы	1	1
195	то есть с	1	1
196	на чем остановиться	1	1
197	при этом и	1	1
198	о чем свидетельствует	1	1
199	то есть то	1	1
200	в большей или	2	1
201	в тех или	1	1
202	обратим особое внимание	1	1
203	не во внешнем	1	1
204	хвалы и брани	4	1
205	на самом деле	5	1
206	не что иное	1	1
207	именно в этом	1	1
208	тому как в	1	1
209	такова же и	1	1
210	мы не знаем	1	1
211	можно было бы	2	1
212	не подлежит сомнению	2	1
213	есть то что	1	1
214	во всех этих	1	1
215	и все остальные	3	1
216	поэтому они не	2	1
217	что каждый из	1	1
218	и до конца	8	1
219	одно из которых	1	1
220	в xvii веке	7	1
221	в сущности только	3	1
222	войне и мире	1	1
223	жизни и смерти	2	1
224	при встрече с	1	1
225	что иное как	1	1
226	до наших дней	5	1
227	и др на	1	1
228	и на его	1	1
229	как одной из	1	1
230	в прошлом но	1	1
231	это и есть	2	1
232	оно может быть	1	1
233	нет и не	1	1
234	после того как	1	1
235	начала и до	7	1
236	высокое и низкое	1	1
