N	2gram	Losev_Prob	Dialekti
1	не есть	57	181
2	т е	1	159
3	и не	56	120
4	и т	20	82
5	по себе	36	79
6	а не	28	78
7	и в	62	77
8	т д	20	75
9	точки зрения	14	72
10	может быть	39	71
11	не только	33	66
12	значит что	13	61
13	то что	42	59
14	и есть	9	55
15	это значит	12	54
16	ничего не	4	54
17	не может	14	53
18	миф не	1	49
19	и даже	21	47
20	в мифе	6	47
21	с точки	9	46
22	что это	3	46
23	есть нечто	22	46
24	так как	14	46
25	потому что	40	45
26	не просто	36	44
27	как бы	11	43
28	и что	9	42
29	ни в	17	42
30	не имеет	12	41
31	вовсе не	62	41
32	в том	35	40
33	в этом	25	39
34	то же	23	39
35	что такое	4	39
36	что она	5	38
37	это есть	5	38
38	в себе	23	38
39	что он	16	37
40	том что	25	37
41	прежде всего	13	37
42	так что	21	36
43	это не	10	36
44	она есть	2	35
45	что в	11	34
46	в нем	13	34
47	и все	13	33
48	того что	10	33
49	миф есть	5	32
50	но и	20	32
51	ясно что	11	31
52	все это	9	31
53	сказать что	24	30
54	отнюдь не	16	30
55	и как	4	30
56	было бы	14	29
57	так и	16	29
58	как и	15	28
59	никогда не	7	27
60	в виду	20	26
61	крайней мере	9	26
62	не в	21	26
63	по крайней	9	26
64	сама по	11	26
65	есть и	2	26
66	говорить о	7	25
67	учение о	3	25
68	и то	17	25
69	есть только	5	25
70	есть не	13	25
71	есть ни	4	24
72	но это	13	24
73	если бы	9	24
74	таким образом	13	23
75	в то	18	23
76	это и	11	23
77	что оно	4	23
78	и вот	1	23
79	но что	3	22
80	я не	1	22
81	что не	4	21
82	в чем	5	21
83	должна быть	1	21
84	она не	3	21
85	и с	11	20
86	о том	14	20
87	что и	11	20
88	что все	2	20
89	в таком	11	20
90	только в	33	20
91	в каком	9	20
92	совершенно не	7	20
93	только тогда	2	20
94	уже не	12	20
95	как раз	11	20
96	и вообще	20	20
97	в самом	4	19
98	не менее	24	19
99	не существует	6	19
100	в своем	7	19
101	как же	3	19
102	и притом	7	19
103	и это	11	19
104	как это	4	19
105	тогда когда	1	19
106	что мы	12	19
107	и его	12	19
108	хотя бы	6	18
109	не что	6	18
110	с другой	14	18
111	что иное	6	18
112	ни на	5	18
113	что же	9	18
114	жизни и	7	18
115	иное как	6	18
116	можно сказать	10	17
117	той или	22	17
118	должно быть	1	17
119	в основе	3	17
120	он есть	2	17
121	но если	12	17
122	кроме того	5	16
123	то это	13	16
124	одно и	4	16
125	к нему	3	16
126	только не	6	16
127	есть просто	4	16
128	тем не	23	16
129	или не	1	16
130	сам по	11	16
131	само по	5	16
132	в своей	8	16
133	да и	9	16
134	нет ничего	6	16
135	конечно не	3	16
136	мы не	15	16
137	об этом	7	16
138	другими словами	9	16
139	же и	7	15
140	только что	4	15
141	ровно ничего	2	15
142	все же	10	15
143	так же	11	15
144	то в	4	15
145	и мы	1	15
146	несмотря на	4	15
147	мы уже	4	15
148	но только	10	15
149	как таковой	2	15
150	не мешает	5	15
151	самом деле	6	15
152	хотя и	9	15
153	сознания и	2	15
154	в виде	20	15
155	также и	22	15
156	быть и	3	15
157	и о	8	15
158	на то	6	15
159	а именно	12	14
160	есть то	5	14
161	даже и	33	14
162	с ним	11	14
163	что тут	4	14
164	не было	6	14
165	д и	5	14
166	и ее	7	14
167	пространства и	1	14
168	ни с	5	14
169	таком случае	7	14
170	жизнь и	3	14
171	на свете	2	14
172	и потому	13	14
173	и только	10	14
174	же это	2	14
175	и к	9	13
176	говорит о	1	13
177	другой стороны	11	13
178	отличается от	8	13
179	что именно	3	13
180	не то	2	13
181	что они	8	13
182	время как	6	13
183	и следовательно	3	13
184	в смысле	2	13
185	он не	10	13
186	и та	1	13
187	с ее	5	13
188	ни о	8	13
189	но в	17	13
190	мы находим	8	13
191	в ней	12	13
192	вы не	1	13
193	собственно говоря	5	13
194	идея и	6	13
195	именно в	4	12
196	и нет	2	12
197	с этим	5	12
198	вопрос о	2	12
199	миф и	1	12
200	не говорит	2	12
201	вещей и	2	12
202	нет никакого	4	12
203	но как	6	12
204	но тогда	4	12
205	но не	6	12
206	даже не	3	12
207	могут быть	2	12
208	иной раз	5	12
209	никак не	13	12
210	не могут	1	12
211	перед нами	8	12
212	еще не	12	12
213	и если	11	12
214	и тогда	3	12
215	и тут	3	12
216	все равно	6	12
217	всегда есть	6	12
218	все эти	14	12
219	тем более	8	12
220	и ни	5	12
221	и может	4	12
222	а в	9	12
