1	в том что	8	15
2	то же время	26	12
3	в то же	26	12
4	с одной стороны	1	8
5	так или иначе	1	8
6	в данном случае	3	6
7	в отличие от	6	6
8	в этом отношении	4	5
9	не может быть	14	5
10	с другой стороны	9	5
11	не только в	2	4
12	и прежде всего	4	4
13	по отношению к	18	4
14	прежде всего в	2	4
15	с точки зрения	25	4
16	подобно тому как	5	4
17	может быть это	1	4
18	тем не менее	4	4
19	в связи с	1	4
20	этой точки зрения	2	3
21	он и сам	1	3
22	в том же	2	3
23	о том что	4	3
24	но с другой	2	3
25	в целом ряде	2	2
26	для своего времени	1	2
27	за то что	1	2
28	по крайней мере	5	2
29	имел в виду	1	2
30	в этом случае	3	2
31	в третьем лице	1	2
32	и то что	1	2
33	в равной степени	1	2
34	но при этом	3	2
35	во всяком случае	9	2
36	и т п	18	2
37	же время не	6	2
38	в художественном мире	3	2
39	друг для друга	1	2
40	можно было бы	5	2
41	тех или иных	1	2
42	тем что в	1	2
43	в том числе	1	2
44	только то что	2	2
45	в свою очередь	2	2
46	культуры нового времени	1	2
47	дело в том	2	2
48	для него в	3	2
49	на себе и	1	1
50	той или иной	5	1
51	по этому пути	1	1
52	говорит о себе	1	1
53	резко отличается от	3	1
54	в него не	1	1
55	с самого начала	9	1
56	все более и	1	1
57	иметь в виду	1	1
58	до сих пор	10	1
59	перед нами не	1	1
60	как бы во	1	1
61	своего и чужого	1	1
62	в полной мере	1	1
63	и уже не	1	1
64	как и во	1	1
65	с обратным знаком	1	1
66	в своих границах	1	1
67	на самом деле	15	1
68	в его позднем	1	1
69	но и не	3	1
70	каковы бы ни	1	1
71	себя самого как	1	1
72	себе самому и	6	1
73	и в частности	1	1
74	собственного сознания а	1	1
75	для него как	1	1
76	более и более	1	1
77	не столько в	2	1
78	а как бы	1	1
79	бы не было	1	1
80	как раз и	7	1
81	в романе достоевского	6	1
82	если оно верно	1	1
83	и в этом	7	1
84	том или ином	1	1
85	может и не	1	1
86	мира в его	2	1
87	каждого из них	1	1
88	о мире и	2	1
89	к себе самому	18	1
90	в самом деле	9	1
91	а потому и	1	1
92	и даже отчасти	1	1
93	по ту сторону	5	1
94	на том или	1	1
95	как бы два	2	1
96	но в то	11	1
97	не показывает нам	1	1
98	какой бы то	2	1
99	романтическая ирония не	1	1
100	а так как	2	1
101	это прежде всего	1	1
102	мы чувствуем что	2	1
103	сознания а в	1	1
104	мы с тобою	1	1
105	от чужого слова	2	1
106	в большинстве случаев	12	1
107	то что я	3	1
108	но в большинстве	1	1
109	внутреннего и внешнего	2	1
110	в пределах одной	1	1
111	в один из	2	1
112	даже и не	1	1
113	в другом месте	1	1
114	в мире а	1	1
115	к прошлому и	1	1
116	между тем как	6	1
117	продолжением и развитием	1	1
118	все выше и	1	1
119	а не только	1	1
120	несмотря на свою	1	1
121	том что он	6	1
122	в отношении к	10	1
123	все то что	3	1
124	но только в	2	1
125	она уже не	1	1
126	вовсе не является	1	1
127	того же слова	1	1
128	сознания с его	1	1
129	то ни было	6	1
130	на то что	3	1
131	как один из	2	1
132	такого героя и	1	1
133	каждому из них	1	1
134	что он в	2	1
135	в лучшем случае	2	1
136	становится одним из	1	1
137	своим отражением в	1	1
138	к тому же	5	1
139	знает и не	1	1
140	не в одном	2	1
141	на всю жизнь	2	1
142	себя и других	1	1
143	вмешивается в его	1	1
144	одного и того	1	1
145	как и само	1	1
146	в конце концов	11	1
147	же время он	1	1
148	в зависимости от	5	1
149	из тех кто	1	1
150	не к другому	1	1
151	с ним а	1	1
152	он не мог	1	1
153	никогда не бывает	3	1
154	о себе не	2	1
155	является одним из	1	1
156	речь а не	1	1
157	один из моментов	1	1
158	такой же как	1	1
159	а прежде всего	2	1
160	при этом не	1	1
161	и того же	1	1
162	не могут быть	1	1
163	и в сущности	2	1
164	одно и то	3	1
165	но по своей	1	1
166	и не может	8	1
167	и сам не	1	1
168	как мы видели	3	1
169	но все же	5	1
170	в эту минуту	3	1
171	одной стороны и	1	1
172	в одном из	2	1
173	а не в	2	1
174	нормативного сознания и	1	1
175	но даже и	1	1
176	не укоренен в	1	1
177	чтобы не сказать	1	1
178	к тому что	2	1
179	на первый взгляд	1	1
180	не мог бы	1	1
181	бы ни были	2	1
182	в этом последнем	2	1
183	не в силах	2	1
184	есть своего рода	1	1
185	и то же	3	1
186	выразить себя в	1	1
187	и наконец в	4	1
188	столь характерный для	1	1
189	уже не раз	1	1
190	не может стать	1	1
191	а не как	5	1
192	и в то	7	1
193	после того как	1	1
194	он не может	4	1
195	у него нет	2	1
196	все что ему	1	1
197	бы то ни	7	1
198	в пределах самого	1	1
199	на чужое сознание	1	1
200	в сущности не	4	1
201	так и не	1	1
202	знает что он	2	1
203	я все еще	1	1
204	и не было	1	1
205	что он сам	3	1
206	именно в том	1	1
207	но может быть	1	1
208	может быть назван	1	1
209	и в пределах	1	1
210	это еще не	1	1
211	для того чтобы	2	1
212	всяком случае в	1	1
213	такова что позволяет	1	1
214	героя с его	1	1
215	у достоевского всегда	1	1
216	как мы знаем	3	1
217	никак не мог	1	1
218	теперь же он	1	1
219	до конца не	1	1
220	но и он	1	1
221	не может и	1	1
222	и не о	1	1
223	уже и не	1	1
224	лишь тогда когда	1	1
225	быть не может	1	1
226	мышления о мире	1	1
227	к тому чтобы	4	1
228	как и всякое	2	1
229	к другому а	1	1
230	свое собственное слово	1	1
231	становится для него	1	1
232	чужую личность не	1	1
233	что он не	2	1
234	потому что я	1	1
235	на вопрос что	1	1
236	в значительной степени	2	1
