N	4gram	Vygotskiy_	Komedia
1	в то же время	1	16
2	в то время как	7	9
3	в том что он	2	4
4	иначе обстоит дело с	1	3
5	и там и здесь	1	3
6	в том числе и	2	3
7	состоит в том что	3	2
8	с этой точки зрения	4	2
9	с одной стороны и	4	2
10	в том что в	2	2
11	до сих пор в	1	2
12	о чем идет речь	1	2
13	той мере в какой	2	1
14	с самого начала не	1	1
15	друг с другом и	1	1
16	смысле этого слова с	1	1
17	не что иное как	1	1
18	в этом случае в	2	1
19	все то же самое	1	1
20	с той только разницей	1	1
21	вперед по сравнению с	1	1
22	в той мере в	2	1
23	но вместе с тем	2	1
24	только после того как	1	1
25	это было вызвано тем	2	1
26	той только разницей что	1	1
27	ни до ни после	1	1
28	который в свою очередь	1	1
29	вопрос о том как	1	1
30	друг на друга как	1	1
31	не с точки зрения	1	1
32	с точки зрения самого	2	1
33	до тех пор пока	1	1
34	для того чтобы убедить	1	1
35	в той же мере	2	1
36	представление о том что	2	1
37	в зависимости от того	1	1
38	и во всяком случае	1	1
39	в то время когда	1	1
40	было вызвано тем обстоятельством	2	1
41	это в свою очередь	1	1
42	в том что они	1	1
43	в конце концов к	1	1
44	вызвано тем обстоятельством что	2	1
45	в собственном смысле слова	1	1
46	следует рассматривать не как	1	1
47	для того чтобы показать	1	1
48	только в том что	2	1
49	сомнения в том что	1	1
50	то же самое что	3	1
51	по самой своей природе	4	1
52	то время как в	1	1
53	от одного к другому	1	1
54	несмотря на то что	1	1
55	одного и того же	3	1
56	как и всякий другой	1	1
57	почти до самого конца	1	1
58	для того чтобы в	1	1
59	в том что она	2	1
60	с точки зрения того	1	1
61	так же как и	2	1
62	мы имеем дело с	1	1
63	с самого начала что	1	1
