N	2gram	Trubetskoy	Vladivir
1	и в	24	116
2	то что	18	71
3	и не	9	67
4	у него	5	65
5	не только	10	65
6	в этом	13	53
7	в том	31	52
8	том что	20	51
9	что в	9	48
10	но и	11	47
11	в конце	4	41
12	в его	5	40
13	и с	5	39
14	то есть	2	37
15	и даже	1	36
16	сказать что	1	36
17	также и	2	36
18	так что	6	35
19	потому что	9	33
20	что он	7	32
21	еще и	1	32
22	не может	18	31
23	о том	7	30
24	только в	6	30
25	как мы	3	29
26	никогда не	4	29
27	для него	2	29
28	вовсе не	2	27
29	а в	3	27
30	не было	2	26
31	а к	2	25
32	в себе	5	25
33	но в	5	25
34	в то	6	25
35	и то	4	25
36	и его	2	25
37	даже и	1	24
38	точки зрения	14	23
39	между прочим	2	23
40	он не	4	23
41	может быть	17	23
42	что же	2	23
43	кроме того	1	22
44	так как	7	22
45	в виде	4	22
46	в своей	1	21
47	вместе с	7	21
48	а именно	1	20
49	и что	9	20
50	в своем	12	20
51	для нас	3	20
52	прежде всего	3	20
53	не менее	7	19
54	в дальнейшем	4	19
55	и вообще	3	19
56	тем не	4	19
57	таким образом	34	19
58	в течение	4	19
59	так и	10	19
60	и потому	3	19
61	как и	10	18
62	не мог	1	18
63	не в	9	18
64	хотя и	4	18
65	с его	1	18
66	то это	1	17
67	что и	7	17
68	в этой	7	17
69	и если	6	17
70	а не	1	17
71	у нас	3	17
72	все же	15	16
73	уже не	1	16
74	к тому	8	16
75	не есть	4	16
76	совсем не	1	16
77	для себя	2	16
78	и все	9	16
79	было бы	3	16
80	того что	7	16
81	в котором	2	16
82	и к	5	15
83	то же	4	15
84	в своих	2	15
85	к этому	5	15
86	в эти	3	15
87	несмотря на	6	15
88	в связи	3	15
89	до конца	1	15
90	это было	1	15
91	того же	9	14
92	в с	3	14
93	все эти	19	14
94	же касается	2	14
95	мы уже	4	14
96	и на	6	14
97	уже в	1	14
98	и как	1	14
99	во всем	3	13
100	в результате	9	13
101	с тем	4	13
102	так же	8	13
103	и от	5	13
104	что это	5	13
105	то время	2	13
106	да и	1	13
107	дело в	1	13
108	жизни и	2	13
109	только на	1	12
110	и это	3	12
111	и у	4	12
112	и по	3	12
113	в нем	3	12
114	то в	2	12
115	всяком случае	2	12
116	ничего не	1	12
117	во всяком	2	12
118	есть только	2	12
119	связи с	4	12
120	при этом	9	11
121	него в	2	11
122	более или	8	11
123	в данном	3	11
124	хотя бы	4	11
125	тому же	6	11
126	в которой	5	11
127	я не	2	11
128	на то	9	11
129	никак не	1	11
130	в отношении	1	11
131	это есть	4	11
132	все это	13	11
133	или менее	8	11
134	мы должны	4	11
135	не очень	2	11
136	конце концов	4	11
137	в самом	8	10
138	даже в	3	10
139	что все	5	10
140	с точки	8	10
141	в качестве	1	10
142	что его	4	10
143	можно было	1	10
144	что для	4	10
145	отнюдь не	2	10
146	к нему	2	10
147	с ним	6	10
148	еще не	6	10
149	которую он	2	10
150	в истории	3	10
151	здесь не	1	10
152	он и	1	10
153	в ней	3	10
154	но не	3	10
155	и сам	2	9
156	именно в	5	9
157	с этим	12	9
158	смысле слова	1	9
159	и психологии	1	9
160	с другой	6	9
161	мы знаем	10	9
162	и притом	1	9
163	но он	1	9
164	а только	1	9
165	но как	2	9
166	а с	4	9
167	не будет	5	9
168	мы будем	3	9
169	из этого	7	9
170	в начале	3	9
171	отношения к	1	9
172	что мы	4	9
173	что если	3	9
174	для меня	4	9
175	это не	3	9
176	же время	2	9
177	по существу	7	9
178	что касается	6	9
179	в целом	5	9
180	с этой	3	8
181	в этих	3	8
182	тем что	1	8
183	можно считать	1	8
184	которой он	1	8
185	в этот	1	8
186	конечно не	3	8
187	и особенно	2	8
188	как в	1	8
189	со стороны	1	8
190	должно быть	5	8
191	как бы	10	8
192	и для	6	8
193	тот же	3	8
194	и я	1	8
195	из этих	8	8
196	отношение к	4	8
197	мы и	2	7
198	в них	2	7
199	но все	5	7
200	к ней	1	7
201	а а	1	7
202	на первый	2	7
203	что этот	1	7
204	но даже	3	7
205	точно так	1	7
206	с в	3	7
207	в нашем	3	7
208	выше мы	4	7
209	себе и	1	7
210	мы видели	2	7
211	здесь мы	1	7
212	если бы	8	7
213	к его	1	7
214	не имеет	2	7
215	ничего общего	3	7
216	и вот	1	7
217	того чтобы	8	7
218	из его	1	7
219	при помощи	3	7
220	но если	2	7
221	не без	2	7
222	к концу	1	7
223	на его	1	7
224	в таком	4	7
225	то и	2	7
226	другими словами	2	7
227	мы бы	1	7
228	по этому	2	7
229	же и	1	6
230	тому что	2	6
231	мысли и	1	6
232	те же	2	6
233	в виду	2	6
234	другой стороны	5	6
235	этого последнего	2	6
236	для того	8	6
237	настоящее время	3	6
238	на него	2	6
239	он сам	1	6
240	если мы	4	6
241	той же	2	6
242	по мнению	1	6
243	его в	5	6
244	чем в	3	6
245	том же	4	6
246	что она	2	6
247	на себя	1	6
248	время как	1	6
249	по своей	7	6
250	находить в	1	6
251	главным образом	1	6
252	и из	2	6
253	так или	5	6
254	но на	2	6
255	в в	4	6
256	на основании	1	6
257	в настоящее	3	6
258	данном случае	3	6
259	свидетельствует о	1	6
260	мы не	1	6
261	а это	2	6
262	всегда был	1	6
263	и тут	1	6
264	или иначе	5	6
265	в общем	6	6
