N	2gram	Voloshinov	Formalny
1	и в	12	95
2	и не	10	78
3	может быть	14	66
4	в этом	4	61
5	не может	16	57
6	и пр	3	53
7	вовсе не	1	53
8	таким образом	12	52
9	и его	13	51
10	так и	4	50
11	точки зрения	14	47
12	в нем	6	42
13	в его	2	42
14	прежде всего	8	41
15	с точки	2	40
16	как и	5	39
17	художественного произведения	7	36
18	в самом	4	35
19	не в	4	35
20	а не	5	34
21	в процессе	6	34
22	но и	3	33
23	то же	5	32
24	самом деле	3	32
25	истории литературы	2	31
26	не только	4	30
27	в пределах	3	28
28	в том	6	26
29	отнюдь не	5	26
30	если бы	9	26
31	то что	5	25
32	при этом	6	24
33	в своей	3	24
34	на самом	4	24
35	с помощью	6	23
36	было бы	1	23
37	связи с	1	23
38	в ней	6	23
39	в то	2	22
40	и ее	3	22
41	и с	3	21
42	что в	2	21
43	в истории	1	21
44	как бы	13	21
45	между ними	2	20
46	не менее	3	20
47	входит в	1	20
48	как мы	1	20
49	формальный метод	1	20
50	же время	1	20
51	место в	2	20
52	по себе	3	19
53	художественное произведение	3	19
54	хотя бы	5	19
55	не могут	1	19
56	социальная оценка	2	19
57	социального общения	4	19
58	все это	3	19
59	все же	4	18
60	должна быть	5	18
61	только в	6	18
62	и все	2	18
63	с его	2	18
64	все эти	3	18
65	и их	1	18
66	идеологического творчества	2	17
67	социальной жизни	2	17
68	произведения в	1	17
69	как в	5	17
70	более того	2	17
71	социологической поэтики	3	16
72	во всяком	1	16
73	с другой	4	16
74	так же	3	16
75	всяком случае	1	16
76	в искусстве	1	16
77	именно в	1	15
78	все время	6	15
79	должно быть	1	15
80	с другими	2	15
81	его в	4	15
82	во всех	1	15
83	и на	4	15
84	так как	9	15
85	но в	5	15
86	в поэзии	3	15
87	в литературе	4	15
88	в жизни	5	14
89	только на	3	14
90	в своем	2	14
91	в ее	1	14
92	вместе с	2	14
93	еще не	3	14
94	если мы	1	14
95	произведения и	3	14
96	и потому	2	14
97	жизни и	4	14
98	в целом	1	14
99	в результате	1	13
100	настоящее время	2	13
101	что и	2	13
102	ни в	3	13
103	как его	1	13
104	могут быть	2	13
105	независимо от	2	13
106	для них	1	13
107	сводится к	1	13
108	науки об	1	13
109	до конца	2	13
110	в настоящее	2	13
111	того что	3	13
112	она не	2	13
113	поэтического произведения	3	12
114	там где	2	12
115	уже не	4	12
116	к тому	1	12
117	по отношению	11	12
118	социальной оценки	1	12
119	как это	2	12
120	и здесь	2	12
121	оно не	2	12
122	того чтобы	1	12
123	и для	3	12
124	отношению к	11	12
125	в корне	2	11
126	социальной действительности	1	11
127	никогда не	5	11
128	что они	1	11
129	то ни	3	11
130	между тем	3	11
131	зависимости от	4	11
132	литературы в	1	11
133	они не	1	11
134	это и	1	11
135	для него	3	11
136	этом отношении	1	11
137	в основе	1	11
138	в общем	1	11
139	но не	2	11
140	в большинстве	1	11
141	слова и	6	11
142	не как	1	10
143	другой стороны	2	10
144	в художественном	3	10
145	конечно не	3	10
146	о литературе	1	10
147	в зависимости	2	10
148	бы то	3	10
149	каждый элемент	1	10
150	метод в	2	10
151	не было	1	10
152	не есть	2	10
153	он не	2	10
154	если же	2	10
155	материала в	1	10
156	с ее	1	10
157	мы видели	1	10
158	как о	1	10
159	в слове	1	10
160	не является	1	10
161	тем же	1	10
162	друг друга	1	10
163	формы и	3	10
164	и др	5	10
165	мы не	3	10
166	материала и	4	10
167	еще более	1	9
168	языка в	1	9
169	ни было	4	9
170	литературы и	4	9
171	или иного	1	9
172	в свою	1	9
173	здесь не	3	9
174	но это	2	9
175	ничего не	2	9
176	от всех	2	9
177	менее всего	1	9
178	у нас	1	9
179	быть и	3	9
180	и к	4	8
181	в них	3	8
182	и те	2	8
183	в данном	2	8
184	одной стороны	2	8
185	мы ни	5	8
186	была бы	2	8
187	с одной	2	8
188	ясно что	3	8
189	же как	1	8
190	между собой	2	8
191	сих пор	3	8
192	поэтическое произведение	5	8
193	и является	4	8
194	из этого	3	8
195	до сих	3	8
196	что это	1	8
197	на основе	1	8
198	в поэтическом	1	8
199	не должна	3	8
200	это не	2	8
201	в области	1	8
202	для этого	1	8
203	более или	1	7
204	но все	2	7
205	является для	2	7
206	мы увидим	1	7
207	даже и	1	7
208	свою очередь	1	7
209	сказать что	7	7
210	что именно	1	7
211	к этому	2	7
212	оценки и	2	7
213	художественном произведении	3	7
214	смысл и	2	7
215	значение и	1	7
216	в себе	3	7
217	столь же	1	7
218	искусства в	1	7
219	в особенности	2	7
220	в содержании	1	7
221	не на	1	7
222	сами по	1	7
223	жизни в	1	7
224	данной социальной	1	7
225	том что	5	7
226	известной степени	2	7
227	высшей степени	1	7
228	и более	3	7
229	в какой	2	7
230	и понимания	1	7
231	только и	1	7
232	или менее	1	7
233	в одной	1	7
234	стороны и	2	7
235	как к	3	7
236	в высшей	1	7
237	и только	1	7
238	и наконец	3	7
