N	2gram	Propp_Isto	Marksizm
1	точки зрения	3	69
2	может быть	22	64
3	и в	43	63
4	и не	16	55
5	как бы	5	53
6	не может	8	47
7	с точки	1	46
8	и пр	19	42
9	и его	10	41
10	в этом	25	39
11	таким образом	15	38
12	как мы	11	32
13	в пределах	5	31
14	не только	28	29
15	то же	11	28
16	в нем	11	28
17	но и	24	27
18	в языке	1	26
19	связи с	9	25
20	речи и	1	25
21	самом деле	1	25
22	в самом	1	24
23	как и	9	24
24	прежде всего	3	24
25	только в	8	23
26	так и	6	23
27	в том	13	22
28	то что	20	22
29	а не	13	22
30	при этом	4	20
31	не в	9	19
32	если бы	7	19
33	том что	12	19
34	в его	7	19
35	в ее	1	18
36	и для	3	18
37	но в	15	18
38	вовсе не	3	18
39	все же	13	17
40	по отношению	2	16
41	и как	6	16
42	в то	2	16
43	с помощью	1	15
44	во всех	1	15
45	в связи	5	15
46	отнюдь не	1	15
47	что он	17	15
48	в русском	3	15
49	отношению к	2	15
50	в данном	7	14
51	хотя бы	3	14
52	в своей	4	13
53	так же	16	13
54	что в	29	13
55	и здесь	8	13
56	было бы	5	13
57	ничего не	12	13
58	мы не	3	13
59	слова в	1	13
60	между тем	2	12
61	он не	11	12
62	является не	1	12
63	а в	13	12
64	не столько	1	11
65	на материале	1	11
66	к нему	12	11
67	мы уже	9	11
68	и что	6	11
69	и от	3	11
70	до сих	7	11
71	и на	7	11
72	и все	4	11
73	как в	6	11
74	еще не	15	11
75	друг друга	6	11
76	так как	13	11
77	на самом	2	11
78	все эти	8	11
79	в ней	3	11
80	сих пор	7	11
81	именно в	1	10
82	во всяком	2	10
83	самого начала	1	10
84	с другой	10	10
85	сказать что	5	10
86	к этому	10	10
87	никогда не	9	10
88	в своем	2	10
89	его в	7	10
90	в таком	1	10
91	одна из	2	10
92	в основном	1	10
93	здесь мы	6	10
94	в большинстве	2	10
95	совершенно не	2	10
96	конечно не	3	10
97	с его	1	10
98	здесь в	2	10
99	и потому	2	10
100	с самого	1	10
101	быть и	3	9
102	к тому	9	9
103	только на	2	9
104	в себе	2	9
105	большинстве случаев	3	9
106	и следовательно	1	9
107	и это	5	9
108	а как	2	9
109	мы видели	18	9
110	что это	4	9
111	ни в	2	9
112	не имеет	3	9
113	и более	3	9
114	как целое	1	9
115	это не	10	9
116	как если	1	9
117	одной из	1	9
118	и эта	1	9
119	же самое	1	9
120	кроме того	1	8
121	не как	1	8
122	другой стороны	10	8
123	и даже	4	8
124	и с	10	8
125	на этой	2	8
126	мы знаем	11	8
127	что и	17	8
128	у него	4	8
129	не было	2	8
130	что не	3	8
131	тому что	1	8
132	ясно что	2	8
133	мы можем	10	8
134	или же	2	8
135	не будет	1	8
136	в форме	1	8
137	столь же	1	8
138	сводится к	1	8
139	в каком	1	8
140	к другому	1	8
141	перед нами	4	8
142	чем же	1	8
143	в свою	5	8
144	этого слова	3	8
145	с этим	13	8
146	у нас	7	8
147	смысле этого	3	8
148	и их	4	8
149	в науке	1	8
150	и ее	3	8
151	на то	4	8
152	от него	3	7
153	в этих	18	7
154	не существует	1	7
155	в котором	5	7
156	и те	1	7
157	свою очередь	1	7
158	языка не	1	7
159	он сам	2	7
160	те же	2	7
161	как раз	1	7
162	в качестве	4	7
163	бы в	1	7
164	в этой	7	7
165	могут быть	9	7
166	там где	8	7
167	с ними	5	7
168	может стать	1	7
169	на основе	1	7
170	по себе	3	7
171	той же	3	7
172	о том	4	7
173	того что	8	7
174	в начале	2	7
175	далеко не	3	7
176	бы он	1	7
177	является в	2	6
178	по мере	2	6
179	в корне	1	6
180	уже не	11	6
181	входит в	1	6
182	одной стороны	2	6
183	в другом	11	6
184	в различных	1	6
185	она может	2	6
186	характерно что	1	6
187	с одной	2	6
188	с другими	1	6
189	здесь же	1	6
190	между ними	1	6
191	не есть	3	6
192	всяком случае	2	6
193	должны быть	1	6
194	этот вопрос	3	6
195	с ее	2	6
196	должна быть	2	6
197	от своего	3	6
198	зависимости от	1	6
199	ничего общего	1	6
200	не имеют	2	6
201	и между	1	6
202	что же	2	6
203	для всего	1	6
204	тот же	2	6
205	этот процесс	1	6
206	он и	4	6
207	все это	4	6
208	вопрос о	4	6
209	мы должны	9	6
210	из этих	5	6
211	же в	6	6
212	не к	1	6
213	еще более	3	5
214	о чем	1	5
215	самом же	1	5
216	в одном	9	5
217	нами в	1	5
218	в виду	2	5
219	она является	1	5
220	не менее	6	5
221	связано с	4	5
222	был бы	1	5
223	как на	1	5
224	от того	3	5
225	себя в	2	5
226	что такое	1	5
227	xix века	1	5
228	как же	1	5
229	все время	2	5
230	от этого	1	5
231	и у	6	5
232	но как	2	5
233	и тем	2	5
234	и является	1	5
235	же он	3	5
236	следовательно не	1	5
237	вместе с	12	5
238	да и	2	5
