N	3gram	Tiupa_Narr	TeoriaLi
1	в том что	8	10
2	по отношению к	6	10
3	не сводится к	2	9
4	в то же	3	8
5	то же время	3	8
6	в отличие от	5	7
7	кадров внутреннего зрения	1	7
8	присутствия в мире	2	6
9	того или иного	2	6
10	в конечном счете	2	6
11	с другой стороны	4	6
12	более или менее	2	6
13	состоит в том	3	6
14	не может быть	5	5
15	так и не	2	5
16	так или иначе	2	5
17	в данном случае	4	5
18	в силу своей	1	4
19	одного и того	1	4
20	и того же	1	4
21	в свою очередь	3	3
22	той или иной	4	3
23	ни в мире	3	3
24	с точки зрения	2	3
25	в этом смысле	1	3
26	всех без исключения	1	3
27	сближение но не	1	3
28	в том числе	6	3
29	тем не менее	3	3
30	можно сказать что	4	3
31	в своем составе	1	3
32	подобно тому как	2	3
33	по своей природе	1	3
34	но не слияние	1	3
35	в равной степени	1	3
36	тех или иных	1	3
37	несет в себе	1	3
38	по сути дела	2	3
39	в связи с	2	3
40	значении этого слова	2	3
41	с одной стороны	7	3
42	тот или иной	1	3
43	сказания или анекдота	2	2
44	природе суть то	1	2
45	в рамках художественного	1	2
46	в этой системе	1	2
47	речевая маска такого	2	2
48	они хотят и	1	2
49	суть то что	1	2
50	так и его	1	2
51	креативного и рецептивного	1	2
52	как к содержанию	2	2
53	до известной степени	1	2
54	в данном контексте	1	2
55	позволяет говорить о	1	2
56	кто говорит и	2	2
57	в данный момент	1	2
58	в русской литературе	1	2
59	причастной вненаходимости бахтин	1	2
60	при этом что	1	2
61	этой точки зрения	2	2
62	с этой точки	1	2
63	как и в	1	2
64	в самом деле	1	2
65	не могло быть	1	2
66	в таком случае	2	2
67	со стороны адресата	2	2
68	участок текста характеризующийся	1	2
69	включает в себя	1	2
70	уготованной ему позиции	1	2
71	том числе и	4	2
72	и в форме	2	2
73	и тем самым	3	2
74	с легкой руки	1	2
75	и в то	1	2
76	в соответствии с	1	2
77	во всей его	1	2
78	личностного присутствия в	1	2
79	а с другой	1	2
80	вокруг я героя	2	2
81	том что он	1	2
82	хотят и свершают	1	2
83	что они хотят	1	2
84	мы имеем дело	2	2
85	то ни было	3	2
86	в мире это	1	2
87	преодолеваемая даль и	1	2
88	в рамках которого	1	2
89	и сближение но	1	2
90	отношения к сообщаемому	2	2
91	и не могло	1	2
92	тогда как в	2	2
93	даль и сближение	1	2
94	своей природе суть	1	2
95	то что они	1	2
96	бы то ни	3	2
97	в известном смысле	2	2
98	ту или иную	2	2
99	индивидуального речевого замысла	2	2
100	в значительной степени	2	2
101	на воспринимающее сознание	1	2
102	как уже говорилось	1	2
103	в основе своей	4	2
104	и позволяет говорить	1	2
105	может быть и	1	2
106	но не верифицируемым	1	1
107	авторской позиции организующей	1	1
108	дискурс вовлекает адресата	1	1
109	мире необходимости ни	1	1
110	качестве бытийной компетенции	1	1
111	не могли бы	1	1
112	соответственно риторика сказания	1	1
113	примеряя ее содержание	1	1
114	в тексте не	1	1
115	действия или субъектом	1	1
116	интонации и оценки	1	1
117	притчевая дискурсия с	1	1
118	в мире необходимости	1	1
119	принципе могут быть	1	1
120	очередь определяется предметом	1	1
121	графически как прямая	1	1
122	нарушителем некоторых норм	1	1
123	и не быть	1	1
124	эти бытийные компетенции	1	1
125	смысле домонологично оно	1	1
126	и формы высказывания	1	1
127	в принципе могут	1	1
128	устремленный от одного	1	1
129	исполнитель передаваемого текста	1	1
130	невозможно рассказывать себе	1	1
131	знания аналогичному адресату	1	1
132	проективной компетентностью остранненного	1	1
133	отношение к сообщенному	1	1
134	или убеждением значения	1	1
135	может и не	1	1
136	согласия за которым	1	1
137	жизни то есть	1	1
138	иисусовой притче о	1	1
139	с формой авторства	1	1
140	изложение собственного ее	1	1
141	запечатлеваемый и запечатлевающий	1	1
142	анекдота ценностное самоотмежевание	1	1
143	может быть проделано	1	1
144	диалог персонажей здесь	1	1
145	картина мира которая	1	1
146	диалогизм биографического слова	1	1
147	и подобен новеллистическому	1	1
148	облекается в молчание	1	1
149	плача осмеяния тогда	1	1
150	коммуникативного события эта	1	1
151	постоянно переходит к	1	1
152	окказиональная случайностная релятивистская	1	1
153	требует риторики двуголосого	1	1
154	дискредитирующе глупое или	1	1
155	позиция активного приятия	1	1
156	носителем и реализатором	1	1
157	последняя предполагает отношение	1	1
158	и характерное для	1	1
159	свободного согласия за	1	1
160	касается ментальной и	1	1
161	она здесь присутствует	1	1
162	событием поэтому повторное	1	1
163	уточнить что сообщаемое	1	1
164	сообщает нечто смешное	1	1
165	эта возможность иного	1	1
166	чужой речи и	1	1
167	остроумно находчивое или	1	1
168	анекдота или притчи	1	1
169	никогда не бывает	1	1
170	общенародной хвалы или	1	1
171	система обстоятельств личностного	1	1
172	в той или	2	1
173	мере в какой	1	1
174	отграниченная система смыслов	1	1
175	лично для себя	1	1
176	с ее иносказательностью	1	1
177	биографического дискурса проявляет	1	1
178	полнотой референтная компетенция	1	1
179	неизбежная для производящего	1	1
180	правило лишь в	1	1
181	мира как центрированная	1	1
182	диалогизирована в первую	1	1
183	речевая маска биографа	1	1
184	вещами и ценностями	1	1
185	а также проектировать	1	1
186	и иных пространственно-временных	1	1
187	быть проделано и	1	1
188	убеждения организующего учительный	1	1
189	опыт присутствия в	1	1
190	знают становления мира	1	1
191	доверия к чужому	1	1
192	к своему герою	1	1
193	неожиданное маловероятное беспрецедентное	1	1
194	самому тогда как	1	1
195	соотношений такая возможность	1	1
196	и картины мира	1	1
197	выбора или субъектом	1	1
198	не что иное	2	1
199	жития ибо жизнь	1	1
200	острота наизнанку глупость	1	1
201	где слово деритуализовано	1	1
202	этического выбора все	1	1
203	текст речевая маска	1	1
204	или диалогической анекдот	1	1
205	давшее литературе героический	1	1
206	присутствия в жизнепроцессе	1	1
207	инициативно личностно окрашено	1	1
208	для восприятия сказания	1	1
209	недопустимая в сказании	1	1
210	к индивидуальной жизненной	1	1
211	авторства выше она	1	1
212	сказании или притче	1	1
213	в мире случайности	1	1
214	втором эпизоде в	1	1
215	ментальной и речевой	1	1
216	отношение к своему	1	1
217	компетенция биографического дискурса	1	1
218	факультативны он и	1	1
219	которая своей карнавальной	1	1
220	или анекдота ценностное	1	1
221	известного предназначения когда	1	1
222	сознания однако внутренняя	1	1
223	частности форма авторства	1	1
224	романного видения мира	1	1
225	основана жанровая форма	1	1
226	основу такой риторики	1	1
227	вокруг него романным	1	1
228	все то что	1	1
229	предел до которого	1	1
230	изобразителя жизни повествователя	1	1
231	собственной ситуации жизненного	1	1
232	то есть в	2	1
233	анекдот должен не	1	1
234	субъекту биографического дискурса	1	1
235	и возможность иного	1	1
236	и строго отграниченная	1	1
237	только в присутствии	1	1
238	фатально непреложный и	1	1
239	как раз ответственность	1	1
240	классическом романе реалистической	1	1
241	поэтому повторное выслушивание	1	1
242	коммуникативный статус знания	1	1
243	была впервые освоена	1	1
244	анекдот ни притча	1	1
245	несомненно достоверному и	1	1
246	или анекдота но	1	1
247	хулы плача осмеяния	1	1
248	субъект объект и	1	1
249	ошибка оговорка где	1	1
250	реализуют в нем	1	1
251	европейского романа является	1	1
252	соседствами именно это	1	1
253	релятивистская казусная картина	1	1
254	карнавальной непредвиденностью и	1	1
255	и слушающих общим	1	1
256	речь включая разные	1	1
257	активизирующего позицию адресата	1	1
258	прямой речи именно	1	1
259	где образ становящегося	1	1
260	не может обладать	1	1
261	дискурса претерпевшего к	1	1
262	формы построения речевого	1	1
263	каждый из перечисленных	1	1
264	далеко не всякий	1	1
265	слова в слове	1	1
266	схемы и в	1	1
267	точки зрения не	1	1
268	и др в	1	1
269	как быть так	1	1
270	игры мнениями необходимая	1	1
271	или острота наизнанку	1	1
272	здесь присутствует как	1	1
273	всего к ценностной	1	1
274	житиям святых где	1	1
275	для жизнеописания как	1	1
276	некоторых норм сколько	1	1
277	обычно неприемлемо ни	1	1
278	романа неканонического жития	1	1
279	приятия не удовлетворяясь	1	1
280	речевой акт притчевого	1	1
281	в иной ситуации	1	1
282	личности в противоположность	1	1
283	не всегда эксплицированного	1	1
284	картина мира моделируемая	1	1
285	посрамляющий умершее солнце	1	1
286	с анекдотической стратегией	1	1
287	преломляющая несобственно-прямая речь	1	1
288	тогда как ни	2	1
289	маска такого дискурса	1	1
290	герою жизнеописания чего	1	1
291	мнениями необходимая коммуникативная	1	1
292	ним определенные задания	1	1
293	востребованной жанром компетентностью	1	1
294	еще не такое	1	1
295	одну из модификаций	1	1
296	субъект дискурсии обладает	1	1
297	поведение в окказионально-авантюрном	1	1
298	ни столь пассивным	1	1
299	ценностями иными соседствами	1	1
300	надлежит уметь проецировать	1	1
301	анекдот равнодостойности сознаний	1	1
302	романного слова эта	1	1
303	кому рассказывается анекдот	1	1
304	события на поучающего	1	1
305	свой опыт жизни	1	1
306	припоминая и примеряя	1	1
307	любопытное занимательное неожиданное	1	1
308	дела другим коммуникативным	1	1
309	полноценная биография возможна	1	1
310	позиция определяется востребованной	1	1
311	притчи креативная компетенция	1	1
312	готовом стабильно дифференцированном	1	1
313	стержнем целой системы	1	1
314	характерное для восприятия	1	1
315	в частности форма	1	1
316	нормы ни в	1	1
317	когда персонажи не	1	1
318	разделение иерархично оно	1	1
319	искусство заинтересовывать судьбой	1	1
320	на статус знания	1	1
321	учителя жизни постоянно	1	1
322	акте выбора осуществляется	1	1
323	лишь одну из	1	1
324	присутствия рассказчика однако	1	1
325	и требующей для	1	1
326	внутренне подражательного приобщения	1	1
327	серьезности бахтин жизни	1	1
328	с содержанием анекдота	1	1
329	реализатором самобытного смысла	1	1
330	иметь в виду	1	1
331	и где демонстрируется	1	1
332	явлений группирующихся вокруг	1	1
333	ценностно-смысловой позиции в	1	1
334	или сплетни то	1	1
335	говорит и кому	1	1
336	речевого замысла поэтому	1	1
337	жанровой традиции как	1	1
338	становление мира в	1	1
339	включая разные формы	1	1
340	компетенцией соответствующего жанра	1	1
341	характеристике с.с аверинцева	1	1
342	коммуникативному статусу тождественно	1	1
343	первое может быть	1	1
344	во времени старого	1	1
345	влияние со стороны	1	1
346	при этом остается	1	1
347	в своего рода	1	1
348	или причастной вненаходимости	1	1
349	может быть редуцирован	1	1
350	невозможно притчевое нормативное	1	1
351	и прежде всего	1	1
352	является как бы	1	1
353	в классическом романе	1	1
354	по себе а	1	1
355	жанр сказания исторически	1	1
356	коммуникативную ситуацию разрушает	1	1
357	отношению к самому	1	1
358	оказывается самообнаружение его	1	1
359	формулирует н.д тамарченко	1	1
360	развития самоопределяющегося субъекта	1	1
361	по своему коммуникативному	1	1
362	есть биография и	1	1
363	определяемое отсутствием ценностной	1	1
364	еще не есть	1	1
365	при всем своем	1	1
366	иным рассказчиком с	1	1
367	биография возможна только	1	1
368	слушающим принципиальная для	1	1
369	божья повеленья сказание	1	1
370	признает никакого миропорядка	1	1
371	что по своему	1	1
372	составляет преломляющая несобственно-прямая	1	1
373	между вещами и	1	1
374	жизненного выбора риторический	1	1
375	актанте лишь орудие	1	1
376	деятельности персонажа то	1	1
377	не от своея	1	1
378	в себе ему	1	1
379	ценностного урока из	1	1
380	ночной жанр посрамляющий	1	1
381	они бытуют как	1	1
382	извращает осмеивает всякую	1	1
383	их внутреннюю обособленность	1	1
384	хоровое слово общенародной	1	1
385	ни анекдот ни	1	1
386	общим знанием поэтому	1	1
387	в той мере	1	1
388	ролевого действия или	1	1
389	табу дозволенное посрамление	1	1
390	умершее солнце тысяча	1	1
391	в тексте может	1	1
392	порой фактически точными	1	1
393	от божья повеленья	1	1
394	поучаемого это разделение	1	1
395	новелле есть нарушение	1	1
396	н.д тамарченко историческое	1	1
397	художественной литературы анекдот	1	1
398	притчевого типа есть	1	1
399	степени зависим от	1	1
400	например слухи о	1	1
401	жизнеописания как феномена	1	1
402	видения мира романного	1	1
403	жанром компетентностью адресата	1	1
404	и сомнению отсюда	1	1
405	оговорка где слово	1	1
406	учительный дискурс речевая	1	1
407	в литературе нового	1	1
408	ситуативного диалогизированного слова	1	1
409	в уста анекдот	1	1
410	а не с	1	1
411	легкую безответственную передаваемость	1	1
412	в акте выбора	1	1
413	лишь в стилевых	1	1
414	от мастерства рассказчика	1	1
415	для полноценного авторства	1	1
416	обладать собственным смыслом	1	1
417	необходимый фон романного	1	1
418	к интонации доверительной	1	1
419	запечатленного в притче	1	1
420	это требует риторики	1	1
421	проявляет себя в	1	1
422	к чужому слову	1	1
423	призван обладать проективной	1	1
424	в коммуникацию не	1	1
425	постулирует со стороны	1	1
426	проецировать чужой экзистенциальный	1	1
427	объединяет говорящих и	1	1
428	реакцию предварительное знакомство	1	1
429	он от позиции	1	1
430	продуктивный тип высказывания	1	1
431	одна ночь и	1	1
432	несобственно-прямая речь включая	1	1
433	эпос усматривает во	1	1
434	неуместность ошибка оговорка	1	1
435	жанра представляют собой	1	1
436	к содержанию анекдота	1	1
437	старого европейского романа	1	1
438	ритуальность заданность человеческих	1	1
439	иной жизни и	1	1
440	уст в уста	1	1
441	ее иносказательностью требует	1	1
442	мира романного образа	1	1
443	события суть равнодостойные	1	1
444	от своея воля	1	1
445	авторства как неизбежная	1	1
446	ср общеизвестные пришел	1	1
447	если первое может	1	1
448	слова прямой речи	1	1
449	легко может быть	1	1
450	героев бытийная компетенция	1	1
451	языком ставят перед	1	1
452	нашего высказывания и	1	1
453	профанация священного новелла	1	1
454	несут в себе	1	1
455	скрытой полускрытой рассеянной	1	1
456	некоторую коммуникативную стратегию	1	1
457	оцененном мире слово	1	1
458	жизнеописания может как	1	1
459	не окказиональный жребий	1	1
460	образом ориентировано на	1	1
461	образа и романного	1	1
462	смыслом ни в	1	1
463	как субъекты этического	1	1
464	ситуации произнесения сказания	1	1
465	восприятия сказания или	1	1
466	внутренне статичном актанте	1	1
467	адресату позицию внутренне	1	1
468	свою очередь определяется	1	1
469	притчу то нормативное	1	1
470	персонажи сказания не	1	1
471	о происшествиях неофициальной	1	1
472	частности сказание постулирует	1	1
473	является своего рода	1	1
474	к однозначности и	1	1
475	самим слушающим принципиальная	1	1
476	тысяча и одна	1	1
477	воля рекоша но	1	1
478	анекдотического персонажа оказывается	1	1
479	оно не предполагает	1	1
480	или притче была	1	1
481	сыне это императивная	1	1
482	мира в притче	1	1
483	к собственной ситуации	1	1
484	самообнаружение его характера	1	1
485	непосредственного присутствия рассказчика	1	1
486	просторную сферу исторического	1	1
487	родственным анекдотическому дискурсу	1	1
488	по крайней мере	1	1
489	биографа диалогизирована в	1	1
490	или иной преемственно	1	1
491	же анекдота обычно	1	1
492	субъекта и адресата	1	1
493	различного жизненного опыта	1	1
494	непредвиденностью и недостоверностью	1	1
495	не ценностно дистанцированной	1	1
496	до которой иные	1	1
497	самоотождествление с человеком	1	1
498	для себя если	1	1
499	характера инициативно-авантюрное поведение	1	1
500	выбор лексики например	1	1
501	неканонического жития ибо	1	1
502	вероятностном и многосмысленном	1	1
503	необходимая коммуникативная характеристика	1	1
504	сказание в известном	1	1
505	отличало по характеристике	1	1
506	не предполагает хоровой	1	1
507	закономерно приводит к	1	1
508	подражательного приобщения к	1	1
509	модификаций анекдотического дискурса	1	1
510	было и не	1	1
511	является отводимой воспринимающему	1	1
512	культивируется соответствующим жанром	1	1
513	недостоверностью отвергает извращает	1	1
514	передаваемость из уст	1	1
515	хоровой сказание или	1	1
516	достоверным но не	1	1
517	требует анекдот но	1	1
518	бы не рассчитан	1	1
519	коммуникативным событием поэтому	1	1
520	анекдота ни столь	1	1
521	для слушателей биографический	1	1
522	архаичному состоянию общественных	1	1
523	построения речевого целого	1	1
524	иной ситуации иным	1	1
525	анекдотические истории не	1	1
526	события эта позиция	1	1
527	смысла уже столь	1	1
528	рассказчиком с иными	1	1
529	жанр представляет собой	1	1
530	того кому рассказывается	1	1
531	разных риториках рассматриваемых	1	1
532	ситуации притчи креативная	1	1
533	в сказании повествуемой	1	1
534	картина мира где	1	1
535	картины мира с	1	1
536	перед ним определенные	1	1
537	как опыт становления	1	1
538	не дает позвоночника	1	1
539	установленного знанием или	1	1
540	притче универсального опыта	1	1
541	уста анекдот как	1	1
542	в исконном значении	1	1
543	составляет необходимый фон	1	1
544	определяется креативная компетенция	1	1
545	картина мира как	1	1
546	самоопределяющегося субъекта жизни	1	1
547	ни притча не	1	1
548	в себя и	2	1
549	регулятивная отношение слушателя	1	1
550	в притче он	1	1
551	необходимости известного предназначения	1	1
552	активизации воспринимающего сознания	1	1
553	мире случайности полноценная	1	1
554	иными границами между	1	1
555	повествователя о ней	1	1
556	разнится от него	1	1
557	его характера инициативно-авантюрное	1	1
558	предполагает как раз	1	1
559	индивидуальный опыт чужой	1	1
560	находчивое или напротив	1	1
561	или вяземским не	1	1
562	острота или острота	1	1
563	недостоверное знание что	1	1
564	верифицируемым знанием верификация	1	1
565	не слияние концепированный	1	1
566	приятия и ученичества	1	1
567	аверинцева живое непредубежденное	1	1
568	в мире на	1	1
569	отношение слушателя к	1	1
570	становления и развития	1	1
571	существенно связаны с	1	1
572	этим моментам родственным	1	1
573	окказиональный жребий а	1	1
574	означала бы перевод	1	1
575	которых и определяется	1	1
576	как рассказчик анекдота	1	1
577	не в состоянии	1	1
578	сказания субъект дискурсии	1	1
579	тексте может быть	1	1
580	когда мы строим	1	1
581	жизни повествователя о	1	1
582	в готовом стабильно	1	1
583	наизнанку глупость неуместность	1	1
584	и персонажи сказания	1	1
585	на репродуцирование сообщенный	1	1
586	где иллюстрировалась общая	1	1
587	от него выступая	1	1
588	и способность хранения	1	1
589	в коммуникативной ситуации	1	1
590	чужому слову чего	1	1
591	пушкиным или вяземским	1	1
592	ориентировано на непосредственную	1	1
593	о том что	6	1
594	останется не реализованной	1	1
595	то или иное	2	1
596	здесь обычно является	1	1
597	являет собой лишь	1	1
598	слияние концепированный адресат	1	1
599	не только вымышленные	1	1
600	и рассказывающим притчу	1	1
601	иной интонации и	1	1
602	монологизированного слова в	1	1
603	установка не на	1	1
604	своей необыкновенностью и	1	1
605	и делает героя	1	1
606	рок и не	1	1
607	будет адекватным данному	1	1
608	дискурсу возможность которого	1	1
609	что сообщаемое в	1	1
610	есть острота или	1	1
611	и запечатлевающий основу	1	1
612	или иной позицией	1	1
613	обязательно сообщает нечто	1	1
614	себя в другом	1	1
615	состоит в придании	1	1
616	оно живет в	1	1
617	в последние десятилетия	1	1
618	случае жизнеописания для	1	1
619	концепты героя и	1	1
620	в ситуации произнесения	1	1
621	предполагает по бахтину	1	1
622	рассчитан на репродуцирование	1	1
623	освоена в анекдоте	1	1
624	с.с аверинцева живое	1	1
625	раз ответственность свободного	1	1
626	форме определенной жанровой	1	1
627	раннего зачинателя этой	1	1
628	биографического дискурса необходимо	1	1
629	текст анекдота выбор	1	1
630	литературе нового времени	1	1
631	невымышленные анекдотические истории	1	1
632	рассматриваемых типов высказывания	1	1
633	карнавального отношения к	1	1
634	него возможны но	1	1
635	святых где иллюстрировалась	1	1
636	риторический предел до	1	1
637	сферу исторического бытия	1	1
638	собственно и составляющий	1	1
639	бытийной компетенции персонажа	2	1
640	или ином отношении	1	1
641	как слухи или	1	1
642	которое гегель именовал	1	1
643	или субъектом этического	1	1
644	голоса зримого жеста	1	1
645	иными подробностями и	1	1
646	такое слово анекдота	1	1
647	него выступая здесь	1	1
648	случайности полноценная биография	1	1
649	притчи явственно солирует	1	1
650	редуцированы ср общеизвестные	1	1
651	нем звучит один	1	1
652	и составляющий морализаторскую	1	1
653	требует во-первых истолкования	1	1
654	к реальному человеческому	1	1
655	бытийная компетенция героического	1	1
656	участников коммуникативного события	1	1
657	рассказывания а не	2	1
658	выступая здесь не	1	1
659	всегда имплицитно присутствующего	1	1
660	в противоположность характеру	1	1
661	слушающих общим знанием	1	1
662	нормативное самоотождествление с	1	1
663	анекдот же в	1	1
664	текста так и	1	1
665	не выбирают а	1	1
666	осмеивает всякую фатальную	1	1
667	отводимой воспринимающему сознанию	1	1
668	в свое время	1	1
669	в.т зависит от	1	1
670	герой жизнеописания может	1	1
671	ней установка не	1	1
672	дифференцированном и оцененном	1	1
673	жизнь глазами анекдота	1	1
674	интонациями он оказывается	1	1
675	парадигмы где образ	1	1
676	но раз-влекать их	1	1
677	до которого анекдот	1	1
678	столь легкую безответственную	1	1
679	рекреативная компетентность предполагающая	1	1
680	и сам текст	1	1
681	рассказчика не только	1	1
682	двуголосого слова манифестирующего	1	1
683	орудие мирового становления	1	1
684	моделируемая притчей напротив	1	1
685	не реализованной в	1	1
686	или притчи явственно	1	1
687	рассказчика однако диалогизм	1	1
688	рекоша но от	1	1
689	аналогичному адресату компетентность	1	1
690	в другом и	1	1
691	и передачи этого	1	1
692	быть субъектом ролевого	1	1
693	опираясь на индивидуальный	1	1
694	слухи о происшествиях	1	1
695	общества фиксировавшиеся пушкиным	1	1
696	позицию сотворчества инициативной	1	1
697	дискурсия с ее	1	1
698	суть равнодостойные субъекты	1	1
699	выше она названа	1	1
700	следует иметь в	1	1
701	раз-влекать их предлагая	1	1
702	вполне самобытно но	1	1
703	себе ему надлежит	1	1
704	посрамление словесное кощунство	1	1
705	того требует авторитетное	1	1
706	дистанцированной в сказании	1	1
707	и наделенного репродуктивной	1	1
708	предначертанность судьбы а	1	1
709	же время они	1	1
710	содержанию анекдота ни	1	1
711	сюжетообразующим при этом	1	1
712	ночь и пр	1	1
713	знания даже будучи	1	1
714	организующей текст и	1	1
715	автора с читателем	1	1
716	иллюзии живого голоса	1	1
717	судьбой отдельных лиц	1	1
718	притчи не предполагается	1	1
719	креативная компетенция говорящего	1	1
720	из анекдота новелла	1	1
721	на непосредственную ответную	1	1
722	исторического бытия и	1	1
723	на себя внимание	3	1
724	реализованной в частности	1	1
725	к общенародной хвале	1	1
726	сказания исторически восходит	1	1
727	какой бы то	1	1
728	глазами анекдота это	1	1
729	при всем его	1	1
730	я героя система	1	1
731	только в вероятностном	1	1
732	анекдоте подготовившем почву	1	1
733	благоговейного приятия и	1	1
734	не верифицируемым знанием	1	1
735	с иными подробностями	1	1
736	определяется востребованной жанром	1	1
737	коммуникативного события в	1	1
738	как несомненно достоверному	1	1
739	формах внутренней речи	1	1
740	как феномена культуры	1	1
741	ними здесь невозможно	1	1
742	и оцененном мире	1	1
743	мира в герое	1	1
744	не у-влекать слушателей	1	1
745	индивидуальной жизненной практике	1	1
746	в анекдоте подготовившем	1	1
747	риторики составляет преломляющая	1	1
748	и реализатором самобытного	1	1
749	коммуникативной стратегии жизнеописания	1	1
750	индивидуальных инициатив бытийной	1	1
751	обращает на себя	3	1
752	не требует анекдот	1	1
753	слова эта возможность	1	1
754	не будет адекватным	1	1
755	обладать проективной компетентностью	1	1
756	или преступается не	1	1
757	о блудном сыне	1	1
758	игра случая непредсказуемое	1	1
759	этой уготованной ему	1	1
760	в себе самом	1	1
761	или притчи это	1	1
762	живого голоса зримого	1	1
763	читатель может и	1	1
764	только исполнитель передаваемого	1	1
765	мира это фатально	1	1
766	в организации кадров	1	1
767	ситуации жизненного выбора	1	1
768	рецепцией притчевая дискурсия	1	1
769	с языком ставят	1	1
