N	3gram	Voloshinov	Vladivir
1	в том что	4	29
2	о том что	1	22
3	тем не менее	3	18
4	в то время	1	13
5	дело в том	4	13
6	во всяком случае	1	12
7	более или менее	1	11
8	к тому же	1	11
9	не может быть	7	10
10	в то же	1	10
11	с точки зрения	2	10
12	в этом смысле	1	9
13	то же время	1	9
14	в данном случае	2	6
15	том что в	1	6
16	с другой стороны	2	6
17	и в этом	1	6
18	в настоящее время	2	6
19	бы то ни	3	5
20	то время как	1	5
21	можно сказать что	5	4
22	как мы уже	1	4
23	в том же	1	4
24	в этом отношении	1	4
25	сам по себе	1	4
26	по крайней мере	1	4
27	можно было бы	1	4
28	с одной стороны	2	4
29	а не к	1	3
30	в самом деле	1	3
31	ничего общего с	1	3
32	по себе в	1	3
33	самом же деле	1	3
34	только то что	1	3
35	на самом же	1	3
36	в свою очередь	1	3
37	и в частности	1	3
38	с самого начала	1	3
39	мы уже сказали	1	3
40	нам кажется что	1	3
41	так же как	1	2
42	одной стороны и	2	2
43	и тот же	1	2
44	и не в	3	2
45	до сих пор	3	2
46	и к его	1	2
47	с ним в	1	2
48	и прежде всего	1	2
49	то ни было	3	2
50	так как в	1	2
51	сих пор не	1	2
52	в том и	1	2
53	ни в чем	1	2
54	один и тот	1	2
55	то едва ли	1	2
56	но в то	1	2
57	и в своем	1	2
58	одно и то	2	2
59	и то же	2	2
60	с первого же	1	2
61	как это делает	1	2
62	то что мы	1	2
63	может быть и	3	2
64	в каком отношении	2	1
65	от того кто	1	1
66	миру и к	1	1
67	за ее пределы	1	1
68	он еще не	1	1
69	находит в нем	1	1
70	отнюдь не является	1	1
71	до известной степени	2	1
72	того чтобы не	1	1
73	уверенностью сказать что	1	1
74	в жизни и	2	1
75	что является для	1	1
76	и что она	1	1
77	еще раз что	1	1
78	далеко не всегда	1	1
79	ли из этого	1	1
80	является то что	1	1
81	с этой стороны	2	1
82	и отнюдь не	1	1
83	в такой же	2	1
84	в чем не	1	1
85	по себе не	1	1
86	здесь мы должны	1	1
87	имеет дело с	1	1
88	то что для	1	1
89	как это бывает	1	1
90	то же самое	2	1
91	в чем мы	1	1
92	сама по себе	1	1
93	не довлеет себе	2	1
94	в высшей степени	1	1
95	приходится признать что	1	1
96	но все же	1	1
97	вопросу о том	1	1
98	как не может	1	1
99	жизненный смысл и	1	1
100	является для нас	1	1
101	мы имеем дело	1	1
102	и потому не	1	1
103	с ним на	1	1
104	можно найти в	1	1
105	только в результате	1	1
106	и для него	1	1
107	как на нечто	1	1
108	равно как и	1	1
109	того что это	1	1
110	но и в	1	1
111	выходят за пределы	2	1
112	ни в какой	1	1
113	является для него	1	1
114	не есть только	1	1
115	что не только	1	1
116	какой бы то	1	1
117	на протяжении всей	1	1
118	точки зрения это	1	1
119	в основе своей	1	1
120	она в самом	1	1
121	прежде всего чрезвычайно	1	1
122	но все это	1	1
123	все же не	1	1
124	прежде всего нужно	1	1
125	уже не может	1	1
126	свою связь с	1	1
127	в противном случае	1	1
128	для нас является	1	1
129	но уже в	1	1
130	включает в себя	1	1
131	но отнюдь не	2	1
132	не может получить	1	1
133	но тем не	2	1
134	же как и	1	1
135	и она не	1	1
136	и в нем	1	1
137	то что я	1	1
138	и не может	3	1
139	этой точки зрения	3	1
140	как уже сказано	1	1
141	имеем дело с	1	1
142	ровно ничего не	1	1
143	если бы не	1	1
