N	2gram	Losev_Prob	Literetu
1	а не	21	50
2	и не	63	47
3	не только	37	46
4	и в	64	44
5	может быть	29	43
6	при этом	8	41
7	но и	23	41
8	в том	19	39
9	в этом	30	38
10	том что	26	32
11	такого рода	20	30
12	в частности	5	30
13	то что	72	29
14	в качестве	3	27
15	то же	10	26
16	в году	1	26
17	как и	7	23
18	в стихотворении	1	23
19	в то	7	23
20	себя в	1	22
21	не в	6	22
22	того что	18	22
23	так и	17	22
24	не может	18	22
25	я и	2	21
26	х годов	1	21
27	в себе	16	20
28	прежде всего	17	19
29	как бы	18	18
30	с другой	8	17
31	точки зрения	5	17
32	то есть	61	17
33	в его	12	17
34	в жизни	3	16
35	в этой	14	16
36	не менее	26	15
37	я не	1	15
38	только в	19	15
39	со стороны	2	15
40	тем самым	11	15
41	в целом	1	15
42	и даже	19	14
43	однако в	2	14
44	что он	11	14
45	в рамках	1	14
46	уже не	9	13
47	в своем	7	13
48	с одной	4	13
49	как это	7	13
50	но не	13	13
51	и его	3	13
52	в своей	8	12
53	о том	25	12
54	в данном	16	12
55	одной стороны	4	12
56	одним из	2	12
57	еще не	18	12
58	а также	6	12
59	в другом	2	11
60	никогда не	8	11
61	и сам	3	11
62	столь же	1	11
63	еще в	2	11
64	вместе с	4	11
65	как в	5	11
66	в основе	4	11
67	с его	3	11
68	данном случае	10	11
69	это не	7	11
70	или иначе	7	11
71	а в	7	11
72	даже в	2	10
73	из них	3	10
74	в ее	3	10
75	не случайно	1	10
76	что в	21	10
77	и на	11	10
78	для себя	9	10
79	так или	7	10
80	потому что	24	10
81	этом отношении	2	10
82	жизни и	1	10
83	отнюдь не	15	10
84	в области	8	10
85	с этой	1	9
86	на смену	1	9
87	к тому	5	9
88	представляет собой	2	9
89	искусства и	3	9
90	связи с	8	9
91	один из	7	9
92	что я	1	9
93	одно из	2	9
94	в начале	1	9
95	лишь в	4	9
96	же в	5	9
97	говоря уже	6	8
98	в своих	3	8
99	тем что	10	8
100	все же	7	8
101	одна из	4	8
102	того же	3	8
103	едва ли	10	8
104	с точки	3	8
105	как раз	20	8
106	на себя	2	8
107	что не	8	8
108	в конце	13	8
109	особого рода	3	8
110	а именно	16	8
111	слова и	5	8
112	той же	2	8
113	в глазах	1	8
114	но в	19	8
115	уже в	6	8
116	для него	2	8
117	xix века	1	8
118	по существу	2	8
119	и как	10	8
120	и я	1	8
121	не говоря	8	8
122	субъекта и	1	8
123	в искусстве	3	8
124	вплоть до	1	8
125	мира в	2	8
126	в самом	10	7
127	другой стороны	7	7
128	для всех	3	7
129	на свою	1	7
130	именно в	5	7
131	в художественном	1	7
132	для этого	5	7
133	в противоположность	1	7
134	по преимуществу	4	7
135	не как	2	7
136	тому же	1	7
137	в случае	5	7
138	он не	5	7
139	и тем	16	7
140	и с	12	7
141	в нем	14	7
142	по своей	1	7
143	в сфере	1	7
144	до конца	1	7
145	друг друга	1	7
146	и для	10	7
147	перестает быть	3	7
148	он и	8	7
149	у нас	31	7
150	в их	7	7
151	человека в	1	7
152	и других	1	7
153	тому как	3	7
154	и жизни	1	7
155	в виду	10	6
156	например в	2	6
157	казалось бы	11	6
158	при всей	1	6
159	уже о	5	6
160	как на	3	6
161	в третьем	1	6
162	его в	9	6
163	не было	7	6
164	во всех	9	6
165	в каждом	1	6
166	было бы	16	6
167	подобно тому	2	6
168	с ее	1	6
169	то в	6	6
170	самом деле	10	6
171	как о	4	6
172	в слове	1	6
173	еще и	9	6
174	то и	7	6
175	тем же	2	6
176	одного из	2	6
177	и др	2	6
178	и то	15	6
179	что ему	1	6
180	том числе	2	6
181	в ней	1	6
182	далеко не	9	6
183	при всем	1	6
184	как будто	6	6
185	и только	7	6
186	и наконец	3	6
187	и к	2	5
188	самого себя	2	5
189	к этой	2	5
190	в связи	7	5
191	с собой	3	5
192	во имя	1	5
193	хотя бы	15	5
194	в нашем	3	5
195	он сам	2	5
196	свое собственное	1	5
197	том чтобы	1	5
198	должно быть	3	5
199	несмотря на	6	5
200	ни было	1	5
201	тем не	25	5
202	не знает	4	5
203	между тем	3	5
204	так что	12	5
205	в силу	2	5
206	во втором	1	5
207	в сущности	2	5
208	в россии	1	5
209	в романе	1	5
210	себя и	1	5
211	не с	1	5
212	и если	9	5
213	так как	16	5
214	мир в	1	5
215	мы не	6	5
216	в художественной	1	5
217	в литературе	4	5
218	что и	2	5
219	но с	2	5
220	но уже	9	5
221	этот путь	1	5
222	однако не	3	5
223	на свете	2	5
224	как он	4	5
225	место в	2	5
226	или иной	8	5
227	все еще	5	5
228	не к	1	5
229	а я	1	5
230	что было	2	4
231	более не	1	4
232	которая в	1	4
233	но тем	1	4
234	и само	3	4
235	в них	8	4
236	с тем	6	4
237	только для	3	4
238	и нет	2	4
239	во всяком	18	4
240	то это	3	4
241	входит в	4	4
242	для того	10	4
243	только на	13	4
244	не вполне	4	4
245	как мы	10	4
246	во всей	4	4
247	к этому	1	4
248	не мог	1	4
249	бы то	2	4
250	мышления и	6	4
251	хотя и	8	4
252	для своего	3	4
253	все время	3	4
254	что его	4	4
255	себе и	2	4
256	здесь как	3	4
257	могли бы	2	4
258	на этом	1	4
259	свое место	2	4
260	от самого	1	4
261	ту же	1	4
262	то ни	3	4
263	и что	21	4
264	за пределы	6	4
265	общего с	10	4
266	к своему	2	4
267	могут быть	2	4
268	и есть	7	4
269	можно сказать	9	4
270	из этого	2	4
271	самим собою	1	4
272	а потому	2	4
273	о которой	1	4
274	сводится к	3	4
275	со всеми	2	4
276	и все	9	4
277	в пределах	2	4
278	отношения к	2	4
279	по собственному	1	4
280	бы не	4	4
281	знает что	1	4
282	все они	2	4
283	нет ничего	12	4
284	ни к	1	4
285	совершенно не	7	4
286	то он	3	4
287	не является	12	4
288	и выше	1	4
289	на том	5	4
290	каждый из	3	4
291	быть это	1	4
292	художественное произведение	1	4
293	одной из	1	4
294	по этой	1	4
295	но это	11	4
296	таким образом	9	4
297	со мной	1	4
298	свидетельствует о	5	4
299	для нас	11	4
300	на его	2	4
301	для которого	4	4
302	вовсе не	60	4
303	ко всему	1	4
304	но при	2	4
305	для кого	1	4
306	а по	1	4
307	такой же	1	4
308	на то	12	4
309	все что	2	3
310	в душе	1	3
311	мы и	8	3
312	же и	4	3
313	о чем	11	3
314	мысли и	2	3
315	в этих	7	3
316	по себе	20	3
317	в первом	2	3
318	мысль о	3	3
319	от всего	4	3
320	нет в	1	3
321	мира и	1	3
322	речь идет	2	3
323	нам представляется	1	3
324	и того	5	3
325	вопрос о	4	3
326	он был	2	3
327	во многих	4	3
328	времени в	2	3
329	превращается в	1	3
330	так же	12	3
331	обратим внимание	2	3
332	и еще	3	3
333	а так	1	3
334	из трех	1	3
335	который в	1	3
336	с ним	4	3
337	не просто	30	3
338	крайней мере	8	3
339	к общему	1	3
340	говорить о	14	3
341	она и	1	3
342	поскольку в	2	3
343	сознания с	2	3
344	что такое	23	3
345	как от	1	3
346	от языка	1	3
347	а с	1	3
348	отношения между	2	3
349	сознания на	1	3
350	не есть	49	3
351	в чем	3	3
352	а для	1	3
353	той или	10	3
354	но как	11	3
355	сознания а	1	3
356	не сводится	1	3
357	от читателя	1	3
358	текста и	5	3
359	же как	2	3
360	и является	9	3
361	но только	3	3
362	ту или	1	3
363	вот в	2	3
364	же это	3	3
365	в москве	2	3
366	не раз	2	3
367	т п	1	3
368	он в	2	3
369	что для	4	3
370	и от	3	3
371	те кто	1	3
372	для многих	1	3
373	в советской	3	3
374	не так	1	3
375	однако с	1	3
376	за ним	1	3
377	если в	2	3
378	во время	1	3
379	должна быть	2	3
380	был бы	6	3
381	из которых	2	3
382	мы в	4	3
383	общения людей	3	3
384	в отношении	7	3
385	то с	9	3
386	и вполне	6	3
387	себе не	3	3
388	не на	4	3
389	можно было	8	3
390	если не	6	3
391	если бы	8	3
392	из тех	1	3
393	произведение в	1	3
394	xx века	2	3
395	и т	13	3
396	они не	1	3
397	не имеет	8	3
398	да и	11	3
399	не знали	1	3
400	всей своей	1	3
401	которая не	1	3
402	ничего общего	14	3
403	по крайней	8	3
404	бы и	5	3
405	того чтобы	10	3
406	относится к	6	3
407	и тогда	2	3
408	тех пор	4	3
409	и уже	4	3
410	о своем	4	3
411	и до	3	3
412	в истории	6	3
413	еще один	1	3
414	и а	1	3
415	что же	18	3
416	между людьми	1	3
417	под знаком	1	3
418	том же	1	3
419	в сознании	5	3
420	здесь не	9	3
421	будь то	3	3
422	говорится в	1	3
423	к предмету	3	3
424	всяком случае	11	3
425	не будучи	1	3
426	тот же	4	3
427	ничего не	20	3
428	ни с	1	3
429	о нем	3	3
430	с чем	1	3
431	ее в	2	3
432	на самом	9	3
433	сознания и	4	3
434	с их	1	3
435	все равно	7	3
436	а на	1	3
437	например не	1	3
438	на нее	2	3
439	дело в	3	3
440	в ту	1	3
441	в глубине	1	3
442	а то	2	3
443	в действительности	5	3
444	в какой	1	3
445	этой цели	1	3
446	и вовсе	7	3
447	все эти	15	3
448	но по	2	3
449	имеется в	1	3
450	сказать и	3	3
451	и потому	3	3
452	он говорит	2	3
453	на один	2	3
454	как уже	1	3
455	также и	22	3
456	стороны и	3	3
457	сознания для	1	3
458	только то	6	3
459	поэтому для	2	3
460	еще на	1	3
461	числе и	2	3
462	же самое	9	3
463	отношение к	1	3
464	и о	11	3
465	художественного произведения	1	3
466	в разговоре	1	3
467	есть не	10	3
468	в той	2	2
469	от него	1	2
470	для меня	1	2
471	можно и	1	2
472	самого человека	1	2
473	было его	1	2
474	тем как	1	2
475	время не	2	2
476	в результате	6	2
477	до последнего	2	2
478	себе однако	1	2
479	чтобы в	1	2
480	для понимания	2	2
481	подобного рода	8	2
482	прошлого не	1	2
483	уже об	1	2
484	и другим	2	2
485	разговоре с	1	2
486	начинается с	1	2
487	вещей в	2	2
488	что по	1	2
489	на эту	2	2
490	здесь я	1	2
491	роль в	2	2
492	к бытию	1	2
493	поскольку он	2	2
494	в это	2	2
495	мир и	1	2
496	у достоевского	1	2
497	в самый	1	2
498	так например	2	2
499	на первый	5	2
500	первый взгляд	2	2
501	сам же	1	2
502	действительности в	3	2
503	в котором	5	2
504	не хуже	1	2
505	раз и	13	2
506	языка в	3	2
507	это последнее	1	2
508	сам не	1	2
509	даже и	18	2
510	только как	2	2
511	но даже	3	2
512	с другим	1	2
513	здесь это	1	2
514	уже и	6	2
515	в чистом	3	2
516	и эстетического	1	2
517	пока еще	12	2
518	утверждал что	1	2
519	именно его	1	2
520	самом начале	1	2
521	сказать что	33	2
522	могло бы	1	2
523	быть в	1	2
524	имеем дело	1	2
525	слово не	1	2
526	речь не	2	2
527	есть по	6	2
528	тем более	13	2
529	по поводу	6	2
530	и внешней	1	2
531	для этой	2	2
532	и искусство	1	2
533	гораздо более	6	2
534	к нему	5	2
535	и представляет	1	2
536	только не	4	2
537	не зная	1	2
538	такое сознание	1	2
539	сравнении с	1	2
540	что у	1	2
541	и мы	1	2
542	и столь	1	2
543	нами не	4	2
544	на протяжении	1	2
545	как нам	2	2
546	к человеку	1	2
547	это будет	2	2
548	но еще	2	2
549	внимание на	4	2
550	и всегда	3	2
551	и сама	2	2
552	человеческого опыта	1	2
553	с другими	6	2
554	не обладает	1	2
555	все прочие	2	2
556	и притом	6	2
557	что вы	3	2
558	но он	3	2
559	от тех	1	2
560	и некоторые	1	2
561	быть только	3	2
562	тому что	6	2
563	человек в	1	2
564	себя как	1	2
565	которой она	1	2
566	сознания как	1	2
567	так сказать	1	2
568	я есть	1	2
569	в литературоведении	1	2
570	же касается	3	2
571	а только	9	2
572	это тоже	4	2
573	вопрос что	2	2
574	оказывается общим	1	2
575	человека а	2	2
576	слово как	1	2
577	бы в	3	2
578	не был	4	2
579	остается в	1	2
580	если оно	2	2
581	не означает	1	2
582	данный момент	1	2
583	это прежде	1	2
584	нового времени	1	2
585	чтобы он	2	2
586	кажется что	2	2
587	бы они	1	2
588	но зато	3	2
589	одно и	1	2
590	на объективную	1	2
591	в нас	2	2
592	целом и	1	2
593	как человек	2	2
594	слова из	1	2
595	друг другу	2	2
596	что может	4	2
597	мысль в	1	2
598	в общем	5	2
599	и отражения	1	2
600	бы быть	1	2
601	как система	1	2
602	и по	3	2
603	здесь мы	1	2
604	душе своей	1	2
605	в него	3	2
606	чем и	2	2
607	чтобы не	3	2
608	и ее	9	2
609	однако и	4	2
610	самих себя	1	2
611	чего и	1	2
612	переходит в	2	2
613	на почве	2	2
614	своего собственного	5	2
615	и который	3	2
616	тогда когда	4	2
617	на первом	1	2
618	из таких	1	2
619	оно было	1	2
620	и при	4	2
621	была бы	2	2
622	со своим	1	2
623	что они	5	2
624	романа и	1	2
625	никак не	13	2
626	есть и	4	2
627	что сам	1	2
628	для них	5	2
629	оно не	6	2
630	о природе	2	2
631	не более	1	2
632	одновременно с	1	2
633	значение в	4	2
634	если это	2	2
635	его сознания	1	2
636	и будет	2	2
637	можно назвать	1	2
638	к его	2	2
639	что такой	1	2
640	в сравнении	1	2
641	становится ясным	2	2
642	который не	1	2
643	при всех	1	2
644	и было	1	2
645	перед нами	7	2
646	к той	1	2
647	и более	4	2
648	а если	2	2
649	что ей	1	2
650	своей собственной	1	2
651	в историю	1	2
652	ведь мы	1	2
653	в значительной	2	2
654	из этих	5	2
655	так чтобы	1	2
656	не сам	1	2
657	обойтись без	2	2
658	с которой	3	2
659	и теперь	1	2
660	для нее	1	2
661	в значении	2	2
662	или иных	2	2
663	и об	1	2
664	от других	3	2
665	он становится	1	2
666	в совершенно	1	2
667	и наоборот	1	2
668	им в	2	2
669	вот уже	1	2
670	свое существование	1	2
671	вся земля	1	2
672	для читателя	1	2
673	но мы	3	2
674	нет и	5	2
675	собой но	2	2
676	ко всей	1	2
677	мог бы	1	2
678	начиная с	1	2
679	друга а	1	2
680	может оказаться	1	2
681	то она	1	2
682	отражения в	1	2
683	поскольку для	1	2
684	то как	1	2
685	от всякой	2	2
686	остался в	1	2
687	у них	1	2
688	теперь уже	1	2
689	этом случае	6	2
690	который бы	3	2
691	мы имеем	3	2
692	не для	3	2
693	ничего кроме	1	2
694	бы на	1	2
695	для искусства	1	2
696	основе этих	1	2
697	реальности и	1	2
698	и п	1	2
699	имел в	2	2
700	не берет	1	2
701	несет в	1	2
702	по этому	6	2
703	раз в	1	2
704	этого сознания	1	2
705	ведь это	4	2
706	от всех	2	2
707	что к	2	2
708	этом не	1	2
709	чем он	1	2
710	и всякое	2	2
711	между собою	9	2
712	впрочем не	1	2
713	мира а	1	2
714	и без	6	2
715	нас к	1	2
716	есть в	9	2
717	субъект и	1	2
718	нового типа	1	2
719	при таком	2	2
720	перед собой	1	2
721	в такой	3	2
722	вокруг себя	1	2
723	пока не	3	2
724	должен быть	1	2
725	и другого	1	2
726	но такой	1	2
727	и самого	5	2
728	в таком	18	2
729	до тех	4	2
730	оно в	1	2
731	чистом виде	4	2
732	она не	5	2
733	в акте	1	2
734	дело не	1	2
735	сознания так	1	2
736	исследования в	2	2
737	нужно было	1	2
738	романа о	1	2
739	в нашей	3	2
740	что нам	1	2
741	к которой	1	2
742	собственно говоря	4	2
743	на это	1	2
744	эту тему	2	2
745	а скорее	3	2
746	со своими	1	2
747	россии как	2	2
748	в понимании	2	2
749	для такого	2	2
750	что есть	1	2
751	только по	2	2
752	в общественном	1	2
753	слова в	1	2
754	которое в	1	2
755	тех или	5	2
756	не объект	1	2
757	может и	3	2
758	не можем	2	2
759	что на	4	2
760	к такого	1	1
761	понял что	1	1
762	и объекта	1	1
763	был и	1	1
764	является в	3	1
765	например есть	1	1
766	общности в	1	1
767	она сама	1	1
768	и мыслить	2	1
769	только из	1	1
770	в настоящем	1	1
771	случае в	1	1
772	этого в	1	1
773	с момента	1	1
774	сама собой	4	1
775	ничто в	1	1
776	со всем	2	1
777	язык а	1	1
778	по тому	2	1
779	в момент	2	1
780	только что	2	1
781	в последнее	1	1
782	рассматриваться в	1	1
783	которые не	5	1
784	познания и	1	1
785	порядка в	1	1
786	того не	1	1
787	общий для	1	1
788	случае мы	1	1
789	однако изучение	1	1
790	чем ее	1	1
791	до самого	1	1
792	с самим	3	1
793	к числу	1	1
794	о них	3	1
795	в общую	1	1
796	в некоторых	1	1
797	человек есть	1	1
798	угодно но	1	1
799	говорит о	4	1
800	сам автор	1	1
801	мы это	3	1
802	что человек	1	1
803	но собственно	1	1
804	которое может	1	1
805	где-то между	1	1
806	вещи есть	32	1
807	нас в	4	1
808	на нас	1	1
809	из тупика	1	1
810	требует от	2	1
811	раз с	2	1
812	только за	1	1
813	не несет	1	1
814	понятий в	2	1
815	впрочем это	1	1
816	есть результат	5	1
817	у пушкина	2	1
818	что слово	2	1
819	работников в	1	1
820	людей и	1	1
821	более или	7	1
822	собой все	2	1
823	это должно	1	1
824	он остается	1	1
825	но все	5	1
826	и просто	1	1
827	ни одна	2	1
828	некоторые другие	1	1
829	это может	1	1
830	бы столько	1	1
831	если и	2	1
832	как об	1	1
833	все моменты	1	1
834	из самых	3	1
835	до общности	1	1
836	слова с	1	1
837	уже на	3	1
838	и требует	1	1
839	и конечно	2	1
840	к другим	2	1
841	мы никогда	3	1
842	том или	1	1
843	само собою	1	1
844	имеет место	1	1
845	кстати сказать	1	1
846	в собственном	1	1
847	их в	6	1
848	притом в	1	1
849	отношений не	1	1
850	себя к	1	1
851	что почти	1	1
852	или ином	1	1
853	человеческой речи	3	1
854	что наиболее	1	1
855	которая делает	1	1
856	такая семантическая	1	1
857	выходящий за	1	1
858	а а	6	1
859	как только	3	1
860	всем его	1	1
861	всякого рода	3	1
862	в дальнейшем	5	1
863	другу но	1	1
864	с этим	7	1
865	у которых	1	1
866	говорится о	1	1
867	лет назад	3	1
868	для автора	1	1
869	действительность в	1	1
870	некоторые из	1	1
871	на этой	4	1
872	и побуждает	1	1
873	при условии	5	1
874	значение только	3	1
875	даже таких	1	1
876	знал что	3	1
877	его жизни	1	1
878	которой он	4	1
879	часто оказывается	1	1
880	нас и	1	1
881	но кто	1	1
882	понятия в	1	1
883	но эти	1	1
884	на ее	1	1
885	вот почему	1	1
886	с нашим	2	1
887	ипполит в	1	1
888	имея в	1	1
889	всегда так	1	1
890	точно и	1	1
891	с самой	2	1
892	нашем случае	1	1
893	и переходит	1	1
894	мы все	1	1
895	он всегда	3	1
896	идеи и	1	1
897	последнем случае	1	1
898	каждое слово	1	1
899	и внешнее	1	1
900	несколько примеров	1	1
901	периоды его	1	1
902	конечно не	3	1
903	необходимое для	1	1
904	и те	2	1
