N	4gram	Bakhtin_Fr	Myshleni
1	заключается в том что	1	43
2	одного и того же	1	17
3	в том числе и	2	10
4	с одной стороны и	1	10
5	как мы уже говорили	3	9
6	не что иное как	1	6
7	одним и тем же	1	6
8	в том что они	1	4
9	в тот момент когда	1	4
10	есть не что иное	1	4
11	мы уже говорили что	3	3
12	мы имеем в виду	2	3
13	дело в том что	2	3
14	не подлежит никакому сомнению	1	3
15	в гораздо большей степени	1	2
16	в то же время	12	2
17	которого можно было бы	1	2
18	подлежит никакому сомнению что	1	2
19	и в другом случае	1	2
20	на самом же деле	1	2
21	той или иной мере	1	2
22	в той или иной	1	2
23	с таким же успехом	1	2
24	о том что в	1	2
25	но на самом деле	1	2
26	и по отношению к	2	2
27	в своем учении о	1	1
28	в том и в	1	1
29	и т.д все это	1	1
30	том и в другом	1	1
31	но и в отношении	1	1
32	и с другой стороны	1	1
33	и до наших дней	2	1
34	с другой стороны в	1	1
35	по самому своему существу	1	1
36	о том что он	1	1
37	является одним из самых	1	1
38	то мы увидим что	1	1
39	это и есть то	1	1
40	тот же что и	1	1
41	мы видим что в	1	1
42	в свою очередь к	1	1
43	и т.п но и	1	1
44	в этом отношении не	1	1
45	со всем тем что	1	1
46	то же что и	1	1
47	к жизни целый ряд	1	1
48	то же время в	1	1
49	своем учении о природе	1	1
50	как мы сейчас увидим	2	1
51	по себе и в	1	1
52	с одной стороны с	1	1
53	в связи с этой	1	1
54	все дело в том	1	1
55	можно прямо сказать что	1	1
56	только после того как	1	1
57	в некоторой своей части	1	1
58	друг в друга и	1	1
59	одной стороны и с	1	1
60	и для всех тех	1	1
61	и те и другие	2	1
62	новой и высшей ступени	2	1
63	как и во всяком	1	1
64	и целый ряд других	1	1
65	может объединять в себе	1	1
66	в неразрывной связи с	1	1
67	и в этом отношении	1	1
