N	2gram	Voloshinov	Problemy
1	и в	3	106
2	и не	1	90
3	может быть	1	66
4	в его	1	56
5	не может	4	49
6	точки зрения	1	40
7	но и	1	40
8	для него	1	39
9	а не	1	38
10	то же	1	36
11	не только	1	36
12	в то	1	29
13	и все	1	28
14	же время	1	26
15	с точки	1	25
16	и на	1	23
17	в каждом	1	22
18	если бы	1	16
19	с другими	1	13
20	достоевского и	2	13
21	к тому	1	12
22	бы в	1	11
23	несмотря на	1	8
24	он в	1	7
25	не менее	1	6
26	по своим	1	5
27	один из	2	5
28	нет и	1	5
29	в ней	1	5
30	тому что	1	5
31	вполне понятно	1	4
32	связи с	1	4
33	конечно и	1	4
34	ни один	1	4
35	мы видим	1	3
36	в конкретном	1	3
37	на нее	1	3
38	и больше	1	3
39	не из	1	3
40	речь и	1	3
41	из этих	1	3
42	в центре	2	2
43	себе все	1	2
44	как художественная	1	2
45	и заставляет	1	2
46	художественного произведения	1	2
47	в особенности	1	2
48	и должно	1	2
49	второй части	1	2
50	подхода к	1	2
51	лежащие в	1	2
52	нуждаются в	1	2
53	с теми	1	2
54	во второй	1	2
55	может и	1	2
56	без учета	1	1
57	именно с	1	1
58	это направление	1	1
59	первая часть	1	1
60	при анализе	1	1
61	вещей и	1	1
62	бы чисто	1	1
63	смысл и	1	1
64	вопрос что	1	1
65	этой проблемы	1	1
66	если в	2	1
67	в языке	1	1
68	больше ничего	1	1
69	на месте	1	1
70	можно назвать	1	1
71	влияния на	1	1
72	из социологического	1	1
73	и социальной	1	1
74	конкретного осуществления	1	1
75	осуществления в	1	1
76	или иными	1	1
77	может не	1	1
78	ничего кроме	1	1
79	бы на	1	1
80	социального общения	2	1
81	в выборе	1	1
82	виноградова в	1	1
83	художественной структуры	1	1
84	контекста не	1	1
85	тех же	1	1
86	событий и	1	1
