N	3gram	Voloshinov	Psycholo
1	в том что	2	78
2	для того чтобы	1	70
3	на то что	1	55
4	в самом деле	2	51
5	то же самое	1	31
6	с точки зрения	5	29
7	с одной стороны	2	28
8	так же точно	1	24
9	все то что	1	23
10	не может быть	4	23
11	к тому что	1	20
12	с другой стороны	2	20
13	на самом деле	1	17
14	с самого начала	2	16
15	в зависимости от	2	15
16	так же как	1	14
17	само по себе	1	14
18	в этом отношении	1	14
19	можно было бы	1	13
20	что в этом	1	12
21	этой точки зрения	1	12
22	в конечном счете	1	11
23	то что в	1	11
24	подобно тому как	1	11
25	с этой точки	1	10
26	в отличие от	1	9
27	в данном случае	2	9
28	и как бы	1	8
29	и то же	2	8
30	состоит в том	1	7
31	если бы мы	1	7
32	только то что	1	7
33	одно и то	3	7
34	как и в	1	7
35	не что иное	2	6
36	до тех пор	4	6
37	мы не можем	1	6
38	тех пор пока	3	6
39	и тот же	1	6
40	тем не менее	1	6
41	более или менее	1	6
42	того или иного	2	6
43	что иное как	2	6
44	в собственном смысле	1	5
45	те же самые	1	5
46	и вместе с	1	5
47	что в основе	1	5
48	один и тот	1	5
49	не было бы	1	5
50	несмотря на все	1	5
51	мы все же	1	5
52	нам кажется что	1	5
53	потому что они	1	5
54	но так как	2	4
55	те или иные	1	4
56	собственном смысле слова	1	4
57	таким образом мы	1	4
58	до такой степени	1	4
59	то или иное	1	4
60	том что в	1	4
61	и никогда не	1	4
62	и не может	1	4
63	только потому что	1	4
64	по себе а	1	3
65	что в ней	1	3
66	в последнее время	1	3
67	в процессе творчества	1	3
68	по отношению к	3	3
69	там где она	1	3
70	художественного произведения и	1	3
71	тому что он	1	3
72	а вовсе не	1	3
73	может быть и	1	3
74	может быть это	1	3
75	иметь в виду	1	3
76	то же время	1	3
77	ничего общего с	2	3
78	в то же	1	3
79	может быть не	1	3
80	на всем протяжении	1	2
81	его точки зрения	1	2
82	а не как	1	2
83	вместе с ними	1	2
84	но может быть	1	2
85	между тем как	1	2
86	указать на то	1	2
87	в тех случаях	1	2
88	в связи с	1	2
89	в чем же	1	2
90	но столь же	1	2
91	и тем что	1	2
92	это и не	1	2
93	может быть объяснено	1	2
94	выходит за пределы	1	2
95	как в музыке	1	2
96	должно было бы	1	2
97	тот же самый	1	2
98	однако было бы	1	2
99	тех или иных	1	2
100	есть не что	2	2
101	так как все	1	2
102	не мог бы	1	2
103	в сознании и	1	2
104	в узком смысле	1	2
105	равно как и	1	2
106	в значительной мере	1	2
107	в эстетике и	1	2
108	с его точки	1	2
109	все эти три	1	2
110	в предисловии к	1	2
111	точки зрения и	1	2
112	можем поставить вопрос	2	1
113	явления но в	1	1
114	о влиянии на	1	1
115	с этим анализом	1	1
116	все равно не	1	1
117	вступает в свои	1	1
118	и застывшее в	1	1
119	в достаточной мере	1	1
120	каждом отдельном случае	1	1
121	в которых он	1	1
122	в особенности в	1	1
123	же самые слова	1	1
124	мы можем поставить	2	1
125	в данную эпоху	1	1
126	что эстетический объект	1	1
127	на две группы	1	1
128	в каждом отдельном	1	1
129	него все то	1	1
130	мы полагаем что	1	1
131	не только на	1	1
132	только и может	1	1
133	и т.п и	3	1
134	нужно сказать что	1	1
135	слов и в	1	1
136	не входит в	1	1
137	в одном случае	1	1
138	что те или	1	1
139	в свои права	1	1
140	в действительности для	1	1
141	а в своей	1	1
142	а также и	1	1
143	произведения мы уже	1	1
144	ни один элемент	1	1
145	к тому направлению	1	1
146	чуть ли не	1	1
147	тому направлению которое	1	1
148	этого материала и	1	1
149	должно составить предмет	1	1
150	при таком подходе	1	1
151	собой разумеется что	1	1
152	время мы имеем	1	1
153	и к тому	1	1
154	мы не сумеем	1	1
155	как это обычно	1	1
156	включает в себя	1	1
157	не может в	1	1
158	и сводится к	1	1
159	весь этот материал	1	1
160	мы уже видели	1	1
161	того же автора	1	1
162	он и не	1	1
163	все же полагаем	1	1
164	хотя бы в	1	1
165	то что до	1	1
166	ложное представление о	1	1
167	и здесь и	1	1
168	та или иная	1	1
169	в своих основных	1	1
170	и подобно тому	1	1
171	художественного произведения как	2	1
172	точки зрения своего	1	1
173	почти никогда не	1	1
174	нам придется остановиться	1	1
175	если только они	1	1
176	ни о какой	1	1
177	и более или	1	1
178	так художественное произведение	1	1
179	литературного произведения как	1	1
180	но далеко не	1	1
181	эту точку зрения	1	1
182	элемента в целом	1	1
183	своего времени в	1	1
184	то же слово	2	1
185	мысли и что	1	1
186	к одному к	1	1
187	которые не только	1	1
188	основой которого является	1	1
189	в своих руках	1	1
190	в другом месте	1	1
191	и в его	1	1
192	материала и наконец	1	1
193	само собой разумеется	1	1
194	но мы все	1	1
195	в течение всей	1	1
196	мы должны перейти	1	1
197	между собою и	1	1
198	что едва ли	1	1
199	не могу поверить	1	1
200	к сожалению мы	1	1
201	распадаются на две	1	1
202	ту или иную	1	1
203	быть сведены к	1	1
204	ждет еще своего	1	1
205	что мы слышим	1	1
206	в каждом слове	1	1
207	ключ ко всем	1	1
208	переходе от одного	1	1
209	между тем мы	1	1
210	их воздействия на	1	1
211	узком смысле слова	1	1
212	что до тех	1	1
213	в связи со	1	1
214	смысле слова и	1	1
215	есть прежде всего	3	1
216	и вопроса о	1	1
217	из него все	1	1
218	и в некоторых	1	1
219	и в области	1	1
220	ошибкой думать что	1	1
