N	2gram	Voloshinov	Russkaja
1	не может	8	22
2	и не	8	19
3	в этом	2	17
4	в том	2	17
5	и в	13	14
6	то что	6	13
7	таким образом	6	11
8	то же	4	11
9	точки зрения	7	11
10	но и	3	10
11	же время	1	10
12	в то	1	10
13	не только	6	9
14	с точки	5	9
15	том что	2	9
16	может быть	8	9
17	в себе	3	9
18	прежде всего	9	8
19	того чтобы	1	8
20	самом деле	3	7
21	к тому	2	7
22	в данном	2	7
23	и если	1	7
24	мы должны	6	7
25	отнюдь не	1	7
26	и к	2	6
27	для всех	1	6
28	и при	2	6
29	для него	2	6
30	все это	4	6
31	на самом	1	6
32	в своих	2	6
33	если бы	2	6
34	и для	3	6
35	что он	1	6
36	для того	1	6
37	в своем	1	6
38	только в	6	5
39	в своей	4	5
40	себя и	1	5
41	вопрос о	1	5
42	хотя бы	5	5
43	потому что	1	5
44	в нем	2	5
45	между тем	2	5
46	конечно не	1	5
47	а в	2	5
48	при этом	2	5
49	было бы	4	5
50	на то	1	5
51	никогда не	3	5
52	что в	3	4
53	во всем	2	4
54	и то	3	4
55	так как	3	4
56	в его	7	4
57	его в	1	4
58	более или	1	4
59	не в	3	4
60	вместе с	1	4
61	как и	3	4
62	что такой	1	4
63	в мире	1	4
64	все же	5	4
65	в их	3	4
66	или менее	1	4
67	которой он	1	4
68	можно было	1	4
69	что же	3	4
70	в совершенно	1	4
71	а лишь	1	4
72	и т.д	5	4
73	как бы	6	4
74	в этой	1	4
75	но не	1	4
76	точку зрения	3	4
77	в самом	2	3
78	что они	2	3
79	и этот	2	3
80	данном случае	2	3
81	должно быть	1	3
82	несмотря на	2	3
83	для них	1	3
84	сводится к	1	3
85	в виде	1	3
86	не было	1	3
87	связи с	1	3
88	или в	1	3
89	ни одна	1	3
90	тем что	2	3
91	в конце	1	3
92	и как	1	3
93	вряд ли	3	3
94	да и	3	3
95	о которых	1	3
96	но если	1	3
97	но мы	4	3
98	не произойдет	1	3
99	еще не	1	3
100	только к	1	3
101	то это	1	3
102	ко всем	1	3
103	одна из	1	3
104	в значительной	1	3
105	на том	1	3
106	в другом	2	3
107	говорить о	3	3
108	борьбе с	1	3
109	лишь в	4	3
110	одной из	1	3
111	в сознании	4	3
112	для этого	1	3
113	от него	1	2
114	что такое	1	2
115	и вот	1	2
116	время в	1	2
117	для себя	2	2
118	и должно	2	2
119	в некоторых	1	2
120	по себе	1	2
121	если не	1	2
122	ее в	2	2
123	все эти	2	2
124	раз навсегда	1	2
125	на себя	1	2
126	но для	3	2
127	тому что	1	2
128	их в	1	2
129	себя как	1	2
130	является не	1	2
131	и вместе	1	2
132	на эту	1	2
133	последнее время	1	2
134	ведь в	1	2
135	так же	2	2
136	с этим	3	2
137	его и	1	2
138	того или	2	2
139	мы можем	4	2
140	и более	1	2
141	мы уже	2	2
142	в борьбе	1	2
143	даже и	1	2
144	вне всякой	2	2
145	в течение	2	2
146	но даже	1	2
147	в ней	2	2
148	и тогда	1	2
149	значительной мере	1	2
150	и тем	2	2
151	быть и	1	2
152	а не	2	2
153	только на	1	2
154	и является	2	2
155	и что	1	2
156	и тот	1	2
157	людей и	1	2
158	у других	1	2
159	в начале	1	2
160	по отношению	3	2
161	этот вопрос	1	2
162	отметить что	1	2
163	состоит в	1	2
164	зависимость от	1	2
165	только с	1	2
166	пути к	2	2
167	но в	4	2
168	и есть	1	2
169	и о	1	2
170	в области	2	2
171	или иного	2	2
172	но это	1	2
173	если только	1	2
174	не можем	1	2
175	и наконец	5	2
176	разумеется что	2	2
177	вся эта	1	2
178	к нему	1	2
179	тем не	1	1
180	всего в	1	1
181	строя и	1	1
182	этого и	1	1
183	сил которые	1	1
184	ведь уже	1	1
185	как это	1	1
186	и заняться	1	1
187	ее и	1	1
188	эпохи не	1	1
189	этой внутренней	1	1
190	еще одну	1	1
191	один из	1	1
192	они не	1	1
193	наблюдается у	1	1
194	с единым	1	1
195	которые не	1	1
196	переходит в	1	1
197	отношению к	3	1
198	мы не	4	1
199	это особенно	1	1
200	с этой	2	1
201	возможностью и	1	1
202	в себя	1	1
203	для которой	1	1
204	борьбы и	1	1
205	до такой	1	1
206	в разных	1	1
207	на службу	1	1
208	этом отношении	1	1
209	же особенно	1	1
210	этой возможностью	1	1
211	что при	1	1
212	и оба	1	1
213	в ее	3	1
214	так и	3	1
215	те же	2	1
216	мы в	1	1
217	в полном	2	1
218	остановиться на	1	1
219	мышление и	1	1
220	не столько	3	1
221	которое является	1	1
222	собой разумеется	1	1
223	возможно только	1	1
224	быть может	1	1
225	не на	2	1
226	все равно	1	1
227	только они	1	1
228	ставить в	1	1
229	основании что	1	1
230	а на	1	1
231	связь с	1	1
232	как же	1	1
233	здесь мы	3	1
234	в которой	3	1
235	в собственном	1	1
236	в свои	1	1
237	что к	1	1
238	считают себя	1	1
239	заключается в	1	1
240	необходимо чтобы	1	1
241	в эпоху	1	1
242	и другое	1	1
243	превращается в	3	1
244	представление о	1	1
245	к другим	1	1
246	может в	2	1
247	если он	1	1
248	с одним	1	1
249	она и	1	1
250	пищи и	1	1
251	в связи	2	1
252	лишь с	1	1
253	некоторых других	1	1
254	с ними	2	1
255	в определенной	1	1
256	же как	1	1
257	или даже	1	1
258	конечно мы	2	1
259	только то	1	1
260	же остается	1	1
261	но когда	1	1
262	другом месте	1	1
263	при таком	1	1
264	в которых	1	1
265	именно этого	1	1
266	роль в	2	1
267	не менее	2	1
268	этим самым	1	1
269	этого слова	1	1
270	от этого	2	1
271	на все	1	1
272	может привести	1	1
273	в истории	1	1
274	в такой	1	1
275	должно было	1	1
276	ли вообще	1	1
277	вследствие этого	1	1
278	говорить и	1	1
279	и это	1	1
280	из одного	1	1
281	об этом	1	1
282	и у	1	1
283	вовсе не	2	1
284	в одной	1	1
285	творца и	1	1
286	к полной	1	1
287	тем более	1	1
288	которой остается	1	1
289	особенно часто	1	1
290	вопроса о	4	1
291	бы в	2	1
292	является для	1	1
293	к одному	3	1
294	которая как	1	1
295	о сущности	1	1
296	это и	1	1
297	еще и	4	1
298	может иметь	2	1
299	не является	4	1
300	это конечно	1	1
301	и других	1	1
302	в основе	1	1
303	для создания	1	1
304	свою новую	1	1
305	с самого	2	1
306	языка и	5	1
307	ясное и	1	1
308	но ведь	5	1
309	лишен всякого	1	1
310	случае и	2	1
311	говорить не	1	1
312	входит в	2	1
313	ни один	3	1
314	можно лишь	1	1
315	который мы	2	1
316	также и	1	1
317	ту же	1	1
318	однако если	1	1
319	которые и	1	1
320	но при	1	1
321	быть не	1	1
322	к новым	1	1
323	главное и	1	1
324	они считают	1	1
325	и задача	2	1
326	не всегда	1	1
327	совокупность элементов	1	1
328	себе что	2	1
329	в руках	2	1
330	явствует что	1	1
331	остается только	1	1
332	сознании и	1	1
333	что касается	1	1
334	те или	1	1
335	на нем	1	1
336	всю достижимую	1	1
337	он всегда	1	1
338	или иных	1	1
339	и их	7	1
340	может лишь	1	1
341	что эта	2	1
342	себе на	1	1
343	для человека	1	1
344	в различных	1	1
345	в индии	1	1
346	для данного	1	1
347	борьба с	1	1
348	иметь в	1	1
349	в действительном	1	1
350	от своего	2	1
351	по своей	1	1
352	для целей	3	1
353	отчасти в	1	1
354	с понятием	1	1
355	самого начала	2	1
356	него прежде	1	1
357	он весь	1	1
358	с ее	1	1
359	с другой	2	1
360	из нее	1	1
361	его себе	1	1
362	же самое	1	1
363	нет и	1	1
364	природы и	1	1
365	которых он	1	1
366	та или	1	1
367	мог бы	2	1
368	могут быть	2	1
369	с большим	1	1
370	и все	3	1
371	совершенно иных	1	1
372	до конца	1	1
373	к которому	1	1
374	должны быть	1	1
375	у некоторых	1	1
376	не знаем	1	1
377	в зависимости	2	1
378	том основании	1	1
