N	3gram	Vinokur_Ku	VerxiiNi
1	вместе с тем	3	8
2	с одной стороны	2	7
3	с точки зрения	16	6
4	во всяком случае	8	6
5	по крайней мере	11	5
6	а с другой	3	5
7	до сих пор	5	5
8	для того чтобы	21	5
9	более или менее	3	5
10	и вместе с	1	4
11	с тем чтобы	1	4
12	но все же	3	4
13	о том что	6	4
14	к тому же	1	4
15	в том что	23	3
16	в конце концов	3	3
17	так же как	3	3
18	главным образом в	1	3
19	в связи с	4	3
20	точно так же	4	3
21	а так как	1	3
22	тем не менее	9	3
23	с течением времени	2	3
24	так или иначе	3	3
25	ничего общего с	2	2
26	должны признать что	1	2
27	и потому что	4	2
28	той или иной	1	2
29	не только для	1	2
30	на то что	3	2
31	сих пор еще	1	2
32	с того момента	1	2
33	таким образом в	2	2
34	то или иное	2	2
35	то ни было	1	2
36	этой точки зрения	4	2
37	мы должны признать	1	2
38	с тех пор	1	2
39	по сравнению с	1	2
40	можно сказать что	2	2
41	бы то ни	1	2
42	в этом отношении	8	2
43	то же время	4	2
44	в том виде	1	2
45	в то же	4	2
46	влечет за собой	1	2
47	с этой точки	3	2
48	но и для	1	2
49	но все это	1	2
50	таким образом если	1	2
51	может быть и	1	2
52	все те же	1	1
53	сами по себе	2	1
54	так и в	2	1
55	и некоторые другие	1	1
56	мы видели выше	1	1
57	или иначе связанные	1	1
58	таким образом при	1	1
59	что оно имеет	1	1
60	в силу этого	1	1
61	в первом случае	1	1
62	с представлением о	1	1
63	точки зрения а	1	1
64	оно превращается в	1	1
65	притом не только	1	1
66	совершенно ясно что	1	1
67	не потому что	4	1
68	особенно важное значение	1	1
69	все более и	1	1
70	все это для	1	1
71	в свою очередь	4	1
72	в одном и	1	1
73	вовсе уже не	1	1
74	в настоящее время	2	1
75	обе эти категории	2	1
76	чуть ли не	3	1
77	иметь в виду	1	1
78	смысле этого слова	2	1
79	как бы часть	1	1
80	а вместе с	1	1
81	может и не	1	1
82	и том же	1	1
83	что это есть	1	1
84	ни один из	1	1
85	речь идет о	3	1
86	вследствие того что	2	1
87	точный отчет в	1	1
88	в самом этом	1	1
89	в этой области	3	1
90	но для этого	1	1
91	приблизительно то же	1	1
92	в соответствии с	5	1
93	не может быть	5	1
94	себе точный отчет	1	1
95	и далее в	1	1
96	по отношению к	8	1
97	и в то	1	1
98	в данном случае	1	1
99	мы имеем в	1	1
100	в том или	1	1
101	и все же	1	1
102	не только от	1	1
103	в отличие от	3	1
104	повседневной жизни и	1	1
105	а в том	2	1
106	а именно само	1	1
107	таким образом была	1	1
108	после того как	2	1
109	не имеет никакого	1	1
110	общего с теориями	1	1
111	в первую очередь	3	1
112	тем или иным	1	1
113	что в этом	1	1
114	и того же	2	1
115	имеем в виду	1	1
116	что все эти	2	1
117	с тем что	1	1
118	том или ином	1	1
119	и не потому	1	1
120	в связь с	1	1
121	в широком смысле	2	1
122	которые могли бы	1	1
123	на этот раз	1	1
124	в самом деле	14	1
125	тех пор как	1	1
126	одни из этих	1	1
127	а следовательно и	2	1
128	но с другой	1	1
129	состоит в том	4	1
130	несмотря на все	1	1
131	только то что	1	1
132	того момента как	1	1
133	лицом к лицу	1	1
134	крайней мере в	1	1
135	и в этой	1	1
136	в нашем смысле	2	1
137	с другой стороны	12	1
138	можно только в	1	1
139	о том как	3	1
140	решиться взглянуть на	1	1
141	не в том	5	1
142	одном и том	1	1
143	иначе связанные с	1	1
144	свидетельствует о том	1	1
145	и в смысле	1	1
146	у всех народов	1	1
147	только тогда когда	2	1
148	широком смысле этого	3	1
149	сообразно с этим	1	1
150	более и более	1	1
151	но они не	1	1
152	что и в	1	1
153	из этих слов	1	1
154	в силу самой	1	1
155	это как не	1	1
156	но точно так	1	1
157	еще и потому	1	1
158	все же есть	1	1
159	не является исключительно	1	1
160	одного и того	2	1
161	в этом последнем	1	1
162	и здесь не	1	1
