N	2gram	Bakhtin_Pr	StatiiOP
1	и в	64	103
2	в том	12	89
3	том что	8	77
4	в этом	33	76
5	что в	11	74
6	не только	26	60
7	и т	14	51
8	о том	5	47
9	у пушкина	1	46
10	но и	26	46
11	то что	21	44
12	что он	15	42
13	в его	30	42
14	и не	55	41
15	может быть	43	38
16	т е	44	33
17	было бы	8	32
18	т д	4	32
19	в этой	5	31
20	вовсе не	12	31
21	тем что	6	29
22	все это	9	29
23	таким образом	15	28
24	в г	1	28
25	а в	10	27
26	а не	29	27
27	но в	14	26
28	что это	2	25
29	так и	8	25
30	этом отношении	3	24
31	в трагедии	1	24
32	и его	21	24
33	все же	11	23
34	точки зрения	31	23
35	не в	15	23
36	так что	6	23
37	потому что	8	23
38	для того	1	22
39	в которой	2	22
40	как в	7	22
41	того что	3	22
42	прежде всего	16	22
43	у нас	3	22
44	в области	1	22
45	пушкиным в	1	21
46	и пр	5	21
47	того чтобы	2	21
48	до сих	9	20
49	это не	12	20
50	в своей	11	19
51	сих пор	9	19
52	т п	10	19
53	в то	15	19
54	только в	13	19
55	в котором	7	18
56	с другой	7	18
57	он не	14	18
58	об этом	3	18
59	не может	26	18
60	в самом	17	17
61	как на	4	17
62	в русской	1	17
63	самом деле	10	17
64	в россии	2	17
65	пушкина но	1	17
66	как бы	33	17
67	в данном	2	17
68	в этих	5	16
69	с этим	3	16
70	сказать что	4	16
71	можно было	3	16
72	в статье	1	16
73	если бы	12	16
74	в ней	2	16
75	другой стороны	6	15
76	как и	25	15
77	по поводу	1	15
78	из этих	3	15
79	у него	11	15
80	я не	6	15
81	и на	16	15
82	например в	5	15
83	в отношении	5	15
84	как раз	9	15
85	для него	23	15
86	также и	3	15
87	то же	18	14
88	но все	6	14
89	к тому	4	14
90	с точки	21	14
91	между тем	7	14
92	и что	5	14
93	была бы	5	14
94	в той	5	13
95	именно в	5	13
96	во всяком	7	13
97	в своем	12	13
98	из них	3	13
99	в качестве	1	13
100	а с	2	13
101	в конце	8	13
102	в нем	28	13
103	в языке	1	13
104	вместе с	1	13
105	со стороны	1	13
106	всяком случае	4	13
107	но это	6	13
108	дело в	2	13
109	что касается	1	13
110	жизни и	3	13
111	тому что	3	13
112	в своих	4	12
113	не менее	3	12
114	хотя бы	4	12
115	что у	2	12
116	в первой	3	12
117	ни в	5	12
118	как например	2	12
119	так как	9	12
120	что они	1	12
121	в них	5	11
122	в другом	3	11
123	должна была	4	11
124	никогда не	11	11
125	не было	5	11
126	и с	9	11
127	и по	1	11
128	своего рода	1	11
129	из его	3	11
130	того как	3	11
131	вопрос о	3	11
132	все эти	13	11
133	это было	1	11
134	на то	5	11
135	на эти	1	10
136	кроме того	5	10
137	не столько	1	10
138	в виду	3	10
139	так же	8	10
140	отметить что	1	10
141	в целом	8	10
142	что такое	2	10
143	что и	7	10
144	это слово	6	10
145	но он	4	10
146	во всех	4	10
147	а как	11	10
148	в каком	1	10
149	в истории	2	10
150	же время	13	10
151	ничего не	8	10
152	ответ на	1	10
153	на вопрос	2	10
154	на самом	5	10
155	но не	12	10
156	во второй	2	10
157	в частности	1	10
158	в начале	1	10
159	и к	5	9
160	с этой	2	9
161	мне кажется	1	9
162	можно сказать	2	9
163	он был	2	9
164	в одном	20	9
165	несмотря на	7	9
166	его жизни	2	9
167	письме к	2	9
168	и это	8	9
169	в каждом	15	9
170	и тем	1	9
171	во время	1	9
172	такого рода	1	9
173	времени и	2	9
174	что же	9	9
175	и для	7	9
176	для нас	2	9
177	что мы	1	9
178	там где	12	9
179	по этому	1	9
180	место в	1	9
181	но ведь	3	8
182	в результате	7	8
183	и даже	5	8
184	в речи	3	8
185	связано с	1	8
186	еще более	2	8
187	к которому	2	8
188	что она	7	8
189	к этому	1	8
190	связи с	3	8
191	одним из	7	8
192	и др	7	8
193	могут быть	9	8
194	в общем	1	8
195	к сожалению	2	8
196	нужно сказать	1	8
197	должен был	1	8
198	заключается в	1	8
199	в которых	4	8
200	не имеет	2	8
201	тем не	2	8
202	совершенно не	5	8
203	мы имеем	1	8
204	статьи в	1	8
205	той же	8	8
206	до конца	10	8
207	в их	6	8
208	в какой	2	8
209	п в	1	8
210	отношение к	4	8
211	и о	7	8
212	такой же	4	8
213	это в	2	8
214	с которыми	1	7
215	и очень	1	7
216	о чем	1	7
217	по себе	16	7
218	отличается от	5	7
219	в это	1	7
220	работы над	1	7
221	не мог	1	7
222	точка зрения	13	7
223	того же	3	7
224	на почве	5	7
225	в ее	2	7
226	при чем	3	7
227	что все	2	7
228	это очень	2	7
229	кажется что	4	7
230	как это	1	7
231	нельзя не	1	7
232	что для	2	7
233	во втором	1	7
234	то в	2	7
235	то время	2	7
236	можно назвать	1	7
237	еще не	10	7
238	еще и	1	7
239	одной из	1	7
240	на этот	4	7
241	связан с	1	7
242	данном случае	2	7
243	уже в	5	7
244	трагедии в	1	7
245	мы находим	1	7
246	но с	4	7
247	что этот	2	7
248	говорит об	1	7
249	не все	1	7
250	с самого	1	7
251	конце концов	7	7
252	лишь в	4	7
253	отношению к	12	7
254	что за	1	6
255	же и	5	6
256	на его	2	6
257	одно из	2	6
258	вот что	1	6
259	и сам	6	6
260	в жизни	5	6
261	в письме	2	6
262	по отношению	12	6
263	он писал	2	6
264	даже в	6	6
265	ни одного	3	6
266	крайней мере	2	6
267	к нему	11	6
268	только не	2	6
269	в повестях	1	6
270	отношения между	1	6
271	время как	2	6
272	же как	2	6
273	одном из	2	6
274	о которых	1	6
275	в устах	2	6
276	своего времени	2	6
277	этом смысле	12	6
278	этот вопрос	4	6
279	его как	5	6
280	в себе	11	6
281	в особенности	1	6
282	и здесь	6	6
283	из которых	3	6
284	и все	6	6
285	в известном	1	6
286	не трудно	1	6
287	по крайней	2	6
288	идет о	5	6
289	тем же	3	6
290	и во	3	6
291	что я	7	6
292	с его	11	6
293	что с	1	6
294	мы не	4	6
295	и за	1	6
296	ни на	3	6
297	независимо от	1	6
298	по существу	6	6
299	в новом	1	6
300	должен быть	1	6
301	в одной	8	6
302	и вообще	1	6
303	этих двух	1	6
304	его не	1	6
305	в литературном	1	6
306	что на	1	6
307	которая была	1	5
308	до него	1	5
309	при этом	8	5
310	не как	20	5
311	в духе	4	5
312	целый ряд	2	5
313	в речах	2	5
314	уже не	15	5
315	то это	3	5
316	одной стороны	1	5
317	но они	2	5
318	конечно не	4	5
319	самого начала	2	5
320	до того	1	5
321	без всякого	1	5
322	в основу	1	5
323	что именно	1	5
324	после того	1	5
325	в обеих	1	5
326	с одной	1	5
327	хотя и	5	5
328	его в	8	5
329	не была	4	5
330	не о	3	5
331	на себя	4	5
332	что не	3	5
333	даже не	1	5
334	же касается	1	5
335	в сторону	2	5
336	не был	2	5
337	не при	1	5
338	в уста	4	5
339	если не	1	5
340	если б	2	5
341	не приходится	1	5
342	в тех	1	5
343	она была	1	5
344	занимает в	1	5
345	или иного	1	5
346	всех этих	2	5
347	не так	1	5
348	один из	3	5
349	должна быть	8	5
350	для себя	3	5
351	из таких	1	5
352	поэтому в	3	5
353	не на	7	5
354	оно не	3	5
355	что ему	1	5
356	конечно и	3	5
357	большое значение	1	5
358	в слове	3	5
359	ни с	1	5
360	и если	2	5
361	не могло	2	5
362	отношении к	5	5
363	которую он	3	5
364	не потому	2	5
365	в творчестве	6	5
366	нет и	1	5
367	том же	4	5
368	ее в	3	5
369	но если	1	5
370	точку зрения	7	5
371	это и	5	5
372	в прозе	1	5
373	раз в	1	5
374	в сущности	10	5
375	на нее	1	5
376	а то	3	5
377	на тему	1	5
378	вообще не	2	5
379	является не	2	5
380	другом месте	1	5
381	во многом	1	5
382	и потому	7	5
383	того или	1	5
384	и только	3	5
385	как он	3	5
386	можно найти	1	5
387	на это	1	5
388	как будто	4	5
389	что было	6	4
390	и другие	1	4
391	все что	4	4
392	в центре	1	4
393	тему о	1	4
394	только что	1	4
395	которые не	1	4
396	в первом	2	4
397	из двух	1	4
398	а именно	2	4
399	что ни	1	4
400	свою собственную	1	4
401	в выборе	1	4
402	было не	1	4
403	не существует	1	4
404	не могли	1	4
405	языка в	1	4
406	не всегда	2	4
407	предисловии к	1	4
408	на него	6	4
409	эти вопросы	1	4
410	который в	1	4
411	или иным	1	4
412	всего в	2	4
413	мы видим	3	4
414	и он	5	4
415	и эти	1	4
416	как можно	2	4
417	тому же	2	4
418	будто бы	1	4
419	xviii века	1	4
420	в таком	3	4
421	в связи	1	4
422	и именно	1	4
423	одна из	5	4
424	на этом	2	4
425	не могут	10	4
426	в свете	4	4
427	в смысле	3	4
428	и у	3	4
429	могло бы	1	4
430	что как	2	4
431	но как	4	4
432	для его	4	4
433	очень часто	1	4
434	только с	1	4
435	и речи	1	4
436	должны быть	3	4
437	иметь в	2	4
438	литературы и	1	4
439	у которого	1	4
440	вопрос в	1	4
441	которые были	2	4
442	за пределы	7	4
443	вообще нет	1	4
444	а потому	2	4
445	в последнем	1	4
446	то есть	3	4
447	если в	1	4
448	сюда относится	1	4
449	это есть	1	4
450	и вполне	2	4
451	в форме	8	4
452	так или	1	4
453	сами по	4	4
454	они не	5	4
455	в прямом	1	4
456	в романе	12	4
457	в процессе	6	4
458	и так	2	4
459	от его	1	4
460	да и	2	4
461	нет в	1	4
462	ничего общего	1	4
463	здесь нет	4	4
464	все они	2	4
465	бы и	6	4
466	в основе	4	4
467	совпадает с	2	4
468	в значительной	1	4
469	относится к	1	4
470	быть не	1	4
471	и тогда	1	4
472	говорят что	1	4
473	не знает	6	4
474	им в	1	4
475	не для	1	4
476	в образе	2	4
477	с нею	2	4
478	значительной степени	1	4
479	этого слова	3	4
480	сожалению не	1	4
481	которые в	1	4
482	что оно	2	4
483	нет ни	2	4
484	в поэзии	2	4
485	как у	1	4
486	и всегда	2	4
487	чем он	1	4
488	смысле этого	1	4
489	а на	1	4
490	или в	7	4
491	или иначе	1	4
492	места в	1	4
493	случае не	1	4
494	есть в	2	4
495	стремление к	1	4
496	в такой	1	4
497	нисколько не	3	4
498	в каждой	2	4
499	бы совершенно	1	4
500	в стиле	4	4
501	чем в	3	4
502	это объясняется	1	4
503	каждая из	2	4
504	он говорит	2	4
505	е в	3	4
506	уже после	2	4
507	и их	3	4
508	тем или	2	4
509	как мы	13	4
510	же это	1	4
511	для этого	3	4
512	но для	3	4
513	в чисто	3	4
514	от него	1	3
515	является в	2	3
516	е не	2	3
517	любовь к	1	3
518	а у	1	3
519	а затем	1	3
520	не хочет	3	3
521	какое место	1	3
522	но что	1	3
523	или иной	1	3
524	чтобы в	2	3
525	более или	4	3
526	кто и	1	3
527	из нее	1	3
528	их в	8	3
529	в одно	4	3
530	себе в	1	3
531	без труда	1	3
532	при всей	2	3
533	к этой	1	3
534	но эти	4	3
535	искусства и	1	3
536	в руках	3	3
537	с помощью	2	3
538	смысле слова	2	3
539	о них	1	3
540	может служить	3	3
541	о тех	1	3
542	во всей	3	3
543	все время	3	3
544	от них	3	3
545	на котором	3	3
546	к этим	2	3
547	не то	1	3
548	ему не	2	3
549	бы то	3	3
550	нельзя сказать	2	3
551	произведения и	2	3
552	в драме	6	3
553	на том	2	3
554	для своего	2	3
555	говорит в	1	3
556	в чужую	1	3
557	как его	4	3
558	я и	2	3
559	и перед	2	3
560	и до	6	3
561	от этого	2	3
562	больше всего	1	3
563	в других	2	3
564	особенно в	2	3
565	вопроса о	1	3
566	бы в	7	3
567	формы в	1	3
568	находит свое	2	3
569	в лучшем	2	3
570	не дает	3	3
571	то ни	3	3
572	или же	2	3
573	в рассказе	2	3
574	не будет	1	3
575	я бы	1	3
576	не могла	1	3
577	не раз	2	3
578	известном смысле	1	3
579	на который	1	3
580	сам в	1	3
581	образом в	1	3
582	в один	2	3
583	что до	1	3
584	и самый	1	3
585	чем у	2	3
586	от нее	2	3
587	однако и	1	3
588	в содержании	1	3
589	взгляд на	1	3
590	почти не	3	3
591	тогда когда	1	3
592	вот как	3	3
593	бы ни	3	3
594	со всеми	2	3
595	если это	1	3
596	отношения к	5	3
597	к его	1	3
598	если принять	1	3
599	себя и	5	3
600	бы не	2	3
601	который не	2	3
602	о котором	1	3
603	эта тема	2	3
604	в словах	4	3
605	перед нами	12	3
606	то и	3	3
607	это за	1	3
608	в свою	1	3
609	наконец в	4	3
610	так чтобы	7	3
611	у меня	6	3
612	драме и	1	3
613	очень хорошо	1	3
614	слова с	7	3
615	русский народ	2	3
616	быть это	2	3
617	а во	1	3
618	связанных с	1	3
619	заметить что	2	3
620	в пушкинских	1	3
621	в данной	1	3
622	но именно	3	3
623	только при	1	3
624	в сознании	3	3
625	поэтического языка	1	3
626	здесь не	7	3
627	а вовсе	2	3
628	идей и	1	3
629	в классической	1	3
630	найти в	1	3
631	он должен	2	3
632	как к	3	3
633	этом случае	1	3
634	но на	3	3
635	может не	1	3
636	он делает	1	3
637	том числе	1	3
638	сколько в	2	3
639	так в	1	3
640	он и	8	3
641	не значит	4	3
642	что так	2	3
643	а к	1	3
644	но эта	5	3
645	что о	1	3
646	слово в	10	3
647	и как	9	3
648	если и	1	3
649	к концу	1	3
650	к своему	2	3
651	или менее	4	3
652	к истории	1	3
653	степени является	1	3
654	что вы	1	3
655	она не	10	3
656	здесь совершенно	1	3
657	когда он	2	3
658	конечно в	2	3
659	только у	3	3
660	от того	4	3
661	что из	2	3
662	в книге	2	3
663	которой можно	1	3
664	в плане	6	3
665	и ее	5	3
666	не успел	1	3
667	действительно не	1	3
668	и других	1	3
669	все более	1	3
670	ведь и	4	3
671	лучшем случае	2	3
672	эпохи и	1	3
673	слова в	12	3
674	и наконец	7	3
675	не к	1	3
676	и уже	3	3
677	мы и	2	2
678	между собою	5	2
679	в момент	1	2
680	которая в	1	2
681	тех кто	1	2
682	сверх того	1	2
683	также не	2	2
684	из всех	1	2
685	тем как	5	2
686	классицизма в	1	2
687	какой бы	2	2
688	те же	3	2
689	и говорить	2	2
690	потому не	1	2
691	точно так	1	2
692	по мере	4	2
693	в живом	1	2
694	в драматическом	1	2
695	к другу	1	2
696	делает в	1	2
697	на свой	6	2
698	о мире	7	2
699	даны в	3	2
700	жизнь в	2	2
701	его произведений	1	2
702	из самых	1	2
703	он эту	1	2
704	каждом отдельном	1	2
705	зрения на	8	2
706	отношением к	1	2
707	форме в	2	2
708	показаться что	1	2
709	выражения как	1	2
710	роль в	1	2
711	укладывается в	1	2
712	как более	1	2
713	ничего а	1	2
714	но у	4	2
715	по своим	4	2
716	он является	3	2
717	он по	1	2
718	ли не	1	2
719	на материале	5	2
720	а что	5	2
721	на этой	1	2
722	этой почве	1	2
723	слову в	1	2
724	входит в	9	2
725	выходит из	1	2
726	но то	1	2
727	вот почему	1	2
728	не признать	1	2
729	за собой	1	2
730	слов о	1	2
731	на пути	2	2
732	и когда	1	2
733	а между	2	2
734	превращается в	5	2
735	совершенно неправильно	2	2
736	а только	1	2
737	является как	2	2
738	свою очередь	1	2
739	убедиться в	1	2
740	мере не	1	2
741	но этот	1	2
742	художественного изображения	2	2
743	и еще	2	2
744	поэмы или	1	2
745	настоящее время	3	2
746	него не	4	2
747	в контексте	2	2
748	что их	1	2
749	но к	1	2
750	в зависимости	5	2
751	именно на	3	2
752	для понимания	4	2
753	иначе и	2	2
754	это прежде	1	2
755	капитанской дочки	1	2
756	от себя	1	2
757	бы это	1	2
758	последнего слова	1	2
759	или лучше	1	2
760	сам по	2	2
761	все в	3	2
762	фактом что	1	2
763	этому пути	1	2
764	мы знаем	1	2
765	него самого	2	2
766	к смертной	1	2
767	которого он	1	2
768	нигде не	1	2
769	видит в	1	2
770	то она	1	2
771	литература о	1	2
772	а за	3	2
773	полемики с	1	2
774	под его	2	2
775	не укладывается	4	2
776	с одним	1	2
777	в изображении	2	2
778	такова что	1	2
779	и она	1	2
780	так сказать	9	2
781	между собой	2	2
782	на себе	3	2
783	той или	1	2
784	выражение в	6	2
785	того в	1	2
786	опору в	1	2
787	к слову	2	2
788	него есть	1	2
789	был так	1	2
790	ту же	2	2
791	как материал	1	2
792	как человек	3	2
793	этих трех	3	2
794	но вовсе	1	2
795	в случае	1	2
796	является его	1	2
797	но зато	2	2
798	сюда относятся	1	2
799	и критика	1	2
800	вообще можно	1	2
801	но только	1	2
802	его жизнь	3	2
803	не место	2	2
804	ни одной	2	2
805	истории и	1	2
806	в связь	1	2
807	например сцена	1	2
808	это вовсе	2	2
809	что есть	1	2
810	едва ли	1	2
811	лучше сказать	2	2
812	и от	3	2
813	бы быть	1	2
814	бы эти	1	2
815	его к	4	2
816	слова как	3	2
817	который был	1	2
818	с ее	1	2
819	он его	1	2
820	до его	1	2
821	не умеет	1	2
822	она является	2	2
823	мы видели	1	2
824	быть и	2	2
825	для самого	2	2
826	были бы	5	2
827	однако с	1	2
828	он уже	1	2
829	за ним	4	2
830	был очень	1	2
831	биографии в	1	2
832	не существовало	1	2
833	к одной	1	2
834	критической литературы	2	2
835	его с	1	2
836	на первом	1	2
837	и при	2	2
838	не умеют	3	2
839	художественного творчества	5	2
840	скажу что	1	2
841	целом это	1	2
842	никак не	4	2
843	он почти	1	2
844	да ведь	2	2
845	для них	1	2
846	целом ряде	3	2
847	второй части	2	2
848	все его	3	2
849	поэтому и	4	2
850	от своего	2	2
851	с ней	1	2
852	их и	2	2
853	это положение	1	2
854	произведения в	2	2
855	по преимуществу	2	2
856	о своей	1	2
857	героев и	4	2
858	в одних	1	2
859	и они	2	2
860	как не	9	2
861	знаете что	1	2
862	быть назван	1	2
863	смертной казни	1	2
864	этот образ	1	2
865	из которого	1	2
866	как следствие	1	2
867	своей жизни	2	2
868	два слова	2	2
869	и среди	2	2
870	к той	1	2
871	взаимоотношения между	1	2
872	с трагедией	1	2
873	то он	3	2
874	в диалог	1	2
875	словам в	1	2
876	случае и	1	2
877	да еще	1	2
