N	3gram	Losev_Prob	EvropaiE
1	с точки зрения	3	16
2	в то же	4	15
3	и в то	1	8
4	с одной стороны	4	8
5	в том что	7	6
6	одной стороны и	2	6
7	так же как	2	5
8	как нам кажется	1	5
9	для того чтобы	9	5
10	того или иного	6	4
11	той или иной	5	4
12	само по себе	1	4
13	не только в	3	4
14	бы то ни	2	4
15	и в этом	5	4
16	в той или	1	3
17	во всех случаях	1	3
18	можно было бы	4	3
19	в этом смысле	8	3
20	же как и	1	3
21	хотя бы и	3	3
22	во всяком случае	11	3
23	можно сказать что	6	3
24	в известном смысле	1	3
25	в этом отношении	2	3
26	так и в	2	2
27	и в частности	3	2
28	того что в	1	2
29	мы можем сказать	1	2
30	и все другие	1	2
31	как мы видели	1	2
32	нам кажется что	1	2
33	и притом в	1	2
34	но в то	1	2
35	и только в	2	2
36	не может быть	5	2
37	на то что	12	2
38	в данном случае	10	2
39	заключается в том	2	2
40	хотя бы в	1	2
41	тем самым в	1	2
42	есть не только	1	2
43	и со стороны	1	2
44	к тому чтобы	1	2
45	только в том	4	2
46	друг от друга	1	2
47	то что в	4	2
48	близко подходит к	1	2
49	с другой стороны	7	2
50	тому или иному	1	2
51	по нашему мнению	1	2
52	xviii и xix	1	2
53	и не имеет	1	2
54	в частности в	2	2
55	или хотя бы	2	2
56	не говоря уже	6	2
57	во многих отношениях	1	1
58	и т д	12	1
59	говорить не о	1	1
60	хотя и не	2	1
61	как это мы	2	1
62	мы здесь говорим	1	1
63	в том случае	2	1
64	уже и теперь	1	1
65	ли это что	1	1
66	и не только	1	1
67	наше внимание на	1	1
68	оставить в стороне	1	1
69	и не быть	1	1
70	ко всему человечеству	1	1
71	и с точки	1	1
72	то есть в	6	1
73	дело в том	3	1
74	а именно в	1	1
75	во многих других	1	1
76	вовсе не обязательно	2	1
77	о котором мы	1	1
78	это может быть	1	1
79	к тому или	1	1
80	так и для	2	1
81	это должно быть	1	1
82	можно сказать даже	1	1
83	всех этих случаях	1	1
84	в других случаях	2	1
85	то или иное	2	1
86	в определенный момент	1	1
87	в значительной мере	2	1
88	а не к	1	1
89	к тому что	1	1
90	но и в	3	1
91	мы отнюдь не	1	1
92	том числе и	2	1
93	и в этих	1	1
94	отнюдь не означает	1	1
95	тем большее количество	1	1
96	тех или иных	2	1
97	и связанного с	1	1
98	и тем более	2	1
99	и тем самым	4	1
100	то время как	2	1
101	есть то что	1	1
102	в виде некоторого	1	1
103	во всех этих	2	1
104	мы хотели бы	1	1
105	значит ли это	1	1
106	принимая во внимание	1	1
107	несмотря на то	1	1
108	и в своем	1	1
109	до настоящего времени	1	1
110	в себе не	3	1
111	котором мы говорили	1	1
112	не будет ли	1	1
113	гораздо сложнее чем	1	1
114	не только это	1	1
115	помнить что в	1	1
116	только в виде	1	1
117	о которых мы	2	1
118	в отношении содержания	1	1
119	и того же	2	1
120	говоря уже об	1	1
121	один и тот	1	1
122	и в отношении	1	1
123	не могут быть	1	1
124	не есть ли	1	1
125	то и другое	3	1
126	не может не	1	1
127	в каком смысле	1	1
128	с тем что	2	1
129	представление о том	1	1
130	нужно помнить что	1	1
131	что же касается	3	1
132	выходит за пределы	1	1
133	в связи с	7	1
134	том случае если	1	1
135	в некоторых случаях	1	1
136	в том же	1	1
137	и тот же	1	1
138	та или иная	1	1
139	в последнее время	1	1
140	в том числе	2	1
141	они относятся к	1	1
142	но как бы	1	1
143	не обязательно чтобы	1	1
144	того что мы	2	1
145	в пределах этого	1	1
146	это значит что	3	1
147	не имеет никаких	2	1
148	говорить о том	1	1
149	связи с этим	2	1
150	говоря уже о	5	1
151	может дать ей	1	1
152	и для всех	1	1
153	в то время	2	1
154	только тогда когда	4	1
155	что в этом	1	1
156	более или менее	7	1
157	мы говорили в	1	1
158	также и в	2	1
159	на этот раз	2	1
160	и во многих	2	1
161	и ее превосходство	1	1
162	к тому же	1	1
163	одного и того	2	1
164	а также и	2	1
165	не относится к	1	1
166	если оставить в	1	1
167	может быть и	5	1
168	друг к другу	2	1
