N	2gram	Tiupa_Hudo	VLabPisa
1	таким образом	3	32
2	в этом	12	29
3	не только	20	26
4	и в	23	26
5	творческого процесса	1	23
6	может быть	19	23
7	творческого воображения	3	21
8	и не	16	20
9	художественного творчества	6	19
10	не может	9	17
11	творческий процесс	1	17
12	в его	11	15
13	в том	20	15
14	в силу	4	14
15	все это	2	13
16	прежде всего	5	13
17	в качестве	31	12
18	в частности	18	12
19	как это	7	12
20	что в	7	11
21	с другой	9	11
22	из них	1	11
23	то же	12	10
24	не могут	1	10
25	в художественном	5	10
26	о том	2	10
27	но и	14	10
28	реальной действительности	1	10
29	по этому	1	10
30	и др	2	10
31	для него	5	9
32	об этом	2	9
33	могут быть	5	8
34	говорит и	3	8
35	другой стороны	6	8
36	только в	7	8
37	на основании	1	8
38	все эти	2	8
39	вместе с	1	8
40	том что	9	8
41	было бы	1	8
42	не следует	4	8
43	в своем	4	8
44	это не	4	7
45	говорит о	1	7
46	в году	2	7
47	в конечном	5	7
48	не было	1	7
49	по отношению	10	7
50	тому что	2	7
51	как и	3	7
52	их в	3	7
53	действительности и	1	7
54	во всех	3	7
55	а не	13	7
56	то что	5	7
57	произведения в	1	7
58	художественное произведение	3	7
59	отношению к	10	7
60	же в	1	7
61	в нем	6	7
62	из этих	3	7
63	один из	2	6
64	произведения как	3	6
65	у него	2	6
66	более или	6	6
67	в порядке	2	6
68	все же	1	6
69	приводит к	6	6
70	творческом процессе	1	6
71	это и	2	6
72	бы и	1	6
73	он же	1	6
74	художника в	1	6
75	в искусстве	9	6
76	не в	9	6
77	между тем	4	6
78	так и	12	6
79	художественного произведения	4	6
80	в себе	13	6
81	или менее	6	6
82	в зависимости	1	6
83	том же	1	6
84	и его	12	6
85	в то	8	6
86	художественный образ	1	5
87	даже в	3	5
88	в результате	1	5
89	в их	5	5
90	в них	2	5
91	связи с	3	5
92	одним из	2	5
93	конечном счете	5	5
94	как говорит	3	5
95	зависимости от	1	5
96	к тому	4	5
97	перед нами	1	5
98	не является	5	5
99	он говорит	1	5
100	на основе	2	5
101	действующих лиц	1	5
102	для художника	1	5
103	в одном	3	5
104	в пределах	3	5
105	же время	7	5
106	как бы	11	5
107	в целом	3	5
108	сказать что	4	5
109	и есть	1	5
110	никогда не	2	5
111	в самом	7	4
112	различного рода	1	4
113	ее в	2	4
114	в ее	6	4
115	как раз	3	4
116	можно сказать	6	4
117	что для	1	4
118	в этой	2	4
119	в единстве	1	4
120	замысла и	1	4
121	что все	1	4
122	что он	5	4
123	в виду	5	4
124	в романе	3	4
125	с ними	2	4
126	художественном произведении	1	4
127	в своей	7	4
128	является не	1	4
129	роль в	2	4
130	должен быть	2	4
131	с его	6	4
132	в связи	3	4
133	в сознании	1	4
134	из его	1	4
135	одна из	2	4
136	по поводу	1	4
137	отнюдь не	2	4
138	и ее	3	4
139	образов и	1	4
140	в статье	1	4
141	и к	3	3
142	что они	1	3
143	данного произведения	1	3
144	мы имеем	6	3
145	действительной жизни	1	3
146	того что	5	3
147	но как	2	3
148	что и	2	3
149	у нас	1	3
150	сводится к	11	3
151	подобно тому	3	3
152	его в	4	3
153	в форме	4	3
154	др в	1	3
155	если бы	3	3
156	или в	2	3
157	говорит в	2	3
158	именно в	2	3
159	в конце	1	3
160	или иная	1	3
161	например в	4	3
162	видно из	1	3
163	момент в	1	3
164	этого типа	1	3
165	между ними	5	3
166	и как	4	3
167	в творческом	2	3
168	в слове	4	3
169	же и	1	3
170	и художественного	1	3
171	мира и	2	3
172	а всего	1	3
173	вовсе не	2	3
174	бы в	1	3
175	с этим	1	3
176	и мир	1	3
177	а в	13	3
178	что не	1	3
179	в котором	1	3
180	в противоположность	3	3
181	в значительной	2	3
182	того чтобы	5	3
183	всего лишь	6	3
184	для того	5	3
185	тому как	3	3
186	так называемые	1	3
187	вслед за	2	3
188	далеко не	4	3
189	так же	2	3
190	человека и	2	3
191	при всем	2	3
192	писал в	1	3
193	та или	1	3
194	это делает	1	3
195	и от	1	3
196	точки зрения	11	3
197	жизни и	1	3
198	что говорит	1	3
199	и по	2	3
200	толстого в	1	3
201	говоря иначе	2	3
202	как целого	1	3
203	художественной деятельности	17	2
204	на время	2	2
205	в особенности	1	2
206	этом и	1	2
207	представить себе	1	2
208	только не	1	2
209	у каждого	1	2
210	из которых	2	2
211	от его	1	2
212	они не	1	2
213	на вопрос	1	2
214	если в	1	2
215	на язык	1	2
216	должно быть	1	2
217	зависит от	1	2
218	при всей	2	2
219	ее как	1	2
220	с одной	3	2
221	том числе	3	2
222	это особенно	1	2
223	образа в	1	2
224	внимание на	1	2
225	с нею	1	2
226	говорить о	4	2
227	да и	1	2
228	следует иметь	1	2
229	хотя и	4	2
230	подчеркнуть что	1	2
231	о чем	3	2
232	план не	1	2
233	по слову	1	2
234	одном и	1	2
235	что такое	2	2
236	а затем	2	2
237	как у	1	2
238	и через	1	2
239	из своих	1	2
240	не столько	7	2
241	с другими	5	2
242	по себе	2	2
243	частности в	1	2
244	но с	1	2
245	в своих	1	2
246	и даже	1	2
247	этой точки	2	2
248	в которой	3	2
249	и некоторые	2	2
250	а во-вторых	1	2
251	что его	1	2
252	всех его	1	2
253	том отношении	1	2
254	мысль о	1	2
255	как об	1	2
256	что она	2	2
257	но не	13	2
258	включен в	1	2
259	в жизни	3	2
260	воображения не	1	2
261	стороны в	1	2
262	начинается с	1	2
263	к его	3	2
264	не подлежит	1	2
265	чего бы	1	2
266	же как	1	2
267	между прочим	1	2
268	слова не	2	2
269	на этом	2	2
270	не вполне	2	2
271	противном случае	2	2
272	не менее	5	2
273	ли не	1	2
274	только для	1	2
275	бы не	2	2
276	остановимся на	1	2
277	может не	1	2
278	отличается от	2	2
279	после того	1	2
280	в воображении	4	2
281	на то	1	2
282	себе и	1	2
283	которая не	2	2
284	в чем	2	2
285	числе и	2	2
286	художников в	1	2
287	по его	1	2
288	а для	2	2
289	еще не	4	2
290	сказанного выше	1	2
291	все они	1	2
292	иметь в	1	2
293	в каждом	1	2
294	и потому	2	2
295	еще и	2	2
296	того или	4	2
297	а как	1	2
298	до нас	1	2
299	одной стороны	3	2
300	также и	1	2
301	ту же	1	2
302	в другом	4	2
303	не по	1	2
304	искусства и	3	2
305	не быть	1	2
306	в стихотворении	3	2
307	не всегда	2	2
308	по крайней	1	2
309	оно является	1	2
310	и может	2	2
311	лишь в	7	2
312	каждой из	1	2
313	в системе	3	2
314	не с	2	2
315	не об	1	2
316	в различных	1	2
317	о своем	1	2
318	единстве целого	1	2
319	стороны и	1	2
320	и сам	3	2
321	только то	1	2
322	действительность в	1	2
323	даже самая	2	2
324	на это	1	2
325	например не	1	2
326	и формы	1	2
327	он и	2	2
328	к ним	1	2
329	же самое	1	2
330	в сфере	1	2
331	и многих	1	2
332	заключается в	2	2
333	начиная с	2	2
334	которые в	1	2
335	о его	2	2
336	в известной	1	2
337	произведения не	1	2
338	одной из	2	2
339	этого опыта	1	2
340	как способность	2	2
341	его произведений	1	2
342	он не	4	2
343	во всей	3	2
344	или иной	9	2
345	отношении что	1	2
346	который в	2	2
347	в реальной	1	2
348	автора как	2	2
349	в области	8	2
350	в противном	2	2
351	что даже	1	2
352	как говорил	1	2
353	нет никаких	1	2
354	к этим	1	2
355	уже по	1	2
356	чтобы не	2	2
357	и для	3	2
358	и том	1	2
359	но для	1	2
360	только о	2	2
361	крайней мере	1	2
362	войны и	1	2
363	но в	10	2
364	анны карениной	2	2
365	искусства не	1	2
366	открытие и	1	1
367	в той	3	1
368	в художественных	1	1
369	с которой	1	1
370	ситуации и	1	1
371	это на	1	1
372	что автор	1	1
373	то в	2	1
374	наконец наиболее	1	1
375	на почве	4	1
376	от него	1	1
377	именно к	1	1
378	однако и	1	1
379	к действительности	3	1
380	и другие	2	1
381	к общему	1	1
382	этом случае	1	1
383	и составляет	3	1
384	и то	4	1
385	которой я	1	1
386	из анекдота	1	1
387	образом и	2	1
388	ни в	5	1
389	мы видим	1	1
390	но на	2	1
391	в более	1	1
392	творческом акте	1	1
393	можно говорить	1	1
394	произведения именно	1	1
395	объективной данности	1	1
396	этого в	1	1
397	субъективного порядка	1	1
398	таковы например	2	1
399	достоевского в	1	1
400	мышления и	2	1
401	многих других	1	1
402	другие в	1	1
403	типа как	1	1
404	полноту и	1	1
405	такая форма	1	1
406	первого из	1	1
407	то есть	26	1
408	и свою	1	1
409	иной мере	1	1
410	статье о	1	1
411	свидетельствует о	1	1
412	рассказ о	2	1
413	в поэзии	1	1
414	время и	1	1
415	своего собственного	1	1
416	несколько иной	1	1
417	как один	1	1
418	в состоянии	1	1
419	быть названо	2	1
420	с этой	3	1
421	деятельности начиная	1	1
422	а тот	1	1
423	аллегории и	1	1
424	начале этой	1	1
425	к сфере	1	1
426	дело с	1	1
427	только лишь	2	1
428	об искусстве	2	1
429	есть для	1	1
430	материала и	1	1
431	в обыденной	1	1
432	несмотря на	2	1
433	из того	1	1
434	и дает	1	1
435	есть его	1	1
436	художников слова	1	1
437	не для	1	1
438	оказывается не	1	1
439	проявляется в	1	1
440	а и	1	1
441	с ним	2	1
442	природе и	1	1
443	по выражению	1	1
444	он это	1	1
445	в основании	2	1
446	как художественное	2	1
447	привести к	1	1
448	обратил внимание	1	1
449	не как	2	1
450	форму в	1	1
451	проникновения в	1	1
452	для нас	1	1
453	и внешнего	1	1
454	например с	1	1
455	представлений о	1	1
456	своей судьбы	1	1
457	или иную	2	1
458	смешивать с	3	1
459	не ограничивается	1	1
460	из дальнейшего	1	1
461	таком случае	2	1
462	в этих	4	1
463	в русском	1	1
464	за это	1	1
465	без этого	1	1
