N	3gram	Vygotskiy_	NovoeSre
1	в высшей степени	1	6
2	не может быть	14	4
3	в наши дни	1	3
4	подобно тому как	7	3
5	не значит что	1	3
6	вопрос о том	1	2
7	в том и	4	2
8	том и заключается	2	2
9	вместе с тем	3	2
10	так же как	8	2
11	в нашу эпоху	1	2
12	и заключается что	1	2
13	в этом смысле	3	2
14	он не может	3	2
15	когда мы говорим	1	2
16	с одной стороны	6	2
17	с другой стороны	7	2
18	сами по себе	4	1
19	в том что	21	1
20	не в том	7	1
21	человека не может	1	1
22	в том случае	3	1
23	она не должна	1	1
24	до сих пор	8	1
25	в такой же	1	1
26	как будто бы	2	1
27	могут быть отнесены	1	1
28	отказаться от того	1	1
29	в зависимости от	6	1
30	том числе и	1	1
31	можно было бы	2	1
32	и вместе с	1	1
33	такой же мере	1	1
34	еще то что	1	1
35	то что он	1	1
36	в россии и	1	1
37	говорит что в	2	1
38	только потому что	2	1
39	не только в	1	1
40	но и в	1	1
41	бы сказать что	1	1
42	он создает себе	1	1
43	которые могут быть	1	1
44	в том чтобы	9	1
45	в том смысле	1	1
46	в отличие от	4	1
47	не менее чем	1	1
48	мы не хотим	1	1
49	есть прежде всего	1	1
50	но она не	1	1
51	есть вместе с	1	1
52	в нем не	1	1
53	в одну из	1	1
54	о том что	9	1
55	же как и	2	1
56	что в этом	3	1
57	и того же	1	1
58	не могут быть	2	1
59	выходит за пределы	2	1
60	заключает в себе	3	1
61	сильнее и острее	1	1
62	было бы сказать	1	1
63	как и в	5	1
64	это привело к	1	1
65	то что в	1	1
66	том случае если	2	1
67	во всяком случае	7	1
68	та или иная	1	1
69	и во всех	2	1
70	ни в одну	1	1
71	в том числе	1	1
72	совершенно так же	1	1
73	но я не	1	1
74	а не к	1	1
75	и для того	1	1
76	в то время	6	1
77	это и есть	1	1
78	то время как	6	1
79	в известном смысле	1	1
80	и не может	2	1
81	одного и того	1	1
82	к жизни и	1	1
83	может быть только	1	1
