N	3gram	Nazirov_Tv	Problema
1	тем не менее	2	56
2	о том что	6	39
3	в том что	8	37
4	и т д	10	33
5	то же самое	1	30
6	в настоящее время	1	30
7	в связи с	2	29
8	в данном случае	2	28
9	той или иной	1	26
10	по крайней мере	4	26
11	во всяком случае	2	25
12	с другой стороны	2	25
13	в таком случае	2	23
14	в конце концов	1	23
15	в то же	19	17
16	точно так же	3	16
17	же самое время	1	16
18	и тем не	1	15
19	до сих пор	1	14
20	не что иное	1	14
21	что иное как	1	14
22	ничего общего с	1	13
23	это значит что	1	13
24	сами по себе	2	13
25	того или иного	1	13
26	на самом деле	2	13
27	можно было бы	1	13
28	не может быть	2	12
29	и в этом	1	12
30	можно сказать что	2	12
31	дело в том	4	11
32	бы то ни	1	11
33	с одной стороны	1	11
34	вместе с тем	1	10
35	только то что	1	10
36	не только в	2	10
37	т д и	1	9
38	что же касается	1	9
39	то и другое	1	9
40	д и т	1	8
41	самом же деле	1	8
42	на самом же	1	8
43	это вовсе не	1	8
44	заключается в том	1	8
45	о том как	1	7
46	а может быть	2	7
47	но в таком	1	7
48	к тому же	1	7
49	нам хотелось бы	1	7
50	то или иное	1	7
51	с самого начала	3	7
52	в этой области	1	7
53	хотя и не	1	7
54	это и есть	1	7
55	только потому что	1	7
56	и как бы	1	6
57	в самом деле	2	6
58	так и в	2	6
59	но отнюдь не	1	6
60	то что в	1	6
61	то есть не	2	6
62	и в других	1	6
63	то ни было	1	6
64	на первый взгляд	1	6
65	по себе а	1	5
66	хотя бы и	1	5
67	в чем не	1	5
68	в первую очередь	1	5
69	имеем в виду	1	5
70	нам представляется что	1	5
71	так же как	1	5
72	с первого взгляда	1	5
73	в том числе	1	5
74	и прежде всего	1	5
75	не был бы	1	5
76	же как и	1	5
77	ни в чем	1	5
78	дело не в	1	4
79	том числе и	1	4
80	и потому что	1	4
81	с большим трудом	1	4
82	том или другом	1	4
83	все же не	1	4
84	это уже не	2	4
85	у нас не	1	4
86	не значит что	2	4
87	на первом плане	2	4
88	именно потому что	1	4
89	а с другой	1	4
90	равно как и	1	4
91	ту или иную	1	4
92	это не значит	2	3
93	то что не	1	3
94	и тут же	1	3
95	мы никогда не	1	3
96	в отличие от	2	3
97	и того же	1	3
98	имел в виду	1	3
99	к тому что	1	3
100	не то что	1	3
101	но это не	2	3
102	за то что	1	3
103	в чем же	1	3
104	как и в	2	3
105	именно в этом	1	3
106	но уже в	1	3
107	что может быть	1	3
108	который в своей	1	3
109	одного и того	1	3
110	бросается в глаза	1	3
111	это не просто	1	3
112	и в то	3	3
113	том что в	3	3
114	если не считать	2	3
115	в известном смысле	2	3
116	не в силах	1	3
117	в русской литературе	2	3
118	говорить о том	1	3
119	и того что	1	3
120	но в то	5	3
121	по отношению к	3	2
122	войне и мире	2	2
123	и т п	4	2
124	ничего не говорит	1	2
125	ю м лотмана	3	2
126	как и его	1	2
127	мы говорим о	1	2
128	никогда не является	1	2
129	он вовсе не	1	2
130	таким образом уже	1	2
131	он видит в	1	2
132	у него и	1	2
133	в частности в	1	2
134	отличается и от	1	2
135	мы все время	1	2
136	потому что не	1	2
137	в целом и	1	2
138	и без этого	1	2
139	что никогда не	1	2
140	статьи ю м	1	2
141	с ним на	1	2
142	о чем и	1	2
143	т д все	1	2
144	не только для	1	2
145	и особенно в	1	2
146	в братьях карамазовых	6	2
147	в г в	1	2
148	каких бы то	1	2
149	между прочим в	1	2
150	в войне и	1	2
151	у древних греков	1	2
152	и это не	1	2
153	д все это	1	2
154	и что в	1	2
155	и все же	3	2
156	является одним из	3	2
157	на том или	1	2
158	нам кажется что	1	2
159	что он не	1	2
160	мы имеем в	1	2
161	в каждом из	1	2
162	в том же	3	2
163	значит что он	1	2
164	в известной мере	2	2
165	друг на друга	1	2
166	все более и	1	2
167	не может не	1	2
168	в свою очередь	2	2
169	и в том	1	2
170	и не может	2	2
171	все это является	1	2
172	а вместе с	1	2
173	которые вовсе не	1	2
174	в медном всаднике	1	2
175	в нем и	1	2
176	более и более	1	2
177	тем что они	1	2
178	мы находим у	1	2
179	в целях ее	1	2
180	и в литературе	1	2
181	и в самом	1	2
182	в предисловии к	1	2
183	не является только	1	2
184	в глаза и	1	1
185	униженных и оскорбленных	5	1
186	одного из них	1	1
187	имеет в виду	1	1
188	человеком а каким-то	1	1
189	преступлении и наказании	9	1
190	каждом из нас	1	1
191	а тем самым	1	1
192	записках из подполья	5	1
193	нет ничего кроме	1	1
194	и перешел к	1	1
195	и в другом	1	1
196	при этом что	1	1
197	в прямом смысле	1	1
198	романах достоевского в	1	1
199	и учение о	1	1
200	хотя на самом	1	1
201	в этой сцене	1	1
202	он как будто	1	1
203	в романах достоевского	24	1
204	в первом из	1	1
205	с с аверинцев	1	1
206	но при этом	1	1
207	выражает то что	1	1
208	т д в	1	1
209	и в мистическом	1	1
210	и далеко не	1	1
211	то есть о	1	1
212	прочим в том	1	1
213	том что этот	1	1
214	в разные стороны	1	1
215	и превращается в	1	1
216	не сами по	1	1
217	на этот вопрос	2	1
218	в записках из	6	1
219	настоящего и будущего	1	1
220	в первой главе	1	1
221	преступление и наказание	5	1
222	г в плеханов	1	1
223	к вопросу о	1	1
224	не человеком а	1	1
225	то все это	1	1
226	в бытность свою	1	1
227	и здесь необходимо	1	1
228	таким образом и	1	1
229	это-то и есть	1	1
230	по самой своей	1	1
231	тоже своего рода	2	1
232	в античной литературе	1	1
233	в нашей науке	1	1
234	это тот самый	1	1
235	в ту эпоху	2	1
236	человеческой истории в	1	1
237	чуть ли не	1	1
238	приходит к мысли	1	1
239	вслед за ними	1	1
240	не в его	1	1
241	в прямом и	1	1
242	о нем и	1	1
243	но это общее	1	1
244	и в дальнейшем	1	1
245	должна указывать на	1	1
246	он верит в	1	1
247	переход от одной	1	1
248	у достоевского нет	2	1
249	в своей книге	1	1
250	исторического процесса в	1	1
251	как и сам	1	1
252	может быть в	1	1
253	было бы говорить	1	1
254	как один из	1	1
255	на аршине пространства	1	1
256	с аверинцев в	1	1
257	не так ли	1	1
258	он сам является	1	1
259	но все это	1	1
260	в одной из	4	1
261	добра и зла	2	1
262	будет рассматриваться в	1	1
263	легенда о великом	3	1
264	новую жизнь и	1	1
265	то по крайней	1	1
266	все тот же	1	1
267	и отношений между	1	1
268	действительности и как	1	1
269	пространства и времени	1	1
270	просто не был	1	1
271	и отнюдь не	1	1
272	любви или в	1	1
273	резко отличается и	1	1
274	потому и является	1	1
275	и его образность	1	1
276	есть по преимуществу	1	1
277	эпох человеческой истории	1	1
278	на краю бездны	1	1
279	себе а как	1	1
280	все это в	1	1
281	к мысли о	1	1
282	мы не замечаем	1	1
283	наталкивают нас на	1	1
284	это прежде всего	3	1
285	в году в	3	1
286	еще ничего не	1	1
287	его именно в	1	1
288	далеко не сразу	1	1
289	что у нас	1	1
290	хотя и с	1	1
291	у него есть	1	1
292	и не имеют	1	1
293	в дальнейшем мы	1	1
294	своих героев и	1	1
295	это казалось бы	1	1
296	человека но и	1	1
297	и бессмертие души	1	1
298	о котором говорилось	1	1
299	не только потому	1	1
300	в одном из	2	1
301	такое представление о	1	1
302	во главе с	2	1
303	это не означает	2	1
304	это одна из	1	1
305	ту же самую	1	1
306	он перестает быть	1	1
307	а не то	1	1
308	больше не будет	2	1
309	он не может	1	1
310	так и от	1	1
311	что все это	3	1
312	и люди его	1	1
313	не так как	2	1
314	выше мы уже	1	1
315	если он не	1	1
316	должен слиться с	1	1
317	так что они	1	1
318	русской классической литературы	1	1
319	не обладает никакой	1	1
320	особенно в медном	1	1
321	но на этот	1	1
322	художественный образ и	1	1
323	после убийства старухи	1	1
324	жизни как о	1	1
325	другой стороны и	1	1
326	здесь необходимо сказать	1	1
327	котором говорилось выше	1	1
328	у достоевского не	2	1
329	нет не только	1	1
330	мало чем отличается	1	1
331	не могут быть	2	1
332	ни в какую	1	1
333	и всякого рода	1	1
334	по сути дела	5	1
335	по себе не	1	1
336	на то чтобы	1	1
337	в наше время	4	1
338	у него не	1	1
339	создает условия для	1	1
340	то же время	18	1
341	что у него	2	1
342	образом и в	1	1
343	о том чтобы	1	1
344	находит и в	1	1
345	о времени и	1	1
346	в году издал	1	1
347	униженные и оскорбленные	3	1
348	жизни то есть	1	1
349	или в искусстве	1	1
350	может быть определен	1	1
351	что в душе	1	1
352	то что его	1	1
353	признать что в	1	1
354	только я не	1	1
355	и должно быть	1	1
356	заслуживает особого внимания	1	1
357	отнюдь не означает	1	1
358	в третий раз	1	1
359	вовсе не нужно	1	1
360	в мировой литературе	1	1
361	к античной мифологии	1	1
362	отвлеченной мысли и	1	1
363	в конце своей	1	1
364	перед тем как	1	1
365	и многое другое	2	1
366	а если мы	1	1
367	но даже в	1	1
368	в белых ночах	5	1
369	чем отличается от	1	1
370	в отрыве от	1	1
371	уже в первом	1	1
372	еще далеко не	1	1
373	прошлого настоящего и	1	1
374	но только не	1	1
375	о великом инквизиторе	3	1
376	пушкина и гоголя	1	1
377	ответ на этот	1	1
378	едва ли не	2	1
379	он говорит о	1	1
380	по нашему мнению	9	1
381	в преступлении и	10	1
382	в поисках новых	1	1
