N	2gram	Voloshinov	Myshleni
1	в том	2	195
2	внутренней речи	1	191
3	в этом	2	167
4	то что	6	166
5	и в	13	162
6	том что	2	161
7	таким образом	6	147
8	точки зрения	7	143
9	с помощью	2	131
10	что в	3	119
11	не только	6	116
12	в процессе	5	101
13	так же	2	100
14	речи и	1	99
15	и речи	1	96
16	потому что	1	95
17	того чтобы	1	91
18	может быть	8	89
19	с точки	5	89
20	что он	1	86
21	не может	8	81
22	как и	3	79
23	для того	1	78
24	так как	3	78
25	и не	8	78
26	только в	6	75
27	в целом	2	74
28	речи в	1	70
29	но и	3	70
30	заключается в	1	67
31	в его	7	67
32	сказать что	1	65
33	как бы	6	64
34	вместе с	1	62
35	и что	1	60
36	было бы	4	60
37	письменной речи	1	60
38	то же	4	58
39	в основе	1	58
40	мышления в	1	56
41	в отношении	2	55
42	что мы	1	53
43	в самом	2	52
44	мы должны	6	50
45	к тому	2	49
46	что они	2	48
47	тем что	2	48
48	мы можем	4	48
49	на основе	1	47
50	мы не	4	47
51	детской речи	1	47
52	если бы	2	46
53	по отношению	3	45
54	но не	1	45
55	с другой	2	45
56	же как	1	43
57	тому что	1	42
58	как это	1	42
59	отношению к	3	42
60	не является	4	41
61	по своей	1	40
62	одной стороны	2	40
63	никогда не	3	39
64	с одной	2	39
65	так и	3	39
66	в области	2	38
67	и к	2	37
68	вопрос о	1	37
69	мы видим	2	37
70	не в	3	37
71	в этой	1	37
72	с самого	2	36
73	в своем	1	36
74	все эти	2	36
75	самого начала	2	36
76	как в	2	36
77	а не	2	36
78	и его	12	36
79	того же	1	35
80	можно было	1	35
81	в себе	3	35
82	в которой	3	35
83	и т.д	5	35
84	для себя	2	35
85	связи с	1	34
86	и как	1	34
87	прежде всего	9	33
88	при этом	2	33
89	по себе	1	33
90	же самое	1	32
91	и тем	2	32
92	но в	4	32
93	слова и	2	32
94	все же	5	31
95	из того	1	31
96	и то	3	31
97	мысли и	1	30
98	на то	1	30
99	этом отношении	1	30
100	этого слова	1	29
101	между тем	2	29
102	родного языка	1	29
103	как известно	1	29
104	могут быть	2	29
105	с этим	3	28
106	самом деле	3	28
107	к слову	1	28
108	только что	1	27
109	с этой	2	27
110	другой стороны	2	27
111	в то	1	27
112	в своей	4	27
113	в их	3	26
114	в собственном	1	26
115	собственном смысле	1	26
116	для него	2	26
117	мысли в	1	26
118	в чем	2	25
119	что она	1	25
120	еще не	1	25
121	уже в	2	25
122	все это	4	25
123	по мере	1	25
124	своего развития	1	25
125	мы уже	2	25
126	тот же	2	24
127	зависимости от	2	24
128	того как	1	24
129	что эта	2	24
130	в нем	2	24
131	этот вопрос	1	23
132	состоит в	1	23
133	бы в	2	23
134	столь же	1	22
135	в зависимости	2	22
136	в школе	4	22
137	мыслью и	1	22
138	человеческой речи	2	21
139	к этому	1	21
140	же точно	1	21
141	и следовательно	2	21
142	и ее	2	21
143	представление о	1	21
144	его в	1	21
145	все время	1	21
146	там где	2	21
147	и все	3	21
148	не имеет	2	21
149	в истории	1	21
150	в сознании	4	21
151	ее в	2	21
152	и более	1	21
153	отношений между	2	21
154	отношение к	1	21
155	в виду	1	20
156	не менее	2	20
157	в другом	2	20
158	к которому	1	20
159	в такой	1	20
160	и других	1	20
161	а в	2	20
162	едва ли	1	20
163	на этом	1	20
164	должно быть	1	20
165	речи не	2	20
166	и их	7	20
167	но мы	4	19
168	в связи	2	19
169	один из	1	19
170	но если	1	19
171	в данном	2	19
172	в себя	1	19
173	речь в	1	19
174	во всем	2	18
175	во всей	2	18
176	но это	1	18
177	в отличие	1	18
178	и другое	1	18
179	отличие от	1	18
180	слов и	4	18
181	в своих	2	17
182	к другим	1	17
183	их в	1	17
184	в одном	3	17
185	в совершенно	1	17
186	до конца	1	17
187	и для	3	17
188	для этого	1	17
189	этой точки	1	17
190	ту же	1	17
191	и есть	1	17
192	в которых	1	16
193	языка и	5	16
194	мы имеем	1	16
195	вовсе не	2	16
196	к одному	3	16
197	такой же	1	16
198	которые не	1	16
199	между отдельными	1	16
200	по поводу	1	16
201	мысль что	1	16
202	которую мы	1	16
203	тому как	1	16
204	мышление и	1	15
205	в них	2	15
206	что при	1	15
207	от этого	2	15
208	и это	1	15
209	и является	2	15
210	подобно тому	1	15
211	со всеми	1	15
212	этого процесса	1	15
213	данном случае	2	15
214	на все	1	15
215	тем более	1	15
216	хотя бы	5	15
217	в начале	1	15
218	те же	2	15
219	которое мы	2	15
220	на всем	1	15
221	когда ребенок	1	15
222	является не	1	15
223	который мы	2	15
224	но что	1	14
225	одно и	3	14
226	точку зрения	3	14
227	и здесь	1	14
228	связанные с	2	14
229	со всей	3	14
230	одним из	1	14
231	одной из	1	14
232	один и	1	14
233	не можем	1	14
234	который в	1	14
235	переходе от	1	14
236	когда мы	1	14
237	всем протяжении	1	14
238	с его	1	14
239	последнее время	1	14
240	об этом	1	14
241	имеет место	2	13
242	в действительности	2	13
243	и тот	1	13
244	его к	1	13
245	смысле слова	2	13
246	они не	1	13
247	в виде	1	13
248	другом месте	1	13
249	отнюдь не	1	13
250	человека и	1	13
251	для всех	1	13
252	этой проблемы	2	13
253	связей и	1	13
254	связана с	3	13
255	лишь в	4	13
256	только на	1	12
257	что слово	1	12
258	функции в	1	12
259	за пределы	3	12
260	к другому	1	12
261	с их	1	12
262	в одной	1	12
263	в самых	1	12
264	ко всем	1	12
265	к нему	1	12
266	несмотря на	2	12
267	в ее	3	12
268	тем не	1	12
269	выражение в	1	12
270	мог бы	2	12
271	это и	1	12
272	только к	1	12
273	в ней	2	12
274	входит в	2	12
275	в последнее	1	11
276	не столько	3	11
277	на том	1	11
278	обратимся к	1	11
279	с ее	1	11
280	и при	2	11
281	на самом	1	11
282	эта проблема	1	11
283	остановиться на	1	11
284	одно из	1	11
285	например в	1	11
286	не знает	1	11
287	в конце	1	11
288	ничего общего	3	11
289	слово в	3	11
290	лежит в	1	11
291	или менее	1	11
292	исследования в	1	11
293	в пределах	3	11
294	нуждается в	2	11
295	и наконец	5	11
296	есть не	2	11
297	вслед за	2	10
298	является для	1	10
299	внимание на	1	10
300	бы что	1	10
301	но для	3	10
302	о которых	1	10
303	что такое	1	10
304	в другой	1	10
305	его мышления	1	10
306	и может	2	10
307	и т.п	7	10
308	учение о	2	10
309	и у	1	10
310	вопроса о	4	10
311	здесь мы	3	10
312	если не	1	10
313	в конечном	1	10
314	связаны между	1	10
315	в нашей	1	10
316	и до	1	9
317	конечном счете	1	9
318	понятно что	3	9
319	более или	1	9
320	должны быть	1	9
321	в тех	2	9
322	речи которая	1	9
323	что же	3	9
324	мышления но	1	9
325	к предмету	2	9
326	также и	1	9
327	говорить о	3	9
328	в системе	1	9
329	и он	1	9
330	путь от	1	9
331	находит свое	1	9
332	мы в	1	9
333	же самые	1	9
334	еще в	2	9
335	такого рода	1	9
336	в самой	1	9
337	или в	1	9
338	включает в	1	9
339	и письменной	1	9
340	и во-вторых	1	9
341	само по	1	9
342	не как	3	8
343	в этот	2	8
344	этого мы	1	8
345	мы попытались	1	8
346	развития не	1	8
347	эти три	1	8
348	обратиться к	1	8
349	взрослых и	1	8
350	в течение	2	8
351	все равно	1	8
352	на одном	1	8
353	только и	4	8
354	к анализу	2	8
355	связь с	1	8
356	отношений и	1	8
357	не мог	2	8
358	функций и	1	8
359	и др	2	8
360	не на	2	8
361	и тогда	1	8
362	форм и	2	8
363	только то	1	8
364	в разных	1	7
365	говоря словами	1	7
366	понятие о	1	7
367	в живом	1	7
368	больше и	1	7
369	в общем	2	7
370	его и	1	7
371	в значительной	1	7
372	при анализе	3	7
373	находятся в	1	7
374	которых он	1	7
375	возможно только	1	7
376	на место	1	7
