N	3gram	Voloshinov	Vladivir
1	в том что	2	29
2	тем не менее	1	18
3	в связи с	1	12
4	более или менее	1	11
5	не может быть	4	10
6	в то же	1	10
7	с точки зрения	5	10
8	то же время	1	9
9	а также и	1	8
10	в течение всей	1	8
11	на то что	1	8
12	само по себе	1	6
13	в данном случае	2	6
14	том что в	1	6
15	в отличие от	1	6
16	с другой стороны	2	6
17	и в его	1	5
18	само собой разумеется	1	5
19	то что в	1	5
20	для того чтобы	1	4
21	в этом отношении	1	4
22	и вместе с	1	4
23	что в этом	1	4
24	не что иное	2	4
25	можно было бы	1	4
26	что иное как	2	4
27	с одной стороны	2	4
28	в самом деле	2	3
29	ничего общего с	2	3
30	иметь в виду	1	3
31	не только на	1	3
32	в последнее время	1	3
33	течение всей своей	1	3
34	к тому что	1	3
35	только то что	1	3
36	собой разумеется что	1	3
37	несмотря на все	1	3
38	в связи со	1	3
39	с самого начала	2	3
40	нам кажется что	1	3
41	так же как	1	2
42	и тот же	1	2
43	в течение всего	1	2
44	мы уже видели	1	2
45	есть не что	2	2
46	его точки зрения	1	2
47	но что же	1	2
48	указать на то	1	2
49	те или иные	1	2
50	только и может	1	2
51	как то что	1	2
52	тех пор пока	3	2
53	один и тот	1	2
54	с его точки	1	2
55	но и его	1	2
56	до тех пор	4	2
57	но в то	1	2
58	одно и то	3	2
59	и то же	2	2
60	есть прежде всего	3	2
61	что он называет	1	2
62	это конечно не	1	2
63	если бы мы	1	2
64	может быть и	1	2
65	в этот момент	1	1
66	и как бы	1	1
67	все то что	1	1
68	с ними и	1	1
69	и наконец в	2	1
70	почти никогда не	1	1
71	ни о какой	1	1
72	весьма важная проблема	1	1
73	ибо здесь нет	1	1
74	говорить и о	1	1
75	прежде всего не	1	1
76	что она является	1	1
77	эту точку зрения	1	1
78	найти в них	1	1
79	далеко не всегда	1	1
80	тот же самый	1	1
81	собственно говоря и	1	1
82	все равно не	1	1
83	возможно только в	1	1
84	нигде и никогда	1	1
85	те же самые	1	1
86	которая уже была	1	1
87	оказывается с точки	1	1
88	и никогда не	1	1
89	в которых он	1	1
90	что в основе	1	1
91	чем иным как	2	1
92	не может иметь	1	1
93	другой стороны оно	1	1
94	здесь мы должны	1	1
95	нужно сказать что	1	1
96	то же самое	1	1
97	в нашей работе	1	1
98	и сводится к	1	1
99	не мог бы	1	1
100	гораздо богаче и	1	1
101	собственном смысле слова	1	1
102	вопрос возможна ли	1	1
103	чуть ли не	1	1
104	человека и его	1	1
105	равно как и	1	1
106	в значительной мере	1	1
107	в сознании и	1	1
108	с этой точки	1	1
109	выйти за пределы	1	1
110	во всем своем	1	1
111	и к тому	1	1
112	которая как известно	1	1
113	и особенно его	1	1
114	состоит в том	1	1
115	не было бы	1	1
116	не чем иным	2	1
117	включает в себя	1	1
118	только потому что	1	1
119	но это конечно	1	1
120	но тем не	1	1
121	в своей статье	1	1
122	в собственном смысле	1	1
123	выходит за пределы	1	1
124	а вовсе не	1	1
125	в разных местах	1	1
126	только с помощью	1	1
127	и не может	1	1
128	связи со всей	1	1
129	этой точки зрения	1	1
130	в виду что	1	1
131	нет и не	1	1
132	и в области	1	1
133	мы не можем	1	1
134	потому что они	1	1
135	на этом мы	1	1
