N	2gram	Vygotskiy_	Tvorches
1	и в	55	56
2	как бы	11	41
3	в его	8	37
4	в романе	1	34
5	в то	8	30
6	то же	17	25
7	не только	25	24
8	же время	2	24
9	но в	5	24
10	как и	25	23
11	то есть	44	23
12	и не	24	23
13	а в	10	23
14	и его	14	23
15	в этом	21	22
16	и т	36	22
17	что в	39	21
18	в том	55	21
19	он не	8	19
20	том что	30	19
21	может быть	35	19
22	потому что	27	19
23	у него	4	18
24	то что	47	18
25	таким образом	38	17
26	и на	6	17
27	что он	17	17
28	т д	10	17
29	все это	11	17
30	при этом	28	16
31	но и	12	16
32	никогда не	13	16
33	как в	17	16
34	в творчестве	5	16
35	прежде всего	5	16
36	не может	30	16
37	и с	5	15
38	в мире	1	15
39	но это	3	15
40	в этой	5	15
41	с его	3	15
42	и даже	11	14
43	это не	1	14
44	там же	2	13
45	о том	11	13
46	а не	18	13
47	в котором	5	12
48	же с	1	12
49	тем самым	2	12
50	с там	1	12
51	в целом	8	12
52	в своей	6	11
53	все же	9	11
54	отнюдь не	11	11
55	преступления и	1	11
56	для него	1	11
57	в самом	18	10
58	и достоевский	1	10
59	представление о	6	10
60	он сам	1	10
61	в русской	1	10
62	не в	19	10
63	в конце	6	10
64	только в	18	10
65	когда он	11	10
66	уже в	3	10
67	так и	6	10
68	но не	5	10
69	как будто	10	10
70	в своих	12	9
71	наряду с	3	9
72	а затем	1	9
73	по мнению	2	9
74	и от	4	9
75	один из	6	9
76	жизни в	1	9
77	в черновиках	1	9
78	в свою	3	9
79	человека в	1	9
80	в нем	5	9
81	даже в	2	8
82	в духе	1	8
83	именно в	1	8
84	в соответствии	1	8
85	не менее	9	8
86	так же	29	8
87	к этому	5	8
88	хотя и	3	8
89	вместе с	10	8
90	тогда как	1	8
91	соответствии с	1	8
92	одной из	1	8
93	еще не	2	8
94	в себе	6	8
95	так как	28	8
96	в их	4	8
97	на его	3	8
98	об этом	3	8
99	вовсе не	7	8
100	человека и	3	8
101	русской литературе	1	7
102	в этих	6	7
103	и сам	3	7
104	например в	5	7
105	уже не	3	7
106	казалось бы	4	7
107	за собой	1	7
108	что она	11	7
109	в которой	6	7
110	в чем	5	7
111	в рассказе	1	7
112	творчество достоевского	1	7
113	своего рода	1	7
114	самом деле	19	7
115	во сне	2	7
116	еще более	2	6
117	в принципе	1	6
118	не столько	1	6
119	и как	9	6
120	конечном счете	6	6
121	на эту	1	6
122	но у	1	6
123	хотя бы	4	6
124	одна из	5	6
125	достоевского но	1	6
126	его в	3	6
127	в конечном	6	6
128	так что	8	6
129	и ее	4	6
130	а потому	5	6
131	и далее	2	6
132	с ним	2	6
133	если бы	10	6
134	и все	8	6
135	приводит к	3	6
136	в книге	2	6
137	все эти	7	6
138	ли не	2	6
139	место в	1	6
140	и другие	5	5
141	из всех	4	5
142	в пользу	1	5
143	мысли и	2	5
144	что человек	1	5
145	быть может	2	5
146	у пушкина	4	5
147	в них	4	5
148	что этот	3	5
149	с другой	7	5
150	приходит к	5	5
151	отметить что	2	5
152	в своем	3	5
153	в одной	3	5
154	во всей	1	5
155	все время	6	5
156	из них	4	5
157	что они	7	5
158	что у	8	5
159	на него	2	5
160	в ее	7	5
161	что и	27	5
162	не было	5	5
163	что не	2	5
164	в таком	5	5
165	я не	1	5
166	и это	6	5
167	и у	6	5
168	а с	2	5
169	что это	12	5
170	т п	24	5
171	между тем	6	5
172	в первой	1	5
173	дело не	1	5
174	значит что	1	5
175	показывает что	6	5
176	не так	2	5
177	на деле	11	5
178	та же	4	5
179	с этим	7	5
180	в россии	1	5
181	не имеют	1	5
182	это все	3	5
183	до конца	9	5
184	том же	4	5
185	но если	2	5
186	тот же	8	5
187	ничего не	4	5
188	из этой	1	5
189	мы не	15	5
190	в литературе	1	5
191	как у	1	5
192	бы не	1	5
193	но с	1	5
194	в ту	1	5
195	литературной традиции	3	5
196	и по	7	5
197	и других	4	5
198	что я	4	5
199	как он	4	5
200	в известной	1	5
201	человеческой души	1	4
202	с этой	8	4
203	а у	1	4
204	говорит о	4	4
205	него в	2	4
206	с собой	1	4
207	тем что	7	4
208	роль в	4	4
209	так в	1	4
210	восходит к	1	4
211	но эти	1	4
212	представляет собой	2	4
213	по самой	3	4
214	о достоевском	1	4
215	только на	7	4
216	и когда	5	4
217	говорит что	10	4
218	не вполне	1	4
219	рассказывает о	1	4
220	самого начала	1	4
221	утверждал что	3	4
222	что все	10	4
223	точки зрения	32	4
224	это значит	1	4
225	крайней мере	1	4
226	к нему	3	4
227	мы видим	8	4
228	и мы	6	4
229	по преимуществу	2	4
230	и потому	2	4
231	с точки	12	4
232	однако этот	1	4
233	что его	5	4
234	который в	3	4
235	же как	8	4
236	сих пор	8	4
237	в такой	2	4
238	в каждом	5	4
239	не означает	2	4
240	вся история	1	4
241	личности и	1	4
242	романы достоевского	1	4
243	как это	8	4
244	но только	6	4
245	этот вопрос	2	4
246	ту же	6	4
247	однако в	2	4
248	могут быть	15	4
249	о его	2	4
250	и есть	5	4
251	ведет к	1	4
252	до сих	8	4
253	в область	3	4
254	утверждает что	5	4
255	с ними	2	4
256	героев и	1	4
257	у читателя	1	4
258	в которых	5	4
259	свое я	1	4
260	по крайней	1	4
261	перед нами	1	4
262	нет ничего	1	4
263	это и	3	4
264	его и	4	4
265	в основе	13	4
266	и более	3	4
267	связана с	1	4
