N	3gram	Ircho_Kome	StatiiOP
1	в том что	13	47
2	и т д	4	32
3	о том что	6	29
4	в этом отношении	3	24
5	для того чтобы	3	19
6	до сих пор	3	19
7	и т п	7	19
8	с другой стороны	6	13
9	во всяком случае	4	13
10	то же время	5	9
11	вместе с тем	4	9
12	на то что	2	9
13	в то же	5	9
14	можно было бы	3	9
15	тем не менее	2	8
16	к тому что	3	8
17	не только в	1	8
18	в конце концов	4	7
19	в этой области	2	7
20	в данном случае	1	7
21	но все же	1	7
22	в то время	8	7
23	том что он	4	7
24	так же как	1	6
25	по отношению к	5	6
26	в этом смысле	2	6
27	так и в	1	6
28	том что в	1	6
29	я думаю что	2	6
30	речь идет о	5	6
31	в одном из	4	6
32	что он не	2	5
33	то время как	6	5
34	в том же	1	5
35	за то что	4	5
36	но и в	2	5
37	в одной из	1	5
38	что же касается	1	5
39	то что в	1	5
40	т п в	1	5
41	с самого начала	2	5
42	после того как	3	5
43	мере в какой	1	4
44	в применении к	1	4
45	то что он	2	4
46	обращает на себя	4	4
47	так или иначе	4	4
48	с одной стороны	5	4
49	в связи с	3	4
50	к сожалению не	1	4
51	того или иного	1	4
52	в это время	3	4
53	и в самом	1	4
54	тем более что	1	4
55	и в том	1	4
56	в предисловии к	1	4
57	что и в	2	4
58	на себя внимание	4	3
59	только потому что	2	3
60	в той же	2	3
61	говоря уже о	4	3
62	в том числе	4	3
63	более или менее	1	3
64	да и в	1	3
65	можно судить по	2	3
66	только что в	1	3
67	таким образом в	2	3
68	к тому же	12	3
69	и его друзья	1	3
70	что это не	1	3
71	на этот раз	5	3
72	в наше время	1	3
73	бы то ни	4	3
74	что у него	3	3
75	в течение всей	1	3
76	только в том	1	3
77	состоит в том	1	3
78	не говоря уже	4	3
79	главы евгения онегина	1	3
80	по меньшей мере	2	3
81	в значительной степени	1	3
82	в первую очередь	5	3
83	т е в	2	3
84	неизвестно кем и	1	2
85	и на этот	2	2
86	из того же	1	2
87	и даже не	1	2
88	не представляется возможным	1	2
89	если бы и	1	2
90	которой между прочим	1	2
91	что он был	1	2
92	ответ на это	1	2
93	одних и тех	1	2
94	а между тем	1	2
95	в обоих случаях	3	2
96	сомневаться в том	2	2
97	в политическом отношении	3	2
98	в зависимости от	1	2
99	том числе и	1	2
100	точно так же	1	2
101	независимо от того	3	2
102	на мой взгляд	1	2
103	в отличие от	3	2
104	только в виде	1	2
105	то ни было	4	2
106	если не считать	1	2
107	то же самое	2	2
108	то что у	1	2
109	еще в г	2	2
110	с тех пор	1	2
111	относится к г	1	2
112	сам по себе	1	2
113	в этих словах	1	2
114	чуть ли не	2	2
115	но он не	1	2
116	между тем у	1	2
117	той или иной	1	2
118	в чем же	1	2
119	и в конце	1	2
120	ср с этим	1	2
121	в целом ряде	1	2
122	и тех же	1	2
123	до тех пор	1	2
124	в которой между	1	2
125	как мы видели	1	2
126	указания на то	1	2
127	возможно что в	1	2
128	что в нем	1	2
129	до нас не	1	2
130	ни в одном	2	2
131	в г и	3	2
132	всяком случае в	1	2
133	имеем дело с	1	2
